tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,RA,CD16,CSA_12_0
71958364,20,1,1,0,0,0,0,20,1120
71958365,20,1,1,0,0,0,0,20,1120
71958366,20,1,1,0,0,0,0,20,1120
71958367,40,1,1,0,0,0,0,40,1120
71958368,40,1,1,0,0,0,0,40,1120
71958369,40,1,1,0,0,0,0,40,1120
71958370,100,1,1,0,0,0,0,100,1120
71958371,100,1,1,0,0,0,0,100,1120
71958372,100,1,1,0,0,0,0,100,1120
71958373,200,1,1,0,0,0,0,200,1120
71958374,200,1,1,0,0,0,0,200,1120
71958375,200,1,1,0,0,0,0,200,1120
71958376,0,1,1,0,0,0,0,400,1120
71958377,0,1,1,0,0,0,0,400,1120
71958378,0,1,1,0,0,0,0,400,1120
71958379,0,1,1,0,0,0,0,1000,1120
71958380,0,1,1,0,0,0,0,1000,1120
71958381,0,1,1,0,0,0,0,1000,1120
71958382,0,1,1,0,0,0,0,2000,1120
71958383,0,1,1,0,0,0,0,2000,1120
71958384,0,1,1,0,0,0,0,2000,1120
71958385,0,1,1,0,0,0,0,4000,1120
71958386,0,1,1,0,0,0,0,4000,1120
71958387,0,1,1,0,0,0,0,4000,1121
71958388,1,1,1,0,0,0,0,10001,1121
71958389,1,1,1,0,0,0,0,10001,1122
71958390,1,1,1,0,0,0,0,10001,1133
71958391,0,1,1,0,0,0,0,0,1133
71958392,0,1,1,0,0,0,0,0,1133
71958393,0,1,1,0,0,0,0,0,1134
71958394,0,1,1,0,0,0,0,0,1134
71958395,0,1,1,0,0,0,0,0,1135
71958396,0,1,1,0,0,0,0,0,1140
71958397,0,1,1,0,0,0,0,0,1140
71958398,0,1,1,0,0,0,0,0,1140
71958399,0,1,1,0,0,0,0,0,1141
71958400,1,1,1,0,0,0,0,1,1141
71958401,1,1,1,0,0,0,0,1,1142
71958402,1,1,1,0,0,0,0,1,1142
71958403,1,1,1,0,0,0,0,1,1142
71958404,1,1,1,0,0,0,0,1,1143
71958405,1,1,1,0,0,0,0,1,666
71958406,0,1,1,0,0,0,0,140000,666
71958407,0,1,1,0,0,0,0,140000,666
71958408,0,1,1,0,0,0,0,140000,0
71958409,0,1,1,3,0,0,0,0,0
71958410,0,1,1,3,0,0,0,0,0
71958411,0,1,1,3,0,0,0,0,2001
71958412,0,1,1,3,0,0,0,0,17040
71958413,0,1,1,3,0,0,0,0,17040
71958414,0,1,1,3,3040,0,0,0,0
71958415,0,1,1,3,3040,0,0,0,6000
71958416,0,1,1,3,0,0,0,0,6000
71958417,0,1,1,3,0,0,0,0,6000
71958418,0,1,1,3,0,0,0,0,6000
71958419,0,1,1,3,0,44035,0,44035,6440
71958420,0,1,1,3,0,44035,0,44035,6440
71958421,0,1,1,3,0,44035,0,44035,6440
71958422,0,1,1,3,0,44035,0,44035,6440
71958423,0,1,1,3,0,0,0,44035,6440
71958424,0,1,1,3,0,0,0,44035,6440
71958425,0,1,1,3,0,0,0,44035,6440
71958426,1,1,1,0,0,0,0,44035,170
71958427,1,1,1,0,0,0,0,0,170
71958428,1,1,1,0,0,0,0,0,0
71958429,1,1,1,0,0,0,0,0,0
71958430,1,1,1,0,0,0,0,0,0
71958431,1,1,1,0,3075,0,0,0,0
71958432,1,1,1,0,3075,0,0,0,0
71958433,1,1,1,0,0,0,0,0,0
71958434,1,1,1,0,0,0,0,0,0
71958435,1,1,1,0,0,0,0,0,0
71958436,1,1,1,0,0,126,0,126,0
71958437,1,1,1,0,0,126,0,126,0
71958438,1,1,1,0,0,126,0,126,0
71958439,1,1,1,0,0,126,0,126,0
71958440,1,1,1,0,0,0,0,126,0
71958441,1,1,1,0,0,0,0,126,0
71958442,1,1,1,0,0,0,0,126,0
71958443,126,1,1,3,0,0,0,126,0
71958444,126,1,1,3,0,0,0,0,0
71958445,126,1,1,3,0,0,0,0,2001
71958446,126,1,1,3,0,0,0,0,17041
71958447,126,1,1,3,0,0,0,0,17041
71958448,126,1,1,3,3041,0,0,0,0
71958449,126,1,1,3,3041,0,0,0,6000
71958450,126,1,1,3,0,0,0,0,6000
71958451,126,1,1,3,0,0,0,0,6000
71958452,126,1,1,3,0,0,0,0,6000
71958453,126,1,1,3,0,50033,0,50033,6500
71958454,126,1,1,3,0,50033,0,50033,6500
71958455,126,1,1,3,0,50033,0,50033,6500
71958456,126,1,1,3,0,50033,0,50033,6500
71958457,126,1,1,3,0,0,0,50033,6500
71958458,126,1,1,3,0,0,0,50033,6500
71958459,126,1,1,3,0,0,0,50033,6500
71958460,1,1,1,0,0,0,126,50033,172
71958461,1,1,1,0,0,0,126,0,172
71958462,1,1,1,0,0,0,126,0,0
71958463,1,1,1,0,0,0,126,0,0
71958464,1,1,1,0,0,0,126,0,0
71958465,1,1,1,0,3074,0,126,0,0
71958466,1,1,1,0,3074,0,126,0,0
71958467,1,1,1,0,0,0,126,0,0
71958468,1,1,1,0,0,0,126,0,0
71958469,1,1,1,0,0,0,126,0,0
71958470,1,1,1,0,0,300,126,300,0
71958471,1,1,1,0,0,300,126,300,0
71958472,1,1,1,0,0,300,126,300,0
71958473,1,1,1,0,0,300,126,300,0
71958474,1,1,1,0,0,0,126,300,0
71958475,1,1,1,0,0,0,126,300,0
71958476,1,1,1,0,0,0,126,300,0
71958477,300,1,1,3,0,0,126,300,0
71958478,300,1,1,3,0,0,126,0,0
71958479,300,1,1,3,0,0,126,0,2001
71958480,300,1,1,3,0,0,126,0,17042
71958481,300,1,1,3,0,0,126,0,17042
71958482,300,1,1,3,3042,0,126,0,0
71958483,300,1,1,3,3042,0,126,0,6000
71958484,300,1,1,3,0,0,126,0,6000
71958485,300,1,1,3,0,0,126,0,6000
71958486,300,1,1,3,0,0,126,0,6000
71958487,300,1,1,3,0,173005,126,173005,7730
71958488,300,1,1,3,0,173005,126,173005,7730
71958489,300,1,1,3,0,173005,126,173005,7730
71958490,300,1,1,3,0,173005,126,173005,7730
71958491,300,1,1,3,0,0,126,173005,7730
71958492,300,1,1,3,0,0,126,173005,7730
71958493,300,1,1,3,0,0,126,173005,7730
71958494,5,1,1,3,0,0,126,173005,0
71958495,5,1,1,3,0,0,126,0,0
71958496,5,1,1,3,0,0,126,0,2001
71958497,5,1,1,3,0,0,126,0,17043
71958498,5,1,1,3,0,0,126,0,17043
71958499,5,1,1,3,3043,0,126,0,0
71958500,5,1,1,3,3043,0,126,0,6000
71958501,5,1,1,3,0,0,126,0,6000
71958502,5,1,1,3,0,0,126,0,6000
71958503,5,1,1,3,0,0,126,0,6000
71958504,5,1,1,3,0,150415,126,150415,7504
71958505,5,1,1,3,0,150415,126,150415,7504
71958506,5,1,1,3,0,150415,126,150415,7504
71958507,5,1,1,3,0,150415,126,150415,7504
71958508,5,1,1,3,0,0,126,150415,7504
71958509,5,1,1,3,0,0,126,150415,7504
71958510,5,1,1,3,0,0,126,150415,7504
71958511,1,1,1,0,0,0,126,150415,657
71958512,1,1,1,0,0,0,126,1,657
71958513,1,1,1,0,0,0,126,1,326
71958514,1,1,1,0,0,0,126,1,326
71958515,1,1,1,0,0,0,126,1,326
71958516,1,1,1,0,0,0,126,1,327
71958517,1,1,1,0,0,0,126,1,327
71958518,1,1,1,0,0,0,126,1,330
71958519,1,1,1,0,0,0,126,1,660
71958520,1,1,1,0,0,0,126,1,660
71958521,1,1,1,0,0,0,126,1,660
71958522,1,1,1,0,0,0,126,1,3655
71958523,244,1,1,0,0,0,126,110244,3655
71958524,244,1,1,0,0,0,126,110244,3655
71958525,244,1,1,0,0,0,126,110244,474
71958526,244,1,1,0,0,0,126,110244,474
71958527,244,1,1,0,0,0,126,110244,474
71958528,244,1,1,0,0,0,126,110244,475
71958529,305,1,1,3,0,0,126,305,475
71958530,305,1,1,3,0,0,126,305,476
71958531,305,1,1,3,0,0,126,305,501
71958532,244,1,1,0,0,0,126,110244,501
71958533,244,1,1,0,0,0,126,110244,501
71958534,244,1,1,0,0,0,126,110244,502
71958535,7,1,1,0,0,0,126,7,502
71958536,7,1,1,0,0,0,126,7,503
71958537,7,1,1,0,0,0,126,7,503
71958538,300,1,1,0,0,0,126,300,503
71958539,300,1,1,0,0,0,126,300,504
71958540,300,1,1,0,0,0,126,300,511
71958541,3,1,1,0,0,0,126,3,511
71958542,3,1,1,0,0,0,126,3,511
71958543,3,1,1,0,0,0,126,3,3725
71958544,141,1,1,0,0,0,126,30141,3725
71958545,141,1,1,0,0,0,126,30141,3725
71958546,141,1,1,0,0,0,126,30141,476
71958547,126,0,1,0,0,0,126,126,476
# MARK wr tick=71958547
71958548,126,0,1,0,0,0,126,126,476
71990143,0,1,1,0,0,0,0,0,1120
71990144,0,1,1,0,0,0,0,0,1120
71990145,1,1,1,0,0,0,0,1,1120
71990146,1,1,1,0,0,0,0,1,1120
71990147,1,1,1,0,0,0,0,1,1120
71990148,2,1,1,0,0,0,0,2,1120
71990149,2,1,1,0,0,0,0,2,1120
71990150,2,1,1,0,0,0,0,2,1120
71990151,4,1,1,0,0,0,0,4,1120
71990152,4,1,1,0,0,0,0,4,1120
71990153,4,1,1,0,0,0,0,4,1120
71990154,10,1,1,0,0,0,0,10,1120
71990155,10,1,1,0,0,0,0,10,1120
71990156,10,1,1,0,0,0,0,10,1120
71990157,20,1,1,0,0,0,0,20,1120
71990158,20,1,1,0,0,0,0,20,1120
71990159,20,1,1,0,0,0,0,20,1120
71990160,40,1,1,0,0,0,0,40,1120
71990161,40,1,1,0,0,0,0,40,1120
71990162,40,1,1,0,0,0,0,40,1120
71990163,100,1,1,0,0,0,0,100,1120
71990164,100,1,1,0,0,0,0,100,1120
71990165,100,1,1,0,0,0,0,100,1120
71990166,200,1,1,0,0,0,0,200,1120
71990167,200,1,1,0,0,0,0,200,1120
71990168,200,1,1,0,0,0,0,200,1120
71990169,0,1,1,0,0,0,0,400,1120
71990170,0,1,1,0,0,0,0,400,1120
71990171,0,1,1,0,0,0,0,400,1120
71990172,0,1,1,0,0,0,0,1000,1120
71990173,0,1,1,0,0,0,0,1000,1120
71990174,0,1,1,0,0,0,0,1000,1120
71990175,0,1,1,0,0,0,0,2000,1120
71990176,0,1,1,0,0,0,0,2000,1120
71990177,0,1,1,0,0,0,0,2000,1120
71990178,0,1,1,0,0,0,0,4000,1120
71990179,0,1,1,0,0,0,0,4000,1120
71990180,0,1,1,0,0,0,0,4000,1121
71990181,1,1,1,0,0,0,0,10001,1121
71990182,1,1,1,0,0,0,0,10001,1122
71990183,1,1,1,0,0,0,0,10001,1133
71990184,0,1,1,0,0,0,0,0,1133
71990185,0,1,1,0,0,0,0,0,1133
71990186,0,1,1,0,0,0,0,0,1134
71990187,0,1,1,0,0,0,0,0,1134
71990188,0,1,1,0,0,0,0,0,1135
71990189,0,1,1,0,0,0,0,0,1140
71990190,0,1,1,0,0,0,0,0,1140
71990191,0,1,1,0,0,0,0,0,1140
71990192,0,1,1,0,0,0,0,0,1141
71990193,1,1,1,0,0,0,0,1,1141
71990194,1,1,1,0,0,0,0,1,1142
71990195,1,1,1,0,0,0,0,1,1142
71990196,1,1,1,0,0,0,0,1,1142
71990197,1,1,1,0,0,0,0,1,1143
71990198,1,1,1,0,0,0,0,1,666
71990199,0,1,1,0,0,0,0,140000,666
71990200,0,1,1,0,0,0,0,140000,666
71990201,0,1,1,0,0,0,0,140000,0
71990202,0,1,1,3,0,0,0,0,0
71990203,0,1,1,3,0,0,0,0,0
71990204,0,1,1,3,0,0,0,0,2001
71990205,0,1,1,3,0,0,0,0,17040
71990206,0,1,1,3,0,0,0,0,17040
71990207,0,1,1,3,3040,0,0,0,0
71990208,0,1,1,3,3040,0,0,0,6000
71990209,0,1,1,3,0,0,0,0,6000
71990210,0,1,1,3,0,0,0,0,6000
71990211,0,1,1,3,0,0,0,0,6000
71990212,0,1,1,3,0,44035,0,44035,6440
71990213,0,1,1,3,0,44035,0,44035,6440
71990214,0,1,1,3,0,44035,0,44035,6440
71990215,0,1,1,3,0,44035,0,44035,6440
71990216,0,1,1,3,0,0,0,44035,6440
71990217,0,1,1,3,0,0,0,44035,6440
71990218,0,1,1,3,0,0,0,44035,6440
71990219,1,1,1,0,0,0,0,44035,170
71990220,1,1,1,0,0,0,0,0,170
71990221,1,1,1,0,0,0,0,0,0
71990222,1,1,1,0,0,0,0,0,0
71990223,1,1,1,0,0,0,0,0,0
71990224,1,1,1,0,3075,0,0,0,0
71990225,1,1,1,0,3075,0,0,0,0
71990226,1,1,1,0,0,0,0,0,0
71990227,1,1,1,0,0,0,0,0,0
71990228,1,1,1,0,0,0,0,0,0
71990229,1,1,1,0,0,145,0,145,0
71990230,1,1,1,0,0,145,0,145,0
71990231,1,1,1,0,0,145,0,145,0
71990232,1,1,1,0,0,145,0,145,0
71990233,1,1,1,0,0,0,0,145,0
71990234,1,1,1,0,0,0,0,145,0
71990235,1,1,1,0,0,0,0,145,0
71990236,145,1,1,3,0,0,0,145,0
71990237,145,1,1,3,0,0,0,0,0
71990238,145,1,1,3,0,0,0,0,2001
71990239,145,1,1,3,0,0,0,0,17041
71990240,145,1,1,3,0,0,0,0,17041
71990241,145,1,1,3,3041,0,0,0,0
71990242,145,1,1,3,3041,0,0,0,6000
71990243,145,1,1,3,0,0,0,0,6000
71990244,145,1,1,3,0,0,0,0,6000
71990245,145,1,1,3,0,0,0,0,6000
71990246,145,1,1,3,0,50033,0,50033,6500
71990247,145,1,1,3,0,50033,0,50033,6500
71990248,145,1,1,3,0,50033,0,50033,6500
71990249,145,1,1,3,0,50033,0,50033,6500
71990250,145,1,1,3,0,0,0,50033,6500
71990251,145,1,1,3,0,0,0,50033,6500
71990252,145,1,1,3,0,0,0,50033,6500
71990253,1,1,1,0,0,0,145,50033,172
71990254,1,1,1,0,0,0,145,0,172
71990255,1,1,1,0,0,0,145,0,0
71990256,1,1,1,0,0,0,145,0,0
71990257,1,1,1,0,0,0,145,0,0
71990258,1,1,1,0,3074,0,145,0,0
71990259,1,1,1,0,3074,0,145,0,0
71990260,1,1,1,0,0,0,145,0,0
71990261,1,1,1,0,0,0,145,0,0
71990262,1,1,1,0,0,0,145,0,0
71990263,1,1,1,0,0,300,145,300,0
71990264,1,1,1,0,0,300,145,300,0
71990265,1,1,1,0,0,300,145,300,0
71990266,1,1,1,0,0,300,145,300,0
71990267,1,1,1,0,0,0,145,300,0
71990268,1,1,1,0,0,0,145,300,0
71990269,1,1,1,0,0,0,145,300,0
71990270,300,1,1,3,0,0,145,300,0
71990271,300,1,1,3,0,0,145,0,0
71990272,300,1,1,3,0,0,145,0,2001
71990273,300,1,1,3,0,0,145,0,17042
71990274,300,1,1,3,0,0,145,0,17042
71990275,300,1,1,3,0,0,145,0,0
71990276,300,1,1,3,0,0,145,0,0
71990277,300,1,1,3,3042,0,145,0,0
71990278,300,1,1,3,3042,0,145,0,6000
71990279,300,1,1,3,0,0,145,0,6000
71990280,300,1,1,3,0,0,145,0,6000
71990281,300,1,1,3,0,0,145,0,6000
71990282,300,1,1,3,0,173005,145,173005,7730
71990283,300,1,1,3,0,173005,145,173005,7730
71990284,300,1,1,3,0,173005,145,173005,7730
71990285,300,1,1,3,0,173005,145,173005,7730
71990286,300,1,1,3,0,0,145,173005,7730
71990287,300,1,1,3,0,0,145,173005,7730
71990288,300,1,1,3,0,0,145,173005,7730
71990289,5,1,1,3,0,0,145,173005,0
71990290,5,1,1,3,0,0,145,0,0
71990291,5,1,1,3,0,0,145,0,2001
71990292,5,1,1,3,0,0,145,0,17043
71990293,5,1,1,3,0,0,145,0,17043
71990294,5,1,1,3,3043,0,145,0,0
71990295,5,1,1,3,3043,0,145,0,6000
71990296,5,1,1,3,0,0,145,0,6000
71990297,5,1,1,3,0,0,145,0,6000
71990298,5,1,1,3,0,0,145,0,6000
71990299,5,1,1,3,0,150415,145,150415,7504
71990300,5,1,1,3,0,150415,145,150415,7504
71990301,5,1,1,3,0,150415,145,150415,7504
71990302,5,1,1,3,0,150415,145,150415,7504
71990303,5,1,1,3,0,0,145,150415,7504
71990304,5,1,1,3,0,0,145,150415,7504
71990305,5,1,1,3,0,0,145,150415,7504
71990306,1,1,1,0,0,0,145,150415,657
71990307,1,1,1,0,0,0,145,1,657
71990308,1,1,1,0,0,0,145,1,326
71990309,1,1,1,0,0,0,145,1,326
71990310,1,1,1,0,0,0,145,1,326
71990311,1,1,1,0,0,0,145,1,327
71990312,1,1,1,0,0,0,145,1,327
71990313,1,1,1,0,0,0,145,1,330
71990314,1,1,1,0,0,0,145,1,660
71990315,1,1,1,0,0,0,145,1,660
71990316,1,1,1,0,0,0,145,1,660
71990317,1,1,1,0,0,0,145,1,3655
71990318,244,1,1,0,0,0,145,110244,3655
71990319,244,1,1,0,0,0,145,110244,3655
71990320,244,1,1,0,0,0,145,110244,474
71990321,244,1,1,0,0,0,145,110244,474
71990322,244,1,1,0,0,0,145,110244,474
71990323,244,1,1,0,0,0,145,110244,475
71990324,305,1,1,3,0,0,145,305,475
71990325,305,1,1,3,0,0,145,305,476
71990326,305,1,1,3,0,0,145,305,501
71990327,244,1,1,0,0,0,145,110244,501
71990328,244,1,1,0,0,0,145,110244,501
71990329,244,1,1,0,0,0,145,110244,502
71990330,7,1,1,0,0,0,145,7,502
71990331,7,1,1,0,0,0,145,7,503
71990332,7,1,1,0,0,0,145,7,503
71990333,300,1,1,0,0,0,145,300,503
71990334,300,1,1,0,0,0,145,300,504
71990335,300,1,1,0,0,0,145,300,511
71990336,3,1,1,0,0,0,145,3,511
71990337,3,1,1,0,0,0,145,3,511
71990338,3,1,1,0,0,0,145,3,3725
71990339,141,1,1,0,0,0,145,30141,3725
71990340,141,1,1,0,0,0,145,30141,3725
71990341,141,1,1,0,0,0,145,30141,476
71990342,145,0,1,0,0,0,145,145,476
# MARK wr tick=71990342
71990343,145,0,1,0,0,0,145,145,476
72016317,1,1,1,0,0,0,0,1,1120
72016318,1,1,1,0,0,0,0,1,1120
72016319,1,1,1,0,0,0,0,1,1120
72016320,2,1,1,0,0,0,0,2,1120
72016321,2,1,1,0,0,0,0,2,1120
72016322,2,1,1,0,0,0,0,2,1120
72016323,4,1,1,0,0,0,0,4,1120
72016324,4,1,1,0,0,0,0,4,1120
72016325,4,1,1,0,0,0,0,4,1120
72016326,10,1,1,0,0,0,0,10,1120
72016327,10,1,1,0,0,0,0,10,1120
72016328,10,1,1,0,0,0,0,10,1120
72016329,20,1,1,0,0,0,0,20,1120
72016330,20,1,1,0,0,0,0,20,1120
72016331,20,1,1,0,0,0,0,20,1120
72016332,40,1,1,0,0,0,0,40,1120
72016333,40,1,1,0,0,0,0,40,1120
72016334,40,1,1,0,0,0,0,40,1120
72016335,100,1,1,0,0,0,0,100,1120
72016336,100,1,1,0,0,0,0,100,1120
72016337,100,1,1,0,0,0,0,100,1120
72016338,200,1,1,0,0,0,0,200,1120
72016339,200,1,1,0,0,0,0,200,1120
72016340,200,1,1,0,0,0,0,200,1120
72016341,0,1,1,0,0,0,0,400,1120
72016342,0,1,1,0,0,0,0,400,1120
72016343,0,1,1,0,0,0,0,400,1120
72016344,0,1,1,0,0,0,0,1000,1120
72016345,0,1,1,0,0,0,0,1000,1120
72016346,0,1,1,0,0,0,0,1000,1120
72016347,0,1,1,0,0,0,0,2000,1120
72016348,0,1,1,0,0,0,0,2000,1120
72016349,0,1,1,0,0,0,0,2000,1120
72016350,0,1,1,0,0,0,0,4000,1120
72016351,0,1,1,0,0,0,0,4000,1120
72016352,0,1,1,0,0,0,0,4000,1121
72016353,1,1,1,0,0,0,0,10001,1121
72016354,1,1,1,0,0,0,0,10001,1122
72016355,1,1,1,0,0,0,0,10001,1133
72016356,0,1,1,0,0,0,0,0,1133
72016357,0,1,1,0,0,0,0,0,1133
72016358,0,1,1,0,0,0,0,0,1134
72016359,0,1,1,0,0,0,0,0,1134
72016360,0,1,1,0,0,0,0,0,1135
72016361,0,1,1,0,0,0,0,0,1140
72016362,0,1,1,0,0,0,0,0,1140
72016363,0,1,1,0,0,0,0,0,1140
72016364,0,1,1,0,0,0,0,0,1141
72016365,1,1,1,0,0,0,0,1,1141
72016366,1,1,1,0,0,0,0,1,1142
72016367,1,1,1,0,0,0,0,1,1142
72016368,1,1,1,0,0,0,0,1,1142
72016369,1,1,1,0,0,0,0,1,1143
72016370,1,1,1,0,0,0,0,1,666
72016371,0,1,1,0,0,0,0,140000,666
72016372,0,1,1,0,0,0,0,140000,666
72016373,0,1,1,0,0,0,0,140000,0
72016374,0,1,1,3,0,0,0,0,0
72016375,0,1,1,3,0,0,0,0,0
72016376,0,1,1,3,0,0,0,0,2001
72016377,0,1,1,3,0,0,0,0,17040
72016378,0,1,1,3,0,0,0,0,17040
72016379,0,1,1,3,0,0,0,0,0
72016380,0,1,1,3,0,0,0,0,0
72016381,0,1,1,3,0,0,0,0,0
72016382,0,1,1,3,0,0,0,0,0
72016383,0,1,1,3,3040,0,0,0,0
72016384,0,1,1,3,3040,0,0,0,6000
72016385,0,1,1,3,0,0,0,0,6000
72016386,0,1,1,3,0,0,0,0,6000
72016387,0,1,1,3,0,0,0,0,6000
72016388,0,1,1,3,0,44035,0,44035,6440
72016389,0,1,1,3,0,44035,0,44035,6440
72016390,0,1,1,3,0,44035,0,44035,6440
72016391,0,1,1,3,0,44035,0,44035,6440
72016392,0,1,1,3,0,0,0,44035,6440
72016393,0,1,1,3,0,0,0,44035,6440
72016394,0,1,1,3,0,0,0,44035,6440
72016395,1,1,1,0,0,0,0,44035,170
72016396,1,1,1,0,0,0,0,0,170
72016397,1,1,1,0,0,0,0,0,0
72016398,1,1,1,0,0,0,0,0,0
72016399,1,1,1,0,0,0,0,0,0
72016400,1,1,1,0,3075,0,0,0,0
72016401,1,1,1,0,3075,0,0,0,0
72016402,1,1,1,0,0,0,0,0,0
72016403,1,1,1,0,0,0,0,0,0
72016404,1,1,1,0,0,0,0,0,0
72016405,1,1,1,0,0,162,0,162,0
72016406,1,1,1,0,0,162,0,162,0
72016407,1,1,1,0,0,162,0,162,0
72016408,1,1,1,0,0,162,0,162,0
72016409,1,1,1,0,0,0,0,162,0
72016410,1,1,1,0,0,0,0,162,0
72016411,1,1,1,0,0,0,0,162,0
72016412,162,1,1,3,0,0,0,162,0
72016413,162,1,1,3,0,0,0,0,0
72016414,162,1,1,3,0,0,0,0,2001
72016415,162,1,1,3,0,0,0,0,17041
72016416,162,1,1,3,0,0,0,0,17041
72016417,162,1,1,3,3041,0,0,0,0
72016418,162,1,1,3,3041,0,0,0,6000
72016419,162,1,1,3,0,0,0,0,6000
72016420,162,1,1,3,0,0,0,0,6000
72016421,162,1,1,3,0,0,0,0,6000
72016422,162,1,1,3,0,50033,0,50033,6500
72016423,162,1,1,3,0,50033,0,50033,6500
72016424,162,1,1,3,0,50033,0,50033,6500
72016425,162,1,1,3,0,50033,0,50033,6500
72016426,162,1,1,3,0,0,0,50033,6500
72016427,162,1,1,3,0,0,0,50033,6500
72016428,162,1,1,3,0,0,0,50033,6500
72016429,1,1,1,0,0,0,162,50033,172
72016430,1,1,1,0,0,0,162,0,172
72016431,1,1,1,0,0,0,162,0,0
72016432,1,1,1,0,0,0,162,0,0
72016433,1,1,1,0,0,0,162,0,0
72016434,1,1,1,0,3074,0,162,0,0
72016435,1,1,1,0,3074,0,162,0,0
72016436,1,1,1,0,0,0,162,0,0
72016437,1,1,1,0,0,0,162,0,0
72016438,1,1,1,0,0,0,162,0,0
72016439,1,1,1,0,0,300,162,300,0
72016440,1,1,1,0,0,300,162,300,0
72016441,1,1,1,0,0,300,162,300,0
72016442,1,1,1,0,0,300,162,300,0
72016443,1,1,1,0,0,0,162,300,0
72016444,1,1,1,0,0,0,162,300,0
72016445,1,1,1,0,0,0,162,300,0
72016446,300,1,1,3,0,0,162,300,0
72016447,300,1,1,3,0,0,162,0,0
72016448,300,1,1,3,0,0,162,0,2001
72016449,300,1,1,3,0,0,162,0,17042
72016450,300,1,1,3,0,0,162,0,17042
72016451,300,1,1,3,3042,0,162,0,0
72016452,300,1,1,3,3042,0,162,0,6000
72016453,300,1,1,3,0,0,162,0,6000
72016454,300,1,1,3,0,0,162,0,6000
72016455,300,1,1,3,0,0,162,0,6000
72016456,300,1,1,3,0,173005,162,173005,7730
72016457,300,1,1,3,0,173005,162,173005,7730
72016458,300,1,1,3,0,173005,162,173005,7730
72016459,300,1,1,3,0,173005,162,173005,7730
72016460,300,1,1,3,0,0,162,173005,7730
72016461,300,1,1,3,0,0,162,173005,7730
72016462,300,1,1,3,0,0,162,173005,7730
72016463,5,1,1,3,0,0,162,173005,0
72016464,5,1,1,3,0,0,162,0,0
72016465,5,1,1,3,0,0,162,0,2001
72016466,5,1,1,3,0,0,162,0,17043
72016467,5,1,1,3,0,0,162,0,17043
72016468,5,1,1,3,3043,0,162,0,0
72016469,5,1,1,3,3043,0,162,0,6000
72016470,5,1,1,3,0,0,162,0,6000
72016471,5,1,1,3,0,0,162,0,6000
72016472,5,1,1,3,0,0,162,0,6000
72016473,5,1,1,3,0,150415,162,150415,7504
72016474,5,1,1,3,0,150415,162,150415,7504
72016475,5,1,1,3,0,150415,162,150415,7504
72016476,5,1,1,3,0,150415,162,150415,7504
72016477,5,1,1,3,0,0,162,150415,7504
72016478,5,1,1,3,0,0,162,150415,7504
72016479,5,1,1,3,0,0,162,150415,7504
72016480,1,1,1,0,0,0,162,150415,657
72016481,1,1,1,0,0,0,162,1,657
72016482,1,1,1,0,0,0,162,1,326
72016483,1,1,1,0,0,0,162,1,326
72016484,1,1,1,0,0,0,162,1,326
72016485,1,1,1,0,0,0,162,1,327
72016486,1,1,1,0,0,0,162,1,327
72016487,1,1,1,0,0,0,162,1,330
72016488,1,1,1,0,0,0,162,1,660
72016489,1,1,1,0,0,0,162,1,660
72016490,1,1,1,0,0,0,162,1,660
72016491,1,1,1,0,0,0,162,1,3655
72016492,244,1,1,0,0,0,162,110244,3655
72016493,244,1,1,0,0,0,162,110244,3655
72016494,244,1,1,0,0,0,162,110244,474
72016495,244,1,1,0,0,0,162,110244,474
72016496,244,1,1,0,0,0,162,110244,474
72016497,244,1,1,0,0,0,162,110244,475
72016498,305,1,1,3,0,0,162,305,475
72016499,305,1,1,3,0,0,162,305,476
72016500,305,1,1,3,0,0,162,305,501
72016501,244,1,1,0,0,0,162,110244,501
72016502,244,1,1,0,0,0,162,110244,501
72016503,244,1,1,0,0,0,162,110244,502
72016504,7,1,1,0,0,0,162,7,502
72016505,7,1,1,0,0,0,162,7,503
72016506,7,1,1,0,0,0,162,7,503
72016507,300,1,1,0,0,0,162,300,503
72016508,300,1,1,0,0,0,162,300,504
72016509,300,1,1,0,0,0,162,300,511
72016510,3,1,1,0,0,0,162,3,511
72016511,3,1,1,0,0,0,162,3,511
72016512,3,1,1,0,0,0,162,3,3725
72016513,141,1,1,0,0,0,162,30141,3725
72016514,141,1,1,0,0,0,162,30141,3725
72016515,141,1,1,0,0,0,162,30141,476
72016516,162,0,1,0,0,0,162,162,476
# MARK wr tick=72016516
72016517,162,0,1,0,0,0,162,162,476
72048124,13,1,1,0,0,0,0,100013,1120
72048125,0,1,1,0,0,0,0,0,1120
72048126,0,1,1,0,0,0,0,0,1120
72048127,0,1,1,0,0,0,0,0,1120
72048128,1,1,1,0,0,0,0,1,1120
72048129,1,1,1,0,0,0,0,1,1120
72048130,1,1,1,0,0,0,0,1,1120
72048131,2,1,1,0,0,0,0,2,1120
72048132,2,1,1,0,0,0,0,2,1120
72048133,2,1,1,0,0,0,0,2,1120
72048134,4,1,1,0,0,0,0,4,1120
72048135,4,1,1,0,0,0,0,4,1120
72048136,4,1,1,0,0,0,0,4,1120
72048137,10,1,1,0,0,0,0,10,1120
72048138,10,1,1,0,0,0,0,10,1120
72048139,10,1,1,0,0,0,0,10,1120
