tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,RA,QREG,RB,RX,MEMRD_ADDR,MEMRD_DATA,CD16,CSA_12_0
72253557,244,1,1,0,0,110244,7672,7504,0,0,110244,666
72253558,244,1,1,0,0,110244,7672,7504,0,0,110244,1112
72253559,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
72253560,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
72253561,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253562,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253563,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253564,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253565,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253566,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72253567,244,1,1,0,0,110244,7672,7504,0,0,110244,1113
72253568,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
72253569,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
72253570,10,1,1,0,0,110244,7672,7504,0,0,10,1114
72253571,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253572,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253573,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253574,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253575,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253576,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253577,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72253578,0,1,1,0,0,110244,7672,7504,0,0,0,1115
72253579,0,1,1,0,0,110244,7672,7504,0,0,0,1116
72253580,0,1,1,0,0,110244,7672,7504,0,0,0,1116
72253581,244,1,1,0,0,0,7672,7504,0,0,110244,1116
72253582,244,1,1,0,0,0,7672,7504,0,0,110244,666
72253583,244,1,1,0,0,0,7672,7504,0,0,110244,1117
72253584,1,1,1,0,0,0,7672,7504,0,0,60001,1117
72253585,1,1,1,0,0,0,7672,7504,0,0,60001,1120
72253586,1,1,1,0,0,0,7672,7504,0,0,60001,1120
72253587,13,1,1,0,0,0,7672,7504,0,0,100013,1120
72253588,13,1,1,0,0,0,7672,7504,0,0,100013,1121
72253589,13,1,1,0,0,0,7672,7504,0,0,100013,1120
72253590,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72253591,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72253592,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72253593,1,1,1,0,0,26,7672,7504,0,0,1,1120
72253594,1,1,1,0,0,26,7672,7504,0,0,1,1120
72253595,1,1,1,0,0,26,7672,7504,0,0,1,1120
72253596,2,1,1,0,0,54,7672,7504,0,0,2,1120
72253597,2,1,1,0,0,54,7672,7504,0,0,2,1120
72253598,2,1,1,0,0,54,7672,7504,0,0,2,1120
72253599,4,1,1,0,0,130,7672,7504,0,0,4,1120
72253600,4,1,1,0,0,130,7672,7504,0,0,4,1120
72253601,4,1,1,0,0,130,7672,7504,0,0,4,1120
72253602,10,1,1,0,0,260,7672,7504,0,0,10,1120
72253603,10,1,1,0,0,260,7672,7504,0,0,10,1120
72253604,10,1,1,0,0,260,7672,7504,0,0,10,1120
72253605,20,1,1,0,0,540,7672,7504,0,0,20,1120
72253606,20,1,1,0,0,540,7672,7504,0,0,20,1120
72253607,20,1,1,0,0,540,7672,7504,0,0,20,1120
72253608,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72253609,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72253610,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72253611,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72253612,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72253613,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72253614,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72253615,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72253616,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72253617,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72253618,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72253619,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72253620,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72253621,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72253622,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72253623,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72253624,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72253625,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72253626,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
72253627,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
72253628,0,1,1,0,0,130000,7672,7504,0,0,4000,1121
72253629,1,1,1,0,0,60000,7672,7504,0,0,10001,1121
72253630,1,1,1,0,0,60000,7672,7504,0,0,10001,1122
72253631,1,1,1,0,0,60000,7672,7504,0,0,10001,1133
72253632,0,1,1,0,0,140000,7672,7504,0,0,0,1133
72253633,0,1,1,0,0,140000,7672,7504,0,0,0,1133
72253634,0,1,1,0,0,140000,7672,7504,0,0,0,1134
72253635,0,1,1,0,0,0,7672,7504,0,0,0,1134
72253636,0,1,1,0,0,0,7672,7504,0,0,0,1135
72253637,0,1,1,0,0,0,7672,7504,0,0,0,1140
72253638,0,1,1,0,0,0,7672,7504,0,0,0,1140
72253639,0,1,1,0,0,0,7672,7504,0,0,0,1140
72253640,0,1,1,0,0,0,7672,7504,0,0,0,1141
72253641,1,1,1,0,0,0,7672,7504,0,0,1,1141
72253642,1,1,1,0,0,0,7672,7504,0,0,1,1142
72253643,1,1,1,0,0,0,7672,7504,0,0,1,1142
72253644,1,1,1,0,0,1,7672,7504,0,0,1,1142
72253645,1,1,1,0,0,1,7672,7504,0,0,1,1143
72253646,1,1,1,0,0,1,7672,7504,0,0,1,666
72253647,0,1,1,0,0,1,7672,7504,0,0,140000,666
72253648,0,1,1,0,0,1,7672,7504,0,0,140000,666
72253649,0,1,1,0,0,1,7672,7504,0,0,140000,0
72253650,0,1,1,3,0,1,7672,7504,0,0,0,0
72253651,0,1,1,3,0,1,7672,7504,0,0,0,0
72253652,0,1,1,3,0,1,7672,7504,0,0,0,2001
72253653,0,1,1,3,0,1,7672,7504,0,0,0,17040
72253654,0,1,1,3,0,1,7672,7504,0,0,0,17040
72253655,0,1,1,3,0,1,7672,7504,3040,0,0,0
72253656,0,1,1,3,0,1,7672,7504,3040,0,0,6000
72253657,0,1,1,3,0,1,7672,7504,0,0,0,6000
72253658,0,1,1,3,0,1,7672,7504,0,0,0,6000
72253659,0,1,1,3,0,1,7672,7504,0,0,0,6000
72253660,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72253661,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72253662,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72253663,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72253664,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72253665,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72253666,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72253667,1,1,1,0,0,1,7672,7504,0,0,44035,170
72253668,1,1,1,0,0,1,7672,7504,0,0,0,170
72253669,1,1,1,0,0,1,7672,7504,0,0,0,0
72253670,1,1,1,0,0,1,7672,7504,0,0,0,0
72253671,1,1,1,0,0,1,7672,7504,0,0,0,0
72253672,1,1,1,0,0,1,7672,7504,3075,0,0,0
72253673,1,1,1,0,0,1,7672,7504,3075,0,0,0
72253674,1,1,1,0,0,1,7672,7504,0,0,0,0
72253675,1,1,1,0,0,1,7672,7504,0,0,0,0
72253676,1,1,1,0,0,1,7672,7504,0,0,0,0
72253677,1,1,1,0,0,1,7672,7504,0,60,60,0
72253678,1,1,1,0,0,1,7672,7504,0,60,60,0
72253679,1,1,1,0,0,1,7672,7504,0,60,60,0
72253680,1,1,1,0,0,1,7672,7504,0,60,60,0
72253681,1,1,1,0,0,1,7672,7504,0,0,60,0
72253682,1,1,1,0,0,1,7672,7504,0,0,60,0
72253683,1,1,1,0,0,1,7672,7504,0,0,60,0
72253684,60,1,1,3,0,1,7672,7504,0,0,60,0
72253685,60,1,1,3,0,1,7672,7504,0,0,0,0
72253686,60,1,1,3,0,1,7672,7504,0,0,0,2001
72253687,60,1,1,3,0,1,7672,7504,0,0,0,17041
72253688,60,1,1,3,0,1,7672,7504,0,0,0,17041
72253689,60,1,1,3,0,1,7672,7504,3041,0,0,0
72253690,60,1,1,3,0,1,7672,7504,3041,0,0,6000
72253691,60,1,1,3,0,1,7672,7504,0,0,0,6000
72253692,60,1,1,3,0,1,7672,7504,0,0,0,6000
72253693,60,1,1,3,0,1,7672,7504,0,0,0,6000
72253694,60,1,1,3,0,1,7672,7504,0,50033,50033,6500
72253695,60,1,1,3,0,1,7672,7504,0,50033,50033,6500
72253696,60,1,1,3,0,1,7672,7504,0,50033,50033,6500
72253697,60,1,1,3,0,1,7672,7504,0,50033,50033,6500
72253698,60,1,1,3,0,1,7672,7504,0,0,50033,6500
72253699,60,1,1,3,0,1,7672,7504,0,0,50033,6500
72253700,60,1,1,3,0,1,7672,7504,0,0,50033,6500
72253701,1,1,1,0,60,1,7672,7504,0,0,50033,172
72253702,1,1,1,0,60,1,7672,7504,0,0,0,172
72253703,1,1,1,0,60,1,7672,7504,0,0,0,0
72253704,1,1,1,0,60,1,7672,7504,0,0,0,0
72253705,1,1,1,0,60,1,7672,7504,0,0,0,0
72253706,1,1,1,0,60,1,7672,7504,3074,0,0,0
72253707,1,1,1,0,60,1,7672,7504,3074,0,0,0
72253708,1,1,1,0,60,1,7672,7504,0,0,0,0
72253709,1,1,1,0,60,1,7672,7504,0,0,0,0
72253710,1,1,1,0,60,1,7672,7504,0,0,0,0
72253711,1,1,1,0,60,1,7672,7504,0,300,300,0
72253712,1,1,1,0,60,1,7672,7504,0,300,300,0
72253713,1,1,1,0,60,1,7672,7504,0,300,300,0
72253714,1,1,1,0,60,1,7672,7504,0,300,300,0
72253715,1,1,1,0,60,1,7672,7504,0,0,300,0
72253716,1,1,1,0,60,1,7672,7504,0,0,300,0
72253717,1,1,1,0,60,1,7672,7504,0,0,300,0
72253718,300,1,1,3,60,1,7672,7504,0,0,300,0
72253719,300,1,1,3,60,1,7672,7504,0,0,0,0
72253720,300,1,1,3,60,1,7672,7504,0,0,0,2001
72253721,300,1,1,3,60,1,7672,7504,0,0,0,17042
72253722,300,1,1,3,60,1,7672,7504,0,0,0,17042
72253723,300,1,1,3,60,1,7672,7504,3042,0,0,0
72253724,300,1,1,3,60,1,7672,7504,3042,0,0,6000
72253725,300,1,1,3,60,1,7672,7504,0,0,0,6000
72253726,300,1,1,3,60,1,7672,7504,0,0,0,6000
72253727,300,1,1,3,60,1,7672,7504,0,0,0,6000
72253728,300,1,1,3,60,1,7672,7504,0,173005,173005,7730
72253729,300,1,1,3,60,1,7672,7504,0,173005,173005,7730
72253730,300,1,1,3,60,1,7672,7504,0,173005,173005,7730
72253731,300,1,1,3,60,1,7672,7504,0,173005,173005,7730
72253732,300,1,1,3,60,1,7672,7504,0,0,173005,7730
72253733,300,1,1,3,60,1,7672,7504,0,0,173005,7730
72253734,300,1,1,3,60,1,7672,7504,0,0,173005,7730
72253735,5,1,1,3,60,1,7672,7504,0,0,173005,0
72253736,5,1,1,3,60,1,7672,7504,0,0,0,0
72253737,5,1,1,3,60,1,7672,7504,0,0,0,2001
72253738,5,1,1,3,60,1,7672,7504,0,0,0,17043
72253739,5,1,1,3,60,1,7672,7504,0,0,0,17043
72253740,5,1,1,3,60,1,7672,7504,3043,0,0,0
72253741,5,1,1,3,60,1,7672,7504,3043,0,0,6000
72253742,5,1,1,3,60,1,7672,7504,0,0,0,6000
72253743,5,1,1,3,60,1,7672,7504,0,0,0,6000
72253744,5,1,1,3,60,1,7672,7504,0,0,0,6000
72253745,5,1,1,3,60,1,7672,7504,0,150415,150415,7504
72253746,5,1,1,3,60,1,7672,7504,0,150415,150415,7504
72253747,5,1,1,3,60,1,7672,7504,0,150415,150415,7504
72253748,5,1,1,3,60,1,7672,7504,0,150415,150415,7504
72253749,5,1,1,3,60,1,7672,7504,0,0,150415,7504
72253750,5,1,1,3,60,1,7672,7504,0,0,150415,7504
72253751,5,1,1,3,60,1,7672,7504,0,0,150415,7504
72253752,1,1,1,0,60,1,7672,7504,0,0,150415,657
72253753,1,1,1,0,60,1,7672,7504,0,0,1,657
72253754,1,1,1,0,60,1,7672,7504,0,0,1,326
72253755,1,1,1,0,60,1,7672,7504,0,0,1,326
72253756,1,1,1,0,60,1,7672,7504,0,0,1,326
72253757,1,1,1,0,60,1,7672,7504,0,0,1,327
72253758,1,1,1,0,60,1,7672,7504,0,0,1,327
72253759,1,1,1,0,60,1,7672,7504,0,0,1,330
72253760,1,1,1,0,60,1,7672,7504,0,0,1,660
72253761,1,1,1,0,60,1,7672,7504,0,0,1,660
72253762,1,1,1,0,60,1,7672,7504,0,0,1,660
72253763,1,1,1,0,60,1,7672,7504,0,0,1,3655
72253764,244,1,1,0,60,1,7672,7504,0,0,110244,3655
72253765,244,1,1,0,60,1,7672,7504,0,0,110244,3655
72253766,244,1,1,0,60,1,7672,7504,0,0,110244,474
72253767,244,1,1,0,60,110244,7672,7504,0,0,110244,474
72253768,244,1,1,0,60,110244,7672,7504,0,0,110244,474
72253769,244,1,1,0,60,110244,7672,7504,0,0,110244,475
72253770,305,1,1,3,60,110244,7672,7504,0,0,305,475
72253771,305,1,1,3,60,110244,7672,7504,0,0,305,476
72253772,305,1,1,3,60,110244,7672,7504,0,0,305,501
72253773,244,1,1,0,60,110244,7672,7504,0,0,110244,501
72253774,244,1,1,0,60,110244,7672,7504,0,0,110244,501
72253775,244,1,1,0,60,110244,7672,7504,0,0,110244,502
72253776,7,1,1,0,60,110244,7672,7504,0,0,7,502
72253777,7,1,1,0,60,110244,7672,7504,0,0,7,503
72253778,7,1,1,0,60,110244,7672,7504,0,0,7,503
72253779,300,1,1,0,60,300,7672,7504,0,0,300,503
72253780,300,1,1,0,60,300,7672,7504,0,0,300,504
72253781,300,1,1,0,60,300,7672,7504,0,0,300,511
72253782,3,1,1,0,60,300,7672,7504,0,0,3,511
72253783,3,1,1,0,60,300,7672,7504,0,0,3,511
72253784,3,1,1,0,60,300,7672,7504,0,0,3,3725
72253785,141,1,1,0,60,304,7672,7504,0,0,30141,3725
72253786,141,1,1,0,60,304,7672,7504,0,0,30141,3725
72253787,141,1,1,0,60,304,7672,7504,0,0,30141,476
72253788,60,0,1,0,60,30141,7672,7504,0,0,60,476
# MARK wr tick=72253788
72253789,60,0,1,0,60,30141,7672,7504,0,0,60,476
72279672,244,1,1,0,0,10244,7672,7504,0,0,10244,326
72279673,244,1,1,0,0,10244,7672,7504,0,0,10244,327
72279674,244,1,1,0,0,10244,7672,7504,0,0,10244,327
72279675,244,1,1,0,0,10244,7672,7504,0,0,10244,330
72279676,244,1,1,0,0,10244,7672,7504,0,0,10244,660
72279677,244,1,1,0,0,10244,7672,7504,0,0,10244,660
72279678,244,1,1,0,0,10244,7672,7504,0,0,10244,660
72279679,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
72279680,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
72279681,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
72279682,244,1,1,0,0,10244,7672,7504,0,0,10244,663
72279683,0,1,1,0,0,10244,7672,7504,0,0,100000,663
72279684,0,1,1,0,0,10244,7672,7504,0,0,100000,663
72279685,0,1,1,0,0,10244,7672,7504,0,0,100000,664
72279686,244,1,1,0,0,110244,7672,7504,0,0,110244,664
72279687,244,1,1,0,0,110244,7672,7504,0,0,110244,665
72279688,244,1,1,0,0,110244,7672,7504,0,0,110244,665
72279689,244,1,1,0,0,110244,7672,7504,0,0,110244,665
72279690,244,1,1,0,0,110244,7672,7504,0,0,110244,666
72279691,244,1,1,0,0,110244,7672,7504,0,0,110244,1112
72279692,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
72279693,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
72279694,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279695,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279696,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279697,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279698,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279699,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
72279700,244,1,1,0,0,110244,7672,7504,0,0,110244,1113
72279701,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
72279702,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
72279703,10,1,1,0,0,110244,7672,7504,0,0,10,1114
72279704,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279705,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279706,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279707,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279708,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279709,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279710,10,1,1,0,0,110244,7672,7504,0,0,10,1115
72279711,0,1,1,0,0,110244,7672,7504,0,0,0,1115
72279712,0,1,1,0,0,110244,7672,7504,0,0,0,1116
72279713,0,1,1,0,0,110244,7672,7504,0,0,0,1116
72279714,244,1,1,0,0,0,7672,7504,0,0,110244,1116
72279715,244,1,1,0,0,0,7672,7504,0,0,110244,666
72279716,244,1,1,0,0,0,7672,7504,0,0,110244,1117
72279717,1,1,1,0,0,0,7672,7504,0,0,60001,1117
72279718,1,1,1,0,0,0,7672,7504,0,0,60001,1120
72279719,1,1,1,0,0,0,7672,7504,0,0,60001,1120
72279720,13,1,1,0,0,0,7672,7504,0,0,100013,1120
72279721,13,1,1,0,0,0,7672,7504,0,0,100013,1121
72279722,13,1,1,0,0,0,7672,7504,0,0,100013,1120
72279723,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72279724,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72279725,0,1,1,0,0,100013,7672,7504,0,0,0,1120
72279726,1,1,1,0,0,26,7672,7504,0,0,1,1120
72279727,1,1,1,0,0,26,7672,7504,0,0,1,1120
72279728,1,1,1,0,0,26,7672,7504,0,0,1,1120
72279729,2,1,1,0,0,54,7672,7504,0,0,2,1120
72279730,2,1,1,0,0,54,7672,7504,0,0,2,1120
72279731,2,1,1,0,0,54,7672,7504,0,0,2,1120
72279732,4,1,1,0,0,130,7672,7504,0,0,4,1120
72279733,4,1,1,0,0,130,7672,7504,0,0,4,1120
72279734,4,1,1,0,0,130,7672,7504,0,0,4,1120
72279735,10,1,1,0,0,260,7672,7504,0,0,10,1120
72279736,10,1,1,0,0,260,7672,7504,0,0,10,1120
72279737,10,1,1,0,0,260,7672,7504,0,0,10,1120
72279738,20,1,1,0,0,540,7672,7504,0,0,20,1120
72279739,20,1,1,0,0,540,7672,7504,0,0,20,1120
72279740,20,1,1,0,0,540,7672,7504,0,0,20,1120
72279741,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72279742,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72279743,40,1,1,0,0,1300,7672,7504,0,0,40,1120
72279744,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72279745,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72279746,100,1,1,0,0,2600,7672,7504,0,0,100,1120
72279747,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72279748,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72279749,200,1,1,0,0,5400,7672,7504,0,0,200,1120
72279750,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72279751,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72279752,0,1,1,0,0,13000,7672,7504,0,0,400,1120
72279753,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72279754,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72279755,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
72279756,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72279757,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72279758,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
72279759,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
72279760,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
72279761,0,1,1,0,0,130000,7672,7504,0,0,4000,1121
72279762,1,1,1,0,0,60000,7672,7504,0,0,10001,1121
72279763,1,1,1,0,0,60000,7672,7504,0,0,10001,1122
72279764,1,1,1,0,0,60000,7672,7504,0,0,10001,1133
72279765,0,1,1,0,0,140000,7672,7504,0,0,0,1133
72279766,0,1,1,0,0,140000,7672,7504,0,0,0,1133
72279767,0,1,1,0,0,140000,7672,7504,0,0,0,1134
72279768,0,1,1,0,0,0,7672,7504,0,0,0,1134
72279769,0,1,1,0,0,0,7672,7504,0,0,0,1135
72279770,0,1,1,0,0,0,7672,7504,0,0,0,1140
72279771,0,1,1,0,0,0,7672,7504,0,0,0,1140
72279772,0,1,1,0,0,0,7672,7504,0,0,0,1140
72279773,0,1,1,0,0,0,7672,7504,0,0,0,1141
72279774,1,1,1,0,0,0,7672,7504,0,0,1,1141
72279775,1,1,1,0,0,0,7672,7504,0,0,1,1142
72279776,1,1,1,0,0,0,7672,7504,0,0,1,1142
72279777,1,1,1,0,0,1,7672,7504,0,0,1,1142
72279778,1,1,1,0,0,1,7672,7504,0,0,1,1143
72279779,1,1,1,0,0,1,7672,7504,0,0,1,666
72279780,0,1,1,0,0,1,7672,7504,0,0,140000,666
72279781,0,1,1,0,0,1,7672,7504,0,0,140000,666
72279782,0,1,1,0,0,1,7672,7504,0,0,140000,0
72279783,0,1,1,3,0,1,7672,7504,0,0,0,0
72279784,0,1,1,3,0,1,7672,7504,0,0,0,0
72279785,0,1,1,3,0,1,7672,7504,0,0,0,2001
72279786,0,1,1,3,0,1,7672,7504,0,0,0,17040
72279787,0,1,1,3,0,1,7672,7504,0,0,0,17040
72279788,0,1,1,3,0,1,7672,7504,3040,0,0,0
72279789,0,1,1,3,0,1,7672,7504,3040,0,0,6000
72279790,0,1,1,3,0,1,7672,7504,0,0,0,6000
72279791,0,1,1,3,0,1,7672,7504,0,0,0,6000
72279792,0,1,1,3,0,1,7672,7504,0,0,0,6000
72279793,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72279794,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72279795,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72279796,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
72279797,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72279798,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72279799,0,1,1,3,0,1,7672,7504,0,0,44035,6440
72279800,1,1,1,0,0,1,7672,7504,0,0,44035,170
72279801,1,1,1,0,0,1,7672,7504,0,0,0,170
72279802,1,1,1,0,0,1,7672,7504,0,0,0,0
72279803,1,1,1,0,0,1,7672,7504,0,0,0,0
72279804,1,1,1,0,0,1,7672,7504,0,0,0,0
72279805,1,1,1,0,0,1,7672,7504,3075,0,0,0
72279806,1,1,1,0,0,1,7672,7504,3075,0,0,0
72279807,1,1,1,0,0,1,7672,7504,0,0,0,0
72279808,1,1,1,0,0,1,7672,7504,0,0,0,0
72279809,1,1,1,0,0,1,7672,7504,0,0,0,0
72279810,1,1,1,0,0,1,7672,7504,0,63,63,0
72279811,1,1,1,0,0,1,7672,7504,0,63,63,0
72279812,1,1,1,0,0,1,7672,7504,0,63,63,0
72279813,1,1,1,0,0,1,7672,7504,0,63,63,0
72279814,1,1,1,0,0,1,7672,7504,0,0,63,0
72279815,1,1,1,0,0,1,7672,7504,0,0,63,0
72279816,1,1,1,0,0,1,7672,7504,0,0,63,0
72279817,63,1,1,3,0,1,7672,7504,0,0,63,0
72279818,63,1,1,3,0,1,7672,7504,0,0,0,0
72279819,63,1,1,3,0,1,7672,7504,0,0,0,2001
72279820,63,1,1,3,0,1,7672,7504,0,0,0,17041
72279821,63,1,1,3,0,1,7672,7504,0,0,0,17041
72279822,63,1,1,3,0,1,7672,7504,3041,0,0,0
72279823,63,1,1,3,0,1,7672,7504,3041,0,0,6000
72279824,63,1,1,3,0,1,7672,7504,0,0,0,6000
72279825,63,1,1,3,0,1,7672,7504,0,0,0,6000
72279826,63,1,1,3,0,1,7672,7504,0,0,0,6000
72279827,63,1,1,3,0,1,7672,7504,0,50033,50033,6500
72279828,63,1,1,3,0,1,7672,7504,0,50033,50033,6500
72279829,63,1,1,3,0,1,7672,7504,0,50033,50033,6500
72279830,63,1,1,3,0,1,7672,7504,0,50033,50033,6500
72279831,63,1,1,3,0,1,7672,7504,0,0,50033,6500
72279832,63,1,1,3,0,1,7672,7504,0,0,50033,6500
72279833,63,1,1,3,0,1,7672,7504,0,0,50033,6500
72279834,1,1,1,0,63,1,7672,7504,0,0,50033,172
72279835,1,1,1,0,63,1,7672,7504,0,0,0,172
72279836,1,1,1,0,63,1,7672,7504,0,0,0,0
72279837,1,1,1,0,63,1,7672,7504,0,0,0,0
72279838,1,1,1,0,63,1,7672,7504,0,0,0,0
72279839,1,1,1,0,63,1,7672,7504,3074,0,0,0
72279840,1,1,1,0,63,1,7672,7504,3074,0,0,0
72279841,1,1,1,0,63,1,7672,7504,0,0,0,0
72279842,1,1,1,0,63,1,7672,7504,0,0,0,0
72279843,1,1,1,0,63,1,7672,7504,0,0,0,0
72279844,1,1,1,0,63,1,7672,7504,0,300,300,0
72279845,1,1,1,0,63,1,7672,7504,0,300,300,0
72279846,1,1,1,0,63,1,7672,7504,0,300,300,0
72279847,1,1,1,0,63,1,7672,7504,0,300,300,0
72279848,1,1,1,0,63,1,7672,7504,0,0,300,0
72279849,1,1,1,0,63,1,7672,7504,0,0,300,0
72279850,1,1,1,0,63,1,7672,7504,0,0,300,0
72279851,300,1,1,3,63,1,7672,7504,0,0,300,0
72279852,300,1,1,3,63,1,7672,7504,0,0,0,0
72279853,300,1,1,3,63,1,7672,7504,0,0,0,2001
72279854,300,1,1,3,63,1,7672,7504,0,0,0,17042
72279855,300,1,1,3,63,1,7672,7504,0,0,0,17042
72279856,300,1,1,3,63,1,7672,7504,3042,0,0,0
72279857,300,1,1,3,63,1,7672,7504,3042,0,0,6000
72279858,300,1,1,3,63,1,7672,7504,0,0,0,6000
72279859,300,1,1,3,63,1,7672,7504,0,0,0,6000
72279860,300,1,1,3,63,1,7672,7504,0,0,0,6000
72279861,300,1,1,3,63,1,7672,7504,0,173005,173005,7730
72279862,300,1,1,3,63,1,7672,7504,0,173005,173005,7730
72279863,300,1,1,3,63,1,7672,7504,0,173005,173005,7730
72279864,300,1,1,3,63,1,7672,7504,0,173005,173005,7730
72279865,300,1,1,3,63,1,7672,7504,0,0,173005,7730
72279866,300,1,1,3,63,1,7672,7504,0,0,173005,7730
72279867,300,1,1,3,63,1,7672,7504,0,0,173005,7730
72279868,5,1,1,3,63,1,7672,7504,0,0,173005,0
72279869,5,1,1,3,63,1,7672,7504,0,0,0,0
72279870,5,1,1,3,63,1,7672,7504,0,0,0,2001
72279871,5,1,1,3,63,1,7672,7504,0,0,0,17043
72279872,5,1,1,3,63,1,7672,7504,0,0,0,17043
72279873,5,1,1,3,63,1,7672,7504,3043,0,0,0
72279874,5,1,1,3,63,1,7672,7504,3043,0,0,6000
72279875,5,1,1,3,63,1,7672,7504,0,0,0,6000
72279876,5,1,1,3,63,1,7672,7504,0,0,0,6000
72279877,5,1,1,3,63,1,7672,7504,0,0,0,6000
72279878,5,1,1,3,63,1,7672,7504,0,150415,150415,7504
72279879,5,1,1,3,63,1,7672,7504,0,150415,150415,7504
72279880,5,1,1,3,63,1,7672,7504,0,150415,150415,7504
