tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,DBR,LDDBRN,CD16,MEMRD_DATA,QREG,RA,CSA_12_0
71783687,111,1,1,3,111,0,50033,50033,116400,0,6500
71783688,111,1,1,3,111,0,50033,0,116400,0,6500
71783689,111,1,1,3,111,0,50033,0,116400,0,6500
71783690,111,1,1,3,111,0,50033,0,116400,0,6500
71783691,0,1,1,0,50033,0,50033,0,116400,111,172
71783692,0,1,1,0,50033,0,0,0,116400,111,172
71783693,0,1,1,0,50033,0,0,0,116400,111,0
71783694,0,1,1,0,50033,0,0,0,116400,111,0
71783695,0,1,1,0,50033,0,0,0,116400,111,0
71783696,0,1,1,0,50033,0,0,0,116400,111,0
71783697,0,1,1,0,50033,0,0,0,116400,111,0
71783698,0,1,1,0,50033,0,0,0,116400,111,0
71783699,0,1,1,0,50033,0,0,0,116400,111,0
71783700,0,1,1,0,50033,0,0,0,116400,111,0
71783701,0,1,1,0,50033,0,300,300,116400,111,0
71783702,0,1,1,0,50033,0,300,300,116400,111,0
71783703,0,1,1,0,50033,0,300,300,116400,111,0
71783704,0,1,1,0,50033,0,300,300,116400,111,0
71783705,0,1,1,0,50033,0,300,0,116400,111,0
71783706,0,1,1,0,50033,0,300,0,116400,111,0
71783707,0,1,1,0,50033,0,300,0,116400,111,0
71783708,300,1,1,3,300,0,300,0,116400,111,0
71783709,300,1,1,3,300,0,0,0,116400,111,0
71783710,300,1,1,3,300,0,0,0,116400,111,2001
71783711,300,1,1,3,300,0,0,0,116400,111,17042
71783712,300,1,1,3,300,0,0,0,116400,111,17042
71783713,300,1,1,3,300,0,0,0,116400,111,0
71783714,300,1,1,3,300,0,0,0,116400,111,6000
71783715,300,1,1,3,300,0,0,0,116400,111,6000
71783716,300,1,1,3,300,0,0,0,116400,111,6000
71783717,300,1,1,3,300,0,0,0,116400,111,6000
71783718,300,1,1,3,300,0,173005,173005,116400,111,7730
71783719,300,1,1,3,300,0,173005,173005,116400,111,7730
71783720,300,1,1,3,300,0,173005,173005,116400,111,7730
71783721,300,1,1,3,300,0,173005,173005,116400,111,7730
71783722,300,1,1,3,300,0,173005,0,116400,111,7730
71783723,300,1,1,3,300,0,173005,0,116400,111,7730
71783724,300,1,1,3,300,0,173005,0,116400,111,7730
71783725,5,1,1,3,173005,0,173005,0,116400,111,0
71783726,5,1,1,3,173005,0,0,0,116400,111,0
71783727,5,1,1,3,173005,0,0,0,116400,111,2001
71783728,5,1,1,3,173005,0,0,0,116400,111,17043
71783729,5,1,1,3,173005,0,0,0,116400,111,17043
71783730,5,1,1,3,173005,0,0,0,116400,111,0
71783731,5,1,1,3,173005,0,0,0,116400,111,6000
71783732,5,1,1,3,173005,0,0,0,116400,111,6000
71783733,5,1,1,3,173005,0,0,0,116400,111,6000
71783734,5,1,1,3,173005,0,0,0,116400,111,6000
71783735,5,1,1,3,173005,0,150415,150415,116400,111,7504
71783736,5,1,1,3,173005,0,150415,150415,116400,111,7504
71783737,5,1,1,3,173005,0,150415,150415,116400,111,7504
71783738,5,1,1,3,173005,0,150415,150415,116400,111,7504
71783739,5,1,1,3,173005,0,150415,0,116400,111,7504
71783740,5,1,1,3,173005,0,150415,0,116400,111,7504
71783741,5,1,1,3,173005,0,150415,0,116400,111,7504
71783742,0,1,1,0,150415,0,156415,0,116400,111,657
71783743,0,1,1,0,150415,0,116400,0,116400,111,657
71783744,0,1,1,0,150415,0,116400,0,116400,111,326
71783745,0,1,1,0,116400,1,116400,0,116400,111,326
71783746,0,1,1,0,116400,1,116400,0,116400,111,326
71783747,0,1,1,0,116400,1,116400,0,116400,111,327
71783748,0,1,1,0,116400,1,116400,0,116400,111,327
71783749,0,1,1,0,116400,1,116400,0,116400,111,330
71783750,0,1,1,0,116400,1,116400,0,116400,111,660
71783751,0,1,1,0,116400,1,116400,0,116400,111,660
71783752,0,1,1,0,116400,1,116400,0,116400,111,660
71783753,0,1,1,0,116400,1,116400,0,116400,111,3655
71783754,244,1,1,0,116400,1,110244,0,116400,111,3655
71783755,244,1,1,0,116400,1,110244,0,116400,111,3655
71783756,244,1,1,0,116400,1,110244,0,116400,111,474
71783757,244,1,1,0,116400,1,110244,0,110244,111,474
71783758,244,1,1,0,116400,1,110244,0,110244,111,474
71783759,244,1,1,0,116400,1,110244,0,110244,111,475
71783760,305,1,1,3,116400,1,305,0,110244,111,475
71783761,305,1,1,3,116400,1,305,0,110244,111,476
71783762,305,1,1,3,116400,1,305,0,110244,111,501
71783763,244,1,1,0,116400,1,110244,0,110244,111,501
71783764,244,1,1,0,116400,1,110244,0,110244,111,501
71783765,244,1,1,0,116400,1,110244,0,110244,111,502
71783766,7,1,1,0,116400,1,7,0,110244,111,502
71783767,7,1,1,0,116400,1,7,0,110244,111,503
71783768,7,1,1,0,116400,1,7,0,110244,111,503
71783769,300,1,1,0,116400,1,300,0,300,111,503
71783770,300,1,1,0,116400,1,300,0,300,111,504
71783771,300,1,1,0,116400,1,300,0,300,111,511
71783772,3,1,1,0,116400,1,3,0,300,111,511
71783773,3,1,1,0,116400,1,3,0,300,111,511
71783774,3,1,1,0,116400,1,3,0,300,111,3725
71783775,141,1,1,0,116400,1,30141,0,304,111,3725
71783776,141,1,1,0,116400,1,30141,0,304,111,3725
71783777,141,1,1,0,116400,1,30141,0,304,111,476
71783778,111,0,1,0,116400,1,111,0,30141,111,476
# MARK wr tick=71783778
71783779,111,0,1,0,116400,1,111,0,30141,111,476
71809511,70,1,1,0,10244,1,70,0,305,0,522
71809512,70,1,1,0,10244,1,70,0,305,0,523
71809513,70,1,1,0,10244,1,70,0,305,0,527
71809514,30,1,1,0,10244,1,30,0,0,0,527
71809515,30,1,1,0,10244,1,30,0,0,0,527
71809516,30,1,1,0,10244,1,30,0,0,0,530
71809517,0,1,1,0,10244,1,0,0,0,0,530
71809518,0,1,1,0,10244,1,0,0,0,0,531
71809519,0,1,1,0,10244,1,0,0,0,0,531
71809520,30,1,1,0,10244,1,74030,0,0,0,531
71809521,30,1,1,0,10244,1,74030,0,0,0,532
71809522,30,1,1,0,10244,1,74030,0,0,0,532
71809523,0,1,1,0,10244,1,40000,0,74030,0,532
71809524,0,1,1,0,10244,1,40000,0,74030,0,533
71809525,0,1,1,0,10244,1,40000,0,74030,0,537
71809526,0,1,1,0,10244,1,4000,0,74030,0,537
71809527,0,1,1,0,10244,1,4000,0,74030,0,537
71809528,0,1,1,0,10244,1,4000,0,74030,0,540
71809529,2,1,1,0,10244,1,2,0,74030,0,540
71809530,2,1,1,0,10244,1,2,0,74030,0,541
71809531,2,1,1,0,10244,1,2,0,74030,0,476
71809532,1,1,1,0,10244,1,1,0,74030,0,476
71809533,1,1,1,0,10244,1,1,0,74030,0,476
71809534,1,1,1,0,10244,1,1,0,74030,0,0
71809535,30,1,1,3,10244,0,0,0,74030,0,0
71809536,30,1,1,3,10244,0,0,0,74030,0,0
71809537,30,1,1,3,10244,0,0,0,74030,0,2001
71809538,30,1,1,3,10244,0,0,0,74030,0,17107
71809539,30,1,1,3,10244,0,0,0,74030,0,17107
71809540,30,1,1,3,10244,0,0,0,74030,0,0
71809541,30,1,1,3,10244,0,0,0,74030,0,6000
71809542,30,1,1,3,10244,0,0,0,74030,0,6000
71809543,30,1,1,3,10244,0,0,0,74030,0,6000
71809544,30,1,1,3,10244,0,0,0,74030,0,6000
71809545,30,1,1,3,10244,0,175235,175235,74030,0,7752
71809546,30,1,1,3,10244,0,175235,175235,74030,0,7752
71809547,30,1,1,3,10244,0,175235,175235,74030,0,7752
71809548,30,1,1,3,10244,0,175235,175235,74030,0,7752
71809549,30,1,1,3,10244,0,175235,0,74030,0,7752
71809550,30,1,1,3,10244,0,175235,0,74030,0,7752
71809551,30,1,1,3,10244,0,175235,0,74030,0,7752
71809552,30,1,1,0,175235,0,175235,0,74030,0,256
71809553,30,1,1,0,175235,0,74030,0,74030,0,256
71809554,30,1,1,0,175235,0,74030,0,74030,0,257
71809555,244,1,1,0,74030,1,10244,0,74030,0,257
71809556,244,1,1,0,74030,1,10244,0,74030,0,260
71809557,244,1,1,0,74030,1,10244,0,74030,0,264
71809558,377,1,1,0,74030,1,177777,0,74030,0,264
71809559,377,1,1,0,74030,1,177777,0,74030,0,264
71809560,377,1,1,0,74030,1,177777,0,74030,0,265
71809561,10,1,1,0,74030,1,10,0,177777,0,265
71809562,10,1,1,0,74030,1,10,0,177777,0,266
71809563,10,1,1,0,74030,1,10,0,177777,0,266
71809564,243,1,1,0,74030,1,10243,0,177777,0,266
71809565,243,1,1,0,74030,1,10243,0,177777,0,267
71809566,243,1,1,0,74030,1,10243,0,177777,0,0
71809567,0,1,1,3,74030,0,0,0,177777,0,0
71809568,0,1,1,3,74030,0,0,0,177777,0,0
71809569,0,1,1,3,74030,0,0,0,177777,0,2001
71809570,0,1,1,3,74030,0,0,0,177777,0,17110
71809571,0,1,1,3,74030,0,0,0,177777,0,17110
71809572,0,1,1,3,74030,0,0,0,177777,0,0
71809573,0,1,1,3,74030,0,0,0,177777,0,6000
71809574,0,1,1,3,74030,0,0,0,177777,0,6000
71809575,0,1,1,3,74030,0,0,0,177777,0,6000
71809576,0,1,1,3,74030,0,0,0,177777,0,6000
71809577,0,1,1,3,74030,0,146142,146142,177777,0,7461
71809578,0,1,1,3,74030,0,146142,146142,177777,0,7461
71809579,0,1,1,3,74030,0,146142,146142,177777,0,7461
71809580,0,1,1,3,74030,0,146142,146142,177777,0,7461
71809581,0,1,1,3,74030,0,146142,0,177777,0,7461
71809582,0,1,1,3,74030,0,146142,0,177777,0,7461
71809583,0,1,1,3,74030,0,146142,0,177777,0,7461
71809584,26,1,1,3,146142,0,146142,0,177777,0,145
71809585,26,1,1,3,146142,0,0,0,177777,0,145
71809586,26,1,1,3,146142,0,0,0,177777,0,0
71809587,26,1,1,3,146142,0,0,0,177777,0,17111
71809588,26,1,1,3,146142,0,0,0,177777,0,17111
71809589,26,1,1,3,146142,0,0,0,177777,0,0
71809590,26,1,1,3,146142,0,0,0,177777,0,0
71809591,0,1,1,3,0,0,0,0,177777,0,0
71809592,0,1,1,3,0,0,0,0,177777,0,0
71809593,0,1,1,3,0,0,0,0,177777,0,2001
71809594,0,1,1,3,0,0,0,0,177777,0,17026
71809595,0,1,1,3,0,0,0,0,177777,0,17026
71809596,0,1,1,3,0,0,0,0,177777,0,0
71809597,0,1,1,3,0,0,0,0,177777,0,6000
71809598,0,1,1,3,0,0,0,0,177777,0,6000
71809599,0,1,1,3,0,0,0,0,177777,0,6000
71809600,0,1,1,3,0,0,0,0,177777,0,6000
71809601,0,1,1,3,0,0,124010,124010,177777,0,7240
71809602,0,1,1,3,0,0,124010,124010,177777,0,7240
71809603,0,1,1,3,0,0,124010,124010,177777,0,7240
71809604,0,1,1,3,0,0,124010,124010,177777,0,7240
71809605,0,1,1,3,0,0,124010,0,177777,0,7240
71809606,0,1,1,3,0,0,124010,0,177777,0,7240
71809607,0,1,1,3,0,0,124010,0,177777,0,7240
71809608,0,1,1,0,124010,0,124010,0,177777,0,0
71809609,0,1,1,0,124010,0,0,0,177777,0,0
71809610,0,1,1,0,124010,0,0,0,177777,0,2001
71809611,0,1,1,0,124010,0,0,0,177777,0,17036
71809612,0,1,1,0,124010,0,0,0,177777,0,17036
71809613,0,1,1,0,124010,0,0,0,177777,0,0
71809614,0,1,1,0,124010,0,0,0,177777,0,6000
71809615,0,1,1,0,124010,0,0,0,177777,0,6000
71809616,0,1,1,0,124010,0,0,0,177777,0,6000
71809617,0,1,1,0,124010,0,0,0,177777,0,6000
71809618,0,1,1,0,124010,0,175020,175020,177777,0,7750
71809619,0,1,1,0,124010,0,175020,175020,177777,0,7750
71809620,0,1,1,0,124010,0,175020,175020,177777,0,7750
71809621,0,1,1,0,124010,0,175020,175020,177777,0,7750
71809622,0,1,1,0,124010,0,175020,0,177777,0,7750
71809623,0,1,1,0,124010,0,175020,0,177777,0,7750
71809624,0,1,1,0,124010,0,175020,0,177777,0,7750
71809625,377,1,1,0,175020,1,177777,0,177777,0,262
71809626,377,1,1,0,175020,1,177777,0,177777,0,262
71809627,377,1,1,0,175020,1,177777,0,177777,0,263
71809628,244,1,1,0,175020,1,10244,0,177777,0,263
71809629,244,1,1,0,175020,1,10244,0,177777,0,264
71809630,244,1,1,0,175020,1,10244,0,177777,0,264
71809631,244,1,1,0,175020,1,10244,0,177777,0,264
71809632,244,1,1,0,175020,1,10244,0,177777,0,265
71809633,244,1,1,0,175020,1,10244,0,177777,0,265
71809634,4,1,1,0,175020,1,4,0,10244,0,265
71809635,4,1,1,0,175020,1,4,0,10244,0,266
71809636,4,1,1,0,175020,1,4,0,10244,0,266
71809637,110,1,1,0,175020,1,20510,0,10244,0,266
71809638,110,1,1,0,175020,1,20510,0,10244,0,267
71809639,110,1,1,0,175020,1,20510,0,10244,0,0
71809640,0,1,1,3,175020,0,0,0,10244,0,0
71809641,0,1,1,3,175020,0,0,0,10244,0,0
71809642,0,1,1,3,175020,0,0,0,10244,0,2001
71809643,0,1,1,3,175020,0,0,0,10244,0,17037
71809644,0,1,1,3,175020,0,0,0,10244,0,17037
71809645,0,1,1,3,175020,0,0,0,10244,0,0
71809646,0,1,1,3,175020,0,0,0,10244,0,6000
71809647,0,1,1,3,175020,0,0,0,10244,0,6000
71809648,0,1,1,3,175020,0,0,0,10244,0,6000
71809649,0,1,1,3,175020,0,0,0,10244,0,6000
71809650,0,1,1,3,175020,0,150402,150402,10244,0,7504
71809651,0,1,1,3,175020,0,150402,150402,10244,0,7504
71809652,0,1,1,3,175020,0,150402,150402,10244,0,7504
71809653,0,1,1,3,175020,0,150402,150402,10244,0,7504
71809654,0,1,1,3,175020,0,150402,0,10244,0,7504
71809655,0,1,1,3,175020,0,150402,0,10244,0,7504
71809656,0,1,1,3,175020,0,150402,0,10244,0,7504
71809657,244,1,1,0,150402,0,150646,0,10244,0,657
71809658,244,1,1,0,150402,0,10244,0,10244,0,657
71809659,244,1,1,0,150402,0,10244,0,10244,0,326
71809660,244,1,1,0,10244,1,10244,0,10244,0,326
71809661,244,1,1,0,10244,1,10244,0,10244,0,326
71809662,244,1,1,0,10244,1,10244,0,10244,0,327
71809663,244,1,1,0,10244,1,10244,0,10244,0,327
71809664,244,1,1,0,10244,1,10244,0,10244,0,330
71809665,244,1,1,0,10244,1,10244,0,10244,0,660
71809666,244,1,1,0,10244,1,10244,0,10244,0,660
71809667,244,1,1,0,10244,1,10244,0,10244,0,660
71809668,244,1,1,0,10244,1,10244,0,10244,0,3642
71809669,244,1,1,0,10244,1,10244,0,10244,0,3642
71809670,244,1,1,0,10244,1,10244,0,10244,0,3642
71809671,244,1,1,0,10244,1,10244,0,10244,0,663
71809672,0,1,1,0,10244,1,100000,0,10244,0,663
71809673,0,1,1,0,10244,1,100000,0,10244,0,663
71809674,0,1,1,0,10244,1,100000,0,10244,0,664
71809675,244,1,1,0,10244,1,110244,0,110244,0,664
71809676,244,1,1,0,10244,1,110244,0,110244,0,665
71809677,244,1,1,0,10244,1,110244,0,110244,0,665
71809678,244,1,1,0,10244,1,110244,0,110244,0,665
71809679,244,1,1,0,10244,1,110244,0,110244,0,666
71809680,244,1,1,0,10244,1,110244,0,110244,0,1112
71809681,245,1,1,0,10244,1,130245,0,110244,0,1112
71809682,245,1,1,0,10244,1,130245,0,110244,0,1112
71809683,245,1,1,0,10244,1,130245,0,110244,0,1113
71809684,245,1,1,0,10244,1,130245,0,110244,0,1113
71809685,245,1,1,0,10244,1,130245,0,110244,0,1113
71809686,245,1,1,0,10244,1,130245,0,110244,0,1113
71809687,245,1,1,0,10244,1,130245,0,110244,0,1113
71809688,245,1,1,0,10244,1,130245,0,110244,0,1113
71809689,244,1,1,0,10244,1,110244,0,110244,0,1113
71809690,244,1,1,0,10244,1,110244,0,110244,0,1114
71809691,244,1,1,0,10244,1,110244,0,110244,0,1114
71809692,10,1,1,0,10244,1,10,0,110244,0,1114
71809693,10,1,1,0,10244,1,10,0,110244,0,1115
71809694,10,1,1,0,10244,1,10,0,110244,0,1115
71809695,10,1,1,0,10244,1,10,0,110244,0,1115
71809696,10,1,1,0,10244,1,10,0,110244,0,1115
71809697,10,1,1,0,10244,1,10,0,110244,0,1115
71809698,10,1,1,0,10244,1,10,0,110244,0,1115
71809699,10,1,1,0,10244,1,10,0,110244,0,1115
71809700,0,1,1,0,10244,1,0,0,110244,0,1115
71809701,0,1,1,0,10244,1,0,0,110244,0,1116
71809702,0,1,1,0,10244,1,0,0,110244,0,1116
71809703,244,1,1,0,10244,1,110244,0,0,0,1116
71809704,244,1,1,0,10244,1,110244,0,0,0,666
71809705,244,1,1,0,10244,1,110244,0,0,0,1117
71809706,1,1,1,0,10244,1,60001,0,0,0,1117
71809707,1,1,1,0,10244,1,60001,0,0,0,1120
71809708,1,1,1,0,10244,1,60001,0,0,0,1120
71809709,13,1,1,0,10244,1,100013,0,0,0,1120
71809710,13,1,1,0,10244,1,100013,0,0,0,1121
71809711,13,1,1,0,10244,1,100013,0,0,0,1120
71809712,0,1,1,0,10244,1,0,0,100013,0,1120
71809713,0,1,1,0,10244,1,0,0,100013,0,1120
71809714,0,1,1,0,10244,1,0,0,100013,0,1120
71809715,1,1,1,0,10244,1,1,0,26,0,1120
71809716,1,1,1,0,10244,1,1,0,26,0,1120
71809717,1,1,1,0,10244,1,1,0,26,0,1120
71809718,2,1,1,0,10244,1,2,0,54,0,1120
71809719,2,1,1,0,10244,1,2,0,54,0,1120
71809720,2,1,1,0,10244,1,2,0,54,0,1120
71809721,4,1,1,0,10244,1,4,0,130,0,1120
71809722,4,1,1,0,10244,1,4,0,130,0,1120
71809723,4,1,1,0,10244,1,4,0,130,0,1120
71809724,10,1,1,0,10244,1,10,0,260,0,1120
71809725,10,1,1,0,10244,1,10,0,260,0,1120
71809726,10,1,1,0,10244,1,10,0,260,0,1120
71809727,20,1,1,0,10244,1,20,0,540,0,1120
71809728,20,1,1,0,10244,1,20,0,540,0,1120
71809729,20,1,1,0,10244,1,20,0,540,0,1120
71809730,40,1,1,0,10244,1,40,0,1300,0,1120
71809731,40,1,1,0,10244,1,40,0,1300,0,1120
71809732,40,1,1,0,10244,1,40,0,1300,0,1120
71809733,100,1,1,0,10244,1,100,0,2600,0,1120
71809734,100,1,1,0,10244,1,100,0,2600,0,1120
71809735,100,1,1,0,10244,1,100,0,2600,0,1120
71809736,200,1,1,0,10244,1,200,0,5400,0,1120
71809737,200,1,1,0,10244,1,200,0,5400,0,1120
71809738,200,1,1,0,10244,1,200,0,5400,0,1120
71809739,0,1,1,0,10244,1,400,0,13000,0,1120
71809740,0,1,1,0,10244,1,400,0,13000,0,1120
71809741,0,1,1,0,10244,1,400,0,13000,0,1120
71809742,0,1,1,0,10244,1,1000,0,26000,0,1120
71809743,0,1,1,0,10244,1,1000,0,26000,0,1120
71809744,0,1,1,0,10244,1,1000,0,26000,0,1120
71809745,0,1,1,0,10244,1,2000,0,54000,0,1120
71809746,0,1,1,0,10244,1,2000,0,54000,0,1120
71809747,0,1,1,0,10244,1,2000,0,54000,0,1120
71809748,0,1,1,0,10244,1,4000,0,130000,0,1120
71809749,0,1,1,0,10244,1,4000,0,130000,0,1120
71809750,0,1,1,0,10244,1,4000,0,130000,0,1121
71809751,1,1,1,0,10244,1,10001,0,60000,0,1121
71809752,1,1,1,0,10244,1,10001,0,60000,0,1122
71809753,1,1,1,0,10244,1,10001,0,60000,0,1133
71809754,0,1,1,0,10244,1,0,0,140000,0,1133
71809755,0,1,1,0,10244,1,0,0,140000,0,1133
71809756,0,1,1,0,10244,1,0,0,140000,0,1134
71809757,0,1,1,0,10244,1,0,0,0,0,1134
71809758,0,1,1,0,10244,1,0,0,0,0,1135
71809759,0,1,1,0,10244,1,0,0,0,0,1140
71809760,0,1,1,0,10244,1,0,0,0,0,1140
71809761,0,1,1,0,10244,1,0,0,0,0,1140
71809762,0,1,1,0,10244,1,0,0,0,0,1141
71809763,1,1,1,0,10244,1,1,0,0,0,1141
71809764,1,1,1,0,10244,1,1,0,0,0,1142
71809765,1,1,1,0,10244,1,1,0,0,0,1142
71809766,1,1,1,0,10244,1,1,0,1,0,1142
71809767,1,1,1,0,10244,1,1,0,1,0,1143
71809768,1,1,1,0,10244,1,1,0,1,0,666
71809769,0,1,1,0,10244,1,140000,0,1,0,666
71809770,0,1,1,0,10244,1,140000,0,1,0,666
71809771,0,1,1,0,10244,1,140000,0,1,0,0
71809772,0,1,1,3,10244,0,0,0,1,0,0
71809773,0,1,1,3,10244,0,0,0,1,0,0
71809774,0,1,1,3,10244,0,0,0,1,0,2001
71809775,0,1,1,3,10244,0,0,0,1,0,17040
71809776,0,1,1,3,10244,0,0,0,1,0,17040
71809777,0,1,1,3,10244,0,0,0,1,0,0
71809778,0,1,1,3,10244,0,0,0,1,0,6000
71809779,0,1,1,3,10244,0,0,0,1,0,6000
71809780,0,1,1,3,10244,0,0,0,1,0,6000
71809781,0,1,1,3,10244,0,0,0,1,0,6000
71809782,0,1,1,3,10244,0,44035,44035,1,0,6440
71809783,0,1,1,3,10244,0,44035,44035,1,0,6440
71809784,0,1,1,3,10244,0,44035,44035,1,0,6440
71809785,0,1,1,3,10244,0,44035,44035,1,0,6440
71809786,0,1,1,3,10244,0,44035,0,1,0,6440
71809787,0,1,1,3,10244,0,44035,0,1,0,6440
71809788,0,1,1,3,10244,0,44035,0,1,0,6440
71809789,1,1,1,0,44035,0,44035,0,1,0,170
71809790,1,1,1,0,44035,0,0,0,1,0,170
71809791,1,1,1,0,44035,0,0,0,1,0,0
71809792,1,1,1,0,44035,0,0,0,1,0,0
71809793,1,1,1,0,44035,0,0,0,1,0,0
71809794,1,1,1,0,44035,0,0,0,1,0,0
71809795,1,1,1,0,44035,0,0,0,1,0,0
71809796,1,1,1,0,44035,0,0,0,1,0,0
71809797,1,1,1,0,44035,0,0,0,1,0,0
71809798,1,1,1,0,44035,0,0,0,1,0,0
71809799,1,1,1,0,44035,0,117,117,1,0,0
71809800,1,1,1,0,44035,0,117,117,1,0,0
71809801,1,1,1,0,44035,0,117,117,1,0,0
71809802,1,1,1,0,44035,0,117,117,1,0,0
71809803,1,1,1,0,44035,0,117,0,1,0,0
71809804,1,1,1,0,44035,0,117,0,1,0,0
71809805,1,1,1,0,44035,0,117,0,1,0,0
71809806,117,1,1,3,117,0,117,0,1,0,0
71809807,117,1,1,3,117,0,0,0,1,0,0
71809808,117,1,1,3,117,0,0,0,1,0,2001
71809809,117,1,1,3,117,0,0,0,1,0,17041
71809810,117,1,1,3,117,0,0,0,1,0,17041
71809811,117,1,1,3,117,0,0,0,1,0,0
71809812,117,1,1,3,117,0,0,0,1,0,6000
71809813,117,1,1,3,117,0,0,0,1,0,6000
71809814,117,1,1,3,117,0,0,0,1,0,6000
71809815,117,1,1,3,117,0,0,0,1,0,6000
71809816,117,1,1,3,117,0,50033,50033,1,0,6500
71809817,117,1,1,3,117,0,50033,50033,1,0,6500
71809818,117,1,1,3,117,0,50033,50033,1,0,6500
71809819,117,1,1,3,117,0,50033,50033,1,0,6500
71809820,117,1,1,3,117,0,50033,0,1,0,6500
71809821,117,1,1,3,117,0,50033,0,1,0,6500
71809822,117,1,1,3,117,0,50033,0,1,0,6500
71809823,1,1,1,0,50033,0,50033,0,1,117,172
71809824,1,1,1,0,50033,0,0,0,1,117,172
71809825,1,1,1,0,50033,0,0,0,1,117,0
71809826,1,1,1,0,50033,0,0,0,1,117,0
71809827,1,1,1,0,50033,0,0,0,1,117,0
71809828,1,1,1,0,50033,0,0,0,1,117,0
71809829,1,1,1,0,50033,0,0,0,1,117,0
71809830,1,1,1,0,50033,0,0,0,1,117,0
71809831,1,1,1,0,50033,0,0,0,1,117,0
71809832,1,1,1,0,50033,0,0,0,1,117,0
71809833,1,1,1,0,50033,0,300,300,1,117,0
71809834,1,1,1,0,50033,0,300,300,1,117,0
71809835,1,1,1,0,50033,0,300,300,1,117,0
71809836,1,1,1,0,50033,0,300,300,1,117,0
71809837,1,1,1,0,50033,0,300,0,1,117,0
71809838,1,1,1,0,50033,0,300,0,1,117,0
71809839,1,1,1,0,50033,0,300,0,1,117,0
71809840,300,1,1,3,300,0,300,0,1,117,0
71809841,300,1,1,3,300,0,0,0,1,117,0
71809842,300,1,1,3,300,0,0,0,1,117,2001
71809843,300,1,1,3,300,0,0,0,1,117,17042
71809844,300,1,1,3,300,0,0,0,1,117,17042
71809845,300,1,1,3,300,0,0,0,1,117,0
71809846,300,1,1,3,300,0,0,0,1,117,6000
71809847,300,1,1,3,300,0,0,0,1,117,6000
71809848,300,1,1,3,300,0,0,0,1,117,6000
71809849,300,1,1,3,300,0,0,0,1,117,6000
71809850,300,1,1,3,300,0,173005,173005,1,117,7730
71809851,300,1,1,3,300,0,173005,173005,1,117,7730
71809852,300,1,1,3,300,0,173005,173005,1,117,7730
71809853,300,1,1,3,300,0,173005,173005,1,117,7730
71809854,300,1,1,3,300,0,173005,0,1,117,7730
71809855,300,1,1,3,300,0,173005,0,1,117,7730
71809856,300,1,1,3,300,0,173005,0,1,117,7730
71809857,5,1,1,3,173005,0,173005,0,1,117,0
71809858,5,1,1,3,173005,0,0,0,1,117,0
71809859,5,1,1,3,173005,0,0,0,1,117,2001
71809860,5,1,1,3,173005,0,0,0,1,117,17043
71809861,5,1,1,3,173005,0,0,0,1,117,17043
71809862,5,1,1,3,173005,0,0,0,1,117,0
71809863,5,1,1,3,173005,0,0,0,1,117,6000
71809864,5,1,1,3,173005,0,0,0,1,117,6000
71809865,5,1,1,3,173005,0,0,0,1,117,6000
71809866,5,1,1,3,173005,0,0,0,1,117,6000
71809867,5,1,1,3,173005,0,150415,150415,1,117,7504
71809868,5,1,1,3,173005,0,150415,150415,1,117,7504
71809869,5,1,1,3,173005,0,150415,150415,1,117,7504
71809870,5,1,1,3,173005,0,150415,150415,1,117,7504
71809871,5,1,1,3,173005,0,150415,0,1,117,7504
71809872,5,1,1,3,173005,0,150415,0,1,117,7504
71809873,5,1,1,3,173005,0,150415,0,1,117,7504
71809874,1,1,1,0,150415,0,150415,0,1,117,657
71809875,1,1,1,0,150415,0,1,0,1,117,657
71809876,1,1,1,0,150415,0,1,0,1,117,326
71809877,1,1,1,0,1,1,1,0,1,117,326
71809878,1,1,1,0,1,1,1,0,1,117,326
71809879,1,1,1,0,1,1,1,0,1,117,327
71809880,1,1,1,0,1,1,1,0,1,117,327
71809881,1,1,1,0,1,1,1,0,1,117,330
71809882,1,1,1,0,1,1,1,0,1,117,660
71809883,1,1,1,0,1,1,1,0,1,117,660
71809884,1,1,1,0,1,1,1,0,1,117,660
71809885,1,1,1,0,1,1,1,0,1,117,3655
71809886,244,1,1,0,1,1,110244,0,1,117,3655
71809887,244,1,1,0,1,1,110244,0,1,117,3655
71809888,244,1,1,0,1,1,110244,0,1,117,474
71809889,244,1,1,0,1,1,110244,0,110244,117,474
71809890,244,1,1,0,1,1,110244,0,110244,117,474
71809891,244,1,1,0,1,1,110244,0,110244,117,475
71809892,305,1,1,3,1,1,305,0,110244,117,475
71809893,305,1,1,3,1,1,305,0,110244,117,476
71809894,305,1,1,3,1,1,305,0,110244,117,501
71809895,244,1,1,0,1,1,110244,0,110244,117,501
71809896,244,1,1,0,1,1,110244,0,110244,117,501
71809897,244,1,1,0,1,1,110244,0,110244,117,502
71809898,7,1,1,0,1,1,7,0,110244,117,502
71809899,7,1,1,0,1,1,7,0,110244,117,503
71809900,7,1,1,0,1,1,7,0,110244,117,503
71809901,300,1,1,0,1,1,300,0,300,117,503
71809902,300,1,1,0,1,1,300,0,300,117,504
71809903,300,1,1,0,1,1,300,0,300,117,511
71809904,3,1,1,0,1,1,3,0,300,117,511
71809905,3,1,1,0,1,1,3,0,300,117,511
