tick,MEMRD_ADDR,MEMRD_DATA,CD16,FIDBO,RA,RT,RD,RB,RX,CSA_12_0
47878789,0,0,51125,51125,4,12023,117,7654,4,4334
47878790,0,0,51125,51125,4,12023,117,7654,4,4334
47878791,0,0,51125,51125,4,12023,117,7654,4,4333
47878792,0,0,52522,52522,4,12023,117,7654,4,4333
47878793,0,0,52522,52522,4,12023,117,7654,4,4333
47879491,0,0,0,1,5,12023,117,7654,5,4333
47879492,0,0,0,1,5,12023,117,7654,5,4333
47879493,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=47879493
47879494,12025,0,0,1,5,12023,117,7654,5,4333
47879495,0,0,0,1,5,12023,117,7654,5,4333
47879496,0,0,0,1,5,12023,117,7654,5,4333
47879497,0,0,0,1,5,12023,117,7654,5,4333
47879498,0,51125,51125,1,5,12023,117,7654,5,4333
47879499,0,51125,51125,1,5,12023,117,7654,5,4333
47879500,0,51125,51125,1,5,12023,117,7654,5,4333
47879501,0,51125,51125,1,5,12023,117,7654,5,4333
47879502,0,0,51125,1,5,12023,117,7654,5,4333
47879503,0,0,51125,1,5,12023,117,7654,5,4333
47879504,0,0,51125,1,5,12023,117,7654,5,4333
47879505,0,0,51125,51125,5,12023,117,7654,5,4333
47879506,0,0,51125,51125,5,12023,117,7654,5,4334
47879507,0,0,51125,51125,5,12023,117,7654,5,377
47879508,0,0,0,377,5,12023,117,7654,5,377
47879509,0,0,0,377,5,12023,117,7654,5,377
47960586,0,0,0,1,4,12023,117,7654,4,4334
47960587,0,0,0,1,4,12023,117,7654,4,4334
47960588,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=47960588
47960589,12025,0,0,1,4,12023,117,7654,4,4334
47960590,0,0,0,1,4,12023,117,7654,4,4334
47960591,0,0,0,1,4,12023,117,7654,4,4334
47960592,0,0,0,1,4,12023,117,7654,4,4334
47960593,0,51125,51125,1,4,12023,117,7654,4,4334
47960594,0,51125,51125,1,4,12023,117,7654,4,4334
47960595,0,51125,51125,1,4,12023,117,7654,4,4334
47960596,0,51125,51125,1,4,12023,117,7654,4,4334
47960597,0,0,51125,1,4,12023,117,7654,4,4334
47960598,0,0,51125,1,4,12023,117,7654,4,4334
47960599,0,0,51125,1,4,12023,117,7654,4,4334
47960600,0,0,51125,51125,4,12023,117,7654,4,4334
47960601,0,0,51125,51125,4,12023,117,7654,4,4334
47960602,0,0,51125,51125,4,12023,117,7654,4,4333
47960603,0,0,52522,52522,4,12023,117,7654,4,4333
47960604,0,0,52522,52522,4,12023,117,7654,4,4333
47961309,0,0,0,1,5,12023,117,7654,5,4333
47961310,0,0,0,1,5,12023,117,7654,5,4333
47961311,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=47961311
47961312,12025,0,0,1,5,12023,117,7654,5,4333
47961313,0,0,0,1,5,12023,117,7654,5,4333
47961314,0,0,0,1,5,12023,117,7654,5,4333
47961315,0,0,0,1,5,12023,117,7654,5,4333
47961316,0,51125,51125,1,5,12023,117,7654,5,4333
47961317,0,51125,51125,1,5,12023,117,7654,5,4333
47961318,0,51125,51125,1,5,12023,117,7654,5,4333
47961319,0,51125,51125,1,5,12023,117,7654,5,4333
47961320,0,0,51125,1,5,12023,117,7654,5,4333
47961321,0,0,51125,1,5,12023,117,7654,5,4333
47961322,0,0,51125,1,5,12023,117,7654,5,4333
47961323,0,0,51125,51125,5,12023,117,7654,5,4333
47961324,0,0,51125,51125,5,12023,117,7654,5,4334
47961325,0,0,51125,51125,5,12023,117,7654,5,377
47961326,0,0,0,377,5,12023,117,7654,5,377
47961327,0,0,0,377,5,12023,117,7654,5,377
48011641,0,0,0,1,4,12023,117,7654,4,4334
48011642,0,0,0,1,4,12023,117,7654,4,4334
48011643,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48011643
48011644,12025,0,0,1,4,12023,117,7654,4,4334
48011645,0,0,0,1,4,12023,117,7654,4,4334
48011646,0,0,0,1,4,12023,117,7654,4,4334
48011647,0,0,0,1,4,12023,117,7654,4,4334
48011648,0,51125,51125,1,4,12023,117,7654,4,4334
48011649,0,51125,51125,1,4,12023,117,7654,4,4334
48011650,0,51125,51125,1,4,12023,117,7654,4,4334
48011651,0,51125,51125,1,4,12023,117,7654,4,4334
48011652,0,0,51125,1,4,12023,117,7654,4,4334
48011653,0,0,51125,1,4,12023,117,7654,4,4334
48011654,0,0,51125,1,4,12023,117,7654,4,4334
48011655,0,0,51125,51125,4,12023,117,7654,4,4334
48011656,0,0,51125,51125,4,12023,117,7654,4,4334
48011657,0,0,51125,51125,4,12023,117,7654,4,4333
48011658,0,0,52522,52522,4,12023,117,7654,4,4333
48011659,0,0,52522,52522,4,12023,117,7654,4,4333
48012913,2431,0,5254,5254,0,0,5254,1147,15,0
48012914,0,0,5254,5254,0,0,5254,1147,15,0
48012915,5254,0,5254,5254,0,0,5254,1147,15,0
# MARK w2 tick=48012915
48012916,5254,0,0,0,0,0,5254,1147,15,0
48012917,5254,0,0,0,0,0,5254,1147,15,0
48012918,5254,0,0,0,0,0,5254,1147,15,2001
48012919,5254,0,0,0,0,0,5254,1147,15,16445
48012920,5254,0,0,0,0,0,5254,1147,15,16445
48012921,5254,0,0,0,0,0,5254,1147,15,0
48012922,0,0,0,0,0,0,5254,1147,15,0
48012923,2445,0,0,0,0,0,5254,1147,15,0
48012924,2445,0,0,0,0,0,5254,1147,15,6000
48012925,0,0,0,0,0,0,5254,1147,15,6000
48012926,0,0,0,0,0,0,5254,1147,15,6000
48012927,0,0,0,0,0,0,5254,1147,15,6000
48012928,0,40354,40354,0,0,0,5254,1147,15,6403
48012929,0,40354,40354,0,0,0,5254,1147,15,6403
48012930,0,40354,40354,0,0,0,5254,1147,15,6403
48012931,0,40354,40354,0,0,0,5254,1147,15,6403
48018020,0,0,0,1,5,12023,117,7654,5,4333
48018021,0,0,0,1,5,12023,117,7654,5,4333
48018022,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48018022
48018023,12025,0,0,1,5,12023,117,7654,5,4333
48018024,0,0,0,1,5,12023,117,7654,5,4333
48018025,0,0,0,1,5,12023,117,7654,5,4333
48018026,0,0,0,1,5,12023,117,7654,5,4333
48018027,0,51125,51125,1,5,12023,117,7654,5,4333
48018028,0,51125,51125,1,5,12023,117,7654,5,4333
48018029,0,51125,51125,1,5,12023,117,7654,5,4333
48018030,0,51125,51125,1,5,12023,117,7654,5,4333
48018031,0,0,51125,1,5,12023,117,7654,5,4333
48018032,0,0,51125,1,5,12023,117,7654,5,4333
48018033,0,0,51125,1,5,12023,117,7654,5,4333
48018034,0,0,51125,51125,5,12023,117,7654,5,4333
48018035,0,0,51125,51125,5,12023,117,7654,5,4334
48018036,0,0,51125,51125,5,12023,117,7654,5,377
48018037,0,0,0,377,5,12023,117,7654,5,377
48018038,0,0,0,377,5,12023,117,7654,5,377
48084138,0,0,0,1,4,12023,117,7654,4,4334
48084139,0,0,0,1,4,12023,117,7654,4,4334
48084140,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48084140
48084141,12025,0,0,1,4,12023,117,7654,4,4334
48084142,0,0,0,1,4,12023,117,7654,4,4334
48084143,0,0,0,1,4,12023,117,7654,4,4334
48084144,0,0,0,1,4,12023,117,7654,4,4334
48084145,0,51125,51125,1,4,12023,117,7654,4,4334
48084146,0,51125,51125,1,4,12023,117,7654,4,4334
48084147,0,51125,51125,1,4,12023,117,7654,4,4334
48084148,0,51125,51125,1,4,12023,117,7654,4,4334
48084149,0,0,51125,1,4,12023,117,7654,4,4334
48084150,0,0,51125,1,4,12023,117,7654,4,4334
48084151,0,0,51125,1,4,12023,117,7654,4,4334
48084152,0,0,51125,51125,4,12023,117,7654,4,4334
48084153,0,0,51125,51125,4,12023,117,7654,4,4334
48084154,0,0,51125,51125,4,12023,117,7654,4,4333
48084155,0,0,52522,52522,4,12023,117,7654,4,4333
48084156,0,0,52522,52522,4,12023,117,7654,4,4333
48084854,0,0,0,1,5,12023,117,7654,5,4333
48084855,0,0,0,1,5,12023,117,7654,5,4333
48084856,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48084856
48084857,12025,0,0,1,5,12023,117,7654,5,4333
48084858,0,0,0,1,5,12023,117,7654,5,4333
48084859,0,0,0,1,5,12023,117,7654,5,4333
48084860,0,0,0,1,5,12023,117,7654,5,4333
48084861,0,51125,51125,1,5,12023,117,7654,5,4333
48084862,0,51125,51125,1,5,12023,117,7654,5,4333
48084863,0,51125,51125,1,5,12023,117,7654,5,4333
48084864,0,51125,51125,1,5,12023,117,7654,5,4333
48084865,0,0,51125,1,5,12023,117,7654,5,4333
48084866,0,0,51125,1,5,12023,117,7654,5,4333
48084867,0,0,51125,1,5,12023,117,7654,5,4333
48084868,0,0,51125,51125,5,12023,117,7654,5,4333
48084869,0,0,51125,51125,5,12023,117,7654,5,4334
48084870,0,0,51125,51125,5,12023,117,7654,5,377
48084871,0,0,0,377,5,12023,117,7654,5,377
48084872,0,0,0,377,5,12023,117,7654,5,377
48151668,0,0,0,1,4,12023,117,7654,4,4334
48151669,0,0,0,1,4,12023,117,7654,4,4334
48151670,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48151670
48151671,12025,0,0,1,4,12023,117,7654,4,4334
48151672,0,0,0,1,4,12023,117,7654,4,4334
48151673,0,0,0,1,4,12023,117,7654,4,4334
48151674,0,0,0,1,4,12023,117,7654,4,4334
48151675,0,51125,51125,1,4,12023,117,7654,4,4334
48151676,0,51125,51125,1,4,12023,117,7654,4,4334
48151677,0,51125,51125,1,4,12023,117,7654,4,4334
48151678,0,51125,51125,1,4,12023,117,7654,4,4334
48151679,0,0,51125,1,4,12023,117,7654,4,4334
48151680,0,0,51125,1,4,12023,117,7654,4,4334
48151681,0,0,51125,1,4,12023,117,7654,4,4334
48151682,0,0,51125,51125,4,12023,117,7654,4,4334
48151683,0,0,51125,51125,4,12023,117,7654,4,4334
48151684,0,0,51125,51125,4,12023,117,7654,4,4333
48151685,0,0,52522,52522,4,12023,117,7654,4,4333
48151686,0,0,52522,52522,4,12023,117,7654,4,4333
48158040,0,0,0,1,5,12023,117,7654,5,4333
48158041,0,0,0,1,5,12023,117,7654,5,4333
48158042,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48158042
48158043,12025,0,0,1,5,12023,117,7654,5,4333
48158044,0,0,0,1,5,12023,117,7654,5,4333
48158045,0,0,0,1,5,12023,117,7654,5,4333
48158046,0,0,0,1,5,12023,117,7654,5,4333
48158047,0,51125,51125,1,5,12023,117,7654,5,4333
48158048,0,51125,51125,1,5,12023,117,7654,5,4333
48158049,0,51125,51125,1,5,12023,117,7654,5,4333
48158050,0,51125,51125,1,5,12023,117,7654,5,4333
48158051,0,0,51125,1,5,12023,117,7654,5,4333
48158052,0,0,51125,1,5,12023,117,7654,5,4333
48158053,0,0,51125,1,5,12023,117,7654,5,4333
48158054,0,0,51125,51125,5,12023,117,7654,5,4333
48158055,0,0,51125,51125,5,12023,117,7654,5,4334
48158056,0,0,51125,51125,5,12023,117,7654,5,377
48158057,0,0,0,377,5,12023,117,7654,5,377
48158058,0,0,0,377,5,12023,117,7654,5,377
48232249,0,0,0,1,4,12023,117,7654,4,4334
48232250,0,0,0,1,4,12023,117,7654,4,4334
48232251,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48232251
48232252,12025,0,0,1,4,12023,117,7654,4,4334
48232253,0,0,0,1,4,12023,117,7654,4,4334
48232254,0,0,0,1,4,12023,117,7654,4,4334
48232255,0,0,0,1,4,12023,117,7654,4,4334
48232256,0,51125,51125,1,4,12023,117,7654,4,4334
48232257,0,51125,51125,1,4,12023,117,7654,4,4334
48232258,0,51125,51125,1,4,12023,117,7654,4,4334
48232259,0,51125,51125,1,4,12023,117,7654,4,4334
48232260,0,0,51125,1,4,12023,117,7654,4,4334
48232261,0,0,51125,1,4,12023,117,7654,4,4334
48232262,0,0,51125,1,4,12023,117,7654,4,4334
48232263,0,0,51125,51125,4,12023,117,7654,4,4334
48232264,0,0,51125,51125,4,12023,117,7654,4,4334
48232265,0,0,51125,51125,4,12023,117,7654,4,4333
48232266,0,0,52522,52522,4,12023,117,7654,4,4333
48232267,0,0,52522,52522,4,12023,117,7654,4,4333
48232967,0,0,0,1,5,12023,117,7654,5,4333
48232968,0,0,0,1,5,12023,117,7654,5,4333
48232969,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48232969
48232970,12025,0,0,1,5,12023,117,7654,5,4333
48232971,0,0,0,1,5,12023,117,7654,5,4333
48232972,0,0,0,1,5,12023,117,7654,5,4333
48232973,0,0,0,1,5,12023,117,7654,5,4333
48232974,0,51125,51125,1,5,12023,117,7654,5,4333
48232975,0,51125,51125,1,5,12023,117,7654,5,4333
48232976,0,51125,51125,1,5,12023,117,7654,5,4333
48232977,0,51125,51125,1,5,12023,117,7654,5,4333
48232978,0,0,51125,1,5,12023,117,7654,5,4333
48232979,0,0,51125,1,5,12023,117,7654,5,4333
48232980,0,0,51125,1,5,12023,117,7654,5,4333
48232981,0,0,51125,51125,5,12023,117,7654,5,4333
48232982,0,0,51125,51125,5,12023,117,7654,5,4334
48232983,0,0,51125,51125,5,12023,117,7654,5,377
48232984,0,0,0,377,5,12023,117,7654,5,377
48232985,0,0,0,377,5,12023,117,7654,5,377
48306233,0,0,0,1,4,12023,117,7654,4,4334
48306234,0,0,0,1,4,12023,117,7654,4,4334
48306235,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48306235
48306236,12025,0,0,1,4,12023,117,7654,4,4334
48306237,0,0,0,1,4,12023,117,7654,4,4334
48306238,0,0,0,1,4,12023,117,7654,4,4334
48306239,0,0,0,1,4,12023,117,7654,4,4334
48306240,0,51125,51125,1,4,12023,117,7654,4,4334
48306241,0,51125,51125,1,4,12023,117,7654,4,4334
48306242,0,51125,51125,1,4,12023,117,7654,4,4334
48306243,0,51125,51125,1,4,12023,117,7654,4,4334
48306244,0,0,51125,1,4,12023,117,7654,4,4334
48306245,0,0,51125,1,4,12023,117,7654,4,4334
48306246,0,0,51125,1,4,12023,117,7654,4,4334
48306247,0,0,51125,51125,4,12023,117,7654,4,4334
48306248,0,0,51125,51125,4,12023,117,7654,4,4334
48306249,0,0,51125,51125,4,12023,117,7654,4,4333
48306250,0,0,52522,52522,4,12023,117,7654,4,4333
48306251,0,0,52522,52522,4,12023,117,7654,4,4333
48306951,0,0,0,1,5,12023,117,7654,5,4333
48306952,0,0,0,1,5,12023,117,7654,5,4333
48306953,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48306953
48306954,12025,0,0,1,5,12023,117,7654,5,4333
48306955,0,0,0,1,5,12023,117,7654,5,4333
48306956,0,0,0,1,5,12023,117,7654,5,4333
48306957,0,0,0,1,5,12023,117,7654,5,4333
48306958,0,51125,51125,1,5,12023,117,7654,5,4333
48306959,0,51125,51125,1,5,12023,117,7654,5,4333
48306960,0,51125,51125,1,5,12023,117,7654,5,4333
48306961,0,51125,51125,1,5,12023,117,7654,5,4333
48306962,0,0,51125,1,5,12023,117,7654,5,4333
48306963,0,0,51125,1,5,12023,117,7654,5,4333
48306964,0,0,51125,1,5,12023,117,7654,5,4333
48306965,0,0,51125,51125,5,12023,117,7654,5,4333
48306966,0,0,51125,51125,5,12023,117,7654,5,4334
48306967,0,0,51125,51125,5,12023,117,7654,5,377
48306968,0,0,0,377,5,12023,117,7654,5,377
48306969,0,0,0,377,5,12023,117,7654,5,377
48374561,0,0,0,1,4,12023,117,7654,4,4334
48374562,0,0,0,1,4,12023,117,7654,4,4334
48374563,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48374563
48374564,12025,0,0,1,4,12023,117,7654,4,4334
48374565,0,0,0,1,4,12023,117,7654,4,4334
48374566,0,0,0,1,4,12023,117,7654,4,4334
48374567,0,0,0,1,4,12023,117,7654,4,4334
48374568,0,51125,51125,1,4,12023,117,7654,4,4334
48374569,0,51125,51125,1,4,12023,117,7654,4,4334
48374570,0,51125,51125,1,4,12023,117,7654,4,4334
48374571,0,51125,51125,1,4,12023,117,7654,4,4334
48374572,0,0,51125,1,4,12023,117,7654,4,4334
48374573,0,0,51125,1,4,12023,117,7654,4,4334
48374574,0,0,51125,1,4,12023,117,7654,4,4334
48374575,0,0,51125,51125,4,12023,117,7654,4,4334
48374576,0,0,51125,51125,4,12023,117,7654,4,4334
48374577,0,0,51125,51125,4,12023,117,7654,4,4333
48374578,0,0,52522,52522,4,12023,117,7654,4,4333
48374579,0,0,52522,52522,4,12023,117,7654,4,4333
48380938,0,0,0,1,5,12023,117,7654,5,4333
48380939,0,0,0,1,5,12023,117,7654,5,4333
48380940,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48380940
48380941,12025,0,0,1,5,12023,117,7654,5,4333
48380942,0,0,0,1,5,12023,117,7654,5,4333
48380943,0,0,0,1,5,12023,117,7654,5,4333
48380944,0,0,0,1,5,12023,117,7654,5,4333
48380945,0,51125,51125,1,5,12023,117,7654,5,4333
48380946,0,51125,51125,1,5,12023,117,7654,5,4333
48380947,0,51125,51125,1,5,12023,117,7654,5,4333
48380948,0,51125,51125,1,5,12023,117,7654,5,4333
48380949,0,0,51125,1,5,12023,117,7654,5,4333
48380950,0,0,51125,1,5,12023,117,7654,5,4333
48380951,0,0,51125,1,5,12023,117,7654,5,4333
48380952,0,0,51125,51125,5,12023,117,7654,5,4333
48380953,0,0,51125,51125,5,12023,117,7654,5,4334
48380954,0,0,51125,51125,5,12023,117,7654,5,377
48380955,0,0,0,377,5,12023,117,7654,5,377
48380956,0,0,0,377,5,12023,117,7654,5,377
48431342,0,0,0,1,4,12023,117,7654,4,4334
48431343,0,0,0,1,4,12023,117,7654,4,4334
48431344,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48431344
48431345,12025,0,0,1,4,12023,117,7654,4,4334
48431346,0,0,0,1,4,12023,117,7654,4,4334
48431347,0,0,0,1,4,12023,117,7654,4,4334
48431348,0,0,0,1,4,12023,117,7654,4,4334
48431349,0,51125,51125,1,4,12023,117,7654,4,4334
48431350,0,51125,51125,1,4,12023,117,7654,4,4334
48431351,0,51125,51125,1,4,12023,117,7654,4,4334
48431352,0,51125,51125,1,4,12023,117,7654,4,4334
48431353,0,0,51125,1,4,12023,117,7654,4,4334
48431354,0,0,51125,1,4,12023,117,7654,4,4334
48431355,0,0,51125,1,4,12023,117,7654,4,4334
48431356,0,0,51125,51125,4,12023,117,7654,4,4334
48431357,0,0,51125,51125,4,12023,117,7654,4,4334
48431358,0,0,51125,51125,4,12023,117,7654,4,4333
48431359,0,0,52522,52522,4,12023,117,7654,4,4333
48431360,0,0,52522,52522,4,12023,117,7654,4,4333
48432064,0,0,0,1,5,12023,117,7654,5,4333
48432065,0,0,0,1,5,12023,117,7654,5,4333
48432066,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48432066
48432067,12025,0,0,1,5,12023,117,7654,5,4333
48432068,0,0,0,1,5,12023,117,7654,5,4333
48432069,0,0,0,1,5,12023,117,7654,5,4333
48432070,0,0,0,1,5,12023,117,7654,5,4333
48432071,0,51125,51125,1,5,12023,117,7654,5,4333
48432072,0,51125,51125,1,5,12023,117,7654,5,4333
48432073,0,51125,51125,1,5,12023,117,7654,5,4333
48432074,0,51125,51125,1,5,12023,117,7654,5,4333
48432075,0,0,51125,1,5,12023,117,7654,5,4333
48432076,0,0,51125,1,5,12023,117,7654,5,4333
48432077,0,0,51125,1,5,12023,117,7654,5,4333
48432078,0,0,51125,51125,5,12023,117,7654,5,4333
48432079,0,0,51125,51125,5,12023,117,7654,5,4334
48432080,0,0,51125,51125,5,12023,117,7654,5,377
48432081,0,0,0,377,5,12023,117,7654,5,377
48432082,0,0,0,377,5,12023,117,7654,5,377
48504121,0,0,0,1,4,12023,117,7654,4,4334
48504122,0,0,0,1,4,12023,117,7654,4,4334
48504123,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48504123
48504124,12025,0,0,1,4,12023,117,7654,4,4334
48504125,0,0,0,1,4,12023,117,7654,4,4334
48504126,0,0,0,1,4,12023,117,7654,4,4334
48504127,0,0,0,1,4,12023,117,7654,4,4334
48504128,0,51125,51125,1,4,12023,117,7654,4,4334
48504129,0,51125,51125,1,4,12023,117,7654,4,4334
48504130,0,51125,51125,1,4,12023,117,7654,4,4334
48504131,0,51125,51125,1,4,12023,117,7654,4,4334
48504132,0,0,51125,1,4,12023,117,7654,4,4334
48504133,0,0,51125,1,4,12023,117,7654,4,4334
48504134,0,0,51125,1,4,12023,117,7654,4,4334
48504135,0,0,51125,51125,4,12023,117,7654,4,4334
48504136,0,0,51125,51125,4,12023,117,7654,4,4334
48504137,0,0,51125,51125,4,12023,117,7654,4,4333
48504138,0,0,52522,52522,4,12023,117,7654,4,4333
48504139,0,0,52522,52522,4,12023,117,7654,4,4333
48504839,0,0,0,1,5,12023,117,7654,5,4333
48504840,0,0,0,1,5,12023,117,7654,5,4333
48504841,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48504841
48504842,12025,0,0,1,5,12023,117,7654,5,4333
48504843,0,0,0,1,5,12023,117,7654,5,4333
48504844,0,0,0,1,5,12023,117,7654,5,4333
48504845,0,0,0,1,5,12023,117,7654,5,4333
48504846,0,51125,51125,1,5,12023,117,7654,5,4333
48504847,0,51125,51125,1,5,12023,117,7654,5,4333
48504848,0,51125,51125,1,5,12023,117,7654,5,4333
48504849,0,51125,51125,1,5,12023,117,7654,5,4333
48504850,0,0,51125,1,5,12023,117,7654,5,4333
48504851,0,0,51125,1,5,12023,117,7654,5,4333
48504852,0,0,51125,1,5,12023,117,7654,5,4333
48504853,0,0,51125,51125,5,12023,117,7654,5,4333
48504854,0,0,51125,51125,5,12023,117,7654,5,4334
48504855,0,0,51125,51125,5,12023,117,7654,5,377
48504856,0,0,0,377,5,12023,117,7654,5,377
48504857,0,0,0,377,5,12023,117,7654,5,377
48579069,0,0,0,1,4,12023,117,7654,4,4334
48579070,0,0,0,1,4,12023,117,7654,4,4334
48579071,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48579071
48579072,12025,0,0,1,4,12023,117,7654,4,4334
48579073,0,0,0,1,4,12023,117,7654,4,4334
48579074,0,0,0,1,4,12023,117,7654,4,4334
48579075,0,0,0,1,4,12023,117,7654,4,4334
48579076,0,51125,51125,1,4,12023,117,7654,4,4334
48579077,0,51125,51125,1,4,12023,117,7654,4,4334
48579078,0,51125,51125,1,4,12023,117,7654,4,4334
48579079,0,51125,51125,1,4,12023,117,7654,4,4334
48579080,0,0,51125,1,4,12023,117,7654,4,4334
48579081,0,0,51125,1,4,12023,117,7654,4,4334
48579082,0,0,51125,1,4,12023,117,7654,4,4334
48579083,0,0,51125,51125,4,12023,117,7654,4,4334
48579084,0,0,51125,51125,4,12023,117,7654,4,4334
48579085,0,0,51125,51125,4,12023,117,7654,4,4333
48579086,0,0,52522,52522,4,12023,117,7654,4,4333
48579087,0,0,52522,52522,4,12023,117,7654,4,4333
48579788,0,0,0,1,5,12023,117,7654,5,4333
48579789,0,0,0,1,5,12023,117,7654,5,4333
48579790,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48579790
48579791,12025,0,0,1,5,12023,117,7654,5,4333
48579792,0,0,0,1,5,12023,117,7654,5,4333
48579793,0,0,0,1,5,12023,117,7654,5,4333
48579794,0,0,0,1,5,12023,117,7654,5,4333
48579795,0,51125,51125,1,5,12023,117,7654,5,4333
48579796,0,51125,51125,1,5,12023,117,7654,5,4333
48579797,0,51125,51125,1,5,12023,117,7654,5,4333
48579798,0,51125,51125,1,5,12023,117,7654,5,4333
48579799,0,0,51125,1,5,12023,117,7654,5,4333
48579800,0,0,51125,1,5,12023,117,7654,5,4333
48579801,0,0,51125,1,5,12023,117,7654,5,4333
48579802,0,0,51125,51125,5,12023,117,7654,5,4333
48579803,0,0,51125,51125,5,12023,117,7654,5,4334
48579804,0,0,51125,51125,5,12023,117,7654,5,377
48579805,0,0,0,377,5,12023,117,7654,5,377
48579806,0,0,0,377,5,12023,117,7654,5,377
48653977,0,0,0,1,4,12023,117,7654,4,4334
48653978,0,0,0,1,4,12023,117,7654,4,4334
48653979,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48653979
48653980,12025,0,0,1,4,12023,117,7654,4,4334
48653981,0,0,0,1,4,12023,117,7654,4,4334
48653982,0,0,0,1,4,12023,117,7654,4,4334
48653983,0,0,0,1,4,12023,117,7654,4,4334
48653984,0,51125,51125,1,4,12023,117,7654,4,4334
48653985,0,51125,51125,1,4,12023,117,7654,4,4334
48653986,0,51125,51125,1,4,12023,117,7654,4,4334
48653987,0,51125,51125,1,4,12023,117,7654,4,4334
48653988,0,0,51125,1,4,12023,117,7654,4,4334
48653989,0,0,51125,1,4,12023,117,7654,4,4334
48653990,0,0,51125,1,4,12023,117,7654,4,4334
48653991,0,0,51125,51125,4,12023,117,7654,4,4334
48653992,0,0,51125,51125,4,12023,117,7654,4,4334
48653993,0,0,51125,51125,4,12023,117,7654,4,4333
48653994,0,0,52522,52522,4,12023,117,7654,4,4333
48653995,0,0,52522,52522,4,12023,117,7654,4,4333
48660350,0,0,0,1,5,12023,117,7654,5,4333
48660351,0,0,0,1,5,12023,117,7654,5,4333
48660352,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48660352
48660353,12025,0,0,1,5,12023,117,7654,5,4333
48660354,0,0,0,1,5,12023,117,7654,5,4333
48660355,0,0,0,1,5,12023,117,7654,5,4333
48660356,0,0,0,1,5,12023,117,7654,5,4333
48660357,0,51125,51125,1,5,12023,117,7654,5,4333
48660358,0,51125,51125,1,5,12023,117,7654,5,4333
48660359,0,51125,51125,1,5,12023,117,7654,5,4333
48660360,0,51125,51125,1,5,12023,117,7654,5,4333
48660361,0,0,51125,1,5,12023,117,7654,5,4333
48660362,0,0,51125,1,5,12023,117,7654,5,4333
48660363,0,0,51125,1,5,12023,117,7654,5,4333
48660364,0,0,51125,51125,5,12023,117,7654,5,4333
48660365,0,0,51125,51125,5,12023,117,7654,5,4334
48660366,0,0,51125,51125,5,12023,117,7654,5,377
48660367,0,0,0,377,5,12023,117,7654,5,377
48660368,0,0,0,377,5,12023,117,7654,5,377
48760160,0,0,0,1,4,12023,117,7654,4,4334
48760161,0,0,0,1,4,12023,117,7654,4,4334
48760162,12025,0,0,1,4,12023,117,7654,4,4334
# MARK w2 tick=48760162
48760163,12025,0,0,1,4,12023,117,7654,4,4334
48760164,0,0,0,1,4,12023,117,7654,4,4334
48760165,0,0,0,1,4,12023,117,7654,4,4334
48760166,0,0,0,1,4,12023,117,7654,4,4334
48760167,0,51125,51125,1,4,12023,117,7654,4,4334
48760168,0,51125,51125,1,4,12023,117,7654,4,4334
48760169,0,51125,51125,1,4,12023,117,7654,4,4334
48760170,0,51125,51125,1,4,12023,117,7654,4,4334
48760171,0,0,51125,1,4,12023,117,7654,4,4334
48760172,0,0,51125,1,4,12023,117,7654,4,4334
48760173,0,0,51125,1,4,12023,117,7654,4,4334
48760174,0,0,51125,51125,4,12023,117,7654,4,4334
48760175,0,0,51125,51125,4,12023,117,7654,4,4334
48760176,0,0,51125,51125,4,12023,117,7654,4,4333
48760177,0,0,52522,52522,4,12023,117,7654,4,4333
48760178,0,0,52522,52522,4,12023,117,7654,4,4333
48760878,0,0,0,1,5,12023,117,7654,5,4333
48760879,0,0,0,1,5,12023,117,7654,5,4333
48760880,12025,0,0,1,5,12023,117,7654,5,4333
# MARK w2 tick=48760880
48760881,12025,0,0,1,5,12023,117,7654,5,4333
