tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR
71331357,6503,0,306,7504,55672,7672,50370,0,50370,10244,134057
71331358,6503,0,306,7504,55672,7672,50370,0,50370,10244,134057
71331359,6503,0,306,7504,55672,7672,50370,0,0,10244,134057
71331360,6503,0,306,7504,55672,7672,50370,0,0,10244,134057
71331361,6503,0,306,7504,55672,7672,50370,0,0,10244,134057
71331362,172,0,306,7504,55672,7672,50370,0,0,10244,50370
71331363,172,0,306,7504,55672,7672,0,0,0,10244,50370
71331364,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331365,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331366,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331367,0,0,306,7504,55672,7672,0,3074,0,10244,50370
71331368,0,0,306,7504,55672,7672,0,3074,0,10244,50370
71331369,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331370,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331371,0,0,306,7504,55672,7672,0,0,0,10244,50370
71331372,0,0,306,7504,55672,7672,300,0,300,10244,50370
71331373,0,0,306,7504,55672,7672,300,0,300,10244,50370
71331374,0,0,306,7504,55672,7672,300,0,300,10244,50370
71331375,0,0,306,7504,55672,7672,300,0,300,10244,50370
71331376,0,0,306,7504,55672,7672,300,0,0,10244,50370
71331377,0,0,306,7504,55672,7672,300,0,0,10244,50370
71331378,0,0,306,7504,55672,7672,300,0,0,10244,50370
71331379,0,0,306,7504,55672,7672,300,0,0,10244,300
71331380,0,0,306,7504,55672,7672,0,0,0,10244,300
71331381,2001,0,306,7504,55672,7672,0,0,0,10244,300
71331382,17105,0,306,7504,55672,7672,0,0,0,10244,300
71331383,17105,0,306,7504,55672,7672,0,0,0,10244,300
71331384,0,0,306,7504,55672,7672,0,3105,0,10244,300
71331385,6000,0,306,7504,55672,7672,0,3105,0,10244,300
71331386,6000,0,306,7504,55672,7672,0,0,0,10244,300
71331387,6000,0,306,7504,55672,7672,0,0,0,10244,300
71331388,6000,0,306,7504,55672,7672,0,0,0,10244,300
71331389,7730,0,306,7504,55672,7672,173002,0,173002,10244,300
71331390,7730,0,306,7504,55672,7672,173002,0,173002,10244,300
71331391,7730,0,306,7504,55672,7672,173002,0,173002,10244,300
71331392,7730,0,306,7504,55672,7672,173002,0,173002,10244,300
71331393,7730,0,306,7504,55672,7672,173002,0,0,10244,300
71331394,7730,0,306,7504,55672,7672,173002,0,0,10244,300
71331395,7730,0,306,7504,55672,7672,173002,0,0,10244,300
71331396,0,0,300,7504,55672,7672,173002,0,0,10244,173002
71331397,0,0,300,7504,55672,7672,0,0,0,10244,173002
71331398,2001,0,300,7504,55672,7672,0,0,0,10244,173002
71331399,17106,0,300,7504,55672,7672,0,0,0,10244,173002
71331400,17106,0,300,7504,55672,7672,0,0,0,10244,173002
71331401,0,0,300,7504,55672,7672,0,3106,0,10244,173002
71331402,6000,0,300,7504,55672,7672,0,3106,0,10244,173002
71331403,6000,0,300,7504,55672,7672,0,0,0,10244,173002
71331404,6000,0,300,7504,55672,7672,0,0,0,10244,173002
71331405,6000,0,300,7504,55672,7672,0,0,0,10244,173002
71331406,7504,0,300,7504,55672,7672,150415,0,150415,10244,173002
71331407,7504,0,300,7504,55672,7672,150415,0,150415,10244,173002
71331408,7504,0,300,7504,55672,7672,150415,0,150415,10244,173002
71331409,7504,0,300,7504,55672,7672,150415,0,150415,10244,173002
71331410,7504,0,300,7504,55672,7672,150415,0,0,10244,173002
71331411,7504,0,300,7504,55672,7672,150415,0,0,10244,173002
71331412,7504,0,300,7504,55672,7672,150415,0,0,10244,173002
71331413,657,0,302,7504,55672,7672,150655,0,0,10244,150415
71331414,657,0,302,7504,55672,7672,10244,0,0,10244,150415
71331415,326,0,302,7504,55672,7672,10244,0,0,10244,150415
71331416,326,0,302,7504,55672,7672,10244,0,0,10244,10244
71331417,326,0,302,7504,55672,7672,10244,0,0,10244,10244
71331418,327,0,302,7504,55672,7672,10244,0,0,10244,10244
71331419,327,0,302,7504,55672,7672,10244,0,0,10244,10244
71331420,330,0,302,7504,55672,7672,10244,0,0,10244,10244
71331421,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331422,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331423,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331424,3655,0,302,7504,55672,7672,10244,0,0,10244,10244
71331425,3655,0,302,7504,55672,7672,10244,0,0,10244,10244
71331426,3655,0,302,7504,55672,7672,10244,0,0,10244,10244
71331427,474,0,302,7504,55672,7672,10244,0,0,10244,10244
71331428,474,0,302,7504,55672,7672,10244,0,0,10244,10244
71331429,474,0,302,7504,55672,7672,10244,0,0,10244,10244
71331430,475,0,302,7504,55672,7672,10244,0,0,10244,10244
71331431,475,0,302,7504,55672,7672,302,0,0,10244,10244
71331432,476,0,302,7504,55672,7672,302,0,0,10244,10244
71331433,501,0,302,7504,55672,7672,302,0,0,10244,10244
71331434,501,0,302,7504,55672,7672,10244,0,0,10244,10244
71331435,501,0,302,7504,55672,7672,10244,0,0,10244,10244
71331436,502,0,302,7504,55672,7672,10244,0,0,10244,10244
71331437,502,0,302,7504,55672,7672,7,0,0,10244,10244
71331438,503,0,302,7504,55672,7672,7,0,0,10244,10244
71331439,503,0,302,7504,55672,7672,7,0,0,10244,10244
71331440,503,0,302,7504,55672,7672,300,0,0,300,10244
71331441,504,0,302,7504,55672,7672,300,0,0,300,10244
71331442,511,0,302,7504,55672,7672,300,0,0,300,10244
71331443,511,0,302,7504,55672,7672,3,0,0,300,10244
71331444,511,0,302,7504,55672,7672,3,0,0,300,10244
71331445,3722,0,302,7504,55672,7672,3,0,0,300,10244
71331446,3722,0,302,7504,55672,7672,30141,0,0,300,10244
71331447,3722,0,302,7504,55672,7672,30141,0,0,300,10244
71331448,521,0,302,7504,55672,7672,30141,0,0,300,10244
71331449,521,0,302,7504,55672,7672,305,0,0,30141,10244
71331450,521,0,302,7504,55672,7672,305,0,0,30141,10244
71331451,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331452,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331453,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331454,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331455,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331456,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331457,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331458,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331459,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331460,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331461,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331462,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331463,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331464,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331465,522,0,302,7504,55672,7672,305,0,0,30141,10244
71331466,522,0,302,7504,55672,7672,70,0,0,305,10244
71331467,523,0,302,7504,55672,7672,70,0,0,305,10244
71331468,527,0,302,7504,55672,7672,70,0,0,305,10244
71331469,527,0,302,7504,55672,7672,30,0,0,0,10244
71331470,527,0,302,7504,55672,7672,30,0,0,0,10244
71331471,530,0,302,7504,55672,7672,30,0,0,0,10244
71331472,530,0,302,7504,55672,7672,0,0,0,0,10244
71331473,531,0,302,7504,55672,7672,0,0,0,0,10244
71331474,531,0,302,7504,55672,7672,0,0,0,0,10244
71331475,531,0,302,7504,55672,7672,74030,0,0,0,10244
71331476,532,0,302,7504,55672,7672,74030,0,0,0,10244
71331477,532,0,302,7504,55672,7672,74030,0,0,0,10244
71331478,532,0,302,7504,55672,7672,40000,0,0,74030,10244
71331479,533,0,302,7504,55672,7672,40000,0,0,74030,10244
71331480,537,0,302,7504,55672,7672,40000,0,0,74030,10244
71331481,537,0,302,7504,55672,7672,4000,0,0,74030,10244
71331482,537,0,302,7504,55672,7672,4000,0,0,74030,10244
71331483,540,0,302,7504,55672,7672,4000,0,0,74030,10244
71331484,540,0,302,7504,55672,7672,2,0,0,74030,10244
71331485,541,0,302,7504,55672,7672,2,0,0,74030,10244
71331486,476,0,302,7504,55672,7672,2,0,0,74030,10244
71331487,476,0,302,7504,55672,7672,1,0,0,74030,10244
71331488,476,0,302,7504,55672,7672,1,0,0,74030,10244
71331489,0,0,302,7504,55672,7672,1,0,0,74030,10244
71331490,0,0,302,7504,55672,7672,0,0,0,74030,10244
71331491,0,0,302,7504,55672,7672,0,0,0,74030,10244
71331492,2001,0,302,7504,55672,7672,0,0,0,74030,10244
71331493,17107,0,302,7504,55672,7672,0,0,0,74030,10244
71331494,17107,0,302,7504,55672,7672,0,0,0,74030,10244
71331495,0,0,302,7504,55672,7672,0,3107,0,74030,10244
71331496,6000,0,302,7504,55672,7672,0,3107,0,74030,10244
71331497,6000,0,302,7504,55672,7672,0,0,0,74030,10244
71331498,6000,0,302,7504,55672,7672,0,0,0,74030,10244
71331499,6000,0,302,7504,55672,7672,0,0,0,74030,10244
71331500,7752,0,302,7504,55672,7672,175235,0,175235,74030,10244
71331501,7752,0,302,7504,55672,7672,175235,0,175235,74030,10244
71331502,7752,0,302,7504,55672,7672,175235,0,175235,74030,10244
71331503,7752,0,302,7504,55672,7672,175235,0,175235,74030,10244
71331504,7752,0,302,7504,55672,7672,175235,0,0,74030,10244
71331505,7752,0,302,7504,55672,7672,175235,0,0,74030,10244
71331506,7752,0,302,7504,55672,7672,175235,0,0,74030,10244
71331507,256,0,302,7504,55672,7672,175235,0,0,74030,175235
71331508,256,0,302,7504,55672,7672,74030,0,0,74030,175235
71331509,257,0,302,7504,55672,7672,74030,0,0,74030,175235
71331510,257,0,302,7504,55672,7672,10244,0,0,74030,74030
71331511,260,0,302,7504,55672,7672,10244,0,0,74030,74030
71331512,264,0,302,7504,55672,7672,10244,0,0,74030,74030
71331513,264,0,302,7504,55672,7672,177777,0,0,74030,74030
71331514,264,0,302,7504,55672,7672,177777,0,0,74030,74030
71331515,265,0,302,7504,55672,7672,177777,0,0,74030,74030
71331516,265,0,302,7504,55672,7672,10,0,0,177777,74030
71331517,266,0,302,7504,55672,7672,10,0,0,177777,74030
71331518,266,0,302,7504,55672,7672,10,0,0,177777,74030
71331519,266,0,302,7504,55672,7672,10243,0,0,177777,74030
71331520,267,0,302,7504,55672,7672,10243,0,0,177777,74030
71331521,0,0,302,7504,55672,7672,10243,0,0,177777,74030
71331522,0,0,302,7504,55672,7672,0,0,0,177777,74030
71331523,0,0,302,7504,55672,7672,0,0,0,177777,74030
71331524,2001,0,302,7504,55672,7672,0,0,0,177777,74030
71331525,17110,0,302,7504,55672,7672,0,0,0,177777,74030
71331526,17110,0,302,7504,55672,7672,0,0,0,177777,74030
71331527,0,0,302,7504,55672,7672,0,3110,0,177777,74030
71331528,6000,0,302,7504,55672,7672,0,3110,0,177777,74030
71331529,6000,0,302,7504,55672,7672,0,0,0,177777,74030
71331530,6000,0,302,7504,55672,7672,0,0,0,177777,74030
71331531,6000,0,302,7504,55672,7672,0,0,0,177777,74030
71331532,7461,0,302,7504,55672,7672,146142,0,146142,177777,74030
71331533,7461,0,302,7504,55672,7672,146142,0,146142,177777,74030
71331534,7461,0,302,7504,55672,7672,146142,0,146142,177777,74030
71331535,7461,0,302,7504,55672,7672,146142,0,146142,177777,74030
71331536,7461,0,302,7504,55672,7672,146142,0,0,177777,74030
71331537,7461,0,302,7504,55672,7672,146142,0,0,177777,74030
71331538,7461,0,302,7504,55672,7672,146142,0,0,177777,74030
71331539,145,0,302,7504,55672,7672,146142,0,0,177777,146142
71331540,145,0,302,7504,55672,7672,0,0,0,177777,146142
71331541,0,0,302,7504,55672,7672,0,0,0,177777,146142
71331542,17111,0,302,7504,55672,7672,0,0,0,177777,146142
71331543,17111,0,302,7504,55672,7672,0,0,0,177777,146142
71331544,0,0,302,7504,55672,7672,0,0,0,177777,146142
71331545,0,0,302,7504,55672,7672,0,0,0,177777,146142
71331546,0,0,302,7504,55672,7672,0,0,0,177777,0
71331547,0,0,302,7504,55672,7672,0,0,0,177777,0
71331548,2001,0,302,7504,55672,7672,0,0,0,177777,0
71331549,17026,0,302,7504,55672,7672,0,0,0,177777,0
71331550,17026,0,302,7504,55672,7672,0,0,0,177777,0
71331551,0,0,302,7504,55672,7672,0,3026,0,177777,0
71331552,6000,0,302,7504,55672,7672,0,3026,0,177777,0
71331553,6000,0,302,7504,55672,7672,0,0,0,177777,0
71331554,6000,0,302,7504,55672,7672,0,0,0,177777,0
71331555,6000,0,302,7504,55672,7672,0,0,0,177777,0
71331556,7240,0,302,7504,55672,7672,124010,0,124010,177777,0
71331557,7240,0,302,7504,55672,7672,124010,0,124010,177777,0
71331558,7240,0,302,7504,55672,7672,124010,0,124010,177777,0
71331559,7240,0,302,7504,55672,7672,124010,0,124010,177777,0
71331560,7240,0,302,7504,55672,7672,124010,0,0,177777,0
71331561,7240,0,302,7504,55672,7672,124010,0,0,177777,0
71331562,7240,0,302,7504,55672,7672,124010,0,0,177777,0
71331563,0,0,302,7504,55672,7672,124010,0,0,177777,124010
71331564,0,0,302,7504,55672,7672,0,0,0,177777,124010
71331565,2001,0,302,7504,55672,7672,0,0,0,177777,124010
71331566,17036,0,302,7504,55672,7672,0,0,0,177777,124010
71331567,17036,0,302,7504,55672,7672,0,0,0,177777,124010
71331568,0,0,302,7504,55672,7672,0,3036,0,177777,124010
71331569,6000,0,302,7504,55672,7672,0,3036,0,177777,124010
71331570,6000,0,302,7504,55672,7672,0,0,0,177777,124010
71331571,6000,0,302,7504,55672,7672,0,0,0,177777,124010
71331572,6000,0,302,7504,55672,7672,0,0,0,177777,124010
71331573,7750,0,302,7504,55672,7672,175020,0,175020,177777,124010
71331574,7750,0,302,7504,55672,7672,175020,0,175020,177777,124010
71331575,7750,0,302,7504,55672,7672,175020,0,175020,177777,124010
71331576,7750,0,302,7504,55672,7672,175020,0,175020,177777,124010
71331577,7750,0,302,7504,55672,7672,175020,0,0,177777,124010
71331578,7750,0,302,7504,55672,7672,175020,0,0,177777,124010
71331579,7750,0,302,7504,55672,7672,175020,0,0,177777,124010
71331580,262,0,302,7504,55672,7672,177777,0,0,177777,175020
71331581,262,0,302,7504,55672,7672,177777,0,0,177777,175020
71331582,263,0,302,7504,55672,7672,177777,0,0,177777,175020
71331583,263,0,302,7504,55672,7672,10244,0,0,177777,175020
71331584,264,0,302,7504,55672,7672,10244,0,0,177777,175020
71331585,264,0,302,7504,55672,7672,10244,0,0,177777,175020
71331586,264,0,302,7504,55672,7672,10244,0,0,177777,175020
71331587,265,0,302,7504,55672,7672,10244,0,0,177777,175020
71331588,265,0,302,7504,55672,7672,10244,0,0,177777,175020
71331589,265,0,302,7504,55672,7672,4,0,0,10244,175020
71331590,266,0,302,7504,55672,7672,4,0,0,10244,175020
71331591,266,0,302,7504,55672,7672,4,0,0,10244,175020
71331592,266,0,302,7504,55672,7672,20510,0,0,10244,175020
71331593,267,0,302,7504,55672,7672,20510,0,0,10244,175020
71331594,0,0,302,7504,55672,7672,20510,0,0,10244,175020
71331595,0,0,302,7504,55672,7672,0,0,0,10244,175020
71331596,0,0,302,7504,55672,7672,0,0,0,10244,175020
71331597,2001,0,302,7504,55672,7672,0,0,0,10244,175020
71331598,17037,0,302,7504,55672,7672,0,0,0,10244,175020
71331599,17037,0,302,7504,55672,7672,0,0,0,10244,175020
71331600,0,0,302,7504,55672,7672,0,3037,0,10244,175020
71331601,6000,0,302,7504,55672,7672,0,3037,0,10244,175020
71331602,6000,0,302,7504,55672,7672,0,0,0,10244,175020
71331603,6000,0,302,7504,55672,7672,0,0,0,10244,175020
71331604,6000,0,302,7504,55672,7672,0,0,0,10244,175020
71331605,7504,0,302,7504,55672,7672,150402,0,150402,10244,175020
71331606,7504,0,302,7504,55672,7672,150402,0,150402,10244,175020
71331607,7504,0,302,7504,55672,7672,150402,0,150402,10244,175020
71331608,7504,0,302,7504,55672,7672,150402,0,150402,10244,175020
71331609,7504,0,302,7504,55672,7672,150402,0,0,10244,175020
71331610,7504,0,302,7504,55672,7672,150402,0,0,10244,175020
71331611,7504,0,302,7504,55672,7672,150402,0,0,10244,175020
71331612,657,0,302,7504,55672,7672,150646,0,0,10244,150402
71331613,657,0,302,7504,55672,7672,10244,0,0,10244,150402
71331614,326,0,302,7504,55672,7672,10244,0,0,10244,150402
71331615,326,0,302,7504,55672,7672,10244,0,0,10244,10244
71331616,326,0,302,7504,55672,7672,10244,0,0,10244,10244
71331617,327,0,302,7504,55672,7672,10244,0,0,10244,10244
71331618,327,0,302,7504,55672,7672,10244,0,0,10244,10244
71331619,330,0,302,7504,55672,7672,10244,0,0,10244,10244
71331620,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331621,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331622,660,0,302,7504,55672,7672,10244,0,0,10244,10244
71331623,3642,0,302,7504,55672,7672,10244,0,0,10244,10244
71331624,3642,0,302,7504,55672,7672,10244,0,0,10244,10244
71331625,3642,0,302,7504,55672,7672,10244,0,0,10244,10244
71331626,663,0,302,7504,55672,7672,10244,0,0,10244,10244
71331627,663,0,302,7504,55672,7672,100000,0,0,10244,10244
71331628,663,0,302,7504,55672,7672,100000,0,0,10244,10244
71331629,664,0,302,7504,55672,7672,100000,0,0,10244,10244
71331630,664,0,302,7504,55672,7672,110244,0,0,110244,10244
71331631,665,0,302,7504,55672,7672,110244,0,0,110244,10244
71331632,665,0,302,7504,55672,7672,110244,0,0,110244,10244
71331633,665,0,302,7504,55672,7672,110244,0,0,110244,10244
71331634,666,0,302,7504,55672,7672,110244,0,0,110244,10244
71331635,1112,0,302,7504,55672,7672,110244,0,0,110244,10244
71331636,1112,0,302,7504,55672,7672,130245,0,0,110244,10244
71331637,1112,0,302,7504,55672,7672,130245,0,0,110244,10244
71331638,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331639,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331640,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331641,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331642,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331643,1113,0,302,7504,55672,7672,130245,0,0,110244,10244
71331644,1113,0,302,7504,55672,7672,110244,0,0,110244,10244
71331645,1114,0,302,7504,55672,7672,110244,0,0,110244,10244
71331646,1114,0,302,7504,55672,7672,110244,0,0,110244,10244
71331647,1114,0,302,7504,55672,7672,10,0,0,110244,10244
71331648,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331649,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331650,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331651,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331652,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331653,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331654,1115,0,302,7504,55672,7672,10,0,0,110244,10244
71331655,1115,0,302,7504,55672,7672,0,0,0,110244,10244
71331656,1116,0,302,7504,55672,7672,0,0,0,110244,10244
71331657,1116,0,302,7504,55672,7672,0,0,0,110244,10244
71331658,1116,0,302,7504,55672,7672,110244,0,0,0,10244
71331659,666,0,302,7504,55672,7672,110244,0,0,0,10244
71331660,1117,0,302,7504,55672,7672,110244,0,0,0,10244
71331661,1117,0,302,7504,55672,7672,60001,0,0,0,10244
71331662,1120,0,302,7504,55672,7672,60001,0,0,0,10244
71331663,1120,0,302,7504,55672,7672,60001,0,0,0,10244
71331664,1120,0,302,7504,55672,7672,100013,0,0,0,10244
71331665,1121,0,302,7504,55672,7672,100013,0,0,0,10244
71331666,1120,0,302,7504,55672,7672,100013,0,0,0,10244
71331667,1120,0,302,7504,55672,7672,0,0,0,100013,10244
71331668,1120,0,302,7504,55672,7672,0,0,0,100013,10244
71331669,1120,0,302,7504,55672,7672,0,0,0,100013,10244
71331670,1120,0,302,7504,55672,7672,1,0,0,26,10244
71331671,1120,0,302,7504,55672,7672,1,0,0,26,10244
71331672,1120,0,302,7504,55672,7672,1,0,0,26,10244
71331673,1120,0,302,7504,55672,7672,2,0,0,54,10244
71331674,1120,0,302,7504,55672,7672,2,0,0,54,10244
71331675,1120,0,302,7504,55672,7672,2,0,0,54,10244
71331676,1120,0,302,7504,55672,7672,4,0,0,130,10244
71331677,1120,0,302,7504,55672,7672,4,0,0,130,10244
71331678,1120,0,302,7504,55672,7672,4,0,0,130,10244
71331679,1120,0,302,7504,55672,7672,10,0,0,260,10244
71331680,1120,0,302,7504,55672,7672,10,0,0,260,10244
71331681,1120,0,302,7504,55672,7672,10,0,0,260,10244
71331682,1120,0,302,7504,55672,7672,20,0,0,540,10244
71331683,1120,0,302,7504,55672,7672,20,0,0,540,10244
71331684,1120,0,302,7504,55672,7672,20,0,0,540,10244
71331685,1120,0,302,7504,55672,7672,40,0,0,1300,10244
71331686,1120,0,302,7504,55672,7672,40,0,0,1300,10244
71331687,1120,0,302,7504,55672,7672,40,0,0,1300,10244
71331688,1120,0,302,7504,55672,7672,100,0,0,2600,10244
71331689,1120,0,302,7504,55672,7672,100,0,0,2600,10244
71331690,1120,0,302,7504,55672,7672,100,0,0,2600,10244
71331691,1120,0,302,7504,55672,7672,200,0,0,5400,10244
71331692,1120,0,302,7504,55672,7672,200,0,0,5400,10244
71331693,1120,0,302,7504,55672,7672,200,0,0,5400,10244
71331694,1120,0,302,7504,55672,7672,400,0,0,13000,10244
71331695,1120,0,302,7504,55672,7672,400,0,0,13000,10244
71331696,1120,0,302,7504,55672,7672,400,0,0,13000,10244
71331697,1120,0,302,7504,55672,7672,1000,0,0,26000,10244
71331698,1120,0,302,7504,55672,7672,1000,0,0,26000,10244
71331699,1120,0,302,7504,55672,7672,1000,0,0,26000,10244
71331700,1120,0,302,7504,55672,7672,2000,0,0,54000,10244
71331701,1120,0,302,7504,55672,7672,2000,0,0,54000,10244
71331702,1120,0,302,7504,55672,7672,2000,0,0,54000,10244
71331703,1120,0,302,7504,55672,7672,4000,0,0,130000,10244
71331704,1120,0,302,7504,55672,7672,4000,0,0,130000,10244
71331705,1121,0,302,7504,55672,7672,4000,0,0,130000,10244
71331706,1121,0,302,7504,55672,7672,10001,0,0,60000,10244
71331707,1122,0,302,7504,55672,7672,10001,0,0,60000,10244
71331708,1133,0,302,7504,55672,7672,10001,0,0,60000,10244
71331709,1133,0,302,7504,55672,7672,0,0,0,140000,10244
71331710,1133,0,302,7504,55672,7672,0,0,0,140000,10244
71331711,1134,0,302,7504,55672,7672,0,0,0,140000,10244
71331712,1134,0,302,7504,55672,7672,0,0,0,0,10244
71331713,1135,0,302,7504,55672,7672,0,0,0,0,10244
71331714,1140,0,302,7504,55672,7672,0,0,0,0,10244
71331715,1140,0,302,7504,55672,7672,0,0,0,0,10244
71331716,1140,0,302,7504,55672,7672,0,0,0,0,10244
71331717,1141,0,302,7504,55672,7672,0,0,0,0,10244
71331718,1141,0,302,7504,55672,7672,1,0,0,0,10244
71331719,1142,0,302,7504,55672,7672,1,0,0,0,10244
71331720,1142,0,302,7504,55672,7672,1,0,0,0,10244
71331721,1142,0,302,7504,55672,7672,1,0,0,1,10244
71331722,1143,0,302,7504,55672,7672,1,0,0,1,10244
71331723,666,0,302,7504,55672,7672,1,0,0,1,10244
71331724,666,0,302,7504,55672,7672,140000,0,0,1,10244
71331725,666,0,302,7504,55672,7672,140000,0,0,1,10244
71331726,0,0,302,7504,55672,7672,140000,0,0,1,10244
71331727,0,0,302,7504,55672,7672,0,0,0,1,10244
71331728,0,0,302,7504,55672,7672,0,0,0,1,10244
71331729,2001,0,302,7504,55672,7672,0,0,0,1,10244
71331730,17040,0,302,7504,55672,7672,0,0,0,1,10244
71331731,17040,0,302,7504,55672,7672,0,0,0,1,10244
71331732,0,0,302,7504,55672,7672,0,3040,0,1,10244
71331733,6000,0,302,7504,55672,7672,0,3040,0,1,10244
71331734,6000,0,302,7504,55672,7672,0,0,0,1,10244
71331735,6000,0,302,7504,55672,7672,0,0,0,1,10244
71331736,6000,0,302,7504,55672,7672,0,0,0,1,10244
71331737,6440,0,302,7504,55672,7672,44035,0,44035,1,10244
71331738,6440,0,302,7504,55672,7672,44035,0,44035,1,10244
71331739,6440,0,302,7504,55672,7672,44035,0,44035,1,10244
71331740,6440,0,302,7504,55672,7672,44035,0,44035,1,10244
71331741,6440,0,302,7504,55672,7672,44035,0,0,1,10244
71331742,6440,0,302,7504,55672,7672,44035,0,0,1,10244
71331743,6440,0,302,7504,55672,7672,44035,0,0,1,10244
71331744,170,0,302,7504,55672,7672,44035,0,0,1,44035
71331745,170,0,302,7504,55672,7672,0,0,0,1,44035
71331746,0,0,302,7504,55672,7672,0,0,0,1,44035
71331747,0,0,302,7504,55672,7672,0,0,0,1,44035
71331748,0,0,302,7504,55672,7672,0,0,0,1,44035
71331749,0,0,302,7504,55672,7672,0,3075,0,1,44035
# MARK rd3075 tick=71331749
71331750,0,0,302,7504,55672,7672,0,3075,0,1,44035
71331751,0,0,302,7504,55672,7672,0,0,0,1,44035
71331752,0,0,302,7504,55672,7672,0,0,0,1,44035
71331753,0,0,302,7504,55672,7672,0,0,0,1,44035
71331754,0,0,302,7504,55672,7672,40,0,40,1,44035
71331755,0,0,302,7504,55672,7672,40,0,40,1,44035
71331756,0,0,302,7504,55672,7672,40,0,40,1,44035
71331757,0,0,302,7504,55672,7672,40,0,40,1,44035
71356328,6446,7504,1206,55656,55672,7672,44602,0,0,7672,7504
71356329,6446,7504,1206,55656,55672,7672,44602,0,0,7672,7504
71356330,6446,7504,1206,55656,55672,7672,44602,0,0,7672,7504
71356331,170,7504,1206,55656,55672,7672,44602,0,0,7672,44602
71356332,170,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356333,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356334,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356335,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356336,0,7504,1206,55656,55672,7672,0,7474,0,7672,44602
71356337,0,7504,1206,55656,55672,7672,0,7474,0,7672,44602
71356338,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356339,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356340,0,7504,1206,55656,55672,7672,0,0,0,7672,44602
71356341,0,7504,1206,55656,55672,7672,7515,0,7515,7672,44602
71356342,0,7504,1206,55656,55672,7672,7515,0,7515,7672,44602
71356343,0,7504,1206,55656,55672,7672,7515,0,7515,7672,44602
71356344,0,7504,1206,55656,55672,7672,7515,0,7515,7672,44602
71356345,0,7504,1206,55656,55672,7672,7515,0,0,7672,44602
71356346,0,7504,1206,55656,55672,7672,7515,0,0,7672,44602
71356347,0,7504,1206,55656,55672,7672,7515,0,0,7672,44602
71356348,0,7504,1206,55656,55672,7672,7515,0,0,7672,7515
71356349,0,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356350,2001,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356351,17666,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356352,17666,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356353,0,7504,1206,55656,55672,7672,0,55666,0,7672,7515
71356354,6000,7504,1206,55656,55672,7672,0,55666,0,7672,7515
71356355,6000,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356356,6000,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356357,6000,7504,1206,55656,55672,7672,0,0,0,7672,7515
71356358,7724,7504,1206,55656,55672,7672,172406,0,172406,7672,7515
71356359,7724,7504,1206,55656,55672,7672,172406,0,172406,7672,7515
71356360,7724,7504,1206,55656,55672,7672,172406,0,172406,7672,7515
71356361,7724,7504,1206,55656,55672,7672,172406,0,172406,7672,7515
