tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR
72014810,0,7523,2,2771,55672,7672,7523,0,0,7672,146141
72014811,0,7523,2,2771,55672,7672,7523,0,0,7672,146141
72014812,0,7523,2,2771,55672,7672,7523,0,0,7672,146141
72014813,0,7523,2,2771,55672,7672,7523,7476,0,7672,146141
72014814,0,7523,2,2771,55672,7672,7523,7476,0,7672,146141
72014815,0,7523,2,2771,55672,7672,7523,0,0,7672,146141
72014816,0,7523,2,2771,55672,7672,7523,7523,0,7672,146141
72014817,0,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014818,0,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014819,2001,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014820,17412,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014821,17412,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014822,0,7523,2,2771,55672,7672,0,7523,0,7672,7523
72014823,0,7523,2,2771,55672,7672,0,0,0,7672,7523
72014824,0,7523,2,2771,55672,7672,0,53412,0,7672,7523
72014825,6000,7523,2,2771,55672,7672,0,53412,0,7672,7523
72014826,6000,7523,2,2771,55672,7672,0,0,0,7672,7523
72014827,6000,7523,2,2771,55672,7672,0,0,0,7672,7523
72014828,6000,7523,2,2771,55672,7672,0,0,0,7672,7523
72014829,6460,7523,2,2771,55672,7672,46000,0,46000,7672,7523
72014830,6460,7523,2,2771,55672,7672,46000,0,46000,7672,7523
72014831,6460,7523,2,2771,55672,7672,46000,0,46000,7672,7523
72014832,6460,7523,2,2771,55672,7672,46000,0,46000,7672,7523
72014833,6460,7523,2,2771,55672,7672,46000,0,0,7672,7523
72014834,6460,7523,2,2771,55672,7672,46000,0,0,7672,7523
72014835,6460,7523,2,2771,55672,7672,46000,0,0,7672,7523
72014836,170,7523,2,2771,55672,7672,46000,0,0,7672,46000
72014837,170,7523,2,2771,55672,7672,0,0,0,7672,46000
72014838,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014839,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014840,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014841,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014842,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014843,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014844,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014845,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014846,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014847,0,7523,2,2771,55672,7672,0,2771,0,7672,46000
72014848,0,7523,2,2771,55672,7672,0,2771,0,7672,46000
72014849,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014850,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014851,0,7523,2,2771,55672,7672,0,0,0,7672,46000
72014852,0,7523,2,2771,55672,7672,146147,0,146147,7672,46000
72014853,0,7523,2,2771,55672,7672,146147,0,146147,7672,46000
72014854,0,7523,2,2771,55672,7672,146147,0,146147,7672,46000
72014855,0,7523,2,2771,55672,7672,146147,0,146147,7672,46000
72014856,0,7523,2,2771,55672,7672,146147,0,0,7672,46000
72014857,0,7523,2,2771,55672,7672,146147,0,0,7672,46000
72014858,0,7523,2,2771,55672,7672,146147,0,0,7672,46000
72014859,0,7523,2,2771,55672,7672,146147,0,0,7672,146147
72014860,0,7523,2,2771,55672,7672,0,0,0,7672,146147
72014861,2001,7523,2,2771,55672,7672,0,0,0,7672,146147
72014862,17413,7523,2,2771,55672,7672,0,0,0,7672,146147
72014863,17413,7523,2,2771,55672,7672,0,0,0,7672,146147
72014864,0,7523,2,2771,55672,7672,0,53413,0,7672,146147
72014865,6000,7523,2,2771,55672,7672,0,53413,0,7672,146147
72014866,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72014867,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72014868,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72014869,6650,7523,2,2771,55672,7672,65023,0,65023,7672,146147
72014870,6650,7523,2,2771,55672,7672,65023,0,65023,7672,146147
72014871,6650,7523,2,2771,55672,7672,65023,0,65023,7672,146147
72014872,6650,7523,2,2771,55672,7672,65023,0,65023,7672,146147
72014873,6650,7523,2,2771,55672,7672,65023,0,0,7672,146147
72014874,6650,7523,2,2771,55672,7672,65023,0,0,7672,146147
72014875,6650,7523,2,2771,55672,7672,65023,0,0,7672,146147
72014876,125,146147,2,2771,55672,7672,65023,0,0,7672,65023
72014877,125,146147,2,2771,55672,7672,0,0,0,7672,65023
72014878,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014879,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014880,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014881,200,146147,2,2771,55672,7672,0,53436,0,7672,65023
72014882,200,146147,2,2771,55672,7672,0,53436,0,7672,65023
72014883,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014884,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014885,200,146147,2,2771,55672,7672,0,0,0,7672,65023
72014886,200,146147,2,2771,55672,7672,53407,0,53407,7672,65023
72014887,200,146147,2,2771,55672,7672,53407,0,53407,7672,65023
72014888,200,146147,2,2771,55672,7672,53407,0,53407,7672,65023
72014889,200,146147,2,2771,55672,7672,53407,0,53407,7672,65023
72014890,200,146147,2,2771,55672,7672,53407,0,0,7672,65023
72014891,200,146147,2,2771,55672,7672,53407,0,0,7672,65023
72014892,200,146147,2,2771,55672,7672,53407,0,0,7672,65023
72014893,200,146147,2,2771,55672,7672,53407,0,0,7672,53407
72014894,200,146147,2,2771,55672,7672,0,0,0,7672,53407
72014895,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014896,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014897,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014898,0,146147,2,2771,55672,7672,0,53407,0,7672,53407
72014899,0,146147,2,2771,55672,7672,0,53407,0,7672,53407
72014900,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014901,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014902,0,146147,2,2771,55672,7672,0,0,0,7672,53407
72014903,0,146147,2,2771,55672,7672,146402,0,146402,7672,53407
72014904,0,146147,2,2771,55672,7672,146402,0,146402,7672,53407
72014905,0,146147,2,2771,55672,7672,146402,0,146402,7672,53407
72014906,0,146147,2,2771,55672,7672,146402,0,146402,7672,53407
72014907,0,146147,2,2771,55672,7672,146402,0,0,7672,53407
72014908,0,146147,2,2771,55672,7672,146402,0,0,7672,53407
72014909,0,146147,2,2771,55672,7672,146402,0,0,7672,53407
72014910,0,146147,2,2771,55672,7672,146402,0,0,7672,146402
72014911,0,146147,2,2771,55672,7672,0,0,0,7672,146402
72014912,2001,146147,2,2771,55672,7672,0,0,0,7672,146402
72014913,17414,146147,2,2771,55672,7672,0,0,0,7672,146402
72014914,17414,146147,2,2771,55672,7672,0,0,0,7672,146402
72014915,0,146147,2,2771,55672,7672,0,53414,0,7672,146402
72014916,6000,146147,2,2771,55672,7672,0,53414,0,7672,146402
72014917,6000,146147,2,2771,55672,7672,0,0,0,7672,146402
72014918,6000,146147,2,2771,55672,7672,0,0,0,7672,146402
72014919,6000,146147,2,2771,55672,7672,0,0,0,7672,146402
72014920,7310,146147,2,2771,55672,7672,131003,0,131003,7672,146402
72014921,7310,146147,2,2771,55672,7672,131003,0,131003,7672,146402
72014922,7310,146147,2,2771,55672,7672,131003,0,131003,7672,146402
72014923,7310,146147,2,2771,55672,7672,131003,0,131003,7672,146402
72014924,7310,146147,2,2771,55672,7672,131003,0,0,7672,146402
72014925,7310,146147,2,2771,55672,7672,131003,0,0,7672,146402
72014926,7310,146147,2,2771,55672,7672,131003,0,0,7672,146402
72014927,214,177545,2,2771,55672,7672,131003,0,0,7672,131003
72014928,214,177545,2,2771,55672,7672,0,0,0,7672,131003
72014929,0,177545,2,2771,55672,7672,0,0,0,7672,131003
72014930,17417,177545,2,2771,55672,7672,0,0,0,7672,131003
72014931,17417,177545,2,2771,55672,7672,0,0,0,7672,131003
72014932,0,177545,2,2771,55672,7672,0,0,0,7672,131003
72014933,0,177545,2,2771,55672,7672,0,0,0,7672,131003
72014934,0,177545,2,2771,55672,7672,0,0,0,7672,0
72014935,0,177545,2,2771,55672,7672,0,0,0,7672,0
72014936,2001,177545,2,2771,55672,7672,0,0,0,7672,0
72014937,17415,177545,2,2771,55672,7672,0,0,0,7672,0
72014938,17415,177545,2,2771,55672,7672,0,0,0,7672,0
72014939,0,177545,2,2771,55672,7672,0,53415,0,7672,0
72014940,6000,177545,2,2771,55672,7672,0,53415,0,7672,0
72014941,6000,177545,2,2771,55672,7672,0,0,0,7672,0
72014942,6000,177545,2,2771,55672,7672,0,0,0,7672,0
72014943,6000,177545,2,2771,55672,7672,0,0,0,7672,0
72014944,6446,177545,2,2771,55672,7672,44604,0,44604,7672,0
72014945,6446,177545,2,2771,55672,7672,44604,0,44604,7672,0
72014946,6446,177545,2,2771,55672,7672,44604,0,44604,7672,0
72014947,6446,177545,2,2771,55672,7672,44604,0,44604,7672,0
72014948,6446,177545,2,2771,55672,7672,44604,0,0,7672,0
72014949,6446,177545,2,2771,55672,7672,44604,0,0,7672,0
72014950,6446,177545,2,2771,55672,7672,44604,0,0,7672,0
72014951,170,177545,2,2771,55672,7672,44604,0,0,7672,44604
72014952,170,177545,2,2771,55672,7672,0,0,0,7672,44604
72014953,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014954,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014955,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014956,0,177545,2,2771,55672,7672,0,7476,0,7672,44604
72014957,0,177545,2,2771,55672,7672,0,7476,0,7672,44604
72014958,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014959,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014960,0,177545,2,2771,55672,7672,0,0,0,7672,44604
72014961,0,177545,2,2771,55672,7672,7523,0,7523,7672,44604
72014962,0,177545,2,2771,55672,7672,7523,0,7523,7672,44604
72014963,0,177545,2,2771,55672,7672,7523,0,7523,7672,44604
72014964,0,177545,2,2771,55672,7672,7523,0,7523,7672,44604
72014965,0,177545,2,2771,55672,7672,7523,0,0,7672,44604
72014966,0,177545,2,2771,55672,7672,7523,0,0,7672,44604
72014967,0,177545,2,2771,55672,7672,7523,0,0,7672,44604
72014968,0,177545,2,2771,55672,7672,7523,0,0,7672,7523
72014969,0,177545,2,2771,55672,7672,0,0,0,7672,7523
72014970,2001,177545,2,2771,55672,7672,0,0,0,7672,7523
72014971,17416,177545,2,2771,55672,7672,0,0,0,7672,7523
72014972,17416,177545,2,2771,55672,7672,0,0,0,7672,7523
72014973,0,177545,2,2771,55672,7672,0,53416,0,7672,7523
72014974,6000,177545,2,2771,55672,7672,0,53416,0,7672,7523
72014975,6000,177545,2,2771,55672,7672,0,0,0,7672,7523
72014976,6000,177545,2,2771,55672,7672,0,0,0,7672,7523
72014977,6000,177545,2,2771,55672,7672,0,0,0,7672,7523
72014978,7260,177545,2,2771,55672,7672,126000,0,126000,7672,7523
72014979,7260,177545,2,2771,55672,7672,126000,0,126000,7672,7523
72014980,7260,177545,2,2771,55672,7672,126000,0,126000,7672,7523
72014981,7260,177545,2,2771,55672,7672,126000,0,126000,7672,7523
72014982,7260,177545,2,2771,55672,7672,126000,0,0,7672,7523
72014983,7260,177545,2,2771,55672,7672,126000,0,0,7672,7523
72014984,7260,177545,2,2771,55672,7672,126000,0,0,7672,7523
72014985,0,7523,2,2771,55672,7672,126000,0,0,7672,126000
72014986,0,7523,2,2771,55672,7672,0,0,0,7672,126000
72014987,2001,7523,2,2771,55672,7672,0,0,0,7672,126000
72014988,16771,7523,2,2771,55672,7672,0,0,0,7672,126000
72014989,16771,7523,2,2771,55672,7672,0,0,0,7672,126000
72014990,0,7523,2,2771,55672,7672,0,2771,0,7672,126000
72014991,6000,7523,2,2771,55672,7672,0,2771,0,7672,126000
72014992,6000,7523,2,2771,55672,7672,0,0,0,7672,126000
72014993,6000,7523,2,2771,55672,7672,0,0,0,7672,126000
72014994,6000,7523,2,2771,55672,7672,0,0,0,7672,126000
72014995,7461,7523,2,2771,55672,7672,146147,0,146147,7672,126000
72014996,7461,7523,2,2771,55672,7672,146147,0,146147,7672,126000
72014997,7461,7523,2,2771,55672,7672,146147,0,146147,7672,126000
72014998,7461,7523,2,2771,55672,7672,146147,0,146147,7672,126000
72014999,7461,7523,2,2771,55672,7672,146147,0,0,7672,126000
72015000,7461,7523,2,2771,55672,7672,146147,0,0,7672,126000
72015001,7461,7523,2,2771,55672,7672,146147,0,0,7672,126000
72015002,145,7523,2,2771,55672,7672,146147,0,0,7672,146147
72015003,145,7523,2,2771,55672,7672,0,0,0,7672,146147
72015004,0,7523,2,2771,55672,7672,0,0,0,7672,146147
72015005,16772,7523,2,2771,55672,7672,0,0,0,7672,146147
72015006,16772,7523,2,2771,55672,7672,0,0,0,7672,146147
72015007,0,7523,2,2771,55672,7672,0,2772,0,7672,146147
72015008,6000,7523,2,2771,55672,7672,0,2772,0,7672,146147
72015009,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72015010,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72015011,6000,7523,2,2771,55672,7672,0,0,0,7672,146147
72015012,6141,7523,2,2771,55672,7672,14106,0,14106,7672,146147
72015013,6141,7523,2,2771,55672,7672,14106,0,14106,7672,146147
72015014,6141,7523,2,2771,55672,7672,14106,0,14106,7672,146147
72015015,6141,7523,2,2771,55672,7672,14106,0,14106,7672,146147
72015016,6141,7523,2,2771,55672,7672,14106,0,0,7672,146147
72015017,6141,7523,2,2771,55672,7672,14106,0,0,7672,146147
72015018,6141,7523,2,2771,55672,7672,14106,0,0,7672,146147
72015019,145,7523,2,55672,55672,7672,55776,0,0,7672,14106
72015020,145,7523,2,55672,55672,7672,55672,0,0,7672,14106
72015021,0,7523,2,55672,55672,7672,55672,0,0,7672,14106
72015022,0,7523,2,55672,55672,7672,55672,0,0,7672,14106
72015023,0,7523,2,55672,55672,7672,55672,0,0,7672,14106
72015024,0,7523,2,55672,55672,7672,55672,3100,0,7672,14106
72015025,0,7523,2,55672,55672,7672,55672,3100,0,7672,14106
72015026,0,7523,2,55672,55672,7672,55672,0,0,7672,14106
72015027,0,7523,2,55672,55672,7672,55672,55672,0,7672,14106
72015028,0,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015029,0,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015030,2001,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015031,16773,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015032,16773,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015033,0,7523,2,55672,55672,7672,0,55672,0,7672,55672
72015034,0,7523,2,55672,55672,7672,0,0,0,7672,55672
72015035,0,7523,2,55672,55672,7672,0,2773,0,7672,55672
72015036,6000,7523,2,55672,55672,7672,0,2773,0,7672,55672
72015037,6000,7523,2,55672,55672,7672,0,0,0,7672,55672
72015038,6000,7523,2,55672,55672,7672,0,0,0,7672,55672
72015039,6000,7523,2,55672,55672,7672,0,0,0,7672,55672
72015040,7461,7523,2,55672,55672,7672,146157,0,146157,7672,55672
72015041,7461,7523,2,55672,55672,7672,146157,0,146157,7672,55672
72015042,7461,7523,2,55672,55672,7672,146157,0,146157,7672,55672
72015043,7461,7523,2,55672,55672,7672,146157,0,146157,7672,55672
72015044,7461,7523,2,55672,55672,7672,146157,0,0,7672,55672
72015045,7461,7523,2,55672,55672,7672,146157,0,0,7672,55672
72015046,7461,7523,2,55672,55672,7672,146157,0,0,7672,55672
72015047,145,7523,2,55672,55672,7672,146157,0,0,7672,146157
72015048,145,7523,2,55672,55672,7672,0,0,0,7672,146157
72015049,0,7523,2,55672,55672,7672,0,0,0,7672,146157
72015050,16774,7523,2,55672,55672,7672,0,0,0,7672,146157
72015051,16774,7523,2,55672,55672,7672,0,0,0,7672,146157
72015052,0,7523,2,55672,55672,7672,0,2774,0,7672,146157
72015053,6000,7523,2,55672,55672,7672,0,2774,0,7672,146157
72015054,6000,7523,2,55672,55672,7672,0,0,0,7672,146157
72015055,6000,7523,2,55672,55672,7672,0,0,0,7672,146157
72015056,6000,7523,2,55672,55672,7672,0,0,0,7672,146157
72015057,6560,7523,2,55672,55672,7672,56000,0,56000,7672,146157
72015058,6560,7523,2,55672,55672,7672,56000,0,56000,7672,146157
72015059,6560,7523,2,55672,55672,7672,56000,0,56000,7672,146157
72015060,6560,7523,2,55672,55672,7672,56000,0,56000,7672,146157
72015061,6560,7523,2,55672,55672,7672,56000,0,0,7672,146157
72015062,6560,7523,2,55672,55672,7672,56000,0,0,7672,146157
72015063,6560,7523,2,55672,55672,7672,56000,0,0,7672,146157
72015064,174,7523,2,7523,55672,7672,56000,0,0,7672,56000
72015065,174,7523,2,7523,55672,7672,0,0,0,7672,56000
72015066,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015067,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015068,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015069,0,7523,2,7523,55672,7672,0,7523,0,7672,56000
72015070,0,7523,2,7523,55672,7672,0,7523,0,7672,56000
72015071,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015072,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015073,0,7523,2,7523,55672,7672,0,0,0,7672,56000
72015074,0,7523,2,7523,55672,7672,7506,0,7506,7672,56000
72015075,0,7523,2,7523,55672,7672,7506,0,7506,7672,56000
72015076,0,7523,2,7523,55672,7672,7506,0,7506,7672,56000
72015077,0,7523,2,7523,55672,7672,7506,0,7506,7672,56000
72015078,0,7523,2,7523,55672,7672,7506,0,0,7672,56000
72015079,0,7523,2,7523,55672,7672,7506,0,0,7672,56000
72015080,0,7523,2,7523,55672,7672,7506,0,0,7672,56000
72015081,0,7523,2,7523,55672,7672,7506,0,0,7672,7506
72015082,0,7523,2,7523,55672,7672,0,0,0,7672,7506
72015083,2001,7523,2,7523,55672,7672,0,0,0,7672,7506
72015084,16775,7523,2,7523,55672,7672,0,0,0,7672,7506
72015085,16775,7523,2,7523,55672,7672,0,0,0,7672,7506
72015086,0,7523,2,7523,55672,7672,0,2775,0,7672,7506
72015087,6000,7523,2,7523,55672,7672,0,2775,0,7672,7506
72015088,6000,7523,2,7523,55672,7672,0,0,0,7672,7506
72015089,6000,7523,2,7523,55672,7672,0,0,0,7672,7506
72015090,6000,7523,2,7523,55672,7672,0,0,0,7672,7506
72015091,6520,7523,2,7523,55672,7672,52000,0,52000,7672,7506
72015092,6520,7523,2,7523,55672,7672,52000,0,52000,7672,7506
72015093,6520,7523,2,7523,55672,7672,52000,0,52000,7672,7506
72015094,6520,7523,2,7523,55672,7672,52000,0,52000,7672,7506
72015095,6520,7523,2,7523,55672,7672,52000,0,0,7672,7506
72015096,6520,7523,2,7523,55672,7672,52000,0,0,7672,7506
72015097,6520,7523,2,7523,55672,7672,52000,0,0,7672,7506
72015098,172,7523,2,7506,55672,7672,52000,0,0,7672,52000
72015099,172,7523,2,7506,55672,7672,0,0,0,7672,52000
72015100,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015101,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015102,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015103,0,7523,2,7506,55672,7672,0,7506,0,7672,52000
72015104,0,7523,2,7506,55672,7672,0,7506,0,7672,52000
72015105,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015106,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015107,0,7523,2,7506,55672,7672,0,0,0,7672,52000
72015108,0,7523,2,7506,55672,7672,300,0,300,7672,52000
72015109,0,7523,2,7506,55672,7672,300,0,300,7672,52000
72015110,0,7523,2,7506,55672,7672,300,0,300,7672,52000
72015111,0,7523,2,7506,55672,7672,300,0,300,7672,52000
72015112,0,7523,2,7506,55672,7672,300,0,0,7672,52000
72015113,0,7523,2,7506,55672,7672,300,0,0,7672,52000
72015114,0,7523,2,7506,55672,7672,300,0,0,7672,52000
72015115,0,7523,2,7506,55672,7672,300,0,0,7672,300
72015116,0,7523,2,7506,55672,7672,0,0,0,7672,300
72015117,2001,7523,2,7506,55672,7672,0,0,0,7672,300
72015118,16776,7523,2,7506,55672,7672,0,0,0,7672,300
72015119,16776,7523,2,7506,55672,7672,0,0,0,7672,300
72015120,0,7523,2,7506,55672,7672,0,2776,0,7672,300
72015121,6000,7523,2,7506,55672,7672,0,2776,0,7672,300
72015122,6000,7523,2,7506,55672,7672,0,0,0,7672,300
72015123,6000,7523,2,7506,55672,7672,0,0,0,7672,300
72015124,6000,7523,2,7506,55672,7672,0,0,0,7672,300
72015125,6100,7523,2,7506,55672,7672,10076,0,10076,7672,300
72015126,6100,7523,2,7506,55672,7672,10076,0,10076,7672,300
72015127,6100,7523,2,7506,55672,7672,10076,0,10076,7672,300
72015128,6100,7523,2,7506,55672,7672,10076,0,10076,7672,300
72015129,6100,7523,2,7506,55672,7672,10076,0,0,7672,300
72015130,6100,7523,2,7506,55672,7672,10076,0,0,7672,300
72015131,6100,7523,2,7506,55672,7672,10076,0,0,7672,300
72015132,145,7523,300,7506,55672,7672,10376,0,0,7672,10076
72015133,145,7523,300,7506,55672,7672,300,0,0,7672,10076
72015134,0,7523,300,7506,55672,7672,300,0,0,7672,10076
72015135,0,7523,300,7506,55672,7672,300,0,0,7672,10076
72015136,0,7523,300,7506,55672,7672,300,0,0,7672,10076
72015137,0,7523,300,7506,55672,7672,300,3074,0,7672,10076
72015138,0,7523,300,7506,55672,7672,300,3074,0,7672,10076
72015139,0,7523,300,7506,55672,7672,300,0,0,7672,10076
72015140,0,7523,300,7506,55672,7672,300,300,0,7672,10076
72015141,0,7523,300,7506,55672,7672,0,300,0,7672,300
72015142,0,7523,300,7506,55672,7672,0,300,0,7672,300
72015143,2001,7523,300,7506,55672,7672,0,300,0,7672,300
72015144,16777,7523,300,7506,55672,7672,0,300,0,7672,300
72015145,16777,7523,300,7506,55672,7672,0,300,0,7672,300
72015146,0,7523,300,7506,55672,7672,0,300,0,7672,300
72015147,0,7523,300,7506,55672,7672,0,0,0,7672,300
72015148,0,7523,300,7506,55672,7672,0,2777,0,7672,300
72015149,6000,7523,300,7506,55672,7672,0,2777,0,7672,300
72015150,6000,7523,300,7506,55672,7672,0,0,0,7672,300
72015151,6000,7523,300,7506,55672,7672,0,0,0,7672,300
72015152,6000,7523,300,7506,55672,7672,0,0,0,7672,300
72015153,7461,7523,300,7506,55672,7672,146157,0,146157,7672,300
72015154,7461,7523,300,7506,55672,7672,146157,0,146157,7672,300
72015155,7461,7523,300,7506,55672,7672,146157,0,146157,7672,300
72015156,7461,7523,300,7506,55672,7672,146157,0,146157,7672,300
72015157,7461,7523,300,7506,55672,7672,146157,0,0,7672,300
72015158,7461,7523,300,7506,55672,7672,146157,0,0,7672,300
72015159,7461,7523,300,7506,55672,7672,146157,0,0,7672,300
72015160,145,7523,300,7506,55672,7672,146157,0,0,7672,146157
72015161,145,7523,300,7506,55672,7672,0,0,0,7672,146157
72015162,0,7523,300,7506,55672,7672,0,0,0,7672,146157
72015163,17000,7523,300,7506,55672,7672,0,0,0,7672,146157
72015164,17000,7523,300,7506,55672,7672,0,0,0,7672,146157
72015165,0,7523,300,7506,55672,7672,0,3000,0,7672,146157
72015166,6000,7523,300,7506,55672,7672,0,3000,0,7672,146157
72015167,6000,7523,300,7506,55672,7672,0,0,0,7672,146157
72015168,6000,7523,300,7506,55672,7672,0,0,0,7672,146157
72015169,6000,7523,300,7506,55672,7672,0,0,0,7672,146157
72015170,6560,7523,300,7506,55672,7672,56001,0,56001,7672,146157
72015171,6560,7523,300,7506,55672,7672,56001,0,56001,7672,146157
72015172,6560,7523,300,7506,55672,7672,56001,0,56001,7672,146157
72015173,6560,7523,300,7506,55672,7672,56001,0,56001,7672,146157
72015174,6560,7523,300,7506,55672,7672,56001,0,0,7672,146157
72015175,6560,7523,300,7506,55672,7672,56001,0,0,7672,146157
72015176,6560,7523,300,7506,55672,7672,56001,0,0,7672,146157
72015177,174,7523,300,7523,55672,7672,56001,0,0,7672,56001
72015178,174,7523,300,7523,55672,7672,0,0,0,7672,56001
72015179,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015180,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015181,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015182,0,7523,300,7523,55672,7672,0,7524,0,7672,56001
72015183,0,7523,300,7523,55672,7672,0,7524,0,7672,56001
72015184,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015185,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015186,0,7523,300,7523,55672,7672,0,0,0,7672,56001
72015187,0,7523,300,7523,55672,7672,7504,0,7504,7672,56001
72015188,0,7523,300,7523,55672,7672,7504,0,7504,7672,56001
72015189,0,7523,300,7523,55672,7672,7504,0,7504,7672,56001
72015190,0,7523,300,7523,55672,7672,7504,0,7504,7672,56001
72015191,0,7523,300,7523,55672,7672,7504,0,0,7672,56001
72015192,0,7523,300,7523,55672,7672,7504,0,0,7672,56001
72015193,0,7523,300,7523,55672,7672,7504,0,0,7672,56001
72015194,0,7523,300,7523,55672,7672,7504,0,0,7672,7504
72015195,0,7523,300,7523,55672,7672,0,0,0,7672,7504
72015196,2001,7523,300,7523,55672,7672,0,0,0,7672,7504
72015197,17001,7523,300,7523,55672,7672,0,0,0,7672,7504
72015198,17001,7523,300,7523,55672,7672,0,0,0,7672,7504
72015199,0,7523,300,7523,55672,7672,0,3001,0,7672,7504
72015200,6000,7523,300,7523,55672,7672,0,3001,0,7672,7504
72015201,6000,7523,300,7523,55672,7672,0,0,0,7672,7504
72015202,6000,7523,300,7523,55672,7672,0,0,0,7672,7504
72015203,6000,7523,300,7523,55672,7672,0,0,0,7672,7504
72015204,6520,7523,300,7523,55672,7672,52000,0,52000,7672,7504
72015205,6520,7523,300,7523,55672,7672,52000,0,52000,7672,7504
72015206,6520,7523,300,7523,55672,7672,52000,0,52000,7672,7504
72015207,6520,7523,300,7523,55672,7672,52000,0,52000,7672,7504
72015208,6520,7523,300,7523,55672,7672,52000,0,0,7672,7504
72015209,6520,7523,300,7523,55672,7672,52000,0,0,7672,7504
72015210,6520,7523,300,7523,55672,7672,52000,0,0,7672,7504
72015211,172,7523,300,7504,55672,7672,52000,0,0,7672,52000
72015212,172,7523,300,7504,55672,7672,0,0,0,7672,52000
72015213,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015214,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015215,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015216,0,7523,300,7504,55672,7672,0,7504,0,7672,52000
72015217,0,7523,300,7504,55672,7672,0,7504,0,7672,52000
72015218,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015219,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015220,0,7523,300,7504,55672,7672,0,0,0,7672,52000
72015221,0,7523,300,7504,55672,7672,162,0,162,7672,52000
72015222,0,7523,300,7504,55672,7672,162,0,162,7672,52000
72015223,0,7523,300,7504,55672,7672,162,0,162,7672,52000
72015224,0,7523,300,7504,55672,7672,162,0,162,7672,52000
72015225,0,7523,300,7504,55672,7672,162,0,0,7672,52000
72015226,0,7523,300,7504,55672,7672,162,0,0,7672,52000
72015227,0,7523,300,7504,55672,7672,162,0,0,7672,52000
72015228,0,7523,300,7504,55672,7672,162,0,0,7672,162
72015229,0,7523,300,7504,55672,7672,0,0,0,7672,162
72015230,2001,7523,300,7504,55672,7672,0,0,0,7672,162
