tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,RD,RL,MEMRD_ADDR,MEMRD_DATA,QREG,DBR
47345017,1140,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345018,1141,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345019,1141,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345020,1141,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345021,1142,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345022,1142,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345023,1142,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345024,1143,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345025,1143,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345026,1143,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345027,1144,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345028,1144,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345029,1144,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345030,1145,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345031,1145,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,1,3
47345032,1145,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345033,1146,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345034,1146,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345035,1146,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345036,1147,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345037,1147,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345038,1147,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345039,1150,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345040,1150,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345041,1150,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345042,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345043,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345044,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345045,1152,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345046,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345047,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345048,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345049,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,20000,3
47345050,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345051,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345052,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345053,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345054,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345055,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7503,3
47345056,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,306,3
47345057,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,306,3
47345058,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,306,3
47345059,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345060,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345061,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345062,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345063,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345064,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345065,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7671,3
47345066,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7671,3
47345067,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,7671,3
47345068,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,3014,3
47345069,1151,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,3014,3
47345070,1152,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,3014,3
47345071,1152,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345072,1153,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345073,1153,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,55672,3
47345074,1153,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345075,1154,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345076,1154,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345077,1154,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345078,1155,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345079,1155,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345080,1155,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345081,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345082,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345083,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345084,1157,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345085,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345086,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345087,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345088,1156,110044,306,3014,110044,306,7503,7671,55672,55672,0,0,110044,3
47345089,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345090,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345091,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345092,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345093,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345094,1156,110044,306,3014,110044,306,2453,7671,55672,55672,0,0,110044,3
47345095,1156,110044,0,3014,110044,0,2453,7671,55672,55672,0,0,110044,3
47345096,1156,110044,0,3014,110044,0,2453,7671,55672,55672,0,0,110044,3
47345097,1156,110044,0,3014,110044,0,2453,7671,55672,55672,0,0,110044,3
47345098,1156,177777,0,3014,177777,0,2453,7671,55672,55672,0,0,110044,3
47345099,1156,177777,0,3014,177777,0,2453,7671,55672,55672,0,0,110044,3
47345100,1156,177777,0,3014,177777,0,2453,7671,55672,55672,0,0,110044,3
47345101,1156,177777,0,3014,177777,0,2453,7671,55672,2454,0,0,110044,3
47345102,1156,177777,0,3014,177777,0,2453,7671,55672,2454,0,0,110044,3
47345103,1156,177777,0,3014,177777,0,2453,7671,55672,2454,0,0,110044,3
47345104,1156,177777,0,3014,177777,0,2453,1147,55672,2454,0,0,110044,3
47345105,1156,177777,0,3014,177777,0,2453,1147,55672,2454,0,0,110044,3
47345106,1156,177777,0,3014,177777,0,2453,1147,55672,2454,0,0,110044,3
47345107,1156,177777,0,2407,177777,0,2453,1147,55672,2454,0,0,110044,3
47345108,1156,177777,0,2407,177777,0,2453,1147,55672,2454,0,0,110044,3
47345109,1157,177777,0,2407,177777,0,2453,1147,55672,2454,0,0,110044,3
47345110,1157,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345111,1160,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345112,1160,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345113,1160,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345114,1161,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345115,1132,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345116,1132,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345117,1132,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345118,0,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345119,0,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345120,0,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345121,2001,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345122,16407,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345123,16407,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345124,0,177777,0,2407,177777,0,2453,1147,5132,2454,2407,0,110044,3
47345125,6000,177777,0,2407,177777,0,2453,1147,5132,2454,2407,0,110044,3
47345126,6000,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345127,6000,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345128,6000,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345129,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,124346,110044,3
47345130,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,124346,110044,3
47345131,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,124346,110044,3
47345132,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,124346,110044,3
47345133,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345134,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345135,7243,177777,0,2407,177777,0,2453,1147,5132,2454,0,0,110044,3
47345136,0,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345137,0,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345138,2001,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345139,16355,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345140,16355,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345141,0,177777,0,2410,177777,0,2453,1147,5132,2454,2355,0,110044,124346
47345142,6000,177777,0,2410,177777,0,2453,1147,5132,2454,2355,0,110044,124346
47345143,6000,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345144,6000,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345145,6000,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345146,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,150001,110044,124346
47345147,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,150001,110044,124346
47345148,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,150001,110044,124346
47345149,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,150001,110044,124346
47345150,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345151,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345152,7500,177777,0,2410,177777,0,2453,1147,5132,2454,0,0,110044,124346
47345153,675,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345154,675,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345155,326,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345156,326,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345157,326,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345158,327,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345159,327,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345160,330,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345161,676,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345162,676,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345163,676,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345164,701,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345165,701,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345166,701,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345167,3661,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345168,3661,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345169,3661,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345170,677,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345171,677,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345172,677,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345173,700,177777,0,2356,177777,0,2453,1147,5132,2454,0,0,110044,150001
47345174,700,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345175,701,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345176,145,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345177,145,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345178,145,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345179,0,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345180,0,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345181,0,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345182,2001,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345183,16356,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345184,16356,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345185,0,116400,0,2356,116400,0,2453,1147,5132,2454,2356,0,110044,150001
47345186,6000,116400,0,2356,116400,0,2453,1147,5132,2454,2356,0,110044,150001
47345187,6000,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345188,6000,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345189,6000,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345190,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,156570,110044,150001
47345191,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,156570,110044,150001
47345192,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,156570,110044,150001
47345193,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,156570,110044,150001
47345194,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345195,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345196,7565,116400,0,2356,116400,0,2453,1147,5132,2454,0,0,110044,150001
47345197,226,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,156570
47345198,226,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,156570
47345199,230,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,156570
47345200,230,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345201,230,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345202,231,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345203,231,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345204,232,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345205,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345206,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345207,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345208,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345209,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345210,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345211,227,116400,0,2357,116400,0,2453,1147,5132,2454,0,0,110044,110044
47345212,227,47200,0,2357,47200,0,2453,1147,5132,2454,0,0,110044,110044
47345213,227,47200,0,2357,47200,0,2453,1147,5132,2454,0,0,110044,110044
47345214,227,47200,0,2357,47200,0,2453,1147,5132,2454,0,0,110044,110044
47345215,227,23500,0,2357,23500,0,2453,1147,5132,2454,0,0,110044,110044
47345216,227,23500,0,2357,23500,0,2453,1147,5132,2454,0,0,110044,110044
47345217,227,23500,0,2357,23500,0,2453,1147,5132,2454,0,0,110044,110044
47345218,227,11640,0,2357,11640,0,2453,1147,5132,2454,0,0,110044,110044
47345219,227,11640,0,2357,11640,0,2453,1147,5132,2454,0,0,110044,110044
47345220,227,11640,0,2357,11640,0,2453,1147,5132,2454,0,0,110044,110044
47345221,227,4720,0,2357,4720,0,2453,1147,5132,2454,0,0,110044,110044
47345222,227,4720,0,2357,4720,0,2453,1147,5132,2454,0,0,110044,110044
47345223,227,4720,0,2357,4720,0,2453,1147,5132,2454,0,0,110044,110044
47345224,227,2350,0,2357,2350,0,2453,1147,5132,2454,0,0,110044,110044
47345225,227,2350,0,2357,2350,0,2453,1147,5132,2454,0,0,110044,110044
47345226,227,2350,0,2357,2350,0,2453,1147,5132,2454,0,0,110044,110044
47345227,227,1164,0,2357,1164,0,2453,1147,5132,2454,0,0,110044,110044
47345228,227,1164,0,2357,1164,0,2453,1147,5132,2454,0,0,110044,110044
47345229,227,1164,0,2357,1164,0,2453,1147,5132,2454,0,0,110044,110044
47345230,227,472,0,2357,472,0,2453,1147,5132,2454,0,0,110044,110044
47345231,227,472,0,2357,472,0,2453,1147,5132,2454,0,0,110044,110044
47345232,145,472,0,2357,472,0,2453,1147,5132,2454,0,0,110044,110044
47345233,145,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345234,145,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345235,0,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345236,0,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345237,0,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345238,2001,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345239,16357,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345240,16357,235,0,2357,235,0,2453,1147,5132,2454,0,0,110044,110044
47345241,0,235,0,2357,235,0,2453,1147,5132,2454,2357,0,110044,110044
47359119,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,14610,116400,146147
47359120,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,14610,116400,146147
47359121,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,14610,116400,146147
47359122,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,0,116400,146147
47359123,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,0,116400,146147
47359124,6146,12,177776,55576,12,177776,7514,7671,55672,56237,0,0,116400,146147
47359125,145,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359126,145,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359127,0,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359128,0,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359129,0,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359130,0,12,177776,55577,12,177776,56237,7671,55672,56237,7501,0,116400,146147
47359131,0,12,177776,55577,12,177776,56237,7671,55672,56237,7501,0,116400,146147
47359132,0,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,146147
47359133,0,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,146147
47359134,0,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359135,0,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359136,2001,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359137,17577,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359138,17577,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359139,0,12,177776,55577,12,177776,56237,7671,55672,56237,56237,0,116400,56237
47359140,0,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359141,0,12,177776,55577,12,177776,56237,7671,55672,56237,55577,0,116400,56237
47359142,6000,12,177776,55577,12,177776,56237,7671,55672,56237,55577,0,116400,56237
47359143,6000,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359144,6000,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359145,6000,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359146,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,4612,116400,56237
47359147,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,4612,116400,56237
47359148,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,4612,116400,56237
47359149,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,4612,116400,56237
47359150,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359151,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359152,6046,12,177776,55577,12,177776,56237,7671,55672,56237,0,0,116400,56237
47359153,145,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359154,145,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359155,0,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359156,0,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359157,0,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359158,0,12,177776,55600,12,177776,56237,7671,55672,56237,7503,0,116400,4612
# MARK buf tick=47359158
47359159,0,12,177776,55600,12,177776,56237,7671,55672,56237,7503,0,116400,4612
47359160,0,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,4612
47359161,0,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,4612
47359162,0,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359163,0,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359164,2001,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359165,17600,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359166,17600,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359167,0,12,177776,55600,12,177776,56237,7671,55672,56237,12,0,116400,12
47359168,0,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359169,0,12,177776,55600,12,177776,56237,7671,55672,56237,55600,0,116400,12
47359170,6000,12,177776,55600,12,177776,56237,7671,55672,56237,55600,0,116400,12
47359171,6000,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359172,6000,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359173,6000,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359174,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,45077,116400,12
47359175,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,45077,116400,12
47359176,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,45077,116400,12
47359177,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,45077,116400,12
47359178,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359179,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359180,6450,12,177776,55600,12,177776,56237,7671,55672,56237,0,0,116400,12
47359181,115,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359182,115,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359183,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359184,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359185,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359186,170,12,177776,55601,12,177776,56237,7671,55672,56237,55677,0,116400,45077
47359187,170,12,177776,55601,12,177776,56237,7671,55672,56237,55677,0,116400,45077
47359188,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359189,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359190,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359191,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,65456,116400,45077
47359192,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,65456,116400,45077
47359193,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,65456,116400,45077
47359194,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,65456,116400,45077
47359195,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359196,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359197,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,45077
47359198,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359199,170,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359200,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359201,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359202,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359203,0,12,177776,55601,12,177776,56237,7671,55672,56237,65456,0,116400,65456
47359204,0,12,177776,55601,12,177776,56237,7671,55672,56237,65456,0,116400,65456
47359205,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359206,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359207,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359208,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359209,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359210,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359211,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359212,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359213,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359214,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,65456
47359215,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359216,0,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359217,2001,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359218,17601,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359219,17601,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359220,0,12,177776,55601,12,177776,56237,7671,55672,56237,55601,0,116400,0
47359221,6000,12,177776,55601,12,177776,56237,7671,55672,56237,55601,0,116400,0
47359222,6000,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359223,6000,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359224,6000,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359225,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,131007,116400,0
47359226,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,131007,116400,0
47359227,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,131007,116400,0
47359228,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,131007,116400,0
47359229,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
47359230,7310,12,177776,55601,12,177776,56237,7671,55672,56237,0,0,116400,0
