tick,MEMRD_ADDR,MEMRD_DATA,RAM_IDX,RAM_Q,CSA_12_0,s_maclk,BDRY
47466347,0,0,14006,141623,176,0,0
47466348,0,0,14006,141623,0,0,0
47466349,0,0,14006,141623,0,0,0
47466350,0,0,14006,141623,0,0,0
47466351,7425,0,14006,141623,0,0,0
# MARK addr tick=47466351
47466352,7425,0,14006,141623,0,0,0
47466353,0,0,14003,141623,0,0,0
47466354,0,0,6003,141623,0,0,0
47466355,0,0,7425,141623,0,0,0
# MARK ram tick=47466355
47466356,0,13,7425,400013,0,0,0
47466357,0,13,7425,400013,0,0,0
47466358,0,13,7425,400013,0,0,0
47466359,0,13,6000,400013,0,0,0
47466360,0,0,6003,400013,0,0,0
47466361,0,0,6003,400013,0,0,0
47466593,0,0,14006,411224,145,1,0
47466594,0,0,14006,411224,145,0,0
47466595,0,0,14006,411224,0,0,0
47466596,0,0,14006,411224,0,0,0
47466597,0,0,14006,411224,0,0,0
47466598,7426,0,14006,411224,0,0,0
# MARK addr tick=47466598
47466599,7426,0,14006,411224,0,0,0
47466600,0,0,14003,411224,0,0,0
47466601,0,0,6003,411224,0,0,0
47466602,0,0,7426,411224,0,1,0
# MARK ram tick=47466602
47466603,0,0,7426,411224,0,0,0
47466604,0,0,7426,411224,2001,0,0
47466605,0,0,7426,411224,17546,0,0
47466606,0,0,6000,411224,17546,0,0
47466607,0,0,6003,411224,0,0,0
47466608,0,0,6003,411224,0,0,0
47466655,0,0,14006,141623,176,1,0
47466656,0,0,14006,141623,176,0,0
47466657,0,0,14006,141623,0,0,0
47466658,0,0,14006,141623,0,0,0
47466659,0,0,14006,141623,0,0,0
47466660,7425,0,14006,141623,0,0,0
# MARK addr tick=47466660
47466661,7425,0,14006,141623,0,0,0
47466662,0,0,14003,141623,0,0,0
47466663,0,0,6003,141623,0,0,0
47466664,0,0,7425,141623,0,0,0
# MARK ram tick=47466664
47466665,0,13,7425,400013,0,0,0
47466666,0,13,7425,400013,0,0,0
47466667,0,13,7425,400013,0,0,0
47466668,0,13,6000,400013,0,0,0
47466669,0,0,6003,400013,0,0,0
47466670,0,0,6003,400013,0,0,0
47531719,0,0,30014,304200,4332,1,0
47531720,0,0,30014,304200,4332,0,0
47531721,0,0,30014,304200,4334,0,0
47531722,0,0,30014,304200,4334,0,0
47531723,0,0,30014,304200,4334,0,0
47531724,12023,0,30014,304200,4334,0,0
# MARK addr tick=47531724
47531725,12023,0,30014,304200,4334,0,0
47531726,0,0,30005,304200,4334,0,0
47531727,0,0,12005,304200,4334,0,0
47531728,0,0,12023,304200,4334,0,0
# MARK ram tick=47531728
47531729,0,44516,12023,111516,4334,0,0
47531730,0,44516,12023,111516,4334,0,0
47531731,0,44516,12023,111516,4334,0,0
47531732,0,44516,12000,111516,4334,0,0
47531733,0,0,12005,111516,4334,0,0
47531734,0,0,12005,111516,4334,0,0
47531870,0,0,30014,304200,4332,1,0
47531871,0,0,30014,304200,4332,0,0
47531872,0,0,30014,304200,4334,0,0
47531873,0,0,30014,304200,4334,0,0
47531874,0,0,30014,304200,4334,0,0
47531875,12023,0,30014,304200,4334,0,0
# MARK addr tick=47531875
47531876,12023,0,30014,304200,4334,0,0
47531877,0,0,30005,304200,4334,0,0
47531878,0,0,12005,304200,4334,0,0
47531879,0,0,12023,304200,4334,0,0
# MARK ram tick=47531879
47531880,0,44516,12023,111516,4334,0,0
47531881,0,44516,12023,111516,4334,0,0
47531882,0,44516,12023,111516,4334,0,0
47531883,0,44516,12000,111516,4334,0,0
47531884,0,0,12005,111516,4334,0,0
47531885,0,0,12005,111516,4334,0,0
47532164,0,0,30014,61675,152,0,0
47532165,0,0,30014,61675,152,0,0
47532166,7411,0,30014,61675,152,0,0
47532167,7411,0,30014,61675,152,0,0
47532168,0,0,30003,61675,152,0,0
47532169,12023,0,6003,61675,152,0,0
# MARK addr tick=47532169
47532170,12023,0,7411,61675,152,1,0
47532171,12023,0,7411,61675,152,0,0
47532172,12023,0,7411,61675,145,0,0
47532173,12023,0,7411,61675,145,0,0
47532174,12023,0,6000,61675,145,0,0
47532175,12023,0,6003,61675,145,0,0
47532663,0,0,62031,31602,0,0,0
47532664,0,0,62031,31602,0,0,0
47532665,7404,0,62031,31602,0,0,0
47532666,7404,0,62031,31602,0,0,0
47532667,0,0,62003,31602,0,0,0
47532668,7426,0,6003,31602,0,0,0
# MARK addr tick=47532668
47532669,7426,0,7404,31602,0,1,0
47532670,7426,0,7404,31602,0,0,0
47532671,7426,0,7404,31602,2001,0,0
47532672,7426,0,7404,31602,17173,0,0
47532673,7426,0,6000,31602,17173,0,0
47532674,7426,0,6003,31602,0,0,0
47532818,0,0,14006,31221,145,1,0
47532819,0,0,14006,31221,145,0,0
47532820,0,0,14006,31221,0,0,0
47532821,0,0,14006,31221,0,0,0
47532822,0,0,14006,31221,0,0,0
47532823,7423,0,14006,31221,0,0,0
# MARK addr tick=47532823
47532824,7423,0,14006,31221,0,0,0
47532825,0,0,14003,31221,0,0,0
47532826,14701,0,6003,31221,0,0,0
47532827,14701,0,7423,31221,0,1,0
# MARK ram tick=47532827
47532828,14701,0,7423,31221,0,0,0
47532829,14701,0,7423,31221,2001,0,0
47532830,14701,0,7423,31221,16577,0,0
47532831,14701,0,6000,31221,16577,0,0
47532832,14701,0,6003,31221,0,0,0
47532833,0,0,6003,31221,0,0,0
47533382,0,0,14006,61235,152,0,0
47533383,0,0,14006,61235,152,0,0
47533384,7437,0,14006,61235,152,0,0
47533385,7437,0,14006,61235,152,0,0
47533386,0,0,14003,61235,152,0,0
47533387,12023,0,6003,61235,152,0,0
# MARK addr tick=47533387
47533388,12023,0,7437,61235,152,1,0
47533389,12023,0,7437,61235,152,0,0
47533390,12023,0,7437,61235,145,0,0
47533391,12023,0,7437,61235,145,0,0
47533392,12023,0,6000,61235,145,0,0
47533393,12023,0,6003,61235,145,0,0
47533531,0,0,6003,417026,145,1,0
47533532,0,0,6003,417026,145,0,0
47533533,0,0,6003,417026,0,0,0
47533534,0,0,6003,417026,0,0,0
47533535,0,0,6003,417026,0,0,0
47533536,7426,0,6003,417026,0,0,0
# MARK addr tick=47533536
47533537,7426,0,6003,417026,0,0,0
47533538,0,0,6003,417026,0,0,0
47533539,14624,0,6003,417026,0,0,0
47533540,14624,0,7426,417026,0,1,0
# MARK ram tick=47533540
47533541,14624,0,7426,417026,0,0,0
47533542,14624,0,7426,417026,2001,0,0
47533543,14624,0,7426,417026,17155,0,0
47533544,14624,0,6000,417026,17155,0,0
47533545,14624,0,6003,417026,0,0,0
47533546,0,0,6003,417026,0,0,0
47539882,0,0,14006,61235,152,0,0
47539883,0,0,14006,61235,152,0,0
47539884,7463,0,14006,61235,152,0,0
47539885,7463,0,14006,61235,152,0,0
47539886,0,0,14003,61235,152,0,0
47539887,12023,0,6003,61235,152,0,0
# MARK addr tick=47539887
47539888,12023,0,7463,61235,152,1,0
47539889,12023,0,7463,61235,152,0,0
47539890,12023,0,7463,61235,145,0,0
47539891,12023,0,7463,61235,145,0,0
47539892,12023,0,6000,61235,145,0,0
47539893,12023,0,6003,61235,145,0,0
47540685,0,0,14006,304200,4332,1,0
47540686,0,0,14006,304200,4332,0,0
47540687,0,0,14006,304200,4334,0,0
47540688,0,0,14006,304200,4334,0,0
47540689,0,0,14006,304200,4334,0,0
47540690,12023,0,14006,304200,4334,0,0
# MARK addr tick=47540690
47540691,12023,0,14006,304200,4334,0,0
47540692,0,0,14005,304200,4334,0,0
47540693,0,0,12005,304200,4334,0,0
47540694,0,0,12023,304200,4334,0,0
# MARK ram tick=47540694
47540695,0,44516,12023,111516,4334,0,0
47540696,0,44516,12023,111516,4334,0,0
47540697,0,44516,12023,111516,4334,0,0
47540698,0,44516,12000,111516,4334,0,0
47540699,0,0,12005,111516,4334,0,0
47540700,0,0,12005,111516,4334,0,0
47541432,0,0,14006,304200,4332,1,0
47541433,0,0,14006,304200,4332,0,0
47541434,0,0,14006,304200,4333,0,0
47541435,0,0,14006,304200,4333,0,0
47541436,0,0,14006,304200,4333,0,0
47541437,12023,0,14006,304200,4333,0,0
# MARK addr tick=47541437
47541438,12023,0,14006,304200,4333,0,0
47541439,0,0,14005,304200,4333,0,0
47541440,0,0,12005,304200,4333,0,0
47541441,0,0,12023,304200,4333,0,0
# MARK ram tick=47541441
47541442,0,44516,12023,111516,4333,0,0
47541443,0,44516,12023,111516,4333,0,0
47541444,0,44516,12023,111516,4333,0,0
47541445,0,44516,12000,111516,4333,0,0
47541446,0,0,12005,111516,4333,0,0
47541447,0,0,12005,111516,4333,0,0
47542181,0,0,14006,304200,4332,1,0
47542182,0,0,14006,304200,4332,0,0
47542183,0,0,14006,304200,4334,0,0
47542184,0,0,14006,304200,4334,0,0
47542185,0,0,14006,304200,4334,0,0
47542186,12024,0,14006,304200,4334,0,0
# MARK addr tick=47542186
47542187,12024,0,14006,304200,4334,0,0
47542188,0,0,14005,304200,4334,0,0
47542189,0,0,12005,304200,4334,0,0
47542190,0,0,12024,304200,4334,0,0
# MARK ram tick=47542190
47542191,0,51524,12024,523124,4334,0,0
47542192,0,51524,12024,523124,4334,0,0
47542193,0,51524,12024,523124,4334,0,0
47542194,0,51524,12000,523124,4334,0,0
47542195,0,0,12005,523124,4334,0,0
47542196,0,0,12005,523124,4334,0,0
47548557,0,0,14006,304200,4332,1,0
47548558,0,0,14006,304200,4332,0,0
47548559,0,0,14006,304200,4333,0,0
47548560,0,0,14006,304200,4333,0,0
47548561,0,0,14006,304200,4333,0,0
47548562,12024,0,14006,304200,4333,0,0
# MARK addr tick=47548562
47548563,12024,0,14006,304200,4333,0,0
47548564,0,0,14005,304200,4333,0,0
47548565,0,0,12005,304200,4333,0,0
47548566,0,0,12024,304200,4333,0,0
# MARK ram tick=47548566
47548567,0,51524,12024,523124,4333,0,0
47548568,0,51524,12024,523124,4333,0,0
47548569,0,51524,12024,523124,4333,0,0
47548570,0,51524,12000,523124,4333,0,0
47548571,0,0,12005,523124,4333,0,0
47548572,0,0,12005,523124,4333,0,0
47549276,0,0,14006,304200,4332,1,0
47549277,0,0,14006,304200,4332,0,0
47549278,0,0,14006,304200,4334,0,0
47549279,0,0,14006,304200,4334,0,0
47549280,0,0,14006,304200,4334,0,0
47549281,12025,0,14006,304200,4334,0,0
# MARK addr tick=47549281
47549282,12025,0,14006,304200,4334,0,0
47549283,0,0,14005,304200,4334,0,0
47549284,0,0,12005,304200,4334,0,0
47549285,0,0,12025,304200,4334,0,0
# MARK ram tick=47549285
47549286,0,51125,12025,122525,4334,0,0
47549287,0,51125,12025,122525,4334,0,0
47549288,0,51125,12025,122525,4334,0,0
47549289,0,51125,12000,122525,4334,0,0
47549290,0,0,12005,122525,4334,0,0
47549291,0,0,12005,122525,4334,0,0
47549994,0,0,14006,304200,4332,1,0
47549995,0,0,14006,304200,4332,0,0
47549996,0,0,14006,304200,4333,0,0
47549997,0,0,14006,304200,4333,0,0
47549998,0,0,14006,304200,4333,0,0
47549999,12025,0,14006,304200,4333,0,0
# MARK addr tick=47549999
47550000,12025,0,14006,304200,4333,0,0
47550001,0,0,14005,304200,4333,0,0
47550002,0,0,12005,304200,4333,0,0
47550003,0,0,12025,304200,4333,0,0
# MARK ram tick=47550003
47550004,0,51125,12025,122525,4333,0,0
47550005,0,51125,12025,122525,4333,0,0
47550006,0,51125,12025,122525,4333,0,0
47550007,0,51125,12000,122525,4333,0,0
47550008,0,0,12005,122525,4333,0,0
47550009,0,0,12005,122525,4333,0,0
47556379,0,0,14006,304200,4332,1,0
47556380,0,0,14006,304200,4332,0,0
47556381,0,0,14006,304200,4334,0,0
47556382,0,0,14006,304200,4334,0,0
47556383,0,0,14006,304200,4334,0,0
47556384,12026,0,14006,304200,4334,0,0
# MARK addr tick=47556384
47556385,12026,0,14006,304200,4334,0,0
47556386,0,0,14005,304200,4334,0,0
47556387,0,0,12005,304200,4334,0,0
47556388,0,0,12026,304200,4334,0,0
# MARK ram tick=47556388
47556389,0,41524,12026,103124,4334,0,0
47556390,0,41524,12026,103124,4334,0,0
47556391,0,41524,12026,103124,4334,0,0
47556392,0,41524,12000,103124,4334,0,0
47556393,0,0,12005,103124,4334,0,0
47556394,0,0,12005,103124,4334,0,0
47557114,0,0,14362,304200,4333,0,1
47557115,0,0,14362,304200,4333,0,1
47557116,0,0,14362,304200,4333,0,1
47557117,0,0,14000,304200,4333,0,1
47557118,0,0,14006,304200,4333,0,1
47557119,12026,0,14006,304200,4333,0,0
# MARK addr tick=47557119
47557120,12026,0,14006,304200,4333,0,0
47557121,0,0,14005,304200,4333,0,0
47557122,0,0,12005,304200,4333,0,0
47557123,0,0,12026,304200,4333,0,0
# MARK ram tick=47557123
47557124,0,41524,12026,103124,4333,0,0
47557125,0,41524,12026,103124,4333,0,0
47557126,0,41524,12026,103124,4333,0,0
47557127,0,41524,12000,103124,4333,0,0
47557128,0,0,12005,103124,4333,0,0
47557129,0,0,12005,103124,4333,0,0
47557835,0,0,14006,304200,4332,1,0
47557836,0,0,14006,304200,4332,0,0
47557837,0,0,14006,304200,4334,0,0
47557838,0,0,14006,304200,4334,0,0
47557839,0,0,14006,304200,4334,0,0
47557840,12027,0,14006,304200,4334,0,0
# MARK addr tick=47557840
47557841,12027,0,14006,304200,4334,0,0
47557842,0,0,14005,304200,4334,0,0
47557843,0,0,12005,304200,4334,0,0
47557844,0,0,12027,304200,4334,0,0
# MARK ram tick=47557844
47557845,0,44517,12027,111117,4334,0,0
47557846,0,44517,12027,111117,4334,0,0
47557847,0,44517,12027,111117,4334,0,0
47557848,0,44517,12000,111117,4334,0,0
47557849,0,0,12005,111117,4334,0,0
47557850,0,0,12005,111117,4334,0,0
47558572,0,0,14006,304200,4332,1,0
47558573,0,0,14006,304200,4332,0,0
47558574,0,0,14006,304200,4333,0,0
47558575,0,0,14006,304200,4333,0,0
47558576,0,0,14006,304200,4333,0,0
47558577,12027,0,14006,304200,4333,0,0
# MARK addr tick=47558577
47558578,12027,0,14006,304200,4333,0,0
47558579,0,0,14005,304200,4333,0,0
47558580,0,0,12005,304200,4333,0,0
47558581,0,0,12027,304200,4333,0,0
# MARK ram tick=47558581
47558582,0,44517,12027,111117,4333,0,0
47558583,0,44517,12027,111117,4333,0,0
47558584,0,44517,12027,111117,4333,0,0
47558585,0,44517,12000,111117,4333,0,0
47558586,0,0,12005,111117,4333,0,0
47558587,0,0,12005,111117,4333,0,0
47583063,0,0,14006,304200,4332,1,0
47583064,0,0,14006,304200,4332,0,0
47583065,0,0,14006,304200,4334,0,0
47583066,0,0,14006,304200,4334,0,0
47583067,0,0,14006,304200,4334,0,0
47583068,12023,0,14006,304200,4334,0,0
# MARK addr tick=47583068
47583069,12023,0,14006,304200,4334,0,0
47583070,0,0,14005,304200,4334,0,0
47583071,0,0,12005,304200,4334,0,0
47583072,0,0,12023,304200,4334,0,0
# MARK ram tick=47583072
47583073,0,44516,12023,111516,4334,0,0
47583074,0,44516,12023,111516,4334,0,0
47583075,0,44516,12023,111516,4334,0,0
47583076,0,44516,12000,111516,4334,0,0
47583077,0,0,12005,111516,4334,0,0
47583078,0,0,12005,111516,4334,0,0
47583231,0,0,14006,304200,4332,1,0
47583232,0,0,14006,304200,4332,0,0
47583233,0,0,14006,304200,4334,0,0
47583234,0,0,14006,304200,4334,0,0
47583235,0,0,14006,304200,4334,0,0
47583236,12023,0,14006,304200,4334,0,0
# MARK addr tick=47583236
47583237,12023,0,14006,304200,4334,0,0
47583238,0,0,14005,304200,4334,0,0
47583239,0,0,12005,304200,4334,0,0
47583240,0,0,12023,304200,4334,0,0
# MARK ram tick=47583240
47583241,0,44516,12023,111516,4334,0,0
47583242,0,44516,12023,111516,4334,0,0
47583243,0,44516,12023,111516,4334,0,0
47583244,0,44516,12000,111516,4334,0,0
47583245,0,0,12005,111516,4334,0,0
47583246,0,0,12005,111516,4334,0,0
47589319,0,0,62031,534200,174,1,0
47589320,0,0,62031,534200,174,0,0
47589321,0,0,62031,534200,0,0,0
47589322,0,0,62031,534200,0,0,0
47589323,0,0,62031,534200,0,0,0
47589324,7426,0,62031,534200,0,0,0
# MARK addr tick=47589324
47589325,7426,0,62031,534200,0,0,0
47589326,0,0,62003,534200,0,0,0
47589327,0,0,6003,534200,0,0,0
47589328,0,0,7426,534200,0,0,0
# MARK ram tick=47589328
47589329,0,14624,7426,31224,0,0,0
47589330,0,14624,7426,31224,0,0,0
47589331,0,14624,7426,31224,0,0,0
47589332,0,14624,6000,31224,0,0,0
47589333,0,0,6003,31224,0,0,0
47589334,0,0,6003,31224,0,0,0
47589379,0,0,14624,411623,0,0,0
47589380,0,0,14624,411623,0,0,0
47589381,0,0,14624,411623,0,0,0
47589382,0,0,14000,411623,0,0,0
47589383,0,0,14006,411623,0,0,0
47589384,7425,0,14006,411623,0,0,0
# MARK addr tick=47589384
47589385,7425,0,14006,411623,0,0,0
47589386,0,0,14003,411623,0,0,0
47589387,0,0,6003,411623,0,0,0
47589388,0,0,7425,411623,0,1,0
# MARK ram tick=47589388
47589389,0,0,7425,411623,0,0,0
47589390,0,0,7425,411623,2001,0,0
47589391,0,0,7425,411623,16625,0,0
47589392,0,0,6000,411623,16625,0,0
47589393,0,0,6003,411623,0,0,0
47589394,0,0,6003,411623,0,0,0
47589531,0,0,14006,111623,170,1,0
47589532,0,0,14006,111623,170,0,0
47589533,0,0,14006,111623,0,0,0
47589534,0,0,14006,111623,0,0,0
47589535,0,0,14006,111623,0,0,0
47589536,7425,0,14006,111623,0,0,0
# MARK addr tick=47589536
47589537,7425,0,14006,111623,0,0,0
47589538,0,0,14003,111623,0,0,0
47589539,0,0,6003,111623,0,0,0
47589540,0,0,7425,111623,0,0,0
# MARK ram tick=47589540
47589541,0,0,7425,400400,0,0,0
47589542,0,0,7425,400400,0,0,0
47589543,0,0,7425,400400,0,0,0
47589544,0,0,6000,400400,0,0,0
47589545,0,0,6003,400400,0,0,0
47589546,0,0,6003,400400,0,0,0
47590127,0,0,14006,61235,152,0,0
47590128,0,0,14006,61235,152,0,0
47590129,7437,0,14006,61235,152,0,0
47590130,7437,0,14006,61235,152,0,0
47590131,0,0,14003,61235,152,0,0
47590132,12023,0,6003,61235,152,0,0
# MARK addr tick=47590132
47590133,12023,0,7437,61235,152,1,0
47590134,12023,0,7437,61235,152,0,0
47590135,12023,0,7437,61235,145,0,0
47590136,12023,0,7437,61235,145,0,0
47590137,12023,0,6000,61235,145,0,0
47590138,12023,0,6003,61235,145,0,0
47590276,0,0,6003,417026,145,1,0
47590277,0,0,6003,417026,145,0,0
47590278,0,0,6003,417026,0,0,0
47590279,0,0,6003,417026,0,0,0
47590280,0,0,6003,417026,0,0,0
47590281,7426,0,6003,417026,0,0,0
# MARK addr tick=47590281
47590282,7426,0,6003,417026,0,0,0
47590283,0,0,6003,417026,0,0,0
47590284,14624,0,6003,417026,0,0,0
47590285,14624,0,7426,417026,0,1,0
# MARK ram tick=47590285
47590286,14624,0,7426,417026,0,0,0
47590287,14624,0,7426,417026,2001,0,0
47590288,14624,0,7426,417026,17155,0,0
47590289,14624,0,6000,417026,17155,0,0
47590290,14624,0,6003,417026,0,0,0
47590291,0,0,6003,417026,0,0,0
47590961,0,0,14006,61235,152,0,0
47590962,0,0,14006,61235,152,0,0
47590963,7463,0,14006,61235,152,0,0
47590964,7463,0,14006,61235,152,0,0
47590965,0,0,14003,61235,152,0,0
47590966,12023,0,6003,61235,152,0,0
# MARK addr tick=47590966
47590967,12023,0,7463,61235,152,1,0
47590968,12023,0,7463,61235,152,0,0
47590969,12023,0,7463,61235,145,0,0
47590970,12023,0,7463,61235,145,0,0
47590971,12023,0,6000,61235,145,0,0
47590972,12023,0,6003,61235,145,0,0
47591760,0,0,14006,304200,4332,1,0
47591761,0,0,14006,304200,4332,0,0
47591762,0,0,14006,304200,4334,0,0
47591763,0,0,14006,304200,4334,0,0
47591764,0,0,14006,304200,4334,0,0
47591765,12023,0,14006,304200,4334,0,0
# MARK addr tick=47591765
47591766,12023,0,14006,304200,4334,0,0
47591767,0,0,14005,304200,4334,0,0
47591768,0,0,12005,304200,4334,0,0
47591769,0,0,12023,304200,4334,0,0
# MARK ram tick=47591769
47591770,0,44516,12023,111516,4334,0,0
47591771,0,44516,12023,111516,4334,0,0
47591772,0,44516,12023,111516,4334,0,0
47591773,0,44516,12000,111516,4334,0,0
47591774,0,0,12005,111516,4334,0,0
47591775,0,0,12005,111516,4334,0,0
47598168,0,0,14006,304200,4332,1,0
47598169,0,0,14006,304200,4332,0,0
47598170,0,0,14006,304200,4333,0,0
47598171,0,0,14006,304200,4333,0,0
47598172,0,0,14006,304200,4333,0,0
47598173,12023,0,14006,304200,4333,0,0
# MARK addr tick=47598173
47598174,12023,0,14006,304200,4333,0,0
47598175,0,0,14005,304200,4333,0,0
47598176,0,0,12005,304200,4333,0,0
47598177,0,0,12023,304200,4333,0,0
# MARK ram tick=47598177
47598178,0,44516,12023,111516,4333,0,0
47598179,0,44516,12023,111516,4333,0,0
47598180,0,44516,12023,111516,4333,0,0
47598181,0,44516,12000,111516,4333,0,0
47598182,0,0,12005,111516,4333,0,0
47598183,0,0,12005,111516,4333,0,0
47598917,0,0,14006,304200,4332,1,0
47598918,0,0,14006,304200,4332,0,0
47598919,0,0,14006,304200,4334,0,0
47598920,0,0,14006,304200,4334,0,0
47598921,0,0,14006,304200,4334,0,0
47598922,12024,0,14006,304200,4334,0,0
# MARK addr tick=47598922
47598923,12024,0,14006,304200,4334,0,0
47598924,0,0,14005,304200,4334,0,0
47598925,0,0,12005,304200,4334,0,0
47598926,0,0,12024,304200,4334,0,0
# MARK ram tick=47598926
47598927,0,51524,12024,523124,4334,0,0
47598928,0,51524,12024,523124,4334,0,0
47598929,0,51524,12024,523124,4334,0,0
47598930,0,51524,12000,523124,4334,0,0
47598931,0,0,12005,523124,4334,0,0
47598932,0,0,12005,523124,4334,0,0
47599640,0,0,14006,304200,4332,1,0
47599641,0,0,14006,304200,4332,0,0
47599642,0,0,14006,304200,4333,0,0
47599643,0,0,14006,304200,4333,0,0
47599644,0,0,14006,304200,4333,0,0
47599645,12024,0,14006,304200,4333,0,0
# MARK addr tick=47599645
47599646,12024,0,14006,304200,4333,0,0
47599647,0,0,14005,304200,4333,0,0
47599648,0,0,12005,304200,4333,0,0
47599649,0,0,12024,304200,4333,0,0
# MARK ram tick=47599649
47599650,0,51524,12024,523124,4333,0,0
47599651,0,51524,12024,523124,4333,0,0
47599652,0,51524,12024,523124,4333,0,0
47599653,0,51524,12000,523124,4333,0,0
47599654,0,0,12005,523124,4333,0,0
47599655,0,0,12005,523124,4333,0,0
47606012,0,0,14006,304200,4332,1,0
47606013,0,0,14006,304200,4332,0,0
47606014,0,0,14006,304200,4334,0,0
47606015,0,0,14006,304200,4334,0,0
47606016,0,0,14006,304200,4334,0,0
47606017,12025,0,14006,304200,4334,0,0
# MARK addr tick=47606017
47606018,12025,0,14006,304200,4334,0,0
47606019,0,0,14005,304200,4334,0,0
47606020,0,0,12005,304200,4334,0,0
47606021,0,0,12025,304200,4334,0,0
# MARK ram tick=47606021
47606022,0,51125,12025,122525,4334,0,0
47606023,0,51125,12025,122525,4334,0,0
47606024,0,51125,12025,122525,4334,0,0
47606025,0,51125,12000,122525,4334,0,0
47606026,0,0,12005,122525,4334,0,0
47606027,0,0,12005,122525,4334,0,0
47606734,0,0,14006,304200,4332,1,0
47606735,0,0,14006,304200,4332,0,0
47606736,0,0,14006,304200,4333,0,0
47606737,0,0,14006,304200,4333,0,0
47606738,0,0,14006,304200,4333,0,0
47606739,12025,0,14006,304200,4333,0,0
# MARK addr tick=47606739
47606740,12025,0,14006,304200,4333,0,0
47606741,0,0,14005,304200,4333,0,0
47606742,0,0,12005,304200,4333,0,0
47606743,0,0,12025,304200,4333,0,0
# MARK ram tick=47606743
47606744,0,51125,12025,122525,4333,0,0
47606745,0,51125,12025,122525,4333,0,0
47606746,0,51125,12025,122525,4333,0,0
47606747,0,51125,12000,122525,4333,0,0
47606748,0,0,12005,122525,4333,0,0
47606749,0,0,12005,122525,4333,0,0
47607465,0,0,14006,304200,4332,1,0
47607466,0,0,14006,304200,4332,0,0
47607467,0,0,14006,304200,4334,0,0
47607468,0,0,14006,304200,4334,0,0
47607469,0,0,14006,304200,4334,0,0
47607470,12026,0,14006,304200,4334,0,0
# MARK addr tick=47607470
47607471,12026,0,14006,304200,4334,0,0
47607472,0,0,14005,304200,4334,0,0
47607473,0,0,12005,304200,4334,0,0
47607474,0,0,12026,304200,4334,0,0
# MARK ram tick=47607474
47607475,0,41524,12026,103124,4334,0,0
47607476,0,41524,12026,103124,4334,0,0
47607477,0,41524,12026,103124,4334,0,0
47607478,0,41524,12000,103124,4334,0,0
47607479,0,0,12005,103124,4334,0,0
47607480,0,0,12005,103124,4334,0,0
47608184,0,0,14006,304200,4332,1,0
47608185,0,0,14006,304200,4332,0,0
47608186,0,0,14006,304200,4333,0,0
47608187,0,0,14006,304200,4333,0,0
47608188,0,0,14006,304200,4333,0,0
47608189,12026,0,14006,304200,4333,0,0
# MARK addr tick=47608189
47608190,12026,0,14006,304200,4333,0,0
47608191,0,0,14005,304200,4333,0,0
47608192,0,0,12005,304200,4333,0,0
47608193,0,0,12026,304200,4333,0,0
# MARK ram tick=47608193
47608194,0,41524,12026,103124,4333,0,0
47608195,0,41524,12026,103124,4333,0,0
47608196,0,41524,12026,103124,4333,0,0
47608197,0,41524,12000,103124,4333,0,0
47608198,0,0,12005,103124,4333,0,0
47608199,0,0,12005,103124,4333,0,0
47614573,0,0,14006,304200,4332,1,0
47614574,0,0,14006,304200,4332,0,0
47614575,0,0,14006,304200,4334,0,0
47614576,0,0,14006,304200,4334,0,0
47614577,0,0,14006,304200,4334,0,0
47614578,12027,0,14006,304200,4334,0,0
# MARK addr tick=47614578
47614579,12027,0,14006,304200,4334,0,0
47614580,0,0,14005,304200,4334,0,0
47614581,0,0,12005,304200,4334,0,0
47614582,0,0,12027,304200,4334,0,0
# MARK ram tick=47614582
47614583,0,44517,12027,111117,4334,0,0
47614584,0,44517,12027,111117,4334,0,0
47614585,0,44517,12027,111117,4334,0,0
47614586,0,44517,12000,111117,4334,0,0
47614587,0,0,12005,111117,4334,0,0
47614588,0,0,12005,111117,4334,0,0
47615310,0,0,14006,304200,4332,1,0
47615311,0,0,14006,304200,4332,0,0
47615312,0,0,14006,304200,4333,0,0
47615313,0,0,14006,304200,4333,0,0
47615314,0,0,14006,304200,4333,0,0
47615315,12027,0,14006,304200,4333,0,0
# MARK addr tick=47615315
47615316,12027,0,14006,304200,4333,0,0
47615317,0,0,14005,304200,4333,0,0
47615318,0,0,12005,304200,4333,0,0
47615319,0,0,12027,304200,4333,0,0
# MARK ram tick=47615319
47615320,0,44517,12027,111117,4333,0,0
47615321,0,44517,12027,111117,4333,0,0
47615322,0,44517,12027,111117,4333,0,0
47615323,0,44517,12000,111117,4333,0,0
47615324,0,0,12005,111117,4333,0,0
47615325,0,0,12005,111117,4333,0,0
47639805,0,0,14006,304200,4332,1,0
47639806,0,0,14006,304200,4332,0,0
47639807,0,0,14006,304200,4334,0,0
47639808,0,0,14006,304200,4334,0,0
47639809,0,0,14006,304200,4334,0,0
47639810,12023,0,14006,304200,4334,0,0
# MARK addr tick=47639810
47639811,12023,0,14006,304200,4334,0,0
47639812,0,0,14005,304200,4334,0,0
47639813,0,0,12005,304200,4334,0,0
47639814,0,0,12023,304200,4334,0,0
# MARK ram tick=47639814
47639815,0,44516,12023,111516,4334,0,0
47639816,0,44516,12023,111516,4334,0,0
47639817,0,44516,12023,111516,4334,0,0
47639818,0,44516,12000,111516,4334,0,0
47639819,0,0,12005,111516,4334,0,0
47639820,0,0,12005,111516,4334,0,0
