tick,CSA,AREG,TREG,RP,RX,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_alu_IDB_15_0_OUT,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_idbctl_IDB_15_0_OUT,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_FIDBO_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0
72130909,0,7523,2,2775,7523,7672,0,0,0,7672,56000,7672,0,7672,3
72130910,0,7523,2,2775,7523,7672,0,0,0,7672,56000,7672,0,7672,3
72130911,0,7523,2,2775,7523,7672,0,7523,0,7672,56000,7672,0,7672,3
72130912,0,7523,2,2775,7523,7672,0,7523,0,7672,56000,7672,0,7672,3
72130913,0,7523,2,2775,7523,7672,0,0,0,7672,56000,7672,0,7672,3
72130914,0,7523,2,2775,7523,7672,0,0,0,7672,56000,7672,0,7672,3
72130915,0,7523,2,2775,7523,7672,0,0,0,7672,56000,7672,0,7672,3
72130916,0,7523,2,2775,7523,7672,7506,0,7506,7672,56000,7672,0,7672,3
72130917,0,7523,2,2775,7523,7672,7506,0,7506,7672,56000,7672,0,7672,3
72130918,0,7523,2,2775,7523,7672,7506,0,7506,7672,56000,7672,0,7672,3
72130919,0,7523,2,2775,7523,7672,7506,0,7506,7672,56000,7672,0,7672,3
72130920,0,7523,2,2775,7523,7672,7506,0,0,7672,56000,7672,0,7672,3
72130921,0,7523,2,2775,7523,7672,7506,0,0,7672,56000,7672,0,7672,3
72130922,0,7523,2,2775,7523,7672,7506,0,0,7672,56000,7672,0,7672,3
72130923,0,7523,2,2775,7523,7672,7506,0,0,7672,7506,7506,0,7506,3
72130924,0,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,4
72130925,2001,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130926,16775,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130927,16775,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130928,0,7523,2,2775,7523,7672,0,2775,0,7672,7506,7506,0,7506,0
72130929,6000,7523,2,2775,7523,7672,0,2775,0,7672,7506,7506,0,7506,0
72130930,6000,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130931,6000,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130932,6000,7523,2,2775,7523,7672,0,0,0,7672,7506,7506,0,7506,0
72130933,6520,7523,2,2775,7523,7672,52000,0,52000,7672,7506,7506,0,7506,0
72130934,6520,7523,2,2775,7523,7672,52000,0,52000,7672,7506,7506,0,7506,0
72130935,6520,7523,2,2775,7523,7672,52000,0,52000,7672,7506,7506,0,7506,0
72130936,6520,7523,2,2775,7523,7672,52000,0,52000,7672,7506,7506,0,7506,0
72130937,6520,7523,2,2775,7523,7672,52000,0,0,7672,7506,7506,0,7506,0
72130938,6520,7523,2,2775,7523,7672,52000,0,0,7672,7506,7506,0,7506,0
72130939,6520,7523,2,2775,7523,7672,52000,0,0,7672,7506,7506,0,7506,0
72130940,172,7523,2,2776,7506,7672,52000,0,0,7672,52000,7672,0,7672,0
72130941,172,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130942,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130943,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130944,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130945,0,7523,2,2776,7506,7672,0,7506,0,7672,52000,7672,0,7672,3
72130946,0,7523,2,2776,7506,7672,0,7506,0,7672,52000,7672,0,7672,3
72130947,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130948,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130949,0,7523,2,2776,7506,7672,0,0,0,7672,52000,7672,0,7672,3
72130950,0,7523,2,2776,7506,7672,300,0,300,7672,52000,7672,0,7672,3
72130951,0,7523,2,2776,7506,7672,300,0,300,7672,52000,7672,0,7672,3
72130952,0,7523,2,2776,7506,7672,300,0,300,7672,52000,7672,0,7672,3
72130953,0,7523,2,2776,7506,7672,300,0,300,7672,52000,7672,0,7672,3
72130954,0,7523,2,2776,7506,7672,300,0,0,7672,52000,7672,0,7672,3
72130955,0,7523,2,2776,7506,7672,300,0,0,7672,52000,7672,0,7672,3
72130956,0,7523,2,2776,7506,7672,300,0,0,7672,52000,7672,0,7672,3
72130957,0,7523,2,2776,7506,7672,300,0,0,7672,300,300,0,300,3
72130958,0,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,4
72130959,2001,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130960,16776,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130961,16776,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130962,0,7523,2,2776,7506,7672,0,2776,0,7672,300,300,0,300,0
72130963,6000,7523,2,2776,7506,7672,0,2776,0,7672,300,300,0,300,0
72130964,6000,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130965,6000,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130966,6000,7523,2,2776,7506,7672,0,0,0,7672,300,300,0,300,0
72130967,6100,7523,2,2776,7506,7672,10076,0,10076,7672,300,300,0,300,0
72130968,6100,7523,2,2776,7506,7672,10076,0,10076,7672,300,300,0,300,0
72130969,6100,7523,2,2776,7506,7672,10076,0,10076,7672,300,300,0,300,0
72130970,6100,7523,2,2776,7506,7672,10076,0,10076,7672,300,300,0,300,0
72130971,6100,7523,2,2776,7506,7672,10076,0,0,7672,300,300,0,300,0
72130972,6100,7523,2,2776,7506,7672,10076,0,0,7672,300,300,0,300,0
72130973,6100,7523,2,2776,7506,7672,10076,0,0,7672,300,300,0,300,0
72130974,145,7523,300,2777,7506,7672,10376,0,0,7672,10076,300,0,300,0
72130975,145,7523,300,2777,7506,7672,300,0,0,7672,10076,300,0,300,0
72130976,0,7523,300,2777,7506,7672,300,0,0,7672,10076,300,0,300,0
72130977,0,7523,300,2777,7506,7672,300,0,0,7672,10076,300,0,300,0
72130978,0,7523,300,2777,7506,7672,300,0,0,7672,10076,300,0,300,0
72130979,0,7523,300,2777,7506,7672,300,3074,0,7672,10076,300,0,300,0
72130980,0,7523,300,2777,7506,7672,300,3074,0,7672,10076,300,0,300,0
72130981,0,7523,300,2777,7506,7672,300,0,0,7672,10076,300,0,300,0
72130982,0,7523,300,2777,7506,7672,300,300,0,7672,10076,300,0,300,0
72130983,0,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,0
72130984,0,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,4
72130985,2001,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,0
72130986,16777,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,0
72130987,16777,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,0
72130988,0,7523,300,2777,7506,7672,0,300,0,7672,300,0,0,0,0
72130989,0,7523,300,2777,7506,7672,0,0,0,7672,300,0,0,0,0
72130990,0,7523,300,2777,7506,7672,0,2777,0,7672,300,0,0,0,0
72130991,6000,7523,300,2777,7506,7672,0,2777,0,7672,300,0,0,0,0
72130992,6000,7523,300,2777,7506,7672,0,0,0,7672,300,0,0,0,0
72130993,6000,7523,300,2777,7506,7672,0,0,0,7672,300,0,0,0,0
72130994,6000,7523,300,2777,7506,7672,0,0,0,7672,300,0,0,0,0
72130995,7461,7523,300,2777,7506,7672,146157,0,146157,7672,300,0,0,0,0
72130996,7461,7523,300,2777,7506,7672,146157,0,146157,7672,300,0,0,0,0
72130997,7461,7523,300,2777,7506,7672,146157,0,146157,7672,300,0,0,0,0
72130998,7461,7523,300,2777,7506,7672,146157,0,146157,7672,300,0,0,0,0
72130999,7461,7523,300,2777,7506,7672,146157,0,0,7672,300,0,0,0,0
72131000,7461,7523,300,2777,7506,7672,146157,0,0,7672,300,0,0,0,0
72131001,7461,7523,300,2777,7506,7672,146157,0,0,7672,300,0,0,0,0
72131002,145,7523,300,3000,7506,7672,146157,0,0,7672,146157,7523,0,7523,0
72131003,145,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131004,0,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131005,17000,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131006,17000,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131007,0,7523,300,3000,7506,7672,0,3000,0,7672,146157,7523,0,7523,0
72131008,6000,7523,300,3000,7506,7672,0,3000,0,7672,146157,7523,0,7523,0
72131009,6000,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131010,6000,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131011,6000,7523,300,3000,7506,7672,0,0,0,7672,146157,7523,0,7523,0
72131012,6560,7523,300,3000,7506,7672,56001,0,56001,7672,146157,7523,0,7523,0
72131013,6560,7523,300,3000,7506,7672,56001,0,56001,7672,146157,7523,0,7523,0
72131014,6560,7523,300,3000,7506,7672,56001,0,56001,7672,146157,7523,0,7523,0
72131015,6560,7523,300,3000,7506,7672,56001,0,56001,7672,146157,7523,0,7523,0
72131016,6560,7523,300,3000,7506,7672,56001,0,0,7672,146157,7523,0,7523,0
72131017,6560,7523,300,3000,7506,7672,56001,0,0,7672,146157,7523,0,7523,0
72131018,6560,7523,300,3000,7506,7672,56001,0,0,7672,146157,7523,0,7523,0
72131019,174,7523,300,3001,7523,7672,56001,0,0,7672,56001,7672,0,7672,0
72131020,174,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131021,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131022,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131023,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131024,0,7523,300,3001,7523,7672,0,7524,0,7672,56001,7672,0,7672,3
72131025,0,7523,300,3001,7523,7672,0,7524,0,7672,56001,7672,0,7672,3
72131026,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131027,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131028,0,7523,300,3001,7523,7672,0,0,0,7672,56001,7672,0,7672,3
72131029,0,7523,300,3001,7523,7672,7504,0,7504,7672,56001,7672,0,7672,3
72131030,0,7523,300,3001,7523,7672,7504,0,7504,7672,56001,7672,0,7672,3
72131031,0,7523,300,3001,7523,7672,7504,0,7504,7672,56001,7672,0,7672,3
72131032,0,7523,300,3001,7523,7672,7504,0,7504,7672,56001,7672,0,7672,3
72131033,0,7523,300,3001,7523,7672,7504,0,0,7672,56001,7672,0,7672,3
72131034,0,7523,300,3001,7523,7672,7504,0,0,7672,56001,7672,0,7672,3
72131035,0,7523,300,3001,7523,7672,7504,0,0,7672,56001,7672,0,7672,3
72131036,0,7523,300,3001,7523,7672,7504,0,0,7672,7504,7504,0,7504,3
72131037,0,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,4
72131038,2001,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131039,17001,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131040,17001,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131041,0,7523,300,3001,7523,7672,0,3001,0,7672,7504,7504,0,7504,0
72131042,6000,7523,300,3001,7523,7672,0,3001,0,7672,7504,7504,0,7504,0
72131043,6000,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131044,6000,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131045,6000,7523,300,3001,7523,7672,0,0,0,7672,7504,7504,0,7504,0
72131046,6520,7523,300,3001,7523,7672,52000,0,52000,7672,7504,7504,0,7504,0
72131047,6520,7523,300,3001,7523,7672,52000,0,52000,7672,7504,7504,0,7504,0
72131048,6520,7523,300,3001,7523,7672,52000,0,52000,7672,7504,7504,0,7504,0
72131049,6520,7523,300,3001,7523,7672,52000,0,52000,7672,7504,7504,0,7504,0
72131050,6520,7523,300,3001,7523,7672,52000,0,0,7672,7504,7504,0,7504,0
72131051,6520,7523,300,3001,7523,7672,52000,0,0,7672,7504,7504,0,7504,0
72131052,6520,7523,300,3001,7523,7672,52000,0,0,7672,7504,7504,0,7504,0
72131053,172,7523,300,3002,7504,7672,52000,0,0,7672,52000,7672,0,7672,0
72131054,172,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131055,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131056,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131057,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131058,0,7523,300,3002,7504,7672,0,7504,0,7672,52000,7672,0,7672,3
72131059,0,7523,300,3002,7504,7672,0,7504,0,7672,52000,7672,0,7672,3
72131060,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131061,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131062,0,7523,300,3002,7504,7672,0,0,0,7672,52000,7672,0,7672,3
72131063,0,7523,300,3002,7504,7672,156,0,156,7672,52000,7672,0,7672,3
72131064,0,7523,300,3002,7504,7672,156,0,156,7672,52000,7672,0,7672,3
72131065,0,7523,300,3002,7504,7672,156,0,156,7672,52000,7672,0,7672,3
72131066,0,7523,300,3002,7504,7672,156,0,156,7672,52000,7672,0,7672,3
72131067,0,7523,300,3002,7504,7672,156,0,0,7672,52000,7672,0,7672,3
72131068,0,7523,300,3002,7504,7672,156,0,0,7672,52000,7672,0,7672,3
72131069,0,7523,300,3002,7504,7672,156,0,0,7672,52000,7672,0,7672,3
72131070,0,7523,300,3002,7504,7672,156,0,0,7672,156,156,0,156,3
72131071,0,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,4
# MARK fill tick=72131071
72131072,2001,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72131073,17002,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72131074,17002,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72131075,0,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72131076,0,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72131077,0,7523,300,3002,7504,7672,0,3002,0,7672,156,156,0,156,0
72131078,6000,7523,300,3002,7504,7672,0,3002,0,7672,156,156,0,156,0
72131079,6000,7523,300,3002,7504,7672,0,0,0,7672,156,156,0,156,0
72145787,6000,1206,1206,56151,7515,7672,0,0,0,116400,171377,177777,0,177777,0
72145788,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
72145789,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
72145790,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
72145791,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
72145792,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
72145793,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
72145794,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
72145795,215,1206,177777,56152,7515,7672,140065,0,0,116400,140065,1207,0,1207,0
72145796,215,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145797,0,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145798,16152,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145799,16152,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145800,0,1206,177777,56152,7515,7672,0,56152,0,116400,140065,1207,0,1207,0
72145801,6000,1206,177777,56152,7515,7672,0,56152,0,116400,140065,1207,0,1207,0
72145802,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145803,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145804,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
72145805,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,0
72145806,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
72145807,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
72145808,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
72145809,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
72145810,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
72145811,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
72145812,0,1206,177777,56153,7515,7672,124041,0,0,116400,124041,0,0,0,34
72145813,0,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,4
72145814,2001,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145815,16213,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145816,16213,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145817,0,1206,177777,56153,7515,7672,0,56213,0,116400,124041,0,0,0,0
72145818,6000,1206,177777,56153,7515,7672,0,56213,0,116400,124041,0,0,0,0
72145819,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145820,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145821,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
72145822,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,0
72145823,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
72145824,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
72145825,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
72145826,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
72145827,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
72145828,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
72145829,0,1206,177777,56214,7515,7672,171376,0,0,116400,171376,177776,0,177776,22
72145830,0,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,4
72145831,2001,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145832,16214,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145833,16214,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145834,0,1206,177777,56214,7515,7672,0,56214,0,116400,171376,177776,0,177776,0
72145835,6000,1206,177777,56214,7515,7672,0,56214,0,116400,171376,177776,0,177776,0
72145836,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145837,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145838,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
72145839,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
72145840,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
72145841,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
72145842,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
72145843,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
72145844,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
72145845,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
72145846,215,1206,177776,56215,7515,7672,140065,0,0,116400,140065,1210,0,1210,0
72145847,215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145848,0,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145849,16215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145850,16215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145851,0,1206,177776,56215,7515,7672,0,56215,0,116400,140065,1210,0,1210,0
72145852,6000,1206,177776,56215,7515,7672,0,56215,0,116400,140065,1210,0,1210,0
72145853,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145854,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145855,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
72145856,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,0
72145857,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
72145858,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
72145859,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
72145860,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
72145861,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
72145862,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
72145863,0,1206,177776,56216,7515,7672,124017,0,0,116400,124017,0,0,0,34
72145864,0,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,4
72145865,2001,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145866,16234,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145867,16234,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145868,0,1206,177776,56216,7515,7672,0,56234,0,116400,124017,0,0,0,0
72145869,6000,1206,177776,56216,7515,7672,0,56234,0,116400,124017,0,0,0,0
72145870,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145871,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145872,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
72145873,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
72145874,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
72145875,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
72145876,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
72145877,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
72145878,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
72145879,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
72145880,145,1206,177776,56235,7515,7672,5617,0,0,116400,4611,1206,0,1206,0
72145881,145,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
72145882,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
72145883,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
72145884,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
72145885,0,1206,177776,56235,7515,7672,1206,7503,0,116400,4611,1206,0,1206,0
72145886,0,1206,177776,56235,7515,7672,1206,7503,0,116400,4611,1206,0,1206,0
72145887,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
72145888,0,1206,177776,56235,7515,7672,1206,1206,0,116400,4611,1206,0,1206,0
72145889,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
72145890,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,4
72145891,2001,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
72145892,16235,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
72145893,16235,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
72145894,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
72145895,0,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
72145896,0,1206,177776,56235,7515,7672,0,56235,0,116400,4611,0,0,0,0
72145897,6000,1206,177776,56235,7515,7672,0,56235,0,116400,4611,0,0,0,0
72145898,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
72145899,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
72145900,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
72145901,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
72145902,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
72145903,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
72145904,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
72145905,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
72145906,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
72145907,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
72145908,170,1206,177776,56236,7515,7672,44607,0,0,116400,44607,116400,0,116400,0
72145909,170,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145910,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145911,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145912,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145913,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145914,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145915,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145916,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145917,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145918,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145919,0,1206,177776,56236,7515,7672,0,7501,0,116400,44607,116400,0,116400,3
72145920,0,1206,177776,56236,7515,7672,0,7501,0,116400,44607,116400,0,116400,3
72145921,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145922,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145923,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
72145924,0,1206,177776,56236,7515,7672,72,0,72,116400,44607,116400,0,116400,3
72145925,0,1206,177776,56236,7515,7672,72,0,72,116400,44607,116400,0,116400,3
72145926,0,1206,177776,56236,7515,7672,72,0,72,116400,44607,116400,0,116400,3
72145927,0,1206,177776,56236,7515,7672,72,0,72,116400,44607,116400,0,116400,3
72145928,0,1206,177776,56236,7515,7672,72,0,0,116400,44607,116400,0,116400,3
72145929,0,1206,177776,56236,7515,7672,72,0,0,116400,44607,116400,0,116400,3
72145930,0,1206,177776,56236,7515,7672,72,0,0,116400,44607,116400,0,116400,3
72145931,0,1206,177776,56236,7515,7672,72,0,0,116400,72,72,0,72,3
72145932,0,1206,177776,56236,7515,7672,0,0,0,116400,72,72,0,72,4
72145933,2001,1206,177776,56236,7515,7672,0,0,0,116400,72,72,0,72,0
72145934,16236,1206,177776,56236,7515,7672,0,0,0,116400,72,72,0,72,0
72145935,16236,1206,177776,56236,7515,7672,0,0,0,116400,72,72,0,72,0
