tick,CSA,AREG,TREG,RP,RX,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_alu_IDB_15_0_OUT,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_idbctl_IDB_15_0_OUT,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.s_FIDBO_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0
71554449,0,1206,177776,56236,7515,7672,116,0,116,55714,44607,55714,0,55714,3
71554450,0,1206,177776,56236,7515,7672,116,0,0,55714,44607,55714,0,55714,3
71554451,0,1206,177776,56236,7515,7672,116,0,0,55714,44607,55714,0,55714,3
71554452,0,1206,177776,56236,7515,7672,116,0,0,55714,44607,55714,0,55714,3
71554453,0,1206,177776,56236,7515,7672,116,0,0,55714,116,116,0,116,3
71554454,0,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,4
71554455,2001,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554456,16236,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554457,16236,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554458,0,1206,177776,56236,7515,7672,0,56236,0,55714,116,116,0,116,0
71554459,6000,1206,177776,56236,7515,7672,0,56236,0,55714,116,116,0,116,0
71554460,6000,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554461,6000,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554462,6000,1206,177776,56236,7515,7672,0,0,0,55714,116,116,0,116,0
71554463,7352,1206,177776,56236,7515,7672,135254,0,135254,55714,116,116,0,116,0
71554464,7352,1206,177776,56236,7515,7672,135254,0,135254,55714,116,116,0,116,0
71554465,7352,1206,177776,56236,7515,7672,135254,0,135254,55714,116,116,0,116,0
71554466,7352,1206,177776,56236,7515,7672,135254,0,135254,55714,116,116,0,116,0
71554467,7352,1206,177776,56236,7515,7672,135254,0,0,55714,116,116,0,116,0
71554468,7352,1206,177776,56236,7515,7672,135254,0,0,55714,116,116,0,116,0
71554469,7352,1206,177776,56236,7515,7672,135254,0,0,55714,116,116,0,116,0
71554470,143,116,177776,56237,7515,7672,135254,0,0,55714,135254,56237,0,56237,0
71554471,143,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554472,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554473,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554474,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554475,0,116,177776,56237,7515,7672,0,56112,0,55714,135254,56237,0,56237,34
71554476,0,116,177776,56237,7515,7672,0,56112,0,55714,135254,56237,0,56237,34
71554477,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554478,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554479,0,116,177776,56237,7515,7672,0,0,0,55714,135254,56237,0,56237,34
71554480,0,116,177776,56237,7515,7672,55575,0,55575,55714,135254,56237,0,56237,34
71554481,0,116,177776,56237,7515,7672,55575,0,55575,55714,135254,56237,0,56237,34
71554482,0,116,177776,56237,7515,7672,55575,0,55575,55714,135254,56237,0,56237,34
71554483,0,116,177776,56237,7515,7672,55575,0,55575,55714,135254,56237,0,56237,34
71554484,0,116,177776,56237,7515,7672,55575,0,0,55714,135254,56237,0,56237,34
71554485,0,116,177776,56237,7515,7672,55575,0,0,55714,135254,56237,0,56237,34
71554486,0,116,177776,56237,7515,7672,55575,0,0,55714,135254,56237,0,56237,34
71554487,0,116,177776,56237,7515,7672,55575,0,0,55714,55575,0,0,0,34
71554488,0,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,4
71554489,2001,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554490,17575,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554491,17575,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554492,0,116,177776,56237,7515,7672,0,55575,0,55714,55575,0,0,0,0
71554493,6000,116,177776,56237,7515,7672,0,55575,0,55714,55575,0,0,0,0
71554494,6000,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554495,6000,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554496,6000,116,177776,56237,7515,7672,0,0,0,55714,55575,0,0,0,0
71554497,7461,116,177776,56237,7515,7672,146147,0,146147,55714,55575,0,0,0,0
71554498,7461,116,177776,56237,7515,7672,146147,0,146147,55714,55575,0,0,0,0
71554499,7461,116,177776,56237,7515,7672,146147,0,146147,55714,55575,0,0,0,0
71554500,7461,116,177776,56237,7515,7672,146147,0,146147,55714,55575,0,0,0,0
71554501,7461,116,177776,56237,7515,7672,146147,0,0,55714,55575,0,0,0,0
71554502,7461,116,177776,56237,7515,7672,146147,0,0,55714,55575,0,0,0,0
71554503,7461,116,177776,56237,7515,7672,146147,0,0,55714,55575,0,0,0,0
71554504,145,116,177776,55576,7515,7672,146147,0,0,55714,146147,56237,0,56237,0
71554505,145,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554506,0,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554507,17576,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554508,17576,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554509,0,116,177776,55576,7515,7672,0,55576,0,55714,146147,56237,0,56237,0
71554510,6000,116,177776,55576,7515,7672,0,55576,0,55714,146147,56237,0,56237,0
71554511,6000,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554512,6000,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554513,6000,116,177776,55576,7515,7672,0,0,0,55714,146147,56237,0,56237,0
71554514,6146,116,177776,55576,7515,7672,14610,0,14610,55714,146147,56237,0,56237,0
71554515,6146,116,177776,55576,7515,7672,14610,0,14610,55714,146147,56237,0,56237,0
71554516,6146,116,177776,55576,7515,7672,14610,0,14610,55714,146147,56237,0,56237,0
71554517,6146,116,177776,55576,7515,7672,14610,0,14610,55714,146147,56237,0,56237,0
71554518,6146,116,177776,55576,7515,7672,14610,0,0,55714,146147,56237,0,56237,0
71554519,6146,116,177776,55576,7515,7672,14610,0,0,55714,146147,56237,0,56237,0
71554520,6146,116,177776,55576,7515,7672,14610,0,0,55714,146147,56237,0,56237,0
71554521,145,116,177776,55577,56237,7672,56637,0,0,55714,146147,56237,0,56237,0
71554522,145,116,177776,55577,56237,7672,56237,0,0,55714,146147,56237,0,56237,0
71554523,0,116,177776,55577,56237,7672,56237,0,0,55714,146147,56237,0,56237,0
71554524,0,116,177776,55577,56237,7672,56237,0,0,55714,146147,56237,0,56237,0
71554525,0,116,177776,55577,56237,7672,56237,0,0,55714,146147,56237,0,56237,0
71554526,0,116,177776,55577,56237,7672,56237,7502,0,55714,146147,56237,0,56237,0
71554527,0,116,177776,55577,56237,7672,56237,7502,0,55714,146147,56237,0,56237,0
71554528,0,116,177776,55577,56237,7672,56237,0,0,55714,146147,56237,0,56237,0
71554529,0,116,177776,55577,56237,7672,56237,56237,0,55714,146147,56237,0,56237,0
71554530,0,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,0
71554531,0,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,4
71554532,2001,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,0
71554533,17577,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,0
71554534,17577,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,0
71554535,0,116,177776,55577,56237,7672,0,56237,0,55714,56237,0,0,0,0
71554536,0,116,177776,55577,56237,7672,0,0,0,55714,56237,0,0,0,0
71554537,0,116,177776,55577,56237,7672,0,55577,0,55714,56237,0,0,0,0
71554538,6000,116,177776,55577,56237,7672,0,55577,0,55714,56237,0,0,0,0
71554539,6000,116,177776,55577,56237,7672,0,0,0,55714,56237,0,0,0,0
71554540,6000,116,177776,55577,56237,7672,0,0,0,55714,56237,0,0,0,0
71554541,6000,116,177776,55577,56237,7672,0,0,0,55714,56237,0,0,0,0
71554542,6046,116,177776,55577,56237,7672,4612,0,4612,55714,56237,0,0,0,0
71554543,6046,116,177776,55577,56237,7672,4612,0,4612,55714,56237,0,0,0,0
71554544,6046,116,177776,55577,56237,7672,4612,0,4612,55714,56237,0,0,0,0
71554545,6046,116,177776,55577,56237,7672,4612,0,4612,55714,56237,0,0,0,0
71554546,6046,116,177776,55577,56237,7672,4612,0,0,55714,56237,0,0,0,0
71554547,6046,116,177776,55577,56237,7672,4612,0,0,55714,56237,0,0,0,0
71554548,6046,116,177776,55577,56237,7672,4612,0,0,55714,56237,0,0,0,0
71554549,145,116,177776,55600,56237,7672,4716,0,0,55714,4612,116,0,116,0
71554550,145,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554551,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554552,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554553,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554554,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554555,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554556,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554557,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554558,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554559,0,116,177776,55600,56237,7672,116,7504,0,55714,4612,116,0,116,0
71554560,0,116,177776,55600,56237,7672,116,7504,0,55714,4612,116,0,116,0
71554561,0,116,177776,55600,56237,7672,116,0,0,55714,4612,116,0,116,0
71554562,0,116,177776,55600,56237,7672,116,116,0,55714,4612,116,0,116,0
71554563,0,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,0
# MARK fill tick=71554563
71554564,0,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,4
71554565,2001,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,0
71554566,17600,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,0
71554567,17600,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,0
71554568,0,116,177776,55600,56237,7672,0,116,0,55714,116,0,0,0,0
71554569,0,116,177776,55600,56237,7672,0,0,0,55714,116,0,0,0,0
71554570,0,116,177776,55600,56237,7672,0,55600,0,55714,116,0,0,0,0
71554571,6000,116,177776,55600,56237,7672,0,55600,0,55714,116,0,0,0,0
71586063,0,1206,1206,56151,7515,7672,0,56151,0,116400,171377,177777,0,177777,0
71586064,6000,1206,1206,56151,7515,7672,0,56151,0,116400,171377,177777,0,177777,0
71586065,6000,1206,1206,56151,7515,7672,0,0,0,116400,171377,177777,0,177777,0
71586066,6000,1206,1206,56151,7515,7672,0,0,0,116400,171377,177777,0,177777,0
71586067,6000,1206,1206,56151,7515,7672,0,0,0,116400,171377,177777,0,177777,0
71586068,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
71586069,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
71586070,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
71586071,7400,1206,1206,56151,7515,7672,140065,0,140065,116400,171377,177777,0,177777,0
71586072,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
71586073,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
71586074,7400,1206,1206,56151,7515,7672,140065,0,0,116400,171377,177777,0,177777,0
71586075,215,1206,177777,56152,7515,7672,140065,0,0,116400,140065,1207,0,1207,0
71586076,215,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586077,0,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586078,16152,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586079,16152,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586080,0,1206,177777,56152,7515,7672,0,56152,0,116400,140065,1207,0,1207,0
71586081,6000,1206,177777,56152,7515,7672,0,56152,0,116400,140065,1207,0,1207,0
71586082,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586083,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586084,6000,1206,177777,56152,7515,7672,0,0,0,116400,140065,1207,0,1207,0
71586085,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,0
71586086,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
71586087,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
71586088,7240,1206,177777,56152,7515,7672,124041,0,124041,116400,140065,1207,0,1207,34
71586089,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
71586090,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
71586091,7240,1206,177777,56152,7515,7672,124041,0,0,116400,140065,1207,0,1207,34
71586092,0,1206,177777,56153,7515,7672,124041,0,0,116400,124041,0,0,0,34
71586093,0,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,4
71586094,2001,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586095,16213,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586096,16213,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586097,0,1206,177777,56153,7515,7672,0,56213,0,116400,124041,0,0,0,0
71586098,6000,1206,177777,56153,7515,7672,0,56213,0,116400,124041,0,0,0,0
71586099,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586100,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586101,6000,1206,177777,56153,7515,7672,0,0,0,116400,124041,0,0,0,0
71586102,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,0
71586103,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
71586104,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
71586105,7713,1206,177777,56153,7515,7672,171376,0,171376,116400,124041,0,0,0,22
71586106,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
71586107,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
71586108,7713,1206,177777,56153,7515,7672,171376,0,0,116400,124041,0,0,0,22
71586109,0,1206,177777,56214,7515,7672,171376,0,0,116400,171376,177776,0,177776,22
71586110,0,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,4
71586111,2001,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586112,16214,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586113,16214,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586114,0,1206,177777,56214,7515,7672,0,56214,0,116400,171376,177776,0,177776,0
71586115,6000,1206,177777,56214,7515,7672,0,56214,0,116400,171376,177776,0,177776,0
71586116,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586117,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586118,6000,1206,177777,56214,7515,7672,0,0,0,116400,171376,177776,0,177776,0
71586119,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
71586120,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
71586121,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
71586122,7400,1206,177777,56214,7515,7672,140065,0,140065,116400,171376,177776,0,177776,0
71586123,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
71586124,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
71586125,7400,1206,177777,56214,7515,7672,140065,0,0,116400,171376,177776,0,177776,0
71586126,215,1206,177776,56215,7515,7672,140065,0,0,116400,140065,1210,0,1210,0
71586127,215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586128,0,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586129,16215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586130,16215,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586131,0,1206,177776,56215,7515,7672,0,56215,0,116400,140065,1210,0,1210,0
71586132,6000,1206,177776,56215,7515,7672,0,56215,0,116400,140065,1210,0,1210,0
71586133,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586134,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586135,6000,1206,177776,56215,7515,7672,0,0,0,116400,140065,1210,0,1210,0
71586136,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,0
71586137,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
71586138,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
71586139,7240,1206,177776,56215,7515,7672,124017,0,124017,116400,140065,1210,0,1210,34
71586140,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
71586141,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
71586142,7240,1206,177776,56215,7515,7672,124017,0,0,116400,140065,1210,0,1210,34
71586143,0,1206,177776,56216,7515,7672,124017,0,0,116400,124017,0,0,0,34
71586144,0,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,4
71586145,2001,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586146,16234,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586147,16234,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586148,0,1206,177776,56216,7515,7672,0,56234,0,116400,124017,0,0,0,0
71586149,6000,1206,177776,56216,7515,7672,0,56234,0,116400,124017,0,0,0,0
71586150,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586151,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586152,6000,1206,177776,56216,7515,7672,0,0,0,116400,124017,0,0,0,0
71586153,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
71586154,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
71586155,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
71586156,6046,1206,177776,56216,7515,7672,4611,0,4611,116400,124017,0,0,0,0
71586157,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
71586158,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
71586159,6046,1206,177776,56216,7515,7672,4611,0,0,116400,124017,0,0,0,0
71586160,145,1206,177776,56235,7515,7672,5617,0,0,116400,4611,1206,0,1206,0
71586161,145,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
71586162,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
71586163,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
71586164,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
71586165,0,1206,177776,56235,7515,7672,1206,7503,0,116400,4611,1206,0,1206,0
71586166,0,1206,177776,56235,7515,7672,1206,7503,0,116400,4611,1206,0,1206,0
71586167,0,1206,177776,56235,7515,7672,1206,0,0,116400,4611,1206,0,1206,0
71586168,0,1206,177776,56235,7515,7672,1206,1206,0,116400,4611,1206,0,1206,0
71586169,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
71586170,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,4
71586171,2001,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
71586172,16235,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
71586173,16235,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
71586174,0,1206,177776,56235,7515,7672,0,1206,0,116400,4611,0,0,0,0
71586175,0,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
71586176,0,1206,177776,56235,7515,7672,0,56235,0,116400,4611,0,0,0,0
71586177,6000,1206,177776,56235,7515,7672,0,56235,0,116400,4611,0,0,0,0
71586178,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
71586179,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
71586180,6000,1206,177776,56235,7515,7672,0,0,0,116400,4611,0,0,0,0
71586181,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
71586182,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
71586183,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
71586184,6446,1206,177776,56235,7515,7672,44607,0,44607,116400,4611,0,0,0,0
71586185,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
71586186,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
71586187,6446,1206,177776,56235,7515,7672,44607,0,0,116400,4611,0,0,0,0
71586188,170,1206,177776,56236,7515,7672,44607,0,0,116400,44607,116400,0,116400,0
71586189,170,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586190,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586191,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586192,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586193,0,1206,177776,56236,7515,7672,0,7501,0,116400,44607,116400,0,116400,3
71586194,0,1206,177776,56236,7515,7672,0,7501,0,116400,44607,116400,0,116400,3
71586195,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586196,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586197,0,1206,177776,56236,7515,7672,0,0,0,116400,44607,116400,0,116400,3
71586198,0,1206,177776,56236,7515,7672,123,0,123,116400,44607,116400,0,116400,3
71586199,0,1206,177776,56236,7515,7672,123,0,123,116400,44607,116400,0,116400,3
71586200,0,1206,177776,56236,7515,7672,123,0,123,116400,44607,116400,0,116400,3
71586201,0,1206,177776,56236,7515,7672,123,0,123,116400,44607,116400,0,116400,3
71586202,0,1206,177776,56236,7515,7672,123,0,0,116400,44607,116400,0,116400,3
71586203,0,1206,177776,56236,7515,7672,123,0,0,116400,44607,116400,0,116400,3
71586204,0,1206,177776,56236,7515,7672,123,0,0,116400,44607,116400,0,116400,3
71586205,0,1206,177776,56236,7515,7672,123,0,0,116400,123,123,0,123,3
71586206,0,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,4
71586207,2001,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586208,16236,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586209,16236,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586210,0,1206,177776,56236,7515,7672,0,56236,0,116400,123,123,0,123,0
71586211,6000,1206,177776,56236,7515,7672,0,56236,0,116400,123,123,0,123,0
71586212,6000,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586213,6000,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586214,6000,1206,177776,56236,7515,7672,0,0,0,116400,123,123,0,123,0
71586215,7352,1206,177776,56236,7515,7672,135254,0,135254,116400,123,123,0,123,0
71586216,7352,1206,177776,56236,7515,7672,135254,0,135254,116400,123,123,0,123,0
71586217,7352,1206,177776,56236,7515,7672,135254,0,135254,116400,123,123,0,123,0
71586218,7352,1206,177776,56236,7515,7672,135254,0,135254,116400,123,123,0,123,0
71586219,7352,1206,177776,56236,7515,7672,135254,0,0,116400,123,123,0,123,0
71586220,7352,1206,177776,56236,7515,7672,135254,0,0,116400,123,123,0,123,0
71586221,7352,1206,177776,56236,7515,7672,135254,0,0,116400,123,123,0,123,0
71586222,143,123,177776,56237,7515,7672,135254,0,0,116400,135254,56237,0,56237,0
71586223,143,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586224,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586225,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586226,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586227,0,123,177776,56237,7515,7672,0,56112,0,116400,135254,56237,0,56237,34
71586228,0,123,177776,56237,7515,7672,0,56112,0,116400,135254,56237,0,56237,34
71586229,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586230,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586231,0,123,177776,56237,7515,7672,0,0,0,116400,135254,56237,0,56237,34
71586232,0,123,177776,56237,7515,7672,55575,0,55575,116400,135254,56237,0,56237,34
71586233,0,123,177776,56237,7515,7672,55575,0,55575,116400,135254,56237,0,56237,34
71586234,0,123,177776,56237,7515,7672,55575,0,55575,116400,135254,56237,0,56237,34
71586235,0,123,177776,56237,7515,7672,55575,0,55575,116400,135254,56237,0,56237,34
71586236,0,123,177776,56237,7515,7672,55575,0,0,116400,135254,56237,0,56237,34
71586237,0,123,177776,56237,7515,7672,55575,0,0,116400,135254,56237,0,56237,34
71586238,0,123,177776,56237,7515,7672,55575,0,0,116400,135254,56237,0,56237,34
71586239,0,123,177776,56237,7515,7672,55575,0,0,116400,55575,0,0,0,34
71586240,0,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,4
71586241,2001,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586242,17575,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586243,17575,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586244,0,123,177776,56237,7515,7672,0,55575,0,116400,55575,0,0,0,0
71586245,6000,123,177776,56237,7515,7672,0,55575,0,116400,55575,0,0,0,0
71586246,6000,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586247,6000,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586248,6000,123,177776,56237,7515,7672,0,0,0,116400,55575,0,0,0,0
71586249,7461,123,177776,56237,7515,7672,146147,0,146147,116400,55575,0,0,0,0
71586250,7461,123,177776,56237,7515,7672,146147,0,146147,116400,55575,0,0,0,0
71586251,7461,123,177776,56237,7515,7672,146147,0,146147,116400,55575,0,0,0,0
71586252,7461,123,177776,56237,7515,7672,146147,0,146147,116400,55575,0,0,0,0
71586253,7461,123,177776,56237,7515,7672,146147,0,0,116400,55575,0,0,0,0
71586254,7461,123,177776,56237,7515,7672,146147,0,0,116400,55575,0,0,0,0
71586255,7461,123,177776,56237,7515,7672,146147,0,0,116400,55575,0,0,0,0
71586256,145,123,177776,55576,7515,7672,146147,0,0,116400,146147,56237,0,56237,0
71586257,145,123,177776,55576,7515,7672,0,0,0,116400,146147,56237,0,56237,0
71586258,0,123,177776,55576,7515,7672,0,0,0,116400,146147,56237,0,56237,0
71586259,17576,123,177776,55576,7515,7672,0,0,0,116400,146147,56237,0,56237,0
