tick,CSA,AREG,TREG,RX,CD16,FIDBO,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
71662189,1143,0,302,7504,1,1,0,0,1,10244,400,344,4,1,177776,1,0
71662190,666,0,302,7504,1,1,0,0,1,10244,400,344,4,1,177776,1,0
71662191,666,0,302,7504,140000,140000,0,0,1,10244,400,140000,4,0,37777,140000,0
71662192,666,0,302,7504,140000,140000,0,0,1,10244,400,140000,0,0,37777,140000,0
71662193,0,0,302,7504,140000,140000,0,0,1,10244,400,140000,0,0,37777,140000,0
71662194,0,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662195,0,0,302,7504,0,0,0,0,1,10244,300,0,4,0,177777,0,0
71662196,2001,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662197,17040,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662198,17040,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662199,0,0,302,7504,0,0,3040,0,1,10244,300,0,0,0,177777,0,0
71662200,6000,0,302,7504,0,0,3040,0,1,10244,300,0,0,0,177777,0,0
71662201,6000,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662202,6000,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662203,6000,0,302,7504,0,0,0,0,1,10244,300,0,0,0,177777,0,0
71662204,6440,0,302,7504,44035,0,0,44035,1,10244,300,0,0,0,177777,0,0
71662205,6440,0,302,7504,44035,0,0,44035,1,10244,300,0,0,0,177777,0,0
71662206,6440,0,302,7504,44035,0,0,44035,1,10244,300,0,0,0,177777,0,0
71662207,6440,0,302,7504,44035,0,0,44035,1,10244,300,0,0,0,177777,0,0
71662208,6440,0,302,7504,44035,0,0,0,1,10244,300,0,0,0,177777,0,0
71662209,6440,0,302,7504,44035,0,0,0,1,10244,300,0,0,0,177777,0,0
71662210,6440,0,302,7504,44035,0,0,0,1,10244,300,0,0,0,177777,0,0
71662211,170,0,302,7504,44035,1,0,0,1,44035,0,170,0,1,177776,0,0
71662212,170,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662213,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662214,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662215,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662216,0,0,302,7504,0,1,3075,0,1,44035,0,170,3,1,177776,0,0
71662217,0,0,302,7504,0,1,3075,0,1,44035,0,170,3,1,177776,0,0
71662218,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662219,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662220,0,0,302,7504,0,1,0,0,1,44035,0,170,3,1,177776,0,0
71662221,0,0,302,7504,377,1,0,377,1,44035,0,170,3,1,177776,0,0
71662222,0,0,302,7504,377,1,0,377,1,44035,0,170,3,1,177776,0,0
71662223,0,0,302,7504,377,1,0,377,1,44035,0,170,3,1,177776,0,0
71662224,0,0,302,7504,377,1,0,377,1,44035,0,170,3,1,177776,0,0
71662225,0,0,302,7504,377,1,0,0,1,44035,0,170,3,1,177776,0,0
71662226,0,0,302,7504,377,1,0,0,1,44035,0,170,3,1,177776,0,0
71662227,0,0,302,7504,377,1,0,0,1,44035,0,170,3,1,177776,0,0
71662228,0,0,302,7504,377,377,0,0,1,377,400,0,3,377,177400,377,0
71662229,0,0,302,7504,0,377,0,0,1,377,400,0,4,377,177400,377,0
71662230,2001,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662231,17041,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662232,17041,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662233,0,0,302,7504,0,377,3041,0,1,377,400,0,0,377,177400,377,0
71662234,6000,0,302,7504,0,377,3041,0,1,377,400,0,0,377,177400,377,0
71662235,6000,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662236,6000,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662237,6000,0,302,7504,0,377,0,0,1,377,400,0,0,377,177400,377,0
71662238,6500,0,302,7504,50033,377,0,50033,1,377,400,0,0,377,177400,377,0
71662239,6500,0,302,7504,50033,377,0,50033,1,377,400,0,0,377,177400,377,0
71662240,6500,0,302,7504,50033,377,0,50033,1,377,400,0,0,377,177400,377,0
71662241,6500,0,302,7504,50033,377,0,50033,1,377,400,0,0,377,177400,377,0
71662242,6500,0,302,7504,50033,377,0,0,1,377,400,0,0,377,177400,377,0
71662243,6500,0,302,7504,50033,377,0,0,1,377,400,0,0,377,177400,377,0
71662244,6500,0,302,7504,50033,377,0,0,1,377,400,0,0,377,177400,377,0
71662245,172,377,302,7504,50033,1,0,0,1,50033,177400,172,0,1,177776,0,0
71662246,172,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662247,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662248,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662249,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662250,0,377,302,7504,0,1,3074,0,1,50033,177400,172,3,1,177776,0,0
71662251,0,377,302,7504,0,1,3074,0,1,50033,177400,172,3,1,177776,0,0
71662252,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662253,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662254,0,377,302,7504,0,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662255,0,377,302,7504,300,1,0,300,1,50033,177400,172,3,1,177776,0,0
71662256,0,377,302,7504,300,1,0,300,1,50033,177400,172,3,1,177776,0,0
71662257,0,377,302,7504,300,1,0,300,1,50033,177400,172,3,1,177776,0,0
71662258,0,377,302,7504,300,1,0,300,1,50033,177400,172,3,1,177776,0,0
71662259,0,377,302,7504,300,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662260,0,377,302,7504,300,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662261,0,377,302,7504,300,1,0,0,1,50033,177400,172,3,1,177776,0,0
71662262,0,377,302,7504,300,300,0,0,1,300,400,0,3,300,177477,300,0
71662263,0,377,302,7504,0,300,0,0,1,300,400,0,4,300,177477,300,0
71662264,2001,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662265,17042,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662266,17042,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662267,0,377,302,7504,0,300,3042,0,1,300,400,0,0,300,177477,300,0
71662268,6000,377,302,7504,0,300,3042,0,1,300,400,0,0,300,177477,300,0
71662269,6000,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662270,6000,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662271,6000,377,302,7504,0,300,0,0,1,300,400,0,0,300,177477,300,0
71662272,7730,377,302,7504,173005,300,0,173005,1,300,400,0,0,300,177477,300,0
71662273,7730,377,302,7504,173005,300,0,173005,1,300,400,0,22,300,177477,300,0
71662274,7730,377,302,7504,173005,300,0,173005,1,300,400,0,22,300,177477,300,0
71662275,7730,377,302,7504,173005,300,0,173005,1,300,400,0,22,300,177477,300,0
71662276,7730,377,302,7504,173005,300,0,0,1,300,400,0,22,300,177477,300,0
71662277,7730,377,302,7504,173005,300,0,0,1,300,400,0,22,300,177477,300,0
71662278,7730,377,302,7504,173005,300,0,0,1,300,400,0,22,300,177477,300,0
71662279,0,377,300,7504,173005,5,0,0,1,173005,140000,60000,22,305,177772,5,300
71662280,0,377,300,7504,0,5,0,0,1,173005,140000,60000,4,305,177772,5,300
71662281,2001,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662282,17043,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662283,17043,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662284,0,377,300,7504,0,5,3043,0,1,173005,140000,60000,0,305,177772,5,300
71662285,6000,377,300,7504,0,5,3043,0,1,173005,140000,60000,0,305,177772,5,300
71662286,6000,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662287,6000,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662288,6000,377,300,7504,0,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662289,7504,377,300,7504,150415,5,0,150415,1,173005,140000,60000,0,305,177772,5,300
71662290,7504,377,300,7504,150415,5,0,150415,1,173005,140000,60000,0,305,177772,5,300
71662291,7504,377,300,7504,150415,5,0,150415,1,173005,140000,60000,0,305,177772,5,300
71662292,7504,377,300,7504,150415,5,0,150415,1,173005,140000,60000,0,305,177772,5,300
71662293,7504,377,300,7504,150415,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662294,7504,377,300,7504,150415,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662295,7504,377,300,7504,150415,5,0,0,1,173005,140000,60000,0,305,177772,5,300
71662296,657,377,305,7504,150415,1,0,0,1,150415,2400,657,0,1,177776,0,0
# MARK badout tick=71662296
71662297,657,377,305,7504,1,1,0,0,1,150415,2400,657,0,1,177776,0,0
71662298,326,377,305,7504,1,1,0,0,1,150415,2400,657,0,1,177776,0,0
71662299,326,377,305,7504,1,1,0,0,1,1,400,326,0,1,177776,0,0
71662300,326,377,305,7504,1,1,0,0,1,1,400,326,0,1,177776,0,0
71662301,327,377,305,7504,1,1,0,0,1,1,400,326,0,1,177776,0,0
71662302,327,377,305,7504,1,1,0,0,1,1,400,64,0,1,177776,0,0
71662303,330,377,305,7504,1,1,0,0,1,1,400,64,0,1,177776,0,0
71662304,660,377,305,7504,1,1,0,0,1,1,400,64,0,1,177776,0,0
71662305,660,377,305,7504,1,1,0,0,1,1,400,217,0,1,177776,0,0
71662306,660,377,305,7504,1,1,0,0,1,1,400,217,6,1,177776,0,0
71662307,3655,377,305,7504,1,1,0,0,1,1,400,217,6,1,177776,0,0
71662308,3655,377,305,7504,110244,110244,0,0,1,1,400,3640,6,110244,67533,110244,0
71662309,3655,377,305,7504,110244,110244,0,0,1,1,400,3640,0,110244,67533,110244,0
71662310,474,377,305,7504,110244,110244,0,0,1,1,400,3640,0,110244,67533,110244,0
71662311,474,377,305,7504,110244,110244,0,0,110244,1,122220,474,0,110244,67533,0,0
71662312,474,377,305,7504,110244,110244,0,0,110244,1,122220,474,0,110244,67533,0,0
71662313,475,377,305,7504,110244,110244,0,0,110244,1,122220,474,0,110244,67533,0,0
71662314,475,377,305,7504,305,305,0,0,110244,1,122220,60000,0,305,177472,0,305
71662315,476,377,305,7504,305,305,0,0,110244,1,122220,60000,0,305,177472,0,305
71662316,501,377,305,7504,305,305,0,0,110244,1,122220,60000,0,305,177472,0,305
71667667,0,177777,116400,15,140000,140000,0,0,20000,3,40,140000,0,0,37777,140000,20000
71667668,0,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667669,0,177777,116400,15,0,0,0,0,20000,3,300,0,4,0,177777,0,0
71667670,2001,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667671,16522,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667672,16522,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667673,0,177777,116400,15,0,0,2522,0,20000,3,300,0,0,0,177777,0,0
71667674,6000,177777,116400,15,0,0,2522,0,20000,3,300,0,0,0,177777,0,0
71667675,6000,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667676,6000,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667677,6000,177777,116400,15,0,0,0,0,20000,3,300,0,0,0,177777,0,0
71667678,7461,177777,116400,15,146142,0,0,146142,20000,3,300,0,0,0,177777,0,0
71667679,7461,177777,116400,15,146142,0,0,146142,20000,3,300,0,0,0,177777,0,0
71667680,7461,177777,116400,15,146142,0,0,146142,20000,3,300,0,0,0,177777,0,0
71667681,7461,177777,116400,15,146142,0,0,146142,20000,3,300,0,0,0,177777,0,0
71667682,7461,177777,116400,15,146142,0,0,0,20000,3,300,0,0,0,177777,0,0
71667683,7461,177777,116400,15,146142,0,0,0,20000,3,300,0,0,0,177777,0,0
71667684,7461,177777,116400,15,146142,0,0,0,20000,3,300,0,0,0,177777,0,0
71667685,145,177777,116400,15,146142,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667686,145,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667687,0,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667688,16523,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667689,16523,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667690,0,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667691,0,177777,116400,15,0,2454,0,0,20000,146142,0,145,0,2454,175323,0,2454
71667692,0,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667693,0,177777,116400,15,0,0,0,0,20000,0,26005,0,4,0,177777,0,0
71667694,2001,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667695,16454,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667696,16454,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667697,0,177777,116400,15,0,0,2454,0,20000,0,26005,0,0,0,177777,0,0
71667698,6000,177777,116400,15,0,0,2454,0,20000,0,26005,0,0,0,177777,0,0
71667699,6000,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667700,6000,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667701,6000,177777,116400,15,0,0,0,0,20000,0,26005,0,0,0,177777,0,0
71667702,7304,177777,116400,15,130403,0,0,130403,20000,0,26005,0,0,0,177777,0,0
71667703,7304,177777,116400,15,130403,0,0,130403,20000,0,26005,0,34,0,177777,0,0
71667704,7304,177777,116400,15,130403,0,0,130403,20000,0,26005,0,34,0,177777,0,0
71667705,7304,177777,116400,15,130403,0,0,130403,20000,0,26005,0,34,0,177777,0,0
71667706,7304,177777,116400,15,130403,0,0,0,20000,0,26005,0,34,0,177777,0,0
71667707,7304,177777,116400,15,130403,0,0,0,20000,0,26005,0,34,0,177777,0,0
71667708,7304,177777,116400,15,130403,0,0,0,20000,0,26005,0,34,0,177777,0,0
71667709,214,177777,116400,15,130403,0,0,0,20000,130403,0,50214,34,177777,177777,0,177777
71667710,214,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667711,0,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667712,16457,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667713,16457,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667714,0,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667715,0,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667716,0,177777,116400,15,0,0,2457,0,20000,130403,0,50214,0,177777,177777,0,177777
71667717,6000,177777,116400,15,0,0,2457,0,20000,130403,0,50214,0,177777,177777,0,177777
71667718,6000,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667719,6000,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667720,6000,177777,116400,15,0,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667721,6510,177777,116400,15,51012,0,0,51012,20000,130403,0,50214,0,177777,177777,0,177777
71667722,6510,177777,116400,15,51012,0,0,51012,20000,130403,0,50214,0,177777,177777,0,177777
71667723,6510,177777,116400,15,51012,0,0,51012,20000,130403,0,50214,0,177777,177777,0,177777
71667724,6510,177777,116400,15,51012,0,0,51012,20000,130403,0,50214,0,177777,177777,0,177777
71667725,6510,177777,116400,15,51012,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667726,6510,177777,116400,15,51012,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667727,6510,177777,116400,15,51012,0,0,0,20000,130403,0,50214,0,177777,177777,0,177777
71667728,117,177777,116400,15,51012,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667729,117,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667730,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667731,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667732,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667733,172,177777,116400,15,0,20000,2471,0,20000,51012,0,117,0,20000,157777,0,0
71667734,172,177777,116400,15,0,20000,2471,0,20000,51012,0,117,0,20000,157777,0,0
71667735,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667736,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667737,172,177777,116400,15,0,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667738,172,177777,116400,15,65567,20000,0,65567,20000,51012,0,117,0,20000,157777,0,0
71667739,172,177777,116400,15,65567,20000,0,65567,20000,51012,0,117,0,20000,157777,0,0
71667740,172,177777,116400,15,65567,20000,0,65567,20000,51012,0,117,0,20000,157777,0,0
71667741,172,177777,116400,15,65567,20000,0,65567,20000,51012,0,117,0,20000,157777,0,0
71667742,172,177777,116400,15,65567,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667743,172,177777,116400,15,65567,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667744,172,177777,116400,15,65567,20000,0,0,20000,51012,0,117,0,20000,157777,0,0
71667745,172,177777,116400,15,65567,20000,0,0,20000,65567,40,172,0,20000,157777,0,0
71667746,172,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667747,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667748,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667749,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667750,0,177777,116400,15,0,20000,65567,0,20000,65567,40,172,3,20000,157777,0,0
71667751,0,177777,116400,15,0,20000,65567,0,20000,65567,40,172,3,20000,157777,0,0
71667752,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667753,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667754,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667755,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667756,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667757,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667758,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667759,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667760,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667761,0,177777,116400,15,0,20000,0,0,20000,65567,40,172,3,20000,157777,0,0
71667762,0,177777,116400,15,0,0,0,0,20000,0,40,0,3,0,177777,0,0
71667763,0,177777,116400,15,0,0,0,0,20000,0,40,0,4,0,177777,0,0
71667764,2001,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667765,16460,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667766,16460,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667767,0,177777,116400,15,0,0,2460,0,20000,0,40,0,0,0,177777,0,0
71667768,6000,177777,116400,15,0,0,2460,0,20000,0,40,0,0,0,177777,0,0
71667769,6000,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667770,6000,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667771,6000,177777,116400,15,0,0,0,0,20000,0,40,0,0,0,177777,0,0
71667772,6103,177777,116400,15,10352,0,0,10352,20000,0,40,0,0,0,177777,0,0
71667773,6103,177777,116400,15,10352,0,0,10352,20000,0,40,0,0,0,177777,0,0
71667774,6103,177777,116400,15,10352,0,0,10352,20000,0,40,0,0,0,177777,0,0
71667775,6103,177777,116400,15,10352,0,0,10352,20000,0,40,0,0,0,177777,0,0
71667776,6103,177777,116400,15,10352,0,0,0,20000,0,40,0,0,0,177777,0,0
71667777,6103,177777,116400,15,10352,0,0,0,20000,0,40,0,0,0,177777,0,0
71667778,6103,177777,116400,15,10352,0,0,0,20000,0,40,0,0,0,177777,0,0
71667779,145,177777,0,15,10352,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667780,145,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667781,0,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667782,0,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667783,0,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667784,0,177777,0,15,0,0,2432,0,20000,10352,0,60145,0,0,177777,0,0
71667785,0,177777,0,15,0,0,2432,0,20000,10352,0,60145,0,0,177777,0,0
71667786,0,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667787,0,177777,0,15,0,0,0,0,20000,10352,0,60145,0,0,177777,0,0
71667788,0,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667789,0,177777,0,15,0,0,0,0,20000,0,0,0,4,0,177777,0,0
71667790,2001,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667791,16461,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667792,16461,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667793,0,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667794,0,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667795,0,177777,0,15,0,0,2461,0,20000,0,0,0,0,0,177777,0,0
71667796,6000,177777,0,15,0,0,2461,0,20000,0,0,0,0,0,177777,0,0
71667797,6000,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667798,6000,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667799,6000,177777,0,15,0,0,0,0,20000,0,0,0,0,0,177777,0,0
71667800,7420,177777,0,15,142006,0,0,142006,20000,0,0,0,0,0,177777,0,0
71667801,7420,177777,0,15,142006,0,0,142006,20000,0,0,0,0,0,177777,0,0
71667802,7420,177777,0,15,142006,0,0,142006,20000,0,0,0,0,0,177777,0,0
71667803,7420,177777,0,15,142006,0,0,142006,20000,0,0,0,0,0,177777,0,0
71667804,7420,177777,0,15,142006,0,0,0,20000,0,0,0,0,0,177777,0,0
71667805,7420,177777,0,15,142006,0,0,0,20000,0,0,0,0,0,177777,0,0
71667806,7420,177777,0,15,142006,0,0,0,20000,0,0,0,0,0,177777,0,0
71667807,215,177777,0,15,142006,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667808,215,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667809,0,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667810,16462,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667811,16462,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667812,0,177777,0,15,0,0,2462,0,20000,142006,0,215,0,0,177777,0,0
71667813,6000,177777,0,15,0,0,2462,0,20000,142006,0,215,0,0,177777,0,0
71667814,6000,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667815,6000,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667816,6000,177777,0,15,0,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667817,7250,177777,0,15,125010,0,0,125010,20000,142006,0,215,0,0,177777,0,0
71667818,7250,177777,0,15,125010,0,0,125010,20000,142006,0,215,0,0,177777,0,0
71667819,7250,177777,0,15,125010,0,0,125010,20000,142006,0,215,0,0,177777,0,0
71667820,7250,177777,0,15,125010,0,0,125010,20000,142006,0,215,0,0,177777,0,0
71667821,7250,177777,0,15,125010,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667822,7250,177777,0,15,125010,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667823,7250,177777,0,15,125010,0,0,0,20000,142006,0,215,0,0,177777,0,0
71667824,143,177777,0,15,125010,20000,0,0,20000,125010,0,143,0,20000,157777,0,0
71667825,143,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667826,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667827,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667828,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667829,0,177777,0,15,0,20000,2472,0,20000,125010,0,143,34,20000,157777,0,0
71667830,0,177777,0,15,0,20000,2472,0,20000,125010,0,143,34,20000,157777,0,0
71667831,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667832,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667833,0,177777,0,15,0,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667834,0,177777,0,15,2406,20000,0,2406,20000,125010,0,143,34,20000,157777,0,0
71667835,0,177777,0,15,2406,20000,0,2406,20000,125010,0,143,34,20000,157777,0,0
71667836,0,177777,0,15,2406,20000,0,2406,20000,125010,0,143,34,20000,157777,0,0
71667837,0,177777,0,15,2406,20000,0,2406,20000,125010,0,143,34,20000,157777,0,0
71667838,0,177777,0,15,2406,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667839,0,177777,0,15,2406,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667840,0,177777,0,15,2406,20000,0,0,20000,125010,0,143,34,20000,157777,0,0
71667841,0,177777,0,15,2406,0,0,0,20000,2406,40,0,34,20000,177777,0,0
71667842,0,177777,0,15,0,0,0,0,20000,2406,40,0,4,20000,177777,0,0
71667843,2001,177777,0,15,0,0,0,0,20000,2406,40,0,0,20000,177777,0,0
71667844,16406,177777,0,15,0,0,0,0,20000,2406,40,0,0,20000,177777,0,0
71667845,16406,177777,0,15,0,0,0,0,20000,2406,40,0,0,20000,177777,0,0
71667846,0,177777,0,15,0,0,2406,0,20000,2406,40,0,0,20000,177777,0,0
71667847,6000,177777,0,15,0,0,2406,0,20000,2406,40,0,0,20000,177777,0,0
71667848,6000,177777,0,15,0,0,0,0,20000,2406,40,0,0,20000,177777,0,0
