tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_DATA,RAM_IDX,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN
53588115,2001,0,116,3222,3225,7716,0,0,14006,42516,63206,61431,0,0,42516,177777,0,0,0,400400
53588116,17206,0,116,3222,3225,7716,0,0,14006,42516,63206,61431,0,0,42516,177777,0,0,0,400400
53588117,17206,0,116,3222,3225,7716,0,0,14006,42516,63206,61431,0,0,42516,177777,0,0,0,400400
53588118,0,0,116,3222,3225,7716,0,0,14006,42516,63206,61431,0,0,42516,177777,0,0,0,400000
53588119,6000,0,116,3222,3225,7716,0,0,14006,42516,63206,61431,0,0,42516,177777,0,0,0,400000
53588120,6000,0,116,3222,3225,7716,0,0,14031,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588121,6000,0,116,3222,3225,7716,0,0,62031,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588122,6000,0,116,3222,3225,7716,0,0,63206,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588123,6546,0,116,3222,3225,7716,54601,54601,63206,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588124,6546,0,116,3222,3225,7716,54601,54601,63206,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588125,6546,0,116,3222,3225,7716,54601,54601,63206,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588126,6546,0,116,3222,3225,7716,54601,54601,62000,42516,63206,61431,0,0,42516,177777,0,0,1,0
53588127,6546,0,116,3222,3225,7716,54601,0,62031,42516,63206,61431,0,0,42516,177777,0,0,1,400400
53588128,6546,0,116,3222,3225,7716,54601,0,62031,42516,63206,61431,0,0,42516,177777,0,0,1,400400
53588129,6546,0,116,3222,3225,7716,54601,0,62031,42516,63206,61431,0,0,42516,177777,0,0,0,400400
53588130,174,0,116,3222,3225,7716,54601,0,62031,42516,54601,0,174,0,42516,135261,0,0,0,400400
53588131,174,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400400
53588132,0,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400400
53588133,0,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400400
53588134,0,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400400
53588135,0,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400000
53588136,0,0,116,3222,3225,7716,0,0,62031,42516,54601,0,174,3,42516,135261,0,0,0,400000
53588137,0,0,116,3222,3225,7716,0,0,62003,42516,54601,0,174,3,42516,135261,0,0,1,0
53588138,0,0,116,3222,3225,7716,0,0,6003,42516,54601,0,174,3,42516,135261,0,0,1,0
53588139,0,0,116,3222,3225,7716,0,0,7517,42516,54601,0,174,3,42516,135261,0,0,1,0
53588140,0,0,116,3222,3225,7716,7664,7664,7517,42516,54601,0,174,3,42516,135261,0,0,1,0
53588141,0,0,116,3222,3225,7716,7664,7664,7517,42516,54601,0,174,3,42516,135261,0,0,1,0
53588142,0,0,116,3222,3225,7716,7664,7664,7517,42516,54601,0,174,3,42516,135261,0,0,1,0
53588143,0,0,116,3222,3225,7716,7664,7664,6000,42516,54601,0,174,3,42516,135261,0,0,1,0
53588144,0,0,116,3222,3225,7716,7664,0,6003,42516,54601,0,174,3,42516,135261,0,0,1,400400
53588145,0,0,116,3222,3225,7716,7664,0,6003,42516,54601,0,174,3,42516,135261,0,0,1,400400
53588146,0,0,116,3222,3225,7716,7664,0,6003,42516,54601,0,174,3,42516,135261,0,0,0,400400
53588147,0,0,116,3222,3225,7716,7664,0,6003,42516,7664,47105,0,3,7664,170113,7664,0,0,400400
53588148,0,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,4,7664,170113,7664,0,0,400400
53588149,2001,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588150,17207,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588151,17207,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588152,0,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588153,6000,0,116,3222,3225,7716,0,0,6003,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588154,6000,0,116,3222,3225,7716,0,0,6031,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588155,6000,0,116,3222,3225,7716,0,0,62031,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588156,6000,0,116,3222,3225,7716,0,0,63207,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588157,7440,0,116,3222,3225,7716,144037,144037,63207,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588158,7440,0,116,3222,3225,7716,144037,144037,63207,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588159,7440,0,116,3222,3225,7716,144037,144037,63207,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588160,7440,0,116,3222,3225,7716,144037,144037,62000,42516,7664,47105,0,0,7664,170113,7664,0,1,0
53588161,7440,0,116,3222,3225,7716,144037,0,62031,42516,7664,47105,0,0,7664,170113,7664,0,1,400400
53588162,7440,0,116,3222,3225,7716,144037,0,62031,42516,7664,47105,0,0,7664,170113,7664,0,1,400400
53588163,7440,0,116,3222,3225,7716,144037,0,62031,42516,7664,47105,0,0,7664,170113,7664,0,0,400400
53588164,222,0,116,7664,3225,7716,147677,0,62031,42516,144037,132017,222,0,7664,170113,0,0,0,400400
53588165,222,0,116,7664,3225,7716,7664,0,62031,42516,144037,132017,222,0,7664,170113,0,0,0,400400
53588166,223,0,116,7664,3225,7716,7664,0,62031,42516,144037,132017,222,0,7664,170113,0,0,0,400400
53588167,223,0,116,7664,3225,7716,7716,0,62031,7664,7664,132017,223,0,7716,170061,0,7716,0,400400
53588168,223,0,116,7664,3225,7716,7716,0,62031,7664,7664,132017,223,0,7716,170061,0,7716,0,400400
53588169,145,0,116,7664,3225,7716,7716,0,62031,7664,7664,132017,223,0,7716,170061,0,7716,0,400400
53588170,145,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588171,145,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588172,0,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588173,17210,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588174,17210,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588175,0,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588176,6000,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588177,6000,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588178,6000,0,116,7716,3225,7716,0,0,62031,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588179,6000,0,116,7716,3225,7716,0,0,63210,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588180,6562,0,116,7716,3225,7716,56200,56200,63210,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588181,6562,0,116,7716,3225,7716,56200,56200,63210,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588182,6562,0,116,7716,3225,7716,56200,56200,63210,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588183,6562,0,116,7716,3225,7716,56200,56200,62000,7664,7664,147017,145,0,7664,170113,0,0,1,0
53588184,6562,0,116,7716,3225,7716,56200,0,62031,7664,7664,147017,145,0,7664,170113,0,0,1,400400
53588185,6562,0,116,7716,3225,7716,56200,0,62031,7664,7664,147017,145,0,7664,170113,0,0,1,400400
53588186,6562,0,116,7716,3225,7716,56200,0,62031,7664,7664,147017,145,0,7664,170113,0,0,0,400400
53588187,174,0,116,7716,3225,7664,56200,0,62031,7664,7664,132017,174,0,7664,170113,0,0,0,400400
53588188,174,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588189,0,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588190,0,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588191,0,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588192,0,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588193,0,0,116,7716,3225,7664,0,0,62031,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588194,0,0,116,7716,3225,7664,0,0,62003,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588195,0,0,116,7716,3225,7664,0,0,6003,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588196,0,0,116,7716,3225,7664,0,0,7516,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588197,0,0,116,7716,3225,7664,23571,23571,7516,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588198,0,0,116,7716,3225,7664,23571,23571,7516,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588199,0,0,116,7716,3225,7664,23571,23571,7516,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588200,0,0,116,7716,3225,7664,23571,23571,6000,7664,7664,132017,174,3,7664,170113,0,0,1,0
53588201,0,0,116,7716,3225,7664,23571,0,6003,7664,7664,132017,174,3,7664,170113,0,0,1,400400
53588202,0,0,116,7716,3225,7664,23571,0,6003,7664,7664,132017,174,3,7664,170113,0,0,1,400400
53588203,0,0,116,7716,3225,7664,23571,0,6003,7664,7664,132017,174,3,7664,170113,0,0,0,400400
53588204,0,0,116,7716,3225,7664,23571,0,6003,7664,23571,132017,0,3,23571,154206,23571,0,0,400400
53588205,0,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,4,23571,154206,23571,0,0,400400
53588206,2001,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,0,23571,154206,23571,0,0,400400
53588207,17211,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,0,23571,154206,23571,0,0,400400
53588208,17211,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,0,23571,154206,23571,0,0,400400
53588209,0,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,0,23571,154206,23571,0,0,400000
53588210,6000,0,116,7716,3225,7664,0,0,6003,7664,23571,132017,0,0,23571,154206,23571,0,0,400000
53588211,6000,0,116,7716,3225,7664,0,0,6031,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588212,6000,0,116,7716,3225,7664,0,0,62031,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588213,6000,0,116,7716,3225,7664,0,0,63211,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588214,7461,0,116,7716,3225,7664,146172,146172,63211,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588215,7461,0,116,7716,3225,7664,146172,146172,63211,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588216,7461,0,116,7716,3225,7664,146172,146172,63211,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588217,7461,0,116,7716,3225,7664,146172,146172,62000,7664,23571,132017,0,0,23571,154206,23571,0,1,0
53588218,7461,0,116,7716,3225,7664,146172,0,62031,7664,23571,132017,0,0,23571,154206,23571,0,1,400400
53588219,7461,0,116,7716,3225,7664,146172,0,62031,7664,23571,132017,0,0,23571,154206,23571,0,1,400400
53588220,7461,0,116,7716,3225,7664,146172,0,62031,7664,23571,132017,0,0,23571,154206,23571,0,0,400400
53588221,145,0,116,23571,3225,7664,146172,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588222,145,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588223,0,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588224,17212,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588225,17212,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588226,0,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588227,0,0,116,23571,3225,7664,0,0,62031,7664,146172,74447,145,0,23571,154206,0,23571,0,400400
53588228,0,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400400
53588229,0,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,4,0,177777,0,0,0,400400
53588230,2001,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400400
53588231,17571,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400400
53588232,17571,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400400
53588233,0,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400000
53588234,6000,0,116,23571,3225,7664,0,0,62031,7664,0,74447,0,0,0,177777,0,0,0,400000
53588235,6000,0,116,23571,3225,7664,0,0,62011,7664,0,74447,0,0,0,177777,0,0,1,0
53588236,6000,0,116,23571,3225,7664,0,0,22011,7664,0,74447,0,0,0,177777,0,0,1,0
53588237,6000,0,116,23571,3225,7664,0,0,23571,7664,0,74447,0,0,0,177777,0,0,1,0
53588238,6046,0,116,23571,3225,7664,4626,4626,23571,7664,0,74447,0,0,0,177777,0,0,1,0
53588239,6046,0,116,23571,3225,7664,4626,4626,23571,7664,0,74447,0,0,0,177777,0,0,1,0
53588240,6046,0,116,23571,3225,7664,4626,4626,23571,7664,0,74447,0,0,0,177777,0,0,1,0
53588241,6046,0,116,23571,3225,7664,4626,4626,22000,7664,0,74447,0,0,0,177777,0,0,1,0
53588242,6046,0,116,23571,3225,7664,4626,0,22011,7664,0,74447,0,0,0,177777,0,0,1,400400
53588243,6046,0,116,23571,3225,7664,4626,0,22011,7664,0,74447,0,0,0,177777,0,0,1,400400
53588244,6046,0,116,23571,3225,7664,4626,0,22011,7664,0,74447,0,0,0,177777,0,0,0,400400
53588245,145,0,116,23571,3225,7664,4626,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588246,145,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588247,0,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588248,0,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588249,0,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588250,0,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,417112
53588251,0,0,116,23571,3225,7664,0,0,22011,7664,4626,0,50145,0,0,177777,0,0,0,417112
53588252,0,0,116,23571,3225,7664,0,0,22003,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588253,0,0,116,23571,3225,7664,0,0,6003,7664,4626,0,50145,0,0,177777,0,0,0,400400
53588254,0,0,116,23571,3225,7664,0,0,7512,7664,0,0,0,0,0,177777,0,0,0,400400
53588255,0,0,116,23571,3225,7664,0,0,7512,7664,0,0,0,4,0,177777,0,0,0,400400
53588256,2001,0,116,23571,3225,7664,0,0,7512,7664,0,0,0,0,0,177777,0,0,0,400400
53588257,17572,0,116,23571,3225,7664,0,0,7512,7664,0,0,0,0,0,177777,0,0,0,400400
53588258,17572,0,116,23571,3225,7664,0,0,6000,7664,0,0,0,0,0,177777,0,0,0,400400
53588259,0,0,116,23571,3225,7664,0,0,6003,7664,0,0,0,0,0,177777,0,0,0,400400
53588260,0,0,116,23571,3225,7664,0,0,6003,7664,0,0,0,0,0,177777,0,0,0,400400
53588261,0,0,116,23571,3225,7664,0,0,6003,7664,0,0,0,0,0,177777,0,0,0,400000
53588262,6000,0,116,23571,3225,7664,0,0,6003,7664,0,0,0,0,0,177777,0,0,0,400000
53588263,6000,0,116,23571,3225,7664,0,0,6011,7664,0,0,0,0,0,177777,0,0,1,0
53588264,6000,0,116,23571,3225,7664,0,0,22011,7664,0,0,0,0,0,177777,0,0,1,0
53588265,6000,0,116,23571,3225,7664,0,0,23572,7664,0,0,0,0,0,177777,0,0,1,0
53588266,6446,0,116,23571,3225,7664,44646,44646,23572,7664,0,0,0,0,0,177777,0,0,1,0
53588267,6446,0,116,23571,3225,7664,44646,44646,23572,7664,0,0,0,0,0,177777,0,0,1,0
53588268,6446,0,116,23571,3225,7664,44646,44646,23572,7664,0,0,0,0,0,177777,0,0,1,0
53588269,6446,0,116,23571,3225,7664,44646,44646,22000,7664,0,0,0,0,0,177777,0,0,1,0
53588270,6446,0,116,23571,3225,7664,44646,0,22011,7664,0,0,0,0,0,177777,0,0,1,400400
53588271,6446,0,116,23571,3225,7664,44646,0,22011,7664,0,0,0,0,0,177777,0,0,1,400400
53588272,6446,0,116,23571,3225,7664,44646,0,22011,7664,0,0,0,0,0,177777,0,0,0,400400
53588273,170,0,116,23571,3225,7664,44646,0,22011,7664,44646,0,170,0,7664,170113,0,0,0,400400
53588274,170,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588275,0,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588276,0,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588277,0,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588278,0,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588279,0,0,116,23571,3225,7664,0,0,22011,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588280,0,0,116,23571,3225,7664,0,0,22003,7664,44646,0,170,3,7664,170113,0,0,1,0
53588281,0,0,116,23571,3225,7664,0,0,6003,7664,44646,0,170,3,7664,170113,0,0,1,0
53588282,0,0,116,23571,3225,7664,0,0,7532,7664,44646,0,170,3,7664,170113,0,0,1,0
53588283,0,0,116,23571,3225,7664,5,5,7532,7664,44646,0,170,3,7664,170113,0,0,1,0
53588284,0,0,116,23571,3225,7664,5,5,7532,7664,44646,0,170,3,7664,170113,0,0,1,0
53588285,0,0,116,23571,3225,7664,5,5,7532,7664,44646,0,170,3,7664,170113,0,0,1,0
53588286,0,0,116,23571,3225,7664,5,5,6000,7664,44646,0,170,3,7664,170113,0,0,1,0
53588287,0,0,116,23571,3225,7664,5,0,6003,7664,44646,0,170,3,7664,170113,0,0,1,400400
53588288,0,0,116,23571,3225,7664,5,0,6003,7664,44646,0,170,3,7664,170113,0,0,1,400400
53588289,0,0,116,23571,3225,7664,5,0,6003,7664,44646,0,170,3,7664,170113,0,0,0,400400
53588290,0,0,116,23571,3225,7664,5,0,6003,7664,5,132017,0,3,5,177772,5,0,0,400400
53588291,0,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,4,5,177772,5,0,0,400400
53588292,2001,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,0,5,177772,5,0,0,400400
53588293,17573,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,0,5,177772,5,0,0,400400
53588294,17573,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,0,5,177772,5,0,0,400400
53588295,0,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,0,5,177772,5,0,0,400400
53588296,6000,0,116,23571,3225,7664,0,0,6003,7664,5,132017,0,0,5,177772,5,0,0,400400
53588297,6000,0,116,23571,3225,7664,0,0,6011,7664,5,132017,0,0,5,177772,5,0,1,0
53588298,6000,0,116,23571,3225,7664,0,0,22011,7664,5,132017,0,0,5,177772,5,0,1,0
53588299,6000,0,116,23571,3225,7664,0,0,23573,7664,5,132017,0,0,5,177772,5,0,1,0
53588300,6046,0,116,23571,3225,7664,4621,4621,23573,7664,5,132017,0,0,5,177772,5,0,1,0
53588301,6046,0,116,23571,3225,7664,4621,4621,23573,7664,5,132017,0,0,5,177772,5,0,1,0
53588302,6046,0,116,23571,3225,7664,4621,4621,23573,7664,5,132017,0,0,5,177772,5,0,1,0
53588303,6046,0,116,23571,3225,7664,4621,4621,22000,7664,5,132017,0,0,5,177772,5,0,1,0
53588304,6046,0,116,23571,3225,7664,4621,0,22011,7664,5,132017,0,0,5,177772,5,0,1,400400
53588305,6046,0,116,23571,3225,7664,4621,0,22011,7664,5,132017,0,0,5,177772,5,0,1,400400
53588306,6046,0,116,23571,3225,7664,4621,0,22011,7664,5,132017,0,0,5,177772,5,0,0,400400
53588307,145,5,116,23571,3225,7664,4625,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588308,145,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588309,0,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588310,0,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588311,0,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588312,0,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,417105
53588313,0,5,116,23571,3225,7664,5,0,22011,7664,4621,2400,50145,0,5,177772,0,5,0,417105
53588314,0,5,116,23571,3225,7664,5,0,22003,7664,4621,2400,50145,0,5,177772,0,5,0,400400
53588315,0,5,116,23571,3225,7664,5,0,6003,7664,4621,2400,50145,0,5,177772,0,5,0,400405
53588316,0,5,116,23571,3225,7664,0,0,7505,7664,5,2400,0,0,0,177777,0,0,0,400405
# MARK fill tick=53588316
53588317,0,5,116,23571,3225,7664,0,0,7505,7664,5,2400,0,4,0,177777,0,0,0,400405
53588318,2001,5,116,23571,3225,7664,0,0,7505,7664,5,2400,0,0,0,177777,0,0,0,400405
53588319,17574,5,116,23571,3225,7664,0,0,7505,7664,5,2400,0,0,0,177777,0,0,0,400405
53588320,17574,5,116,23571,3225,7664,0,0,6000,7664,5,2400,0,0,0,177777,0,0,0,400405
53588321,0,5,116,23571,3225,7664,0,0,6003,7664,5,2400,0,0,0,177777,0,0,0,400405
53588322,0,5,116,23571,3225,7664,0,0,6003,7664,5,2400,0,0,0,177777,0,0,0,400400
53588323,0,5,116,23571,3225,7664,0,0,6003,7664,5,2400,0,0,0,177777,0,0,0,400000
53588324,6000,5,116,23571,3225,7664,0,0,6003,7664,5,2400,0,0,0,177777,0,0,0,400000
53603041,6000,1540,1540,7054,33,7716,0,0,22031,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603042,6000,1540,1540,7054,33,7716,0,0,62031,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603043,6000,1540,1540,7054,33,7716,0,0,63206,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603044,6546,1540,1540,7054,33,7716,54601,54601,63206,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603045,6546,1540,1540,7054,33,7716,54601,54601,63206,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603046,6546,1540,1540,7054,33,7716,54601,54601,63206,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603047,6546,1540,1540,7054,33,7716,54601,54601,62000,77777,63206,165446,0,0,77777,177777,0,0,1,0
53603048,6546,1540,1540,7054,33,7716,54601,0,62031,77777,63206,165446,0,0,77777,177777,0,0,1,400400
53603049,6546,1540,1540,7054,33,7716,54601,0,62031,77777,63206,165446,0,0,77777,177777,0,0,1,400400
53603050,6546,1540,1540,7054,33,7716,54601,0,62031,77777,63206,165446,0,0,77777,177777,0,0,0,400400
53603051,174,1540,1540,7054,33,7716,54601,0,62031,77777,54601,0,174,0,77777,100000,0,0,0,400400
53603052,174,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400400
53603053,0,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400400
53603054,0,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400400
53603055,0,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400400
53603056,0,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400000
53603057,0,1540,1540,7054,33,7716,0,0,62031,77777,54601,0,174,3,77777,100000,0,0,0,400000
53603058,0,1540,1540,7054,33,7716,0,0,62003,77777,54601,0,174,3,77777,100000,0,0,1,0
53603059,0,1540,1540,7054,33,7716,0,0,6003,77777,54601,0,174,3,77777,100000,0,0,1,0
53603060,0,1540,1540,7054,33,7716,0,0,7517,77777,54601,0,174,3,77777,100000,0,0,1,0
53603061,0,1540,1540,7054,33,7716,7664,7664,7517,77777,54601,0,174,3,77777,100000,0,0,1,0
53603062,0,1540,1540,7054,33,7716,7664,7664,7517,77777,54601,0,174,3,77777,100000,0,0,1,0
53603063,0,1540,1540,7054,33,7716,7664,7664,7517,77777,54601,0,174,3,77777,100000,0,0,1,0
53603064,0,1540,1540,7054,33,7716,7664,7664,6000,77777,54601,0,174,3,77777,100000,0,0,1,0
53603065,0,1540,1540,7054,33,7716,7664,0,6003,77777,54601,0,174,3,77777,100000,0,0,1,400400
53603066,0,1540,1540,7054,33,7716,7664,0,6003,77777,54601,0,174,3,77777,100000,0,0,1,400400
53603067,0,1540,1540,7054,33,7716,7664,0,6003,77777,54601,0,174,3,77777,100000,0,0,0,400400
53603068,0,1540,1540,7054,33,7716,7664,0,6003,77777,7664,177577,0,3,7664,170113,7664,0,0,400400
53603069,0,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,4,7664,170113,7664,0,0,400400
53603070,2001,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,0,7664,170113,7664,0,0,400400
53603071,17207,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,0,7664,170113,7664,0,0,400400
53603072,17207,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,0,7664,170113,7664,0,0,400400
53603073,0,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,0,7664,170113,7664,0,0,400400
53603074,6000,1540,1540,7054,33,7716,0,0,6003,77777,7664,177577,0,0,7664,170113,7664,0,0,400400
53603075,6000,1540,1540,7054,33,7716,0,0,6031,77777,7664,177577,0,0,7664,170113,7664,0,1,0
53603076,6000,1540,1540,7054,33,7716,0,0,62031,77777,7664,177577,0,0,7664,170113,7664,0,1,0
53603077,6000,1540,1540,7054,33,7716,0,0,63207,77777,7664,177577,0,0,7664,170113,7664,0,1,0
53603078,7440,1540,1540,7054,33,7716,144037,144037,63207,77777,7664,177577,0,0,7664,170113,7664,0,1,0
