tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_DATA,RAM_IDX,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN
47317347,1103,177777,0,15,5127,1147,16,0,2001,0,151000,40,110350,10,177777,177761,16,15,0,400400
47317348,1104,177777,0,15,5127,1147,16,0,2001,0,151000,40,110350,0,177777,177761,16,15,0,400400
47317349,1104,177777,0,15,5127,1147,16,0,2001,0,151000,40,110350,0,177777,177761,16,15,0,400400
47317350,1104,177777,0,15,5127,1147,20000,0,2001,0,151000,7000,171122,0,0,177777,0,20001,0,400400
47317351,1105,177777,0,15,5127,1147,20000,0,2001,0,151000,7000,171122,10,0,177777,0,20001,0,400400
47317352,1105,177777,0,15,5127,1147,0,0,2001,0,151000,7000,171122,10,0,177777,0,20001,0,400400
47317353,1105,177777,0,15,5127,1147,12,0,2001,0,151000,0,110330,10,3,177765,12,15,0,400400
47317354,1106,177777,0,15,5127,1147,12,0,2001,0,151000,0,110330,0,3,177765,12,15,0,400400
47317355,1106,177777,0,15,5127,1147,12,0,2001,0,151000,0,110330,0,3,177765,12,15,0,400400
47317356,1106,177777,0,15,5127,1147,3,0,2001,3,151000,5000,1112,0,3,177774,0,0,0,400400
47317357,1107,177777,0,15,5127,1147,3,0,2001,3,151000,5000,1112,10,3,177774,0,0,0,400400
47317358,1107,177777,0,15,5127,1147,3,0,2001,3,151000,5000,1112,10,3,177774,0,0,0,400400
47317359,1107,177777,0,15,5127,1147,4,0,2001,3,151000,1400,330,10,177777,177773,4,0,0,400400
47317360,1110,177777,0,15,5127,1147,4,0,2001,3,151000,1400,330,1,177777,177773,4,0,0,400400
47317361,1111,177777,0,15,5127,1147,4,0,2001,3,151000,1400,330,1,177777,177773,4,0,0,400400
47317362,1111,177777,0,15,5127,1147,10,0,2001,3,151000,2000,1111,1,10,177767,10,1147,0,400400
47317363,1111,177777,0,15,5127,1147,10,0,2001,3,151000,2000,1111,0,10,177767,10,1147,0,400400
47317364,1112,177777,0,15,5127,1147,10,0,2001,3,151000,2000,1111,0,10,177767,10,1147,0,400400
47317365,1112,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317366,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317367,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317368,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317369,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317370,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317371,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317372,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,20000,0,10,177767,0,2407,0,400400
47317373,1113,177777,0,15,5127,1147,10,0,2001,10,151000,4000,0,0,10,177767,0,0,0,400400
47317374,1114,177777,0,15,5127,1147,10,0,2001,10,151000,4000,0,10,10,177767,0,0,0,400400
47317375,1114,177777,0,15,5127,1147,10,0,2001,10,151000,4000,0,10,10,177767,0,0,0,400400
47317376,1114,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,10,25,177767,10,15,0,400400
47317377,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317378,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317379,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317380,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317381,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317382,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317383,1115,177777,0,15,5127,1147,10,0,2001,10,151000,4000,110050,5,25,177767,10,15,0,400400
47317384,1115,177777,0,15,5127,1147,0,0,2001,10,151000,4000,170000,5,0,177777,0,20001,0,400400
47317385,1116,177777,0,15,5127,1147,0,0,2001,10,151000,4000,170000,6,0,177777,0,20001,0,400400
47317386,1116,177777,0,15,5127,1147,0,0,2001,10,151000,4000,170000,6,0,177777,0,20001,0,400400
47317387,1116,177777,0,15,5127,1147,116400,0,2001,0,151000,0,324,6,116400,61377,116400,0,0,400400
47317388,1076,177777,0,15,5127,1147,116400,0,2001,0,151000,0,324,5,116400,61377,116400,0,0,400400
47317389,1117,177777,0,15,5127,1147,116400,0,2001,0,151000,0,324,5,116400,61377,116400,0,0,400400
47317390,1117,177777,0,15,5127,1147,60001,0,2001,0,151000,235,170300,5,0,117776,60001,20001,0,400400
47317391,1120,177777,0,15,5127,1147,60001,0,2001,0,151000,235,170300,4,0,117776,60001,20001,0,400400
47317392,1120,177777,0,15,5127,1147,60001,0,2001,0,151000,235,170300,4,0,117776,60001,20001,0,400400
47317393,1120,177777,0,15,5127,1147,100013,0,2001,0,151000,540,100013,4,100013,77764,100013,110044,0,400400
47317394,1121,177777,0,15,5127,1147,100013,0,2001,0,151000,540,100013,0,100013,77764,100013,110044,0,400400
47317395,1120,177777,0,15,5127,1147,100013,0,2001,0,151000,540,100013,0,100013,77764,100013,110044,0,400400
47317396,1120,177777,0,15,5127,1147,0,0,2001,100013,151000,5600,0,0,0,177777,0,0,0,400400
47317397,1120,177777,0,15,5127,1147,0,0,2001,100013,151000,5600,0,0,0,177777,0,0,0,400400
47317398,1120,177777,0,15,5127,1147,0,0,2001,100013,151000,5600,0,0,0,177777,0,0,0,400400
47317399,1120,177777,0,15,5127,1147,1,0,2001,26,151000,0,0,0,1,177776,0,0,0,400400
47317400,1120,177777,0,15,5127,1147,1,0,2001,26,151000,0,0,0,1,177776,0,0,0,400400
47317401,1120,177777,0,15,5127,1147,1,0,2001,26,151000,0,0,0,1,177776,0,0,0,400400
47317402,1120,177777,0,15,5127,1147,2,0,2001,54,151000,400,0,0,2,177775,0,0,0,400400
47317403,1120,177777,0,15,5127,1147,2,0,2001,54,151000,400,0,0,2,177775,0,0,0,400400
47317404,1120,177777,0,15,5127,1147,2,0,2001,54,151000,400,0,0,2,177775,0,0,0,400400
47317405,1120,177777,0,15,5127,1147,4,0,2001,130,151000,1000,0,0,4,177773,0,0,0,400400
47317406,1120,177777,0,15,5127,1147,4,0,2001,130,151000,1000,0,0,4,177773,0,0,0,400400
47317407,1120,177777,0,15,5127,1147,4,0,2001,130,151000,1000,0,0,4,177773,0,0,0,400400
47317408,1120,177777,0,15,5127,1147,10,0,2001,260,151000,2000,0,0,10,177767,0,0,0,400400
47317409,1120,177777,0,15,5127,1147,10,0,2001,260,151000,2000,0,0,10,177767,0,0,0,400400
47317410,1120,177777,0,15,5127,1147,10,0,2001,260,151000,2000,0,0,10,177767,0,0,0,400400
47317411,1120,177777,0,15,5127,1147,20,0,2001,540,151000,4000,0,0,20,177757,0,0,0,400400
47317412,1120,177777,0,15,5127,1147,20,0,2001,540,151000,4000,0,0,20,177757,0,0,0,400400
47317413,1120,177777,0,15,5127,1147,20,0,2001,540,151000,4000,0,0,20,177757,0,0,0,400400
47317414,1120,177777,0,15,5127,1147,40,0,2001,1300,151000,10000,0,0,40,177737,0,0,0,400400
47317415,1120,177777,0,15,5127,1147,40,0,2001,1300,151000,10000,0,0,40,177737,0,0,0,400400
47317416,1120,177777,0,15,5127,1147,40,0,2001,1300,151000,10000,0,0,40,177737,0,0,0,400400
47317417,1120,177777,0,15,5127,1147,100,0,2001,2600,151000,20000,0,0,100,177677,0,0,0,400400
47317418,1120,177777,0,15,5127,1147,100,0,2001,2600,151000,20000,0,0,100,177677,0,0,0,400400
47317419,1120,177777,0,15,5127,1147,100,0,2001,2600,151000,20000,0,0,100,177677,0,0,0,400400
47317420,1120,177777,0,15,5127,1147,200,0,2001,5400,151000,40000,0,0,200,177577,0,0,0,400400
47317421,1120,177777,0,15,5127,1147,200,0,2001,5400,151000,40000,0,0,200,177577,0,0,0,400400
47317422,1120,177777,0,15,5127,1147,200,0,2001,5400,151000,40000,0,0,200,177577,0,0,0,400400
47317423,1120,177777,0,15,5127,1147,400,0,2001,13000,151000,100000,0,0,400,177377,0,0,0,400400
47317424,1120,177777,0,15,5127,1147,400,0,2001,13000,151000,100000,0,0,400,177377,0,0,0,400400
47317425,1120,177777,0,15,5127,1147,400,0,2001,13000,151000,100000,0,0,400,177377,0,0,0,400400
47317426,1120,177777,0,15,5127,1147,1000,0,2001,26000,151000,1,0,0,1000,176777,0,0,0,400400
47317427,1120,177777,0,15,5127,1147,1000,0,2001,26000,151000,1,0,0,1000,176777,0,0,0,400400
47317428,1120,177777,0,15,5127,1147,1000,0,2001,26000,151000,1,0,0,1000,176777,0,0,0,400400
47317429,1120,177777,0,15,5127,1147,2000,0,2001,54000,151000,2,0,0,2000,175777,0,0,0,400400
47317430,1120,177777,0,15,5127,1147,2000,0,2001,54000,151000,2,0,0,2000,175777,0,0,0,400400
47317431,1120,177777,0,15,5127,1147,2000,0,2001,54000,151000,2,0,0,2000,175777,0,0,0,400400
47317432,1120,177777,0,15,5127,1147,4000,0,2001,130000,151000,4,0,0,4000,173777,0,0,0,400400
47317433,1120,177777,0,15,5127,1147,4000,0,2001,130000,151000,4,0,0,4000,173777,0,0,0,400400
47317434,1121,177777,0,15,5127,1147,4000,0,2001,130000,151000,4,0,0,4000,173777,0,0,0,400400
47317435,1121,177777,0,15,5127,1147,10001,0,2001,60000,151000,10,0,0,10001,167776,0,0,0,400400
47317436,1122,177777,0,15,5127,1147,10001,0,2001,60000,151000,10,0,10,10001,167776,0,0,0,400400
47317437,1133,177777,0,15,5127,1147,10001,0,2001,60000,151000,10,0,10,10001,167776,0,0,0,400400
47317438,1133,177777,0,15,5127,1147,0,0,2001,140000,151000,420,1133,10,0,177777,0,0,0,400400
47317439,1133,177777,0,15,5127,1147,0,0,2001,140000,151000,420,1133,0,0,177777,0,0,0,400400
47317440,1134,177777,0,15,5127,1147,0,0,2001,140000,151000,420,1133,0,0,177777,0,0,0,400400
47317441,1134,177777,0,15,5127,1147,0,0,2001,0,151000,0,350,0,0,177777,0,0,0,400400
47317442,1135,177777,0,15,5127,1147,0,0,2001,0,151000,0,350,11,0,177777,0,0,0,400400
47317443,1140,177777,0,15,5127,1147,0,0,2001,0,151000,0,350,11,0,177777,0,0,0,400400
47317444,1140,177777,0,15,5127,1147,0,0,2001,0,151000,0,1140,11,0,177777,0,0,0,400400
47317445,1140,177777,0,15,5127,1147,0,0,2001,0,151000,0,1140,1,0,177777,0,0,0,400400
47317446,1141,177777,0,15,5127,1147,0,0,2001,0,151000,0,1140,1,0,177777,0,0,0,400400
47317447,1141,177777,0,15,5127,1147,20000,0,2001,0,151000,0,0,1,20000,157777,20000,0,0,400400
47317448,1142,177777,0,15,5127,1147,20000,0,2001,0,151000,0,0,1,20000,157777,20000,0,0,400400
47317449,1142,177777,0,15,5127,1147,20000,0,2001,0,151000,0,0,1,20000,157777,20000,0,0,400400
47317450,1142,177777,0,15,5127,1147,1,0,2001,20000,151000,40,344,1,0,177776,1,0,0,400400
47317451,1143,177777,0,15,5127,1147,1,0,2001,20000,151000,40,344,4,0,177776,1,0,0,400400
47317452,1143,177777,0,15,5127,1147,1,0,2001,20000,151000,40,344,4,0,177776,1,0,0,400400
47317453,1143,177777,0,15,5127,1147,140000,0,2001,20000,151000,400,140000,4,0,37777,140000,20000,0,400400
47317454,1144,177777,0,15,5127,1147,140000,0,2001,20000,151000,400,140000,1,0,37777,140000,20000,0,400400
47317455,1144,177777,0,15,5127,1147,140000,0,2001,20000,151000,400,140000,1,0,37777,140000,20000,0,400400
47317456,1144,177777,0,15,5127,1147,1,0,2001,20000,151000,300,160,1,1,177776,1,0,0,400400
47317457,1145,177777,0,15,5127,1147,1,0,2001,20000,151000,300,160,14,1,177776,1,0,0,400400
47317458,1145,177777,0,15,5127,1147,1,0,2001,20000,151000,300,160,14,1,177776,1,0,0,400400
47317459,1145,177777,0,15,5127,1147,150,0,2001,1,151000,400,1146,14,150,177627,150,0,0,400400
47317460,1146,177777,0,15,5127,1147,150,0,2001,1,151000,400,1146,0,150,177627,150,0,0,400400
47317461,1146,177777,0,15,5127,1147,150,0,2001,1,151000,400,1146,0,150,177627,150,0,0,400400
47317462,1146,177777,0,15,5127,1147,150,0,2001,1,151000,64000,170000,0,150,177627,0,20001,0,400400
47317463,1147,177777,0,15,5127,1147,150,0,2001,1,151000,64000,170000,5,150,177627,0,20001,0,400400
47317464,1147,177777,0,15,5127,1147,150,0,2001,1,151000,64000,170000,5,150,177627,0,20001,0,400400
47317465,1147,177777,0,15,5127,1147,20001,0,2001,1,151000,64000,140000,5,20001,157776,20001,20000,0,400400
47317466,1150,177777,0,15,5127,1147,20001,0,2001,1,151000,64000,140000,4,20001,157776,20001,20000,0,400400
47317467,1150,177777,0,15,5127,1147,20001,0,2001,1,151000,64000,140000,4,20001,157776,20001,20000,0,400400
47317468,1150,177777,0,15,5127,1147,7,0,2001,1,151000,440,7,4,1,177770,7,0,0,400400
47317469,1151,177777,0,15,5127,1147,7,0,2001,1,151000,440,7,6,1,177770,7,0,0,400400
47317470,1151,177777,0,15,5127,1147,7,0,2001,1,151000,440,7,6,1,177770,7,0,0,400400
47317471,1151,177777,0,15,5127,1147,116400,0,2001,1,151000,3400,20,6,116400,61377,116400,0,0,400400
47317472,1152,177777,0,15,5127,1147,116400,0,2001,1,151000,3400,20,0,116400,61377,116400,0,0,400400
47317473,1151,177777,0,15,5127,1147,116400,0,2001,1,151000,3400,20,0,116400,61377,116400,0,0,400400
47317474,1151,177777,0,15,5127,1147,2457,0,2001,1,151000,235,0,0,15,177762,0,150,0,400400
47317475,1151,177777,0,15,5127,1147,2457,0,2001,1,151000,235,0,0,15,177762,0,150,0,400400
47317476,1151,177777,0,15,5127,1147,15,0,2001,1,151000,235,0,0,15,177762,0,150,0,400400
47317477,1151,177777,0,15,5127,1147,15,0,2001,15,151000,6400,0,0,15,177762,0,150,0,400400
47317478,1151,177777,0,15,5127,1147,15,0,2001,15,151000,6400,0,0,15,177762,0,150,0,400400
47317479,1151,177777,0,15,5127,1147,15,0,2001,15,151000,6400,0,0,15,177762,0,150,0,400400
47317480,1151,177777,0,15,5127,1147,0,0,2001,15,151000,6400,0,0,0,177777,0,150,0,400400
47317481,1151,177777,0,15,5127,1147,0,0,2001,15,151000,6400,0,0,0,177777,0,150,0,400400
47317482,1151,177777,0,15,5127,1147,0,0,2001,15,151000,6400,0,0,0,177777,0,150,0,400400
47317483,1151,177777,0,15,5127,1147,177777,0,2001,0,151000,0,0,0,177777,0,0,150,0,400400
47317484,1151,177777,0,15,5127,1147,177777,0,2001,0,151000,0,0,0,177777,0,0,150,0,400400
47317485,1151,177777,0,15,5127,1147,177777,0,2001,0,151000,0,0,0,177777,0,0,150,0,400400
47317486,1151,177777,0,15,5127,1147,22557,0,2001,177777,151000,177777,0,0,2454,175323,0,150,0,400400
47317487,1151,177777,0,15,5127,1147,22557,0,2001,177777,151000,177777,0,0,2454,175323,0,150,0,400400
47317488,1151,177777,0,15,5127,1147,2454,0,2001,177777,151000,177777,0,0,2454,175323,0,150,0,400400
47317489,1151,177777,0,15,5127,1147,1147,0,2001,2454,151000,26005,0,0,1147,176630,0,150,0,400400
47317490,1151,177777,0,15,5127,1147,1147,0,2001,2454,151000,26005,0,0,1147,176630,0,150,0,400400
47317491,1151,177777,0,15,5127,1147,1147,0,2001,2454,151000,26005,0,0,1147,176630,0,150,0,400400
47317492,1151,177777,0,15,5127,1147,2407,0,2001,1147,151000,63402,0,0,2407,175370,0,150,0,400400
47317493,1151,177777,0,15,5127,1147,2407,0,2001,1147,151000,63402,0,0,2407,175370,0,150,0,400400
47317494,1151,177777,0,15,5127,1147,2407,0,2001,1147,151000,63402,0,0,2407,175370,0,150,0,400400
47317495,1151,177777,0,15,5127,1147,5137,0,2001,2407,151000,3405,0,0,5127,172650,0,150,0,400400
47317496,1151,177777,0,15,5127,1147,5137,0,2001,2407,151000,3405,0,0,5127,172650,0,150,0,400400
47317497,1152,177777,0,15,5127,1147,5127,0,2406,2407,151000,3405,0,0,5127,172650,0,150,0,400400
47317498,1152,177777,0,15,5127,1147,116400,0,2406,5127,151000,53412,0,0,116400,61377,0,150,0,400400
47317499,1153,177777,0,15,5127,1147,116400,0,2406,5127,151000,53412,0,4,116400,61377,0,150,0,400400
47317500,1153,177777,0,15,5127,1147,116400,0,2406,5127,151000,53412,0,4,116400,61377,0,150,0,400400
47317501,1153,177777,0,15,5127,1147,170000,0,2000,116400,151000,235,170000,4,110000,7777,170000,20001,0,400400
47317502,1154,177777,0,15,5127,1147,170000,0,2001,116400,151000,235,170000,0,110000,7777,170000,20001,0,400400
47317503,1154,177777,0,15,5127,1147,170000,0,2001,116400,151000,235,170000,0,110000,7777,170000,20001,0,400400
47317504,1154,177777,0,15,5127,1147,110000,0,2001,116400,151000,360,0,0,110000,67777,0,110000,0,400400
47317505,1155,177777,0,15,5127,1147,110000,0,2001,116400,151000,360,0,4,110000,67777,0,110000,0,400400
47317506,1155,177777,0,15,5127,1147,110000,0,2001,116400,151000,360,0,4,110000,67777,0,110000,0,400400
47317507,1155,177777,0,15,5127,1147,7,0,2001,116400,151000,220,7,4,26400,177770,7,110000,0,400400
47317508,1156,177777,0,15,5127,1147,7,0,2001,116400,151000,220,7,0,26400,177770,7,110000,0,400400
47317509,1156,177777,0,15,5127,1147,7,0,2001,116400,151000,220,7,0,26400,177770,7,110000,0,400400
47317510,1156,177777,0,15,5127,1147,20001,0,2001,116400,151000,3400,140000,0,20001,157776,0,20000,0,400400
47317511,1157,177777,0,15,5127,1147,20001,0,2001,116400,151000,3400,140000,5,20001,157776,0,20000,0,400400
47317512,1156,177777,0,15,5127,1147,20001,0,2001,116400,151000,3400,140000,5,20001,157776,0,20000,0,400400
47317513,1156,177777,0,15,5127,1147,22402,0,2001,116400,151000,440,0,5,22402,155375,22402,110000,0,400400
47317514,1156,177777,0,15,5127,1147,22402,0,2001,116400,151000,440,0,5,22402,155375,22402,110000,0,400400
47317515,1156,177777,0,15,5127,1147,22402,0,2001,116400,151000,440,0,5,22402,155375,22402,110000,0,400400
47317516,1156,177777,0,22402,5127,1147,22402,0,2001,116400,151000,1045,0,5,22402,155375,22402,110000,0,400400
47317517,1156,177777,0,22402,5127,1147,22402,0,2001,116400,151000,1045,0,5,22402,155375,22402,110000,0,400400
47317518,1156,177777,0,22402,5127,1147,22402,0,2001,116400,151000,1045,0,5,22402,155375,22402,110000,0,400400
47317519,1156,177777,0,22402,5127,1147,12023,0,2001,116400,151000,1045,0,5,12023,165754,12023,110000,0,400400
47317520,1156,177777,0,22402,5127,1147,12023,0,2001,116400,151000,1045,0,5,12023,165754,12023,110000,0,400400
47317521,1156,177777,0,22402,5127,1147,12023,0,2001,116400,151000,1045,0,5,12023,165754,12023,110000,0,400400
47317522,1156,177777,12023,22402,5127,1147,15,0,2001,116400,151000,11424,0,5,15,177762,15,110000,0,400400
47317523,1156,177777,12023,22402,5127,1147,15,0,2001,116400,151000,11424,0,5,15,177762,15,110000,0,400400
47317524,1156,177777,12023,22402,5127,1147,15,0,2001,116400,151000,11424,0,5,15,177762,15,110000,0,400400
47317525,1156,15,12023,22402,5127,1147,20212,0,2001,116400,151000,6400,0,5,20212,157565,20212,110000,0,400400
47317526,1156,15,12023,22402,5127,1147,20212,0,2001,116400,151000,6400,0,5,20212,157565,20212,110000,0,400400
47317527,1156,15,12023,22402,5127,1147,20212,0,2001,116400,151000,6400,0,5,20212,157565,20212,110000,0,400400
47317528,1156,15,12023,22402,5127,1147,7654,0,2001,116400,151000,105040,0,5,7654,170123,7654,110000,0,400400
47317529,1156,15,12023,22402,5127,1147,7654,0,2001,116400,151000,105040,0,5,7654,170123,7654,110000,0,400400
47317530,1156,15,12023,22402,5127,1147,7654,0,2001,116400,151000,105040,0,5,7654,170123,7654,110000,0,400400
47317531,1156,15,12023,22402,5127,7654,63211,0,2001,116400,151000,126017,0,5,63211,114566,63211,110000,0,400400
47317532,1156,15,12023,22402,5127,7654,63211,0,2001,116400,151000,126017,0,5,63211,114566,63211,110000,0,400400
47317533,1156,15,12023,22402,5127,7654,63211,0,2001,116400,151000,126017,0,5,63211,114566,63211,110000,0,400400
47317534,1156,15,12023,22402,5127,7654,55345,0,2001,116400,151000,104546,0,5,55345,122432,55345,110000,0,400400
47317535,1156,15,12023,22402,5127,7654,55345,0,2001,116400,151000,104546,0,5,55345,122432,55345,110000,0,400400
47317536,1157,15,12023,22402,5127,7654,55345,0,2001,116400,151000,104546,0,5,55345,122432,55345,110000,0,400400
47317537,1157,15,12023,22402,55345,7654,110044,0,2001,116400,151000,162532,0,5,110044,67733,110044,110000,0,400400
47317538,1160,15,12023,22402,55345,7654,110044,0,2001,116400,151000,162532,0,5,110044,67733,110044,110000,0,400400
47317539,1160,15,12023,22402,55345,7654,110044,0,2001,116400,151000,162532,0,5,110044,67733,110044,110000,0,400400
47317540,1160,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,5,26444,177777,0,110044,0,400400
47317541,1161,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,26444,177777,0,110044,0,400400
47317542,1076,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,26444,177777,0,110044,0,400400
47317543,1076,15,12023,22402,55345,7654,110044,0,2001,116400,151000,0,0,0,110044,67733,0,110044,0,400400
47317544,1076,15,12023,22402,55345,7654,110044,0,2001,116400,151000,0,0,0,110044,67733,0,110044,0,400400
47317545,0,15,12023,22402,55345,7654,110044,0,2001,116400,151000,0,0,0,110044,67733,0,110044,0,400400
47317546,0,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400400
47317547,0,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,4,0,177777,0,110044,0,400400
47317548,2001,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400400
47317549,17211,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400400
47317550,17211,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400400
47317551,0,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400000
47317552,6000,15,12023,22402,55345,7654,0,0,2001,116400,151000,22220,0,0,0,177777,0,110044,0,400000
47317553,6000,15,12023,22402,55345,7654,0,0,2031,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317554,6000,15,12023,22402,55345,7654,0,0,62031,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317555,6000,15,12023,22402,55345,7654,0,0,63211,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317556,7461,15,12023,22402,55345,7654,146172,146172,63211,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317557,7461,15,12023,22402,55345,7654,146172,146172,63211,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317558,7461,15,12023,22402,55345,7654,146172,146172,63211,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317559,7461,15,12023,22402,55345,7654,146172,146172,62000,116400,151000,22220,0,0,0,177777,0,110044,1,0
47317560,7461,15,12023,22402,55345,7654,146172,0,62031,116400,151000,22220,0,0,0,177777,0,110044,1,400400
47317561,7461,15,12023,22402,55345,7654,146172,0,62031,116400,151000,22220,0,0,0,177777,0,110044,1,400400
47317562,7461,15,12023,22402,55345,7654,146172,0,62031,116400,151000,22220,0,0,0,177777,0,110044,0,400400
47317563,145,15,12023,22402,55345,7654,146172,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317564,145,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317565,0,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317566,17212,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317567,17212,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317568,0,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317569,0,15,12023,22402,55345,7654,0,0,62031,116400,146172,0,145,0,22402,155375,0,22402,0,400400
47317570,0,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,400400
47317571,0,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,4,0,177777,0,0,0,400400
47317572,2001,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,400400
47317573,16402,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,400400
47317574,16402,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,400400
47317575,0,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,0
47317576,6000,15,12023,22402,55345,7654,0,0,62031,116400,0,1045,0,0,0,177777,0,0,0,0
47317577,6000,15,12023,22402,55345,7654,0,0,62011,116400,0,1045,0,0,0,177777,0,0,1,0
47317578,6000,15,12023,22402,55345,7654,0,0,22011,116400,0,1045,0,0,0,177777,0,0,1,0
47317579,6000,15,12023,22402,55345,7654,0,0,22402,116400,0,1045,0,0,0,177777,0,0,1,0
47317580,6046,15,12023,22402,55345,7654,4631,4631,22402,116400,0,1045,0,0,0,177777,0,0,1,0
47317581,6046,15,12023,22402,55345,7654,4631,4631,22402,116400,0,1045,0,0,0,177777,0,0,1,0
47317582,6046,15,12023,22402,55345,7654,4631,4631,22402,116400,0,1045,0,0,0,177777,0,0,1,0
47317583,6046,15,12023,22402,55345,7654,4631,4631,22000,116400,0,1045,0,0,0,177777,0,0,1,0
47317584,6046,15,12023,22402,55345,7654,4631,0,22011,116400,0,1045,0,0,0,177777,0,0,1,400400
47317585,6046,15,12023,22402,55345,7654,4631,0,22011,116400,0,1045,0,0,0,177777,0,0,1,400400
47317586,6046,15,12023,22402,55345,7654,4631,0,22011,116400,0,1045,0,0,0,177777,0,0,0,400400
47317587,145,15,12023,22402,55345,7654,4635,0,22011,116400,4631,0,50145,0,15,177762,0,15,0,400400
47317588,145,15,12023,22402,55345,7654,15,0,22011,116400,4631,0,50145,0,15,177762,0,15,0,400400
47317589,0,15,12023,22402,55345,7654,15,0,22011,116400,4631,0,50145,0,15,177762,0,15,0,400400
47317590,0,15,12023,22402,55345,7654,15,0,22011,116400,4631,0,50145,0,15,177762,0,15,0,400400
47317591,0,15,12023,22402,55345,7654,15,0,22011,116400,4631,0,50145,0,15,177762,0,15,0,400400
