tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,RD,RL,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN,RAM_IDX
71965176,145,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965177,145,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,7461
71965178,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,7461
71965179,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,7461
71965180,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,7461
71965181,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6000
71965182,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965183,0,145,66012,63155,145,66012,16747,7657,55672,55714,7472,0,53145,7472,0,417472,6003
71965184,0,145,66012,63155,145,66012,16747,7657,55672,55714,7472,0,53145,7472,0,417472,6003
71965185,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965186,0,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,7472,0,435747,6003
71965187,0,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,7472
71965188,0,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,7472
71965189,2001,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,7472
71965190,17155,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,7472
71965191,17155,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,6000
71965192,0,145,66012,63155,145,66012,16747,7657,55672,55714,16747,0,53145,16747,0,435747,6003
71965193,0,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,0,400400,6003
71965194,0,145,66012,63155,145,66012,16747,7657,55672,55714,63155,0,53145,16747,0,400000,6003
71965195,6000,145,66012,63155,145,66012,16747,7657,55672,55714,63155,0,53145,16747,0,400000,6003
71965196,6000,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,1,0,6031
71965197,6000,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,1,0,62031
71965198,6000,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,1,0,63155
71965199,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,54602,53145,16747,1,0,63155
71965200,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,54602,53145,16747,1,0,63155
71965201,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,54602,53145,16747,1,0,63155
71965202,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,54602,53145,16747,1,0,62000
71965203,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,1,400400,62031
71965204,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,1,400400,62031
71965205,6546,145,66012,63155,145,66012,16747,7657,55672,55714,0,0,53145,16747,0,400400,62031
71965206,174,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,62031
71965207,174,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,62031
71965208,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,62031
71965209,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,62031
71965210,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,62031
71965211,0,145,66012,63156,145,66012,16747,7657,55672,55714,7461,0,53145,54602,0,400000,62031
71965212,0,145,66012,63156,145,66012,16747,7657,55672,55714,7461,0,53145,54602,0,400000,62031
71965213,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,1,0,62003
71965214,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,1,0,6003
71965215,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,1,0,7461
71965216,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,7472,53145,54602,1,0,7461
71965217,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,7472,53145,54602,1,0,7461
71965218,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,7472,53145,54602,1,0,7461
71965219,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,7472,53145,54602,1,0,6000
71965220,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,1,400400,6003
71965221,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,1,400400,6003
71965222,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,54602,0,400400,6003
71965223,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965224,0,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965225,2001,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965226,17156,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965227,17156,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,6003
71965228,0,145,66012,63156,145,66012,16747,7657,55672,55714,63156,0,53145,7472,0,400000,6003
71965229,6000,145,66012,63156,145,66012,16747,7657,55672,55714,63156,0,53145,7472,0,400000,6003
71965230,6000,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,1,0,6031
71965231,6000,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,1,0,62031
71965232,6000,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,1,0,63156
71965233,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,173577,53145,7472,1,0,63156
71965234,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,173577,53145,7472,1,0,63156
71965235,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,173577,53145,7472,1,0,63156
71965236,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,173577,53145,7472,1,0,62000
71965237,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,1,400400,62031
71965238,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,1,400400,62031
71965239,7735,145,66012,63156,145,66012,16747,7657,55672,55714,0,0,53145,7472,0,400400,62031
71965240,0,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965241,0,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965242,2001,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965243,17157,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965244,17157,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965245,0,145,66012,63157,145,66012,7472,7657,55672,55714,63157,0,53145,173577,0,400400,62031
71965246,6000,145,66012,63157,145,66012,7472,7657,55672,55714,63157,0,53145,173577,0,400400,62031
71965247,6000,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,1,0,62031
71965248,6000,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,1,0,62031
71965249,6000,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,1,0,63157
71965250,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,173401,53145,173577,1,0,63157
71965251,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,173401,53145,173577,1,0,63157
71965252,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,173401,53145,173577,1,0,63157
71965253,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,173401,53145,173577,1,0,62000
71965254,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,1,400400,62031
71965255,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,1,400400,62031
71965256,7734,145,66012,63157,145,66012,7472,7657,55672,55714,0,0,53145,173577,0,400400,62031
71965257,0,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965258,0,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965259,2001,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965260,17160,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965261,17160,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965262,0,145,66012,63160,145,66012,7671,7657,55672,55714,63160,0,53145,173401,0,400000,62031
71965263,6000,145,66012,63160,145,66012,7671,7657,55672,55714,63160,0,53145,173401,0,400000,62031
71965264,6000,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,1,0,62031
71965265,6000,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,1,0,62031
71965266,6000,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,1,0,63160
71965267,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,144037,53145,173401,1,0,63160
71965268,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,144037,53145,173401,1,0,63160
71965269,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,144037,53145,173401,1,0,63160
71965270,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,144037,53145,173401,1,0,62000
71965271,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,1,400400,62031
71965272,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,1,400400,62031
71965273,7440,145,66012,63160,145,66012,7671,7657,55672,55714,0,0,53145,173401,0,400400,62031
71965274,222,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,53145,144037,0,400400,62031
71965275,222,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,53145,144037,0,400400,62031
71965276,223,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,53145,144037,0,400400,62031
71965277,223,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965278,223,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965279,145,145,66012,63161,145,66012,7672,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965280,145,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965281,145,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965282,0,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965283,17161,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965284,17161,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965285,0,145,66012,63161,145,66012,7657,7657,55672,55714,63161,0,7672,7672,0,400400,62031
71965286,6000,145,66012,63161,145,66012,7657,7657,55672,55714,63161,0,7672,7672,0,400400,62031
71965287,6000,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,1,0,62031
71965288,6000,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,1,0,62031
71965289,6000,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,1,0,63161
71965290,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,14601,7672,7672,1,0,63161
71965291,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,14601,7672,7672,1,0,63161
71965292,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,14601,7672,7672,1,0,63161
71965293,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,14601,7672,7672,1,0,62000
71965294,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,1,400400,62031
71965295,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,1,400400,62031
71965296,6146,145,66012,63161,145,66012,7657,7657,55672,55714,0,0,7672,7672,0,400400,62031
71965297,145,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62031
71965298,145,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62031
71965299,0,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62031
71965300,0,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62031
71965301,0,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62031
71965302,0,145,66012,63162,145,66012,7657,7672,55672,55714,7473,0,7672,7672,0,417073,62031
71965303,0,145,66012,63162,145,66012,7657,7672,55672,55714,7473,0,7672,7672,0,417073,62031
71965304,0,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7672,0,400400,62003
71965305,0,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7672,0,417657,6003
71965306,0,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,7473
71965307,0,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,7473
71965308,2001,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,7473
71965309,17162,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,7473
71965310,17162,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,6000
71965311,0,145,66012,63162,145,66012,7657,7672,55672,55714,7657,0,7672,7657,0,417657,6003
71965312,0,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,0,400400,6003
71965313,0,145,66012,63162,145,66012,7657,7672,55672,55714,63162,0,7672,7657,0,400400,6003
71965314,6000,145,66012,63162,145,66012,7657,7672,55672,55714,63162,0,7672,7657,0,400400,6003
71965315,6000,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,1,0,6031
71965316,6000,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,1,0,62031
71965317,6000,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,1,0,63162
71965318,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,56203,7672,7657,1,0,63162
71965319,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,56203,7672,7657,1,0,63162
71965320,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,56203,7672,7657,1,0,63162
71965321,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,56203,7672,7657,1,0,62000
71965322,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,1,400400,62031
71965323,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,1,400400,62031
71965324,6562,145,66012,63162,145,66012,7657,7672,55672,55714,0,0,7672,7657,0,400400,62031
71965325,174,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,62031
71965326,174,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,62031
71965327,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,62031
71965328,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,62031
71965329,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,62031
71965330,0,145,66012,63163,145,66012,7657,7672,55672,55714,7462,0,7672,56203,0,400000,62031
71965331,0,145,66012,63163,145,66012,7657,7672,55672,55714,7462,0,7672,56203,0,400000,62031
71965332,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,1,0,62003
71965333,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,1,0,6003
71965334,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,1,0,7462
71965335,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,11265,7672,56203,1,0,7462
71965336,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,11265,7672,56203,1,0,7462
71965337,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,11265,7672,56203,1,0,7462
71965338,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,11265,7672,56203,1,0,6000
71965339,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,1,400400,6003
71965340,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,1,400400,6003
71965341,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,56203,0,400400,6003
71965342,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965343,0,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965344,2001,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965345,17163,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965346,17163,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965347,0,145,66012,63163,145,66012,7657,7672,55672,55714,63163,0,7672,11265,0,400000,6003
71965348,6000,145,66012,63163,145,66012,7657,7672,55672,55714,63163,0,7672,11265,0,400000,6003
71965349,6000,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,1,0,6031
71965350,6000,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,1,0,62031
71965351,6000,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,1,0,63163
71965352,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,14603,7672,11265,1,0,63163
71965353,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,14603,7672,11265,1,0,63163
71965354,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,14603,7672,11265,1,0,63163
71965355,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,14603,7672,11265,1,0,62000
71965356,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,1,400400,62031
71965357,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,1,400400,62031
71965358,6146,145,66012,63163,145,66012,7657,7672,55672,55714,0,0,7672,11265,0,400400,62031
71965359,145,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62031
71965360,145,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62031
71965361,0,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62031
71965362,0,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62031
71965363,0,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62031
71965364,0,145,66012,63164,145,66012,11265,7672,55672,55714,7475,0,7672,14603,0,417075,62031
71965365,0,145,66012,63164,145,66012,11265,7672,55672,55714,7475,0,7672,14603,0,417075,62031
71965366,0,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,14603,0,400400,62003
71965367,0,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,14603,0,422265,6003
71965368,0,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,7475
71965369,0,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,7475
71965370,2001,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,7475
71965371,17164,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,7475
71965372,17164,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,6000
71965373,0,145,66012,63164,145,66012,11265,7672,55672,55714,11265,0,7672,11265,0,422265,6003
71965374,0,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,0,400400,6003
71965375,0,145,66012,63164,145,66012,11265,7672,55672,55714,63164,0,7672,11265,0,400400,6003
71965376,6000,145,66012,63164,145,66012,11265,7672,55672,55714,63164,0,7672,11265,0,400400,6003
71965377,6000,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,1,0,6031
71965378,6000,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,1,0,62031
71965379,6000,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,1,0,63164
71965380,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,144074,7672,11265,1,0,63164
71965381,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,144074,7672,11265,1,0,63164
71965382,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,144074,7672,11265,1,0,63164
71965383,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,144074,7672,11265,1,0,62000
71965384,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,1,400400,62031
71965385,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,1,400400,62031
71965386,7440,145,66012,63164,145,66012,11265,7672,55672,55714,0,0,7672,11265,0,400400,62031
71965387,222,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,7672,144074,0,400400,62031
71965388,222,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,7672,144074,0,400400,62031
71965389,223,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,7672,144074,0,400400,62031
71965390,223,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,55714,55714,0,400400,62031
71965391,223,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,55714,55714,0,400400,62031
71965392,145,145,66012,63165,145,66012,11265,7672,55672,55714,0,0,55714,55714,0,400400,62031
71965393,145,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965394,145,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965395,0,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965396,17165,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965397,17165,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965398,0,145,66012,63165,145,66012,11265,7672,55672,11265,63165,0,55714,55714,0,400000,62031
71965399,6000,145,66012,63165,145,66012,11265,7672,55672,11265,63165,0,55714,55714,0,400000,62031
71965400,6000,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,1,0,62031
71965401,6000,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,1,0,62031
71965402,6000,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,1,0,63165
71965403,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,173401,55714,55714,1,0,63165
71965404,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,173401,55714,55714,1,0,63165
71965405,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,173401,55714,55714,1,0,63165
71965406,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,173401,55714,55714,1,0,62000
71965407,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,1,400400,62031
71965408,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,1,400400,62031
71965409,7734,145,66012,63165,145,66012,11265,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965410,0,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965411,0,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965412,2001,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965413,17166,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965414,17166,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965415,0,145,66012,63166,145,66012,55714,7672,55672,11265,63166,0,55714,55714,0,400000,62031
71965416,6000,145,66012,63166,145,66012,55714,7672,55672,11265,63166,0,55714,55714,0,400000,62031
71965417,6000,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,1,0,62031
71965418,6000,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,1,0,62031
71965419,6000,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,1,0,63166
71965420,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,14604,55714,55714,1,0,63166
71965421,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,14604,55714,55714,1,0,63166
71965422,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,14604,55714,55714,1,0,63166
71965423,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,14604,55714,55714,1,0,62000
71965424,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,1,400400,62031
71965425,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,1,400400,62031
71965426,6146,145,66012,63166,145,66012,55714,7672,55672,11265,0,0,55714,55714,0,400400,62031
71965427,145,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62031
71965428,145,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62031
71965429,0,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62031
71965430,0,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62031
71965431,0,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62031
71965432,0,145,66012,63167,145,66012,55715,7672,55672,11265,7476,0,55714,14604,0,417076,62031
71965433,0,145,66012,63167,145,66012,55715,7672,55672,11265,7476,0,55714,14604,0,417076,62031
71965434,0,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,14604,0,400400,62003
71965435,0,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,14604,0,133315,6003
71965436,0,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,7476
71965437,0,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,7476
71965438,2001,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,7476
71965439,17167,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,7476
71965440,17167,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,6000
71965441,0,145,66012,63167,145,66012,55715,7672,55672,11265,55715,0,55714,55715,0,133315,6003
71965442,0,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,0,400400,6003
71965443,0,145,66012,63167,145,66012,55715,7672,55672,11265,63167,0,55714,55715,0,400400,6003
71965444,6000,145,66012,63167,145,66012,55715,7672,55672,11265,63167,0,55714,55715,0,400400,6003
71965445,6000,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,1,0,6031
71965446,6000,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,1,0,62031
71965447,6000,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,1,0,63167
71965448,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,56377,55714,55715,1,0,63167
71965449,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,56377,55714,55715,1,0,63167
71965450,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,56377,55714,55715,1,0,63167
71965451,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,56377,55714,55715,1,0,62000
71965452,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,1,400400,62031
71965453,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,1,400400,62031
71965454,6563,145,66012,63167,145,66012,55715,7672,55672,11265,0,0,55714,55715,0,400400,62031
