tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,RD,RL,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN,RAM_IDX
71552215,666,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552216,666,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552217,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552218,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552219,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552220,17,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552221,17,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552222,17,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552223,17,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552224,17,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,116400,0,400400,2001
71552225,53,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552226,53,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552227,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552228,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552229,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552230,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552231,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552232,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552233,54,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552234,55,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552235,55,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552236,55,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552237,56,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552238,56,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552239,56,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552240,57,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552241,3743,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552242,3743,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552243,3743,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552244,1131,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552245,1131,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552246,1131,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552247,1133,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552248,1133,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552249,1133,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552250,1134,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552251,1134,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552252,1135,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552253,1135,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552254,1135,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552255,1136,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552256,1136,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552257,1136,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552258,1137,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552259,1137,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,15,3,0,400400,2001
71552260,1137,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552261,1140,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552262,1140,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552263,1140,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552264,1141,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552265,1141,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552266,1141,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552267,1142,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552268,1142,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552269,1142,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552270,1143,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552271,1132,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552272,1132,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552273,1132,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552274,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552275,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552276,0,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552277,2001,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552278,16522,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552279,16522,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552280,0,177777,116400,2522,177777,116400,15,1147,12577,2454,2522,0,20000,3,0,400000,2001
71552281,6000,177777,116400,2522,177777,116400,15,1147,12577,2454,2522,0,20000,3,0,400000,2001
71552282,6000,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,1,0,2001
71552283,6000,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,1,0,2001
71552284,6000,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,1,0,2522
71552285,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,146142,20000,3,1,0,2522
71552286,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,146142,20000,3,1,0,2522
71552287,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,146142,20000,3,1,0,2522
71552288,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,146142,20000,3,1,0,2000
71552289,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,1,400400,2001
71552290,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,1,400400,2001
71552291,7461,177777,116400,2522,177777,116400,15,1147,12577,2454,0,0,20000,3,0,400400,2001
71552292,145,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552293,145,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552294,0,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552295,16523,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552296,16523,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552297,0,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552298,0,177777,116400,2523,177777,116400,15,1147,12577,2454,0,0,20000,146142,0,400400,2001
71552299,0,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552300,0,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552301,2001,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552302,16454,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552303,16454,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552304,0,177777,116400,2454,177777,116400,15,1147,12577,2454,2454,0,20000,0,0,400000,2001
71552305,6000,177777,116400,2454,177777,116400,15,1147,12577,2454,2454,0,20000,0,0,400000,2001
71552306,6000,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,2001
71552307,6000,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,2001
71552308,6000,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,2454
71552309,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,130403,20000,0,1,0,2454
71552310,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,130403,20000,0,1,0,2454
71552311,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,130403,20000,0,1,0,2454
71552312,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,130403,20000,0,1,0,2000
71552313,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552314,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552315,7304,177777,116400,2454,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552316,214,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552317,214,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552318,0,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552319,16457,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552320,16457,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552321,0,177777,116400,2455,177777,116400,15,1147,12577,2454,2457,0,20000,130403,0,400000,2001
71552322,6000,177777,116400,2455,177777,116400,15,1147,12577,2454,2457,0,20000,130403,0,400000,2001
71552323,6000,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,1,0,2001
71552324,6000,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,1,0,2001
71552325,6000,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,1,0,2457
71552326,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,51012,20000,130403,1,0,2457
71552327,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,51012,20000,130403,1,0,2457
71552328,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,51012,20000,130403,1,0,2457
71552329,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,51012,20000,130403,1,0,2000
71552330,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,1,400400,2001
71552331,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,1,400400,2001
71552332,6510,177777,116400,2455,177777,116400,15,1147,12577,2454,0,0,20000,130403,0,400400,2001
71552333,117,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552334,117,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552335,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552336,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552337,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552338,172,177777,116400,2460,177777,116400,15,1147,12577,2454,2471,0,20000,51012,0,400400,2001
71552339,172,177777,116400,2460,177777,116400,15,1147,12577,2454,2471,0,20000,51012,0,400400,2001
71552340,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,1,0,2001
71552341,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,1,0,2001
71552342,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,1,0,2471
71552343,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,65567,20000,51012,1,0,2471
71552344,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,65567,20000,51012,1,0,2471
71552345,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,65567,20000,51012,1,0,2471
71552346,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,65567,20000,51012,1,0,2000
71552347,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,1,400400,2001
71552348,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,1,400400,2001
71552349,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,51012,0,400400,2001
71552350,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,2001
71552351,172,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,2001
71552352,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,2001
71552353,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,2001
71552354,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,2001
71552355,0,177777,116400,2460,177777,116400,15,1147,12577,2454,65567,0,20000,65567,0,400,2001
71552356,0,177777,116400,2460,177777,116400,15,1147,12577,2454,65567,0,20000,65567,0,400,2001
71552357,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,2032
71552358,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,64032
71552359,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,65567
71552360,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,65567
71552361,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,65567
71552362,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,65567
71552363,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,0,64000
71552364,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,400400,64032
71552365,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,1,400400,64032
71552366,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,65567,0,400400,64032
71552367,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,64032
71552368,0,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,64032
71552369,2001,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,64032
71552370,16460,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,64032
71552371,16460,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,64032
71552372,0,177777,116400,2460,177777,116400,15,1147,12577,2454,2460,0,20000,0,0,400400,64032
71552373,6000,177777,116400,2460,177777,116400,15,1147,12577,2454,2460,0,20000,0,0,400400,64032
71552374,6000,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,64001
71552375,6000,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,2001
71552376,6000,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,1,0,2460
71552377,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,10352,20000,0,1,0,2460
71552378,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,10352,20000,0,1,0,2460
71552379,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,10352,20000,0,1,0,2460
71552380,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,10352,20000,0,1,0,2000
71552381,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552382,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552383,6103,177777,116400,2460,177777,116400,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552384,145,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552385,145,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552386,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552387,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552388,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552389,0,177777,0,2461,177777,0,15,1147,12577,2454,2432,0,20000,10352,0,405032,2001
71552390,0,177777,0,2461,177777,0,15,1147,12577,2454,2432,0,20000,10352,0,405032,2001
71552391,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552392,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,10352,0,400400,2001
71552393,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2432
71552394,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2432
71552395,2001,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2432
71552396,16461,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2432
71552397,16461,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2000
71552398,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552399,0,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552400,0,177777,0,2461,177777,0,15,1147,12577,2454,2461,0,20000,0,0,400000,2001
71552401,6000,177777,0,2461,177777,0,15,1147,12577,2454,2461,0,20000,0,0,400000,2001
71552402,6000,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,1,0,2001
71552403,6000,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,1,0,2001
71552404,6000,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,1,0,2461
71552405,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,142006,20000,0,1,0,2461
71552406,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,142006,20000,0,1,0,2461
71552407,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,142006,20000,0,1,0,2461
71552408,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,142006,20000,0,1,0,2000
71552409,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552410,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,1,400400,2001
71552411,7420,177777,0,2461,177777,0,15,1147,12577,2454,0,0,20000,0,0,400400,2001
71552412,215,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552413,215,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552414,0,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552415,16462,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552416,16462,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552417,0,177777,0,2462,177777,0,15,1147,12577,2454,2462,0,20000,142006,0,400000,2001
71552418,6000,177777,0,2462,177777,0,15,1147,12577,2454,2462,0,20000,142006,0,400000,2001
71552419,6000,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,1,0,2001
71552420,6000,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,1,0,2001
71552421,6000,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,1,0,2462
71552422,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,125010,20000,142006,1,0,2462
71552423,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,125010,20000,142006,1,0,2462
71552424,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,125010,20000,142006,1,0,2462
71552425,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,125010,20000,142006,1,0,2000
71552426,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,1,400400,2001
71552427,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,1,400400,2001
71552428,7250,177777,0,2462,177777,0,15,1147,12577,2454,0,0,20000,142006,0,400400,2001
71552429,143,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552430,143,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552431,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552432,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552433,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552434,0,177777,0,2463,177777,0,15,1147,12577,2454,2472,0,20000,125010,0,400400,2001
71552435,0,177777,0,2463,177777,0,15,1147,12577,2454,2472,0,20000,125010,0,400400,2001
71552436,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,1,0,2001
71552437,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,1,0,2001
71552438,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,1,0,2472
71552439,0,177777,0,2463,177777,0,15,1147,12577,2454,0,2406,20000,125010,1,0,2472
71552440,0,177777,0,2463,177777,0,15,1147,12577,2454,0,2406,20000,125010,1,0,2472
71552441,0,177777,0,2463,177777,0,15,1147,12577,2454,0,2406,20000,125010,1,0,2472
71552442,0,177777,0,2463,177777,0,15,1147,12577,2454,0,2406,20000,125010,1,0,2000
71552443,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,1,400400,2001
71552444,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,1,400400,2001
71552445,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,125010,0,400400,2001
71552446,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552447,0,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552448,2001,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552449,16406,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552450,16406,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552451,0,177777,0,2463,177777,0,15,1147,12577,2454,2406,0,20000,2406,0,400400,2001
71552452,6000,177777,0,2463,177777,0,15,1147,12577,2454,2406,0,20000,2406,0,400400,2001
71552453,6000,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,1,0,2001
71552454,6000,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,1,0,2001
71552455,6000,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,1,0,2406
71552456,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,151000,20000,2406,1,0,2406
71552457,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,151000,20000,2406,1,0,2406
71552458,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,151000,20000,2406,1,0,2406
71552459,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,151000,20000,2406,1,0,2000
71552460,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,1,400400,2001
71552461,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,1,400400,2001
71552462,7510,177777,0,2463,177777,0,15,1147,12577,2454,0,0,20000,2406,0,400400,2001
71552463,1072,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552464,1072,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552465,326,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552466,326,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552467,326,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552468,327,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552469,327,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552470,330,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552471,1073,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552472,1073,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552473,1073,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552474,1074,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552475,1074,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552476,1075,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552477,1075,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552478,1075,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552479,1076,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552480,1077,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552481,1077,177777,0,2407,177777,0,15,1147,12577,2454,0,0,235,151000,0,400400,2001
71552482,1077,177777,0,2407,177777,0,15,1147,12577,2454,0,0,235,151000,0,400400,2001
71552483,1100,177777,0,2407,177777,0,15,1147,12577,2454,0,0,235,151000,0,400400,2001
71552484,1100,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552485,1101,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552486,1101,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552487,1101,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552488,1102,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552489,1102,177777,0,2407,177777,0,15,1147,12577,2454,0,0,15,151000,0,400400,2001
71552490,1102,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552491,1103,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552492,1103,177777,0,2407,177777,0,15,1147,12577,2454,0,0,20000,151000,0,400400,2001
71552493,1103,177777,0,2407,177777,0,15,1147,12577,2454,0,0,0,151000,0,400400,2001
71552494,1104,177777,0,2407,177777,0,15,1147,12577,2454,0,0,0,151000,0,400400,2001
71552495,1104,177777,0,2407,177777,0,15,1147,12577,2454,0,0,0,151000,0,400400,2001
