tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,CD16,DBR,RA,RT,RD,RB,RX,CBWRITE,CMWRITE,CSA_12_0
71630333,0,1,1,3,0,0,0,147005,0,0,12611,1147,15,0,0,0
71630334,0,1,1,3,0,0,0,147005,0,0,12611,1147,15,0,0,0
71630335,0,1,1,3,2444,0,0,147005,0,0,12611,1147,15,0,0,0
71630336,0,1,1,3,2444,0,0,147005,0,0,12611,1147,15,0,0,6000
71630337,0,1,1,3,0,0,0,147005,0,0,12611,1147,15,0,0,6000
71630338,0,1,1,3,0,0,0,147005,0,0,12611,1147,15,0,0,6000
71630339,0,1,1,3,0,0,0,147005,0,0,12611,1147,15,0,0,6000
71630340,0,1,1,3,0,20364,20364,147005,0,0,12611,1147,15,0,0,6203
71630341,0,1,1,3,0,20364,20364,147005,0,0,12611,1147,15,0,0,6203
71630342,0,1,1,3,0,20364,20364,147005,0,0,12611,1147,15,0,0,6203
71630343,0,1,1,3,0,20364,20364,147005,0,0,12611,1147,15,0,0,6203
71630344,0,1,1,3,0,0,20364,147005,0,0,12611,1147,15,0,0,6203
71630345,0,1,1,3,0,0,20364,147005,0,0,12611,1147,15,0,0,6203
71630346,0,1,1,3,0,0,20364,147005,0,0,12611,1147,15,0,0,6203
71630347,0,1,1,0,0,0,20364,20364,0,0,12611,1147,15,0,0,152
71630348,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,0,152
71630349,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,0,145
71630350,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,0,145
71630351,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,0,145
71630352,0,1,1,0,2430,0,0,20364,0,0,12611,1147,15,0,0,145
71630353,0,1,1,0,2430,0,0,20364,0,0,12611,1147,15,0,1,145
71630354,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,1,145
71630355,0,1,1,0,0,0,0,20364,0,0,12611,1147,15,0,1,145
71630356,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,145
71630357,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,145
71630358,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,0
71630359,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,0
71630360,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,0
71630361,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,0
71630362,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,0,0
71630363,211,1,1,3,2431,0,12611,0,0,0,12611,1147,15,0,0,0
71630364,211,1,1,3,2431,0,12611,0,0,0,12611,1147,15,0,1,0
71630365,211,1,1,3,0,0,12611,0,0,0,12611,1147,15,0,1,0
71630366,211,1,1,3,12611,0,12611,0,0,0,12611,1147,15,0,1,0
71630367,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,0
71630368,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,0
71630369,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,2001
71630370,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,16445
71630371,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,16445
71630372,0,1,1,3,12611,0,0,0,0,0,12611,1147,15,0,1,0
71630373,0,1,1,3,0,0,0,0,0,0,12611,1147,15,0,0,0
71630374,0,1,1,3,2445,0,0,0,0,0,12611,1147,15,0,0,0
71630375,0,1,1,3,2445,0,0,0,0,0,12611,1147,15,0,0,6000
71630376,0,1,1,3,0,0,0,0,0,0,12611,1147,15,0,0,6000
71630377,0,1,1,3,0,0,0,0,0,0,12611,1147,15,0,0,6000
71630378,0,1,1,3,0,0,0,0,0,0,12611,1147,15,0,0,6000
71630379,0,1,1,3,0,40354,40354,0,0,0,12611,1147,15,0,0,6403
71630380,0,1,1,3,0,40354,40354,0,0,0,12611,1147,15,0,0,6403
71630381,0,1,1,3,0,40354,40354,0,0,0,12611,1147,15,0,0,6403
71630382,0,1,1,3,0,40354,40354,0,0,0,12611,1147,15,0,0,6403
71630383,0,1,1,3,0,0,40354,0,0,0,12611,1147,15,0,0,6403
71630384,0,1,1,3,0,0,40354,0,0,0,12611,1147,15,0,0,6403
71630385,0,1,1,3,0,0,40354,0,0,0,12611,1147,15,0,0,6403
71630386,141,1,1,0,0,0,40354,40354,0,0,12611,1147,15,0,0,163
71630387,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,163
71630388,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630389,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630390,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630391,141,1,1,0,2421,0,0,40354,0,0,12611,1147,15,0,0,164
71630392,141,1,1,0,2421,0,0,40354,0,0,12611,1147,15,0,0,164
71630393,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630394,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630395,141,1,1,0,0,0,0,40354,0,0,12611,1147,15,0,0,164
71630396,141,1,1,0,0,14,14,40354,0,0,12611,1147,15,0,0,164
71630397,141,1,1,0,0,14,14,40354,0,0,12611,1147,15,0,0,164
71630398,141,1,1,0,0,14,14,40354,0,0,12611,1147,15,0,0,164
71630399,141,1,1,0,0,14,14,40354,0,0,12611,1147,15,0,0,164
71630400,141,1,1,0,0,0,14,40354,0,0,12611,1147,15,0,0,164
71630401,141,1,1,0,0,0,14,40354,0,0,12611,1147,15,0,0,164
71630402,141,1,1,0,0,0,14,40354,0,0,12611,1147,15,0,0,164
71630403,14,1,1,0,0,0,14,14,0,0,12611,1147,15,0,0,164
71630404,14,1,1,0,0,0,14,14,0,0,12611,1147,15,0,0,165
71630405,14,1,1,0,0,0,14,14,0,0,12611,1147,15,0,0,165
71630406,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,0,165
71630407,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,0,166
71630408,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,0,166
71630409,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,0,166
71630410,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,0,166
71630411,15,1,1,2,2421,0,15,14,0,0,12611,1147,15,0,0,166
71630412,15,1,1,2,2421,0,15,14,0,0,12611,1147,15,0,1,166
71630413,15,1,1,2,0,0,15,14,0,0,12611,1147,15,0,1,166
71630414,15,1,1,2,15,0,15,14,0,0,12611,1147,15,0,1,166
71630415,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,166
71630416,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,167
71630417,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,167
71630418,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,16446
71630419,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,16446
71630420,15,1,1,3,15,0,0,14,0,0,12611,1147,15,0,1,0
71630421,15,1,1,3,0,0,0,14,0,0,12611,1147,15,0,0,0
71630422,15,1,1,3,2446,0,0,14,0,0,12611,1147,15,0,0,0
71630423,15,1,1,3,2446,0,0,14,0,0,12611,1147,15,0,0,6000
71630424,15,1,1,3,0,0,0,14,0,0,12611,1147,15,0,0,6000
71630425,15,1,1,3,0,0,0,14,0,0,12611,1147,15,0,0,6000
71630426,15,1,1,3,0,0,0,14,0,0,12611,1147,15,0,0,6000
71630427,15,1,1,3,0,44353,44353,14,0,0,12611,1147,15,0,0,6443
71630428,15,1,1,3,0,44353,44353,14,0,0,12611,1147,15,0,0,6443
71630429,15,1,1,3,0,44353,44353,14,0,0,12611,1147,15,0,0,6443
71630430,15,1,1,3,0,44353,44353,14,0,0,12611,1147,15,0,0,6443
71630431,15,1,1,3,0,0,44353,14,0,0,12611,1147,15,0,0,6443
71630432,15,1,1,3,0,0,44353,14,0,0,12611,1147,15,0,0,6443
71630433,15,1,1,3,0,0,44353,14,0,0,12611,1147,15,0,0,6443
71630434,141,1,1,0,0,0,44353,44353,0,0,12611,1147,15,0,0,170
71630435,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,170
71630436,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630437,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630438,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630439,141,1,1,0,2421,0,0,44353,0,0,12611,1147,15,0,0,0
71630440,141,1,1,0,2421,0,0,44353,0,0,12611,1147,15,0,0,0
71630441,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630442,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630443,141,1,1,0,0,0,0,44353,0,0,12611,1147,15,0,0,0
71630444,141,1,1,0,0,15,15,44353,0,0,12611,1147,15,0,0,0
71630445,141,1,1,0,0,15,15,44353,0,0,12611,1147,15,0,0,0
71630446,141,1,1,0,0,15,15,44353,0,0,12611,1147,15,0,0,0
71630447,141,1,1,0,0,15,15,44353,0,0,12611,1147,15,0,0,0
71630448,141,1,1,0,0,0,15,44353,0,0,12611,1147,15,0,0,0
71630449,141,1,1,0,0,0,15,44353,0,0,12611,1147,15,0,0,0
71630450,141,1,1,0,0,0,15,44353,0,0,12611,1147,15,0,0,0
71630451,15,1,1,3,0,0,15,15,0,0,12611,1147,15,0,0,0
71630452,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,0
71630453,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,2001
71630454,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,16447
71630455,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,16447
71630456,15,1,1,3,2447,0,0,15,0,0,12611,1147,15,0,0,0
71630457,15,1,1,3,2447,0,0,15,0,0,12611,1147,15,0,0,6000
71630458,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,6000
71630459,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,6000
71630460,15,1,1,3,0,0,0,15,0,0,12611,1147,15,0,0,6000
71630461,15,1,1,3,0,172716,172716,15,0,0,12611,1147,15,0,0,7727
71630462,15,1,1,3,0,172716,172716,15,0,0,12611,1147,15,0,0,7727
71630463,15,1,1,3,0,172716,172716,15,0,0,12611,1147,15,0,0,7727
71630464,15,1,1,3,0,172716,172716,15,0,0,12611,1147,15,0,0,7727
71630465,15,1,1,3,0,0,172716,15,0,0,12611,1147,15,0,0,7727
71630466,15,1,1,3,0,0,172716,15,0,0,12611,1147,15,0,0,7727
71630467,15,1,1,3,0,0,172716,15,0,0,12611,1147,15,0,0,7727
71630468,316,1,1,3,0,0,172716,172716,15,0,12611,1147,15,0,0,0
71630469,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,0
71630470,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,2001
71630471,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,16450
71630472,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,16450
71630473,316,1,1,3,2450,0,0,172716,15,0,12611,1147,15,0,0,0
71630474,316,1,1,3,2450,0,0,172716,15,0,12611,1147,15,0,0,6000
71630475,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,6000
71630476,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,6000
71630477,316,1,1,3,0,0,0,172716,15,0,12611,1147,15,0,0,6000
71630478,316,1,1,3,0,130403,130403,172716,15,0,12611,1147,15,0,0,7304
71630479,316,1,1,3,0,130403,130403,172716,15,0,12611,1147,15,0,0,7304
71630480,316,1,1,3,0,130403,130403,172716,15,0,12611,1147,15,0,0,7304
71630481,316,1,1,3,0,130403,130403,172716,15,0,12611,1147,15,0,0,7304
71630482,316,1,1,3,0,0,130403,172716,15,0,12611,1147,15,0,0,7304
71630483,316,1,1,3,0,0,130403,172716,15,0,12611,1147,15,0,0,7304
71630484,316,1,1,3,0,0,130403,172716,15,0,12611,1147,15,0,0,7304
71630485,0,1,1,0,0,0,130403,130403,177733,0,12611,1147,15,0,0,214
71630486,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,214
71630487,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,0
71630488,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,16453
71630489,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,16453
71630490,0,1,1,0,2453,0,0,130403,177733,0,12611,1147,15,0,0,0
71630491,0,1,1,0,2453,0,0,130403,177733,0,12611,1147,15,0,0,6000
71630492,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,6000
71630493,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,6000
71630494,0,1,1,0,0,0,0,130403,177733,0,12611,1147,15,0,0,6000
71630495,0,1,1,0,0,134021,134021,130403,177733,0,12611,1147,15,0,0,7340
71630496,0,1,1,0,0,134021,134021,130403,177733,0,12611,1147,15,0,0,7340
71630497,0,1,1,0,0,134021,134021,130403,177733,0,12611,1147,15,0,0,7340
71630498,0,1,1,0,0,134021,134021,130403,177733,0,12611,1147,15,0,0,7340
71630499,0,1,1,0,0,0,134021,130403,177733,0,12611,1147,15,0,0,7340
71630500,0,1,1,0,0,0,134021,130403,177733,0,12611,1147,15,0,0,7340
71630501,0,1,1,0,0,0,134021,130403,177733,0,12611,1147,15,0,0,7340
71630502,0,1,1,0,0,0,134021,134021,177733,0,12611,1147,15,0,0,0
71630503,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,0
71630504,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,2001
71630505,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,16474
71630506,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,16474
71630507,0,1,1,0,2474,0,0,134021,177733,0,12611,1147,15,0,0,0
71630508,0,1,1,0,2474,0,0,134021,177733,0,12611,1147,15,0,0,6000
71630509,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,6000
71630510,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,6000
71630511,0,1,1,0,0,0,0,134021,177733,0,12611,1147,15,0,0,6000
71630512,0,1,1,0,0,150001,150001,134021,177733,0,12611,1147,15,0,0,7500
71630513,0,1,1,0,0,150001,150001,134021,177733,0,12611,1147,15,0,0,7500
71630514,0,1,1,0,0,150001,150001,134021,177733,0,12611,1147,15,0,0,7500
71630515,0,1,1,0,0,150001,150001,134021,177733,0,12611,1147,15,0,0,7500
71630516,0,1,1,0,0,0,150001,134021,177733,0,12611,1147,15,0,0,7500
71630517,0,1,1,0,0,0,150001,134021,177733,0,12611,1147,15,0,0,7500
71630518,0,1,1,0,0,0,150001,134021,177733,0,12611,1147,15,0,0,7500
71630519,141,1,1,0,0,0,170141,150001,177733,0,12611,1147,15,0,0,675
71630520,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,675
71630521,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,326
71630522,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,326
71630523,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,326
71630524,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,327
71630525,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,327
71630526,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,330
71630527,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,676
71630528,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,676
71630529,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,676
71630530,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,701
71630531,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,701
71630532,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,701
71630533,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,3661
71630534,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,3661
71630535,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,3661
71630536,141,1,1,0,0,0,30141,150001,177733,0,12611,1147,15,0,0,677
71630537,0,1,1,0,0,0,116400,150001,177733,0,12611,1147,15,0,0,677
71630538,0,1,1,0,0,0,116400,150001,177733,0,12611,1147,15,0,0,677
71630539,0,1,1,0,0,0,116400,150001,177733,0,12611,1147,15,0,0,700
71630540,141,1,1,0,0,0,30141,150001,116400,0,12611,1147,15,0,0,700
71630541,141,1,1,0,0,0,30141,150001,116400,0,12611,1147,15,0,0,701
71630542,141,1,1,0,0,0,30141,150001,116400,0,12611,1147,15,0,0,145
71630543,0,1,1,0,0,0,0,150001,116400,0,12611,1147,15,0,0,145
71630544,0,1,1,0,0,0,0,150001,116400,0,12611,1147,15,0,0,145
71630545,0,1,1,0,0,0,0,150001,116400,0,12611,1147,15,0,0,0
71630546,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,0
71630547,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,0
71630548,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,2001
71630549,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,16475
71630550,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,16475
71630551,0,1,1,3,2475,0,0,150001,116400,0,12611,1147,15,0,0,0
71630552,0,1,1,3,2475,0,0,150001,116400,0,12611,1147,15,0,0,6000
71630553,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,6000
71630554,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,6000
71630555,0,1,1,3,0,0,0,150001,116400,0,12611,1147,15,0,0,6000
71630556,0,1,1,3,0,150401,150401,150001,116400,0,12611,1147,15,0,0,7504
71630557,0,1,1,3,0,150401,150401,150001,116400,0,12611,1147,15,0,0,7504
71630558,0,1,1,3,0,150401,150401,150001,116400,0,12611,1147,15,0,0,7504
71630559,0,1,1,3,0,150401,150401,150001,116400,0,12611,1147,15,0,0,7504
71630560,0,1,1,3,0,0,150401,150001,116400,0,12611,1147,15,0,0,7504
71630561,0,1,1,3,0,0,150401,150001,116400,0,12611,1147,15,0,0,7504
71630562,0,1,1,3,0,0,150401,150001,116400,0,12611,1147,15,0,0,7504
71630563,141,1,1,0,0,0,170541,150401,116400,0,12611,1147,15,0,0,657
71630564,141,1,1,0,0,0,30141,150401,116400,0,12611,1147,15,0,0,657
71630565,141,1,1,0,0,0,30141,150401,116400,0,12611,1147,15,0,0,326
71630566,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,326
71630567,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,326
71630568,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,327
71630569,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,327
71630570,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,330
71630571,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,660
71630572,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,660
71630573,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,660
71630574,141,1,1,0,0,0,30141,30141,116400,0,12611,1147,15,0,0,3641
71630575,0,1,1,0,0,0,116400,30141,116400,0,12611,1147,15,0,0,3641
71630576,0,1,1,0,0,0,116400,30141,116400,0,12611,1147,15,0,0,3641
71630577,0,1,1,0,0,0,116400,30141,116400,0,12611,1147,15,0,0,661
71630578,0,1,1,0,0,0,100000,30141,116400,0,12611,1147,15,0,0,661
71630579,0,1,1,0,0,0,100000,30141,116400,0,12611,1147,15,0,0,661
71630580,0,1,1,0,0,0,100000,30141,116400,0,12611,1147,15,0,0,662
71630581,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,662
71630582,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,663
71630583,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630584,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630585,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630586,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630587,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630588,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630589,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630590,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,677
71630591,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,700
71630592,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,700
71630593,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,701
71630594,0,1,1,0,0,0,16400,30141,116400,0,12611,1147,15,0,0,145
71630595,0,1,1,0,0,0,0,30141,116400,0,12611,1147,15,0,0,145
71630596,0,1,1,0,0,0,0,30141,116400,0,12611,1147,15,0,0,145
71630597,0,1,1,0,0,0,0,30141,116400,0,12611,1147,15,0,0,0
71630598,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,0
71630599,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,0
71630600,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,2001
71630601,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,16476
71630602,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,16476
71630603,0,1,1,3,2476,0,0,30141,116400,0,12611,1147,15,0,0,0
71630604,0,1,1,3,2476,0,0,30141,116400,0,12611,1147,15,0,0,6000
71630605,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,6000
71630606,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,6000
71630607,0,1,1,3,0,0,0,30141,116400,0,12611,1147,15,0,0,6000
71630608,0,1,1,3,0,4041,4041,30141,116400,0,12611,1147,15,0,0,6040
71630609,0,1,1,3,0,4041,4041,30141,116400,0,12611,1147,15,0,0,6040
71630610,0,1,1,3,0,4041,4041,30141,116400,0,12611,1147,15,0,0,6040
71630611,0,1,1,3,0,4041,4041,30141,116400,0,12611,1147,15,0,0,6040
71630612,0,1,1,3,0,0,4041,30141,116400,0,12611,1147,15,0,0,6040
71630613,0,1,1,3,0,0,4041,30141,116400,0,12611,1147,15,0,0,6040
71630614,0,1,1,3,0,0,4041,30141,116400,0,12611,1147,15,0,0,6040
71630615,0,1,1,0,0,0,116441,4041,116400,0,12611,1147,15,0,0,145
71630616,0,1,1,0,0,0,116400,4041,116400,0,12611,1147,15,0,0,145
71630617,0,1,1,0,0,0,116400,4041,116400,0,12611,1147,15,0,0,0
71630618,0,1,1,0,0,0,116400,4041,116400,0,12611,1147,15,0,0,0
71630619,0,1,1,0,0,0,116400,4041,116400,0,12611,1147,15,0,0,0
71630620,0,1,1,0,2537,0,116400,4041,116400,0,12611,1147,15,0,0,0
71630621,0,1,1,0,2537,0,116400,4041,116400,0,12611,1147,15,0,1,0
71630622,0,1,1,0,0,0,116400,4041,116400,0,12611,1147,15,0,1,0
71630623,0,1,1,0,116400,0,116400,4041,116400,0,12611,1147,15,0,1,0
71630624,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,0
71630625,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,0
71630626,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,2001
71630627,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,16477
71630628,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,16477
71630629,0,1,1,3,116400,0,0,116400,116400,0,12611,1147,15,0,1,0
71630630,0,1,1,3,0,0,0,116400,116400,0,12611,1147,15,0,0,0
71630631,0,1,1,3,2477,0,0,116400,116400,0,12611,1147,15,0,0,0
71630632,0,1,1,3,2477,0,0,116400,116400,0,12611,1147,15,0,0,6000
71630633,0,1,1,3,0,0,0,116400,116400,0,12611,1147,15,0,0,6000
71630634,0,1,1,3,0,0,0,116400,116400,0,12611,1147,15,0,0,6000
71630635,0,1,1,3,0,0,0,116400,116400,0,12611,1147,15,0,0,6000
71630636,0,1,1,3,0,51033,51033,116400,116400,0,12611,1147,15,0,0,6510
71630637,0,1,1,3,0,51033,51033,116400,116400,0,12611,1147,15,0,0,6510
71630638,0,1,1,3,0,51033,51033,116400,116400,0,12611,1147,15,0,0,6510
71630639,0,1,1,3,0,51033,51033,116400,116400,0,12611,1147,15,0,0,6510
71630640,0,1,1,3,0,0,51033,116400,116400,0,12611,1147,15,0,0,6510
71630641,0,1,1,3,0,0,51033,116400,116400,0,12611,1147,15,0,0,6510
71630642,0,1,1,3,0,0,51033,116400,116400,0,12611,1147,15,0,0,6510
71630643,0,1,1,0,0,0,51033,51033,116400,0,12611,1147,15,0,0,117
71630644,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,117
71630645,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630646,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630647,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630648,0,1,1,0,2532,0,0,51033,116400,0,12611,1147,15,0,0,172
71630649,0,1,1,0,2532,0,0,51033,116400,0,12611,1147,15,0,0,172
71630650,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630651,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630652,0,1,1,0,0,0,0,51033,116400,0,12611,1147,15,0,0,172
71630653,0,1,1,0,0,5312,5312,51033,116400,0,12611,1147,15,0,0,172
71630654,0,1,1,0,0,5312,5312,51033,116400,0,12611,1147,15,0,0,172
71630655,0,1,1,0,0,5312,5312,51033,116400,0,12611,1147,15,0,0,172
71630656,0,1,1,0,0,5312,5312,51033,116400,0,12611,1147,15,0,0,172
71630657,0,1,1,0,0,0,5312,51033,116400,0,12611,1147,15,0,0,172
71630658,0,1,1,0,0,0,5312,51033,116400,0,12611,1147,15,0,0,172
71630659,0,1,1,0,0,0,5312,51033,116400,0,12611,1147,15,0,0,172
71630660,0,1,1,2,0,0,5312,5312,116400,0,12611,1147,15,0,0,172
71630661,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,172
71630662,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630663,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630664,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630665,0,1,1,2,5312,0,0,5312,116400,0,12611,1147,15,0,0,0
71630666,0,1,1,2,5312,0,0,5312,116400,0,12611,1147,15,0,0,0
71630667,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630668,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630669,0,1,1,2,0,0,0,5312,116400,0,12611,1147,15,0,0,0
71630670,0,1,1,2,0,300,300,5312,116400,0,12611,1147,15,0,0,0
71630671,0,1,1,2,0,300,300,5312,116400,0,12611,1147,15,0,0,0
71630672,0,1,1,2,0,300,300,5312,116400,0,12611,1147,15,0,0,0
71630673,0,1,1,2,0,300,300,5312,116400,0,12611,1147,15,0,0,0
71630674,0,1,1,2,0,0,300,5312,116400,0,12611,1147,15,0,0,0
71630675,0,1,1,2,0,0,300,5312,116400,0,12611,1147,15,0,0,0
