tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,CD16,DBR,RA,RT,RD,RB,RX,CBWRITE,CMWRITE,CSA_12_0
71648660,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,2001
71648661,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,16525
71648662,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,16525
71648663,377,1,1,3,2525,0,0,172777,102,302,12613,1147,15,0,0,0
71648664,377,1,1,3,2525,0,0,172777,102,302,12613,1147,15,0,0,6000
71648665,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,6000
71648666,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,6000
71648667,377,1,1,3,0,0,0,172777,102,302,12613,1147,15,0,0,6000
71648668,377,1,1,3,0,131777,131777,172777,102,302,12613,1147,15,0,0,7317
71648669,377,1,1,3,0,131777,131777,172777,102,302,12613,1147,15,0,0,7317
71648670,377,1,1,3,0,131777,131777,172777,102,302,12613,1147,15,0,0,7317
71648671,377,1,1,3,0,131777,131777,172777,102,302,12613,1147,15,0,0,7317
71648672,377,1,1,3,0,0,131777,172777,102,302,12613,1147,15,0,0,7317
71648673,377,1,1,3,0,0,131777,172777,102,302,12613,1147,15,0,0,7317
71648674,377,1,1,3,0,0,131777,172777,102,302,12613,1147,15,0,0,7317
71648675,0,1,1,3,0,0,131777,131777,101,302,12613,1147,15,0,0,214
71648676,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,214
71648677,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,0
71648678,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,16524
71648679,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,16524
71648680,0,1,1,3,2524,0,0,131777,101,302,12613,1147,15,0,0,0
71648681,0,1,1,3,2524,0,0,131777,101,302,12613,1147,15,0,0,6000
71648682,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,6000
71648683,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,6000
71648684,0,1,1,3,0,0,0,131777,101,302,12613,1147,15,0,0,6000
71648685,0,1,1,3,0,172777,172777,131777,101,302,12613,1147,15,0,0,7727
71648686,0,1,1,3,0,172777,172777,131777,101,302,12613,1147,15,0,0,7727
71648687,0,1,1,3,0,172777,172777,131777,101,302,12613,1147,15,0,0,7727
71648688,0,1,1,3,0,172777,172777,131777,101,302,12613,1147,15,0,0,7727
71648689,0,1,1,3,0,0,172777,131777,101,302,12613,1147,15,0,0,7727
71648690,0,1,1,3,0,0,172777,131777,101,302,12613,1147,15,0,0,7727
71648691,0,1,1,3,0,0,172777,131777,101,302,12613,1147,15,0,0,7727
71648692,377,1,1,3,0,0,172777,172777,101,302,12613,1147,15,0,0,0
71648693,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,0
71648694,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,2001
71648695,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,16525
71648696,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,16525
71648697,377,1,1,3,2525,0,0,172777,101,302,12613,1147,15,0,0,0
71648698,377,1,1,3,2525,0,0,172777,101,302,12613,1147,15,0,0,6000
71648699,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,6000
71648700,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,6000
71648701,377,1,1,3,0,0,0,172777,101,302,12613,1147,15,0,0,6000
71648702,377,1,1,3,0,131777,131777,172777,101,302,12613,1147,15,0,0,7317
71648703,377,1,1,3,0,131777,131777,172777,101,302,12613,1147,15,0,0,7317
71648704,377,1,1,3,0,131777,131777,172777,101,302,12613,1147,15,0,0,7317
71648705,377,1,1,3,0,131777,131777,172777,101,302,12613,1147,15,0,0,7317
71648706,377,1,1,3,0,0,131777,172777,101,302,12613,1147,15,0,0,7317
71648707,377,1,1,3,0,0,131777,172777,101,302,12613,1147,15,0,0,7317
71648708,377,1,1,3,0,0,131777,172777,101,302,12613,1147,15,0,0,7317
71648709,0,1,1,3,0,0,131777,131777,100,302,12613,1147,15,0,0,214
71648710,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,214
71648711,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,0
71648712,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,16524
71648713,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,16524
71648714,0,1,1,3,2524,0,0,131777,100,302,12613,1147,15,0,0,0
71648715,0,1,1,3,2524,0,0,131777,100,302,12613,1147,15,0,0,6000
71648716,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,6000
71648717,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,6000
71648718,0,1,1,3,0,0,0,131777,100,302,12613,1147,15,0,0,6000
71648719,0,1,1,3,0,172777,172777,131777,100,302,12613,1147,15,0,0,7727
71648720,0,1,1,3,0,172777,172777,131777,100,302,12613,1147,15,0,0,7727
71648721,0,1,1,3,0,172777,172777,131777,100,302,12613,1147,15,0,0,7727
71648722,0,1,1,3,0,172777,172777,131777,100,302,12613,1147,15,0,0,7727
71648723,0,1,1,3,0,0,172777,131777,100,302,12613,1147,15,0,0,7727
71648724,0,1,1,3,0,0,172777,131777,100,302,12613,1147,15,0,0,7727
71648725,0,1,1,3,0,0,172777,131777,100,302,12613,1147,15,0,0,7727
71648726,377,1,1,3,0,0,172777,172777,100,302,12613,1147,15,0,0,0
71648727,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,0
71648728,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,2001
71648729,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,16525
71648730,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,16525
71648731,377,1,1,3,2525,0,0,172777,100,302,12613,1147,15,0,0,0
71648732,377,1,1,3,2525,0,0,172777,100,302,12613,1147,15,0,0,6000
71648733,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,6000
71648734,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,6000
71648735,377,1,1,3,0,0,0,172777,100,302,12613,1147,15,0,0,6000
71648736,377,1,1,3,0,131777,131777,172777,100,302,12613,1147,15,0,0,7317
71648737,377,1,1,3,0,131777,131777,172777,100,302,12613,1147,15,0,0,7317
71648738,377,1,1,3,0,131777,131777,172777,100,302,12613,1147,15,0,0,7317
71648739,377,1,1,3,0,131777,131777,172777,100,302,12613,1147,15,0,0,7317
71648740,377,1,1,3,0,0,131777,172777,100,302,12613,1147,15,0,0,7317
71648741,377,1,1,3,0,0,131777,172777,100,302,12613,1147,15,0,0,7317
71648742,377,1,1,3,0,0,131777,172777,100,302,12613,1147,15,0,0,7317
71648743,0,1,1,3,0,0,131777,131777,77,302,12613,1147,15,0,0,214
71648744,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,214
71648745,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,0
71648746,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,16524
71648747,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,16524
71648748,0,1,1,3,2524,0,0,131777,77,302,12613,1147,15,0,0,0
71648749,0,1,1,3,2524,0,0,131777,77,302,12613,1147,15,0,0,6000
71648750,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,6000
71648751,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,6000
71648752,0,1,1,3,0,0,0,131777,77,302,12613,1147,15,0,0,6000
71648753,0,1,1,3,0,172777,172777,131777,77,302,12613,1147,15,0,0,7727
71648754,0,1,1,3,0,172777,172777,131777,77,302,12613,1147,15,0,0,7727
71648755,0,1,1,3,0,172777,172777,131777,77,302,12613,1147,15,0,0,7727
71648756,0,1,1,3,0,172777,172777,131777,77,302,12613,1147,15,0,0,7727
71648757,0,1,1,3,0,0,172777,131777,77,302,12613,1147,15,0,0,7727
71648758,0,1,1,3,0,0,172777,131777,77,302,12613,1147,15,0,0,7727
71648759,0,1,1,3,0,0,172777,131777,77,302,12613,1147,15,0,0,7727
71648760,377,1,1,3,0,0,172777,172777,77,302,12613,1147,15,0,0,0
71648761,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,0
71648762,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,2001
71648763,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,16525
71648764,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,16525
71648765,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,0
71648766,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,0
71648767,377,1,1,3,2525,0,0,172777,77,302,12613,1147,15,0,0,0
71648768,377,1,1,3,2525,0,0,172777,77,302,12613,1147,15,0,0,6000
71648769,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,6000
71648770,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,6000
71648771,377,1,1,3,0,0,0,172777,77,302,12613,1147,15,0,0,6000
71648772,377,1,1,3,0,131777,131777,172777,77,302,12613,1147,15,0,0,7317
71648773,377,1,1,3,0,131777,131777,172777,77,302,12613,1147,15,0,0,7317
71648774,377,1,1,3,0,131777,131777,172777,77,302,12613,1147,15,0,0,7317
71648775,377,1,1,3,0,131777,131777,172777,77,302,12613,1147,15,0,0,7317
71648776,377,1,1,3,0,0,131777,172777,77,302,12613,1147,15,0,0,7317
71648777,377,1,1,3,0,0,131777,172777,77,302,12613,1147,15,0,0,7317
71648778,377,1,1,3,0,0,131777,172777,77,302,12613,1147,15,0,0,7317
71648779,0,1,1,3,0,0,131777,131777,76,302,12613,1147,15,0,0,214
71648780,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,214
71648781,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,0
71648782,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,16524
71648783,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,16524
71648784,0,1,1,3,2524,0,0,131777,76,302,12613,1147,15,0,0,0
71648785,0,1,1,3,2524,0,0,131777,76,302,12613,1147,15,0,0,6000
71648786,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,6000
71648787,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,6000
71648788,0,1,1,3,0,0,0,131777,76,302,12613,1147,15,0,0,6000
71648789,0,1,1,3,0,172777,172777,131777,76,302,12613,1147,15,0,0,7727
71648790,0,1,1,3,0,172777,172777,131777,76,302,12613,1147,15,0,0,7727
71648791,0,1,1,3,0,172777,172777,131777,76,302,12613,1147,15,0,0,7727
71648792,0,1,1,3,0,172777,172777,131777,76,302,12613,1147,15,0,0,7727
71648793,0,1,1,3,0,0,172777,131777,76,302,12613,1147,15,0,0,7727
71648794,0,1,1,3,0,0,172777,131777,76,302,12613,1147,15,0,0,7727
71648795,0,1,1,3,0,0,172777,131777,76,302,12613,1147,15,0,0,7727
71648796,377,1,1,3,0,0,172777,172777,76,302,12613,1147,15,0,0,0
71648797,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,0
71648798,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,2001
71648799,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,16525
71648800,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,16525
71648801,377,1,1,3,2525,0,0,172777,76,302,12613,1147,15,0,0,0
71648802,377,1,1,3,2525,0,0,172777,76,302,12613,1147,15,0,0,6000
71648803,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,6000
71648804,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,6000
71648805,377,1,1,3,0,0,0,172777,76,302,12613,1147,15,0,0,6000
71648806,377,1,1,3,0,131777,131777,172777,76,302,12613,1147,15,0,0,7317
71648807,377,1,1,3,0,131777,131777,172777,76,302,12613,1147,15,0,0,7317
71648808,377,1,1,3,0,131777,131777,172777,76,302,12613,1147,15,0,0,7317
71648809,377,1,1,3,0,131777,131777,172777,76,302,12613,1147,15,0,0,7317
71648810,377,1,1,3,0,0,131777,172777,76,302,12613,1147,15,0,0,7317
71648811,377,1,1,3,0,0,131777,172777,76,302,12613,1147,15,0,0,7317
71648812,377,1,1,3,0,0,131777,172777,76,302,12613,1147,15,0,0,7317
71648813,0,1,1,3,0,0,131777,131777,75,302,12613,1147,15,0,0,214
71648814,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,214
71648815,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,0
71648816,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,16524
71648817,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,16524
71648818,0,1,1,3,2524,0,0,131777,75,302,12613,1147,15,0,0,0
71648819,0,1,1,3,2524,0,0,131777,75,302,12613,1147,15,0,0,6000
71648820,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,6000
71648821,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,6000
71648822,0,1,1,3,0,0,0,131777,75,302,12613,1147,15,0,0,6000
71648823,0,1,1,3,0,172777,172777,131777,75,302,12613,1147,15,0,0,7727
71648824,0,1,1,3,0,172777,172777,131777,75,302,12613,1147,15,0,0,7727
71648825,0,1,1,3,0,172777,172777,131777,75,302,12613,1147,15,0,0,7727
71648826,0,1,1,3,0,172777,172777,131777,75,302,12613,1147,15,0,0,7727
71648827,0,1,1,3,0,0,172777,131777,75,302,12613,1147,15,0,0,7727
71648828,0,1,1,3,0,0,172777,131777,75,302,12613,1147,15,0,0,7727
71648829,0,1,1,3,0,0,172777,131777,75,302,12613,1147,15,0,0,7727
71648830,377,1,1,3,0,0,172777,172777,75,302,12613,1147,15,0,0,0
71648831,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,0
71648832,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,2001
71648833,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,16525
71648834,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,16525
71648835,377,1,1,3,2525,0,0,172777,75,302,12613,1147,15,0,0,0
71648836,377,1,1,3,2525,0,0,172777,75,302,12613,1147,15,0,0,6000
71648837,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,6000
71648838,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,6000
71648839,377,1,1,3,0,0,0,172777,75,302,12613,1147,15,0,0,6000
71648840,377,1,1,3,0,131777,131777,172777,75,302,12613,1147,15,0,0,7317
71648841,377,1,1,3,0,131777,131777,172777,75,302,12613,1147,15,0,0,7317
71648842,377,1,1,3,0,131777,131777,172777,75,302,12613,1147,15,0,0,7317
71648843,377,1,1,3,0,131777,131777,172777,75,302,12613,1147,15,0,0,7317
71648844,377,1,1,3,0,0,131777,172777,75,302,12613,1147,15,0,0,7317
71648845,377,1,1,3,0,0,131777,172777,75,302,12613,1147,15,0,0,7317
71648846,377,1,1,3,0,0,131777,172777,75,302,12613,1147,15,0,0,7317
71648847,0,1,1,3,0,0,131777,131777,74,302,12613,1147,15,0,0,214
71648848,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,214
71648849,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,0
71648850,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,16524
71648851,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,16524
71648852,0,1,1,3,2524,0,0,131777,74,302,12613,1147,15,0,0,0
71648853,0,1,1,3,2524,0,0,131777,74,302,12613,1147,15,0,0,6000
71648854,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,6000
71648855,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,6000
71648856,0,1,1,3,0,0,0,131777,74,302,12613,1147,15,0,0,6000
71648857,0,1,1,3,0,172777,172777,131777,74,302,12613,1147,15,0,0,7727
71648858,0,1,1,3,0,172777,172777,131777,74,302,12613,1147,15,0,0,7727
71648859,0,1,1,3,0,172777,172777,131777,74,302,12613,1147,15,0,0,7727
71648860,0,1,1,3,0,172777,172777,131777,74,302,12613,1147,15,0,0,7727
71648861,0,1,1,3,0,0,172777,131777,74,302,12613,1147,15,0,0,7727
71648862,0,1,1,3,0,0,172777,131777,74,302,12613,1147,15,0,0,7727
71648863,0,1,1,3,0,0,172777,131777,74,302,12613,1147,15,0,0,7727
71648864,377,1,1,3,0,0,172777,172777,74,302,12613,1147,15,0,0,0
71648865,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,0
71648866,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,2001
71648867,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,16525
71648868,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,16525
71648869,377,1,1,3,2525,0,0,172777,74,302,12613,1147,15,0,0,0
71648870,377,1,1,3,2525,0,0,172777,74,302,12613,1147,15,0,0,6000
71648871,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,6000
71648872,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,6000
71648873,377,1,1,3,0,0,0,172777,74,302,12613,1147,15,0,0,6000
71648874,377,1,1,3,0,131777,131777,172777,74,302,12613,1147,15,0,0,7317
71648875,377,1,1,3,0,131777,131777,172777,74,302,12613,1147,15,0,0,7317
71648876,377,1,1,3,0,131777,131777,172777,74,302,12613,1147,15,0,0,7317
71648877,377,1,1,3,0,131777,131777,172777,74,302,12613,1147,15,0,0,7317
71648878,377,1,1,3,0,0,131777,172777,74,302,12613,1147,15,0,0,7317
71648879,377,1,1,3,0,0,131777,172777,74,302,12613,1147,15,0,0,7317
71648880,377,1,1,3,0,0,131777,172777,74,302,12613,1147,15,0,0,7317
71648881,0,1,1,3,0,0,131777,131777,73,302,12613,1147,15,0,0,214
71648882,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,214
71648883,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,0
71648884,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,16524
71648885,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,16524
71648886,0,1,1,3,2524,0,0,131777,73,302,12613,1147,15,0,0,0
71648887,0,1,1,3,2524,0,0,131777,73,302,12613,1147,15,0,0,6000
71648888,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,6000
71648889,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,6000
71648890,0,1,1,3,0,0,0,131777,73,302,12613,1147,15,0,0,6000
71648891,0,1,1,3,0,172777,172777,131777,73,302,12613,1147,15,0,0,7727
71648892,0,1,1,3,0,172777,172777,131777,73,302,12613,1147,15,0,0,7727
71648893,0,1,1,3,0,172777,172777,131777,73,302,12613,1147,15,0,0,7727
71648894,0,1,1,3,0,172777,172777,131777,73,302,12613,1147,15,0,0,7727
71648895,0,1,1,3,0,0,172777,131777,73,302,12613,1147,15,0,0,7727
71648896,0,1,1,3,0,0,172777,131777,73,302,12613,1147,15,0,0,7727
71648897,0,1,1,3,0,0,172777,131777,73,302,12613,1147,15,0,0,7727
71648898,377,1,1,3,0,0,172777,172777,73,302,12613,1147,15,0,0,0
71648899,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,0
71648900,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,2001
71648901,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,16525
71648902,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,16525
71648903,377,1,1,3,2525,0,0,172777,73,302,12613,1147,15,0,0,0
71648904,377,1,1,3,2525,0,0,172777,73,302,12613,1147,15,0,0,6000
71648905,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,6000
71648906,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,6000
71648907,377,1,1,3,0,0,0,172777,73,302,12613,1147,15,0,0,6000
71648908,377,1,1,3,0,131777,131777,172777,73,302,12613,1147,15,0,0,7317
71648909,377,1,1,3,0,131777,131777,172777,73,302,12613,1147,15,0,0,7317
71648910,377,1,1,3,0,131777,131777,172777,73,302,12613,1147,15,0,0,7317
71648911,377,1,1,3,0,131777,131777,172777,73,302,12613,1147,15,0,0,7317
71648912,377,1,1,3,0,0,131777,172777,73,302,12613,1147,15,0,0,7317
71648913,377,1,1,3,0,0,131777,172777,73,302,12613,1147,15,0,0,7317
71648914,377,1,1,3,0,0,131777,172777,73,302,12613,1147,15,0,0,7317
71648915,0,1,1,3,0,0,131777,131777,72,302,12613,1147,15,0,0,214
71648916,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,214
71648917,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,0
71648918,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,16524
71648919,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,16524
71648920,0,1,1,3,2524,0,0,131777,72,302,12613,1147,15,0,0,0
71648921,0,1,1,3,2524,0,0,131777,72,302,12613,1147,15,0,0,6000
71648922,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,6000
71648923,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,6000
71648924,0,1,1,3,0,0,0,131777,72,302,12613,1147,15,0,0,6000
71648925,0,1,1,3,0,172777,172777,131777,72,302,12613,1147,15,0,0,7727
71648926,0,1,1,3,0,172777,172777,131777,72,302,12613,1147,15,0,0,7727
71648927,0,1,1,3,0,172777,172777,131777,72,302,12613,1147,15,0,0,7727
71648928,0,1,1,3,0,172777,172777,131777,72,302,12613,1147,15,0,0,7727
71648929,0,1,1,3,0,0,172777,131777,72,302,12613,1147,15,0,0,7727
71648930,0,1,1,3,0,0,172777,131777,72,302,12613,1147,15,0,0,7727
71648931,0,1,1,3,0,0,172777,131777,72,302,12613,1147,15,0,0,7727
71648932,377,1,1,3,0,0,172777,172777,72,302,12613,1147,15,0,0,0
71648933,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,0
71648934,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,2001
71648935,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,16525
71648936,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,16525
71648937,377,1,1,3,2525,0,0,172777,72,302,12613,1147,15,0,0,0
71648938,377,1,1,3,2525,0,0,172777,72,302,12613,1147,15,0,0,6000
71648939,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,6000
71648940,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,6000
71648941,377,1,1,3,0,0,0,172777,72,302,12613,1147,15,0,0,6000
71648942,377,1,1,3,0,131777,131777,172777,72,302,12613,1147,15,0,0,7317
71648943,377,1,1,3,0,131777,131777,172777,72,302,12613,1147,15,0,0,7317
71648944,377,1,1,3,0,131777,131777,172777,72,302,12613,1147,15,0,0,7317
71648945,377,1,1,3,0,131777,131777,172777,72,302,12613,1147,15,0,0,7317
71648946,377,1,1,3,0,0,131777,172777,72,302,12613,1147,15,0,0,7317
71648947,377,1,1,3,0,0,131777,172777,72,302,12613,1147,15,0,0,7317
71648948,377,1,1,3,0,0,131777,172777,72,302,12613,1147,15,0,0,7317
71648949,0,1,1,3,0,0,131777,131777,71,302,12613,1147,15,0,0,214
71648950,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,214
71648951,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,0
71648952,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,16524
71648953,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,16524
71648954,0,1,1,3,2524,0,0,131777,71,302,12613,1147,15,0,0,0
71648955,0,1,1,3,2524,0,0,131777,71,302,12613,1147,15,0,0,6000
71648956,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,6000
71648957,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,6000
71648958,0,1,1,3,0,0,0,131777,71,302,12613,1147,15,0,0,6000
71648959,0,1,1,3,0,172777,172777,131777,71,302,12613,1147,15,0,0,7727
71648960,0,1,1,3,0,172777,172777,131777,71,302,12613,1147,15,0,0,7727
71648961,0,1,1,3,0,172777,172777,131777,71,302,12613,1147,15,0,0,7727
71648962,0,1,1,3,0,172777,172777,131777,71,302,12613,1147,15,0,0,7727
71648963,0,1,1,3,0,0,172777,131777,71,302,12613,1147,15,0,0,7727
71648964,0,1,1,3,0,0,172777,131777,71,302,12613,1147,15,0,0,7727
71648965,0,1,1,3,0,0,172777,131777,71,302,12613,1147,15,0,0,7727
71648966,377,1,1,3,0,0,172777,172777,71,302,12613,1147,15,0,0,0
71648967,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,0
71648968,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,2001
71648969,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,16525
71648970,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,16525
71648971,377,1,1,3,2525,0,0,172777,71,302,12613,1147,15,0,0,0
71648972,377,1,1,3,2525,0,0,172777,71,302,12613,1147,15,0,0,6000
71648973,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,6000
71648974,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,6000
71648975,377,1,1,3,0,0,0,172777,71,302,12613,1147,15,0,0,6000
71648976,377,1,1,3,0,131777,131777,172777,71,302,12613,1147,15,0,0,7317
71648977,377,1,1,3,0,131777,131777,172777,71,302,12613,1147,15,0,0,7317
71648978,377,1,1,3,0,131777,131777,172777,71,302,12613,1147,15,0,0,7317
71648979,377,1,1,3,0,131777,131777,172777,71,302,12613,1147,15,0,0,7317
71648980,377,1,1,3,0,0,131777,172777,71,302,12613,1147,15,0,0,7317
71648981,377,1,1,3,0,0,131777,172777,71,302,12613,1147,15,0,0,7317
71648982,377,1,1,3,0,0,131777,172777,71,302,12613,1147,15,0,0,7317
71648983,0,1,1,3,0,0,131777,131777,70,302,12613,1147,15,0,0,214
71648984,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,214
71648985,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,0
71648986,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,16524
71648987,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,16524
71648988,0,1,1,3,2524,0,0,131777,70,302,12613,1147,15,0,0,0
71648989,0,1,1,3,2524,0,0,131777,70,302,12613,1147,15,0,0,6000
71648990,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,6000
71648991,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,6000
71648992,0,1,1,3,0,0,0,131777,70,302,12613,1147,15,0,0,6000
71648993,0,1,1,3,0,172777,172777,131777,70,302,12613,1147,15,0,0,7727
71648994,0,1,1,3,0,172777,172777,131777,70,302,12613,1147,15,0,0,7727
71648995,0,1,1,3,0,172777,172777,131777,70,302,12613,1147,15,0,0,7727
71648996,0,1,1,3,0,172777,172777,131777,70,302,12613,1147,15,0,0,7727
71648997,0,1,1,3,0,0,172777,131777,70,302,12613,1147,15,0,0,7727
71648998,0,1,1,3,0,0,172777,131777,70,302,12613,1147,15,0,0,7727
71648999,0,1,1,3,0,0,172777,131777,70,302,12613,1147,15,0,0,7727
71649000,377,1,1,3,0,0,172777,172777,70,302,12613,1147,15,0,0,0
71649001,377,1,1,3,0,0,0,172777,70,302,12613,1147,15,0,0,0
