tick,CSA,AREG,TREG,RX,CD16,FIDBO,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
68391694,0,377,47,377,0,71157,7464,0,71157,50606,177400,172,3,71157,106620,0,0
68391695,0,377,47,377,0,71157,7464,0,71157,50606,177400,172,3,71157,106620,0,0
68391696,0,377,47,377,0,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391697,0,377,47,377,0,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391698,0,377,47,377,0,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391699,0,377,47,377,66661,71157,0,66661,71157,50606,177400,172,3,71157,106620,0,0
68391700,0,377,47,377,66661,71157,0,66661,71157,50606,177400,172,3,71157,106620,0,0
68391701,0,377,47,377,66661,71157,0,66661,71157,50606,177400,172,3,71157,106620,0,0
68391702,0,377,47,377,66661,71157,0,66661,71157,50606,177400,172,3,71157,106620,0,0
68391703,0,377,47,377,66661,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391704,0,377,47,377,66661,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391705,0,377,47,377,66661,71157,0,0,71157,50606,177400,172,3,71157,106620,0,0
68391706,0,377,47,377,66661,66661,0,0,71157,66661,67562,0,3,66661,111116,66661,0
68391707,0,377,47,377,0,66661,0,0,71157,66661,67562,0,4,66661,111116,66661,0
68391708,2001,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391709,16307,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391710,16307,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391711,0,377,47,377,0,66661,14307,0,71157,66661,67562,0,0,66661,111116,66661,0
68391712,6000,377,47,377,0,66661,14307,0,71157,66661,67562,0,0,66661,111116,66661,0
68391713,6000,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391714,6000,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391715,6000,377,47,377,0,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391716,7422,377,47,377,142200,66661,0,142200,71157,66661,67562,0,0,66661,111116,66661,0
68391717,7422,377,47,377,142200,66661,0,142200,71157,66661,67562,0,0,66661,111116,66661,0
68391718,7422,377,47,377,142200,66661,0,142200,71157,66661,67562,0,0,66661,111116,66661,0
68391719,7422,377,47,377,142200,66661,0,142200,71157,66661,67562,0,0,66661,111116,66661,0
68391720,7422,377,47,377,142200,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391721,7422,377,47,377,142200,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391722,7422,377,47,377,142200,66661,0,0,71157,66661,67562,0,0,66661,111116,66661,0
68391723,4331,377,66661,377,173357,71157,0,0,71157,142200,130555,4331,0,71157,106620,0,0
# MARK fail tick=68391723
68391724,4331,377,66661,377,71157,71157,0,0,71157,142200,130555,4331,0,71157,106620,0,0
68391725,4335,377,66661,377,71157,71157,0,0,71157,142200,130555,4331,0,71157,106620,0,0
68391726,4335,377,66661,377,377,377,0,0,71157,71157,67562,74335,0,377,177400,0,377
68391727,4335,377,66661,377,377,377,0,0,71157,71157,67562,74335,0,377,177400,0,377
68391728,4336,377,66661,377,377,377,0,0,71157,71157,67562,74335,0,377,177400,0,377
68391729,4336,377,66661,377,67060,67060,0,0,71157,71157,177400,60000,0,67060,110717,0,66661
68391730,4337,377,66661,377,67060,67060,0,0,71157,71157,177400,60000,10,67060,110717,0,66661
68391731,4332,377,66661,377,67060,67060,0,0,71157,71157,177400,60000,10,67060,110717,0,66661
68391732,4332,377,66661,377,0,1,0,0,71157,71157,30156,70350,10,1,177776,1,377
68391733,4332,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391734,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391735,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391736,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391737,4333,377,66661,377,0,1,67060,0,71157,71157,30156,70350,3,1,177776,1,377
68391738,4333,377,66661,377,0,1,67060,0,71157,71157,30156,70350,3,1,177776,1,377
68391739,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391740,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391741,4333,377,66661,377,0,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391742,4333,377,66661,377,67562,1,0,67562,71157,71157,30156,70350,3,1,177776,1,377
68391743,4333,377,66661,377,67562,1,0,67562,71157,71157,30156,70350,3,1,177776,1,377
68391744,4333,377,66661,377,67562,1,0,67562,71157,71157,30156,70350,3,1,177776,1,377
68391745,4333,377,66661,377,67562,1,0,67562,71157,71157,30156,70350,3,1,177776,1,377
68391746,4333,377,66661,377,67562,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391747,4333,377,66661,377,67562,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391748,4333,377,66661,377,67562,1,0,0,71157,71157,30156,70350,3,1,177776,1,377
68391749,4333,377,66661,377,67562,67562,0,0,71157,67562,400,4334,3,67562,110215,67562,0
68391750,4334,377,66661,377,67562,67562,0,0,71157,67562,400,4334,4,67562,110215,67562,0
# MARK fail tick=68391750
68391751,377,377,66661,377,67562,67562,0,0,71157,67562,400,4334,4,67562,110215,67562,0
68391752,377,377,66661,377,0,377,0,0,67562,67562,71157,377,4,162,177400,377,0
68391753,377,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391754,401,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391755,16310,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391756,16310,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391757,0,377,66661,377,0,377,14310,0,67562,67562,71157,377,0,162,177400,377,0
68391758,6000,377,66661,377,0,377,14310,0,67562,67562,71157,377,0,162,177400,377,0
68391759,6000,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391760,6000,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391761,6000,377,66661,377,0,377,0,0,67562,67562,71157,377,0,162,177400,377,0
68391762,7710,377,66661,377,171047,377,0,171047,67562,67562,71157,377,0,162,177400,377,0
68391763,7710,377,66661,377,171047,377,0,171047,67562,67562,71157,377,22,162,177400,377,0
68391764,7710,377,66661,377,171047,377,0,171047,67562,67562,71157,377,22,162,177400,377,0
68391765,7710,377,66661,377,171047,377,0,171047,67562,67562,71157,377,22,162,177400,377,0
68391766,7710,377,66661,377,171047,377,0,0,67562,67562,71157,377,22,162,177400,377,0
68391767,7710,377,66661,377,171047,377,0,0,67562,67562,71157,377,22,162,177400,377,0
68391768,7710,377,66661,377,171047,377,0,0,67562,67562,71157,377,22,162,177400,377,0
68391769,0,162,66661,377,171047,47,0,0,67562,171047,177400,0,22,47,177730,47,0
68391770,0,162,66661,377,0,47,0,0,67562,171047,177400,0,4,47,177730,47,0
68391771,2001,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391772,16311,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391773,16311,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391774,0,162,66661,377,0,47,14311,0,67562,171047,177400,0,0,47,177730,47,0
68391775,6000,162,66661,377,0,47,14311,0,67562,171047,177400,0,0,47,177730,47,0
68391776,6000,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391777,6000,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391778,6000,162,66661,377,0,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391779,7420,162,66661,377,142065,47,0,142065,67562,171047,177400,0,0,47,177730,47,0
68391780,7420,162,66661,377,142065,47,0,142065,67562,171047,177400,0,0,47,177730,47,0
68391781,7420,162,66661,377,142065,47,0,142065,67562,171047,177400,0,0,47,177730,47,0
68391782,7420,162,66661,377,142065,47,0,142065,67562,171047,177400,0,0,47,177730,47,0
68391783,7420,162,66661,377,142065,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391784,7420,162,66661,377,142065,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391785,7420,162,66661,377,142065,47,0,0,67562,171047,177400,0,0,47,177730,47,0
68391786,215,162,47,377,142065,113,0,0,67562,142065,23400,215,0,113,177664,0,47
68391787,215,162,47,377,0,113,0,0,67562,142065,23400,215,0,113,177664,0,47
68391788,0,162,47,377,0,113,0,0,67562,142065,23400,215,0,113,177664,0,47
68391789,16312,162,47,377,0,113,0,0,67562,142065,23400,215,0,113,177664,0,47
68391790,16312,162,47,377,0,113,0,0,67562,142065,23400,215,0,113,177664,0,47
70359194,6000,376,47,375,0,0,14305,0,36475,124370,0,0,0,36475,177777,0,0
70359195,6000,376,47,375,0,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359196,6000,376,47,375,0,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359197,6000,376,47,375,0,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359198,6546,376,47,375,54611,0,0,54611,36475,124370,0,0,0,36475,177777,0,0
70359199,6546,376,47,375,54611,0,0,54611,36475,124370,0,0,0,36475,177777,0,0
70359200,6546,376,47,375,54611,0,0,54611,36475,124370,0,0,0,36475,177777,0,0
70359201,6546,376,47,375,54611,0,0,54611,36475,124370,0,0,0,36475,177777,0,0
70359202,6546,376,47,375,54611,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359203,6546,376,47,375,54611,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359204,6546,376,47,375,54611,0,0,0,36475,124370,0,0,0,36475,177777,0,0
70359205,174,376,47,375,54611,36475,0,0,36475,54611,0,174,0,36475,141302,0,0
70359206,174,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359207,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359208,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359209,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359210,0,376,47,375,0,36475,7467,0,36475,54611,0,174,3,36475,141302,0,0
70359211,0,376,47,375,0,36475,7467,0,36475,54611,0,174,3,36475,141302,0,0
70359212,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359213,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359214,0,376,47,375,0,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359215,0,376,47,375,376,36475,0,376,36475,54611,0,174,3,36475,141302,0,0
70359216,0,376,47,375,376,36475,0,376,36475,54611,0,174,3,36475,141302,0,0
70359217,0,376,47,375,376,36475,0,376,36475,54611,0,174,3,36475,141302,0,0
70359218,0,376,47,375,376,36475,0,376,36475,54611,0,174,3,36475,141302,0,0
70359219,0,376,47,375,376,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359220,0,376,47,375,376,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359221,0,376,47,375,376,36475,0,0,36475,54611,0,174,3,36475,141302,0,0
70359222,0,376,47,375,376,376,0,0,36475,376,36475,0,3,376,177401,376,0
70359223,0,376,47,375,0,376,0,0,36475,376,36475,0,4,376,177401,376,0
70359224,2001,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359225,16306,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359226,16306,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359227,0,376,47,375,0,376,14306,0,36475,376,36475,0,0,376,177401,376,0
70359228,6000,376,47,375,0,376,14306,0,36475,376,36475,0,0,376,177401,376,0
70359229,6000,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359230,6000,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359231,6000,376,47,375,0,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359232,6506,376,47,375,50606,376,0,50606,36475,376,36475,0,0,376,177401,376,0
70359233,6506,376,47,375,50606,376,0,50606,36475,376,36475,0,0,376,177401,376,0
70359234,6506,376,47,375,50606,376,0,50606,36475,376,36475,0,0,376,177401,376,0
70359235,6506,376,47,375,50606,376,0,50606,36475,376,36475,0,0,376,177401,376,0
70359236,6506,376,47,375,50606,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359237,6506,376,47,375,50606,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359238,6506,376,47,375,50606,376,0,0,36475,376,36475,0,0,376,177401,376,0
70359239,172,376,47,376,50606,36475,0,0,36475,50606,177000,172,0,36475,141302,0,0
70359240,172,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359241,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359242,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359243,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359244,0,376,47,376,0,36475,7464,0,36475,50606,177000,172,3,36475,141302,0,0
70359245,0,376,47,376,0,36475,7464,0,36475,50606,177000,172,3,36475,141302,0,0
70359246,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359247,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359248,0,376,47,376,0,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359249,0,376,47,376,73600,36475,0,73600,36475,50606,177000,172,3,36475,141302,0,0
70359250,0,376,47,376,73600,36475,0,73600,36475,50606,177000,172,3,36475,141302,0,0
70359251,0,376,47,376,73600,36475,0,73600,36475,50606,177000,172,3,36475,141302,0,0
70359252,0,376,47,376,73600,36475,0,73600,36475,50606,177000,172,3,36475,141302,0,0
70359253,0,376,47,376,73600,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359254,0,376,47,376,73600,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359255,0,376,47,376,73600,36475,0,0,36475,50606,177000,172,3,36475,141302,0,0
70359256,0,376,47,376,73600,73600,0,0,36475,73600,36475,0,3,73600,104177,73600,0
70359257,0,376,47,376,0,73600,0,0,36475,73600,36475,0,4,73600,104177,73600,0
70359258,2001,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359259,16307,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359260,16307,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359261,0,376,47,376,0,73600,14307,0,36475,73600,36475,0,0,73600,104177,73600,0
70359262,6000,376,47,376,0,73600,14307,0,36475,73600,36475,0,0,73600,104177,73600,0
70359263,6000,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359264,6000,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359265,6000,376,47,376,0,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359266,7422,376,47,376,142200,73600,0,142200,36475,73600,36475,0,0,73600,104177,73600,0
70359267,7422,376,47,376,142200,73600,0,142200,36475,73600,36475,0,0,73600,104177,73600,0
70359268,7422,376,47,376,142200,73600,0,142200,36475,73600,36475,0,0,73600,104177,73600,0
70359269,7422,376,47,376,142200,73600,0,142200,36475,73600,36475,0,0,73600,104177,73600,0
70359270,7422,376,47,376,142200,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359271,7422,376,47,376,142200,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359272,7422,376,47,376,142200,73600,0,0,36475,73600,36475,0,0,73600,104177,73600,0
70359273,4331,376,73600,376,176675,36475,0,0,36475,142200,100167,4331,0,36475,141302,0,0
70359274,4331,376,73600,376,36475,36475,0,0,36475,142200,100167,4331,0,36475,141302,0,0
70359275,4335,376,73600,376,36475,36475,0,0,36475,142200,100167,4331,0,36475,141302,0,0
70359276,4335,376,73600,376,376,376,0,0,36475,36475,36475,74335,0,376,177401,0,376
70359277,4335,376,73600,376,376,376,0,0,36475,36475,36475,74335,0,376,177401,0,376
70359278,4336,376,73600,376,376,376,0,0,36475,36475,36475,74335,0,376,177401,0,376
70359279,4336,376,73600,376,73777,73777,0,0,36475,36475,177000,60000,0,73777,104000,0,73600
70359280,4337,376,73600,376,73777,73777,0,0,36475,36475,177000,60000,10,73777,104000,0,73600
70359281,4332,376,73600,376,73777,73777,0,0,36475,36475,177000,60000,10,73777,104000,0,73600
70359282,4332,376,73600,376,0,1,0,0,36475,36475,177567,70350,10,0,177776,1,376
70359283,4332,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359284,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359285,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359286,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359287,4334,376,73600,376,0,1,73777,0,36475,36475,177567,70350,3,0,177776,1,376
70359288,4334,376,73600,376,0,1,73777,0,36475,36475,177567,70350,3,0,177776,1,376
70359289,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359290,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359291,4334,376,73600,376,0,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359292,4334,376,73600,376,36475,1,0,36475,36475,36475,177567,70350,3,0,177776,1,376
70359293,4334,376,73600,376,36475,1,0,36475,36475,36475,177567,70350,3,0,177776,1,376
70359294,4334,376,73600,376,36475,1,0,36475,36475,36475,177567,70350,3,0,177776,1,376
70359295,4334,376,73600,376,36475,1,0,36475,36475,36475,177567,70350,3,0,177776,1,376
70359296,4334,376,73600,376,36475,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359297,4334,376,73600,376,36475,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359298,4334,376,73600,376,36475,1,0,0,36475,36475,177567,70350,3,0,177776,1,376
70359299,4334,376,73600,376,36475,36475,0,0,36475,36475,400,4334,3,36475,141302,36475,0
70359300,4334,376,73600,376,36475,36475,0,0,36475,36475,400,4334,11,36475,141302,36475,0
70359301,4333,376,73600,376,36475,36475,0,0,36475,36475,400,4334,11,36475,141302,36475,0
70359302,4333,376,73600,376,36475,36475,0,0,36475,36475,36475,0,11,36475,141302,36475,0
70359303,4333,376,73600,376,36475,36475,0,0,36475,36475,36475,0,4,36475,141302,36475,0
70359304,377,376,73600,376,36475,36475,0,0,36475,36475,36475,0,4,36475,141302,36475,0
70359305,377,376,73600,376,0,377,0,0,36475,36475,36475,377,4,75,177400,377,0
70359306,377,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359307,401,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359308,16310,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359309,16310,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359310,0,376,73600,376,0,377,14310,0,36475,36475,36475,377,0,75,177400,377,0
70359311,6000,376,73600,376,0,377,14310,0,36475,36475,36475,377,0,75,177400,377,0
70359312,6000,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359313,6000,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359314,6000,376,73600,376,0,377,0,0,36475,36475,36475,377,0,75,177400,377,0
70359315,7710,376,73600,376,171047,377,0,171047,36475,36475,36475,377,0,75,177400,377,0
70359316,7710,376,73600,376,171047,377,0,171047,36475,36475,36475,377,22,75,177400,377,0
70359317,7710,376,73600,376,171047,377,0,171047,36475,36475,36475,377,22,75,177400,377,0
70359318,7710,376,73600,376,171047,377,0,171047,36475,36475,36475,377,22,75,177400,377,0
70359319,7710,376,73600,376,171047,377,0,0,36475,36475,36475,377,22,75,177400,377,0
70359320,7710,376,73600,376,171047,377,0,0,36475,36475,36475,377,22,75,177400,377,0
70359321,7710,376,73600,376,171047,377,0,0,36475,36475,36475,377,22,75,177400,377,0
70359322,0,75,73600,376,171047,47,0,0,36475,171047,177400,0,22,47,177730,47,0
70359323,0,75,73600,376,0,47,0,0,36475,171047,177400,0,4,47,177730,47,0
70359324,2001,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359325,16311,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359326,16311,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359327,0,75,73600,376,0,47,14311,0,36475,171047,177400,0,0,47,177730,47,0
70359328,6000,75,73600,376,0,47,14311,0,36475,171047,177400,0,0,47,177730,47,0
70359329,6000,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359330,6000,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359331,6000,75,73600,376,0,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359332,7420,75,73600,376,142065,47,0,142065,36475,171047,177400,0,0,47,177730,47,0
70359333,7420,75,73600,376,142065,47,0,142065,36475,171047,177400,0,0,47,177730,47,0
70359334,7420,75,73600,376,142065,47,0,142065,36475,171047,177400,0,0,47,177730,47,0
70359335,7420,75,73600,376,142065,47,0,142065,36475,171047,177400,0,0,47,177730,47,0
70359336,7420,75,73600,376,142065,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359337,7420,75,73600,376,142065,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359338,7420,75,73600,376,142065,47,0,0,36475,171047,177400,0,0,47,177730,47,0
70359339,215,75,47,376,142065,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359340,215,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359341,0,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359342,16312,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359343,16312,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359344,0,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359345,0,75,47,376,0,26,0,0,36475,142065,23400,215,0,26,177751,0,47
70359346,0,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359347,0,75,47,376,0,0,0,0,36475,0,13000,0,4,0,177777,0,0
70359348,2001,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359349,16313,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359350,16313,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359351,0,75,47,376,0,0,14313,0,36475,0,13000,0,0,0,177777,0,0
70359352,6000,75,47,376,0,0,14313,0,36475,0,13000,0,0,0,177777,0,0
70359353,6000,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359354,6000,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359355,6000,75,47,376,0,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359356,7465,75,47,376,146575,0,0,146575,36475,0,13000,0,0,0,177777,0,0
70359357,7465,75,47,376,146575,0,0,146575,36475,0,13000,0,0,0,177777,0,0
70359358,7465,75,47,376,146575,0,0,146575,36475,0,13000,0,0,0,177777,0,0
70359359,7465,75,47,376,146575,0,0,146575,36475,0,13000,0,0,0,177777,0,0
70359360,7465,75,47,376,146575,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359361,7465,75,47,376,146575,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359362,7465,75,47,376,146575,0,0,0,36475,0,13000,0,0,0,177777,0,0
70359363,145,75,47,376,146575,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359364,145,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359365,0,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359366,16314,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359367,16314,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359368,0,75,47,376,0,377,14314,0,36475,146575,0,145,0,377,177400,0,376
70359369,6000,75,47,376,0,377,14314,0,36475,146575,0,145,0,377,177400,0,376
70359370,6000,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359371,6000,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359372,6000,75,47,376,0,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359373,6046,75,47,376,4611,377,0,4611,36475,146575,0,145,0,377,177400,0,376
70359374,6046,75,47,376,4611,377,0,4611,36475,146575,0,145,0,377,177400,0,376
70359375,6046,75,47,376,4611,377,0,4611,36475,146575,0,145,0,377,177400,0,376
70359376,6046,75,47,376,4611,377,0,4611,36475,146575,0,145,0,377,177400,0,376
70359377,6046,75,47,376,4611,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359378,6046,75,47,376,4611,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359379,6046,75,47,376,4611,377,0,0,36475,146575,0,145,0,377,177400,0,376
70359380,145,377,47,376,4777,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359381,145,377,47,376,377,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359382,0,377,47,376,377,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359383,0,377,47,376,377,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359384,0,377,47,376,377,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359385,0,377,47,376,377,377,7467,0,36475,146575,177400,50145,0,377,177400,0,377
70359386,0,377,47,376,377,377,7467,0,36475,146575,177400,50145,0,377,177400,0,377
70359387,0,377,47,376,377,377,0,0,36475,146575,177400,50145,0,377,177400,0,377
70359388,0,377,47,376,377,377,377,0,36475,146575,177400,50145,0,377,177400,0,377
70359389,0,377,47,376,0,0,377,0,36475,377,177400,0,0,0,177777,0,0
70359390,0,377,47,376,0,0,377,0,36475,377,177400,0,4,0,177777,0,0
70359391,2001,377,47,376,0,0,377,0,36475,377,177400,0,0,0,177777,0,0
70359392,16315,377,47,376,0,0,377,0,36475,377,177400,0,0,0,177777,0,0
70359393,16315,377,47,376,0,0,377,0,36475,377,177400,0,0,0,177777,0,0
70359394,0,377,47,376,0,0,377,0,36475,377,177400,0,0,0,177777,0,0
70359395,0,377,47,376,0,0,0,0,36475,377,177400,0,0,0,177777,0,0
70359396,0,377,47,376,0,0,14315,0,36475,377,177400,0,0,0,177777,0,0
70359397,6000,377,47,376,0,0,14315,0,36475,377,177400,0,0,0,177777,0,0
70359398,6000,377,47,376,0,0,0,0,36475,377,177400,0,0,0,177777,0,0
70359399,6000,377,47,376,0,0,0,0,36475,377,177400,0,0,0,177777,0,0
70359400,6000,377,47,376,0,0,0,0,36475,377,177400,0,0,0,177777,0,0
