tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,CD16,DBR,QREG,RA,RT,RD,RB,RX,CSA_12_0
71420000,377,1,1,3,0,0,172777,172777,177777,17,302,12557,1147,15,0
71420001,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,0
71420002,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,2001
71420003,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,16525
71420004,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,16525
71420005,377,1,1,3,2525,0,0,172777,177777,17,302,12557,1147,15,0
71420006,377,1,1,3,2525,0,0,172777,177777,17,302,12557,1147,15,6000
71420007,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,6000
71420008,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,6000
71420009,377,1,1,3,0,0,0,172777,177777,17,302,12557,1147,15,6000
71420010,377,1,1,3,0,131777,131777,172777,177777,17,302,12557,1147,15,7317
71420011,377,1,1,3,0,131777,131777,172777,177777,17,302,12557,1147,15,7317
71420012,377,1,1,3,0,131777,131777,172777,177777,17,302,12557,1147,15,7317
71420013,377,1,1,3,0,131777,131777,172777,177777,17,302,12557,1147,15,7317
71420014,377,1,1,3,0,0,131777,172777,177777,17,302,12557,1147,15,7317
71420015,377,1,1,3,0,0,131777,172777,177777,17,302,12557,1147,15,7317
71420016,377,1,1,3,0,0,131777,172777,177777,17,302,12557,1147,15,7317
71420017,0,1,1,3,0,0,131777,131777,177777,16,302,12557,1147,15,214
71420018,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,214
71420019,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,0
71420020,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,16524
71420021,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,16524
71420022,0,1,1,3,2524,0,0,131777,177777,16,302,12557,1147,15,0
71420023,0,1,1,3,2524,0,0,131777,177777,16,302,12557,1147,15,6000
71420024,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,6000
71420025,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,6000
71420026,0,1,1,3,0,0,0,131777,177777,16,302,12557,1147,15,6000
71420027,0,1,1,3,0,172777,172777,131777,177777,16,302,12557,1147,15,7727
71420028,0,1,1,3,0,172777,172777,131777,177777,16,302,12557,1147,15,7727
71420029,0,1,1,3,0,172777,172777,131777,177777,16,302,12557,1147,15,7727
71420030,0,1,1,3,0,172777,172777,131777,177777,16,302,12557,1147,15,7727
71420031,0,1,1,3,0,0,172777,131777,177777,16,302,12557,1147,15,7727
71420032,0,1,1,3,0,0,172777,131777,177777,16,302,12557,1147,15,7727
71420033,0,1,1,3,0,0,172777,131777,177777,16,302,12557,1147,15,7727
71420034,377,1,1,3,0,0,172777,172777,177777,16,302,12557,1147,15,0
71420035,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,0
71420036,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,2001
71420037,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,16525
71420038,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,16525
71420039,377,1,1,3,2525,0,0,172777,177777,16,302,12557,1147,15,0
71420040,377,1,1,3,2525,0,0,172777,177777,16,302,12557,1147,15,6000
71420041,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,6000
71420042,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,6000
71420043,377,1,1,3,0,0,0,172777,177777,16,302,12557,1147,15,6000
71420044,377,1,1,3,0,131777,131777,172777,177777,16,302,12557,1147,15,7317
71420045,377,1,1,3,0,131777,131777,172777,177777,16,302,12557,1147,15,7317
71420046,377,1,1,3,0,131777,131777,172777,177777,16,302,12557,1147,15,7317
71420047,377,1,1,3,0,131777,131777,172777,177777,16,302,12557,1147,15,7317
71420048,377,1,1,3,0,0,131777,172777,177777,16,302,12557,1147,15,7317
71420049,377,1,1,3,0,0,131777,172777,177777,16,302,12557,1147,15,7317
71420050,377,1,1,3,0,0,131777,172777,177777,16,302,12557,1147,15,7317
71420051,0,1,1,3,0,0,131777,131777,177777,15,302,12557,1147,15,214
71420052,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,214
71420053,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,0
71420054,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,16524
71420055,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,16524
71420056,0,1,1,3,2524,0,0,131777,177777,15,302,12557,1147,15,0
71420057,0,1,1,3,2524,0,0,131777,177777,15,302,12557,1147,15,6000
71420058,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,6000
71420059,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,6000
71420060,0,1,1,3,0,0,0,131777,177777,15,302,12557,1147,15,6000
71420061,0,1,1,3,0,172777,172777,131777,177777,15,302,12557,1147,15,7727
71420062,0,1,1,3,0,172777,172777,131777,177777,15,302,12557,1147,15,7727
71420063,0,1,1,3,0,172777,172777,131777,177777,15,302,12557,1147,15,7727
71420064,0,1,1,3,0,172777,172777,131777,177777,15,302,12557,1147,15,7727
71420065,0,1,1,3,0,0,172777,131777,177777,15,302,12557,1147,15,7727
71420066,0,1,1,3,0,0,172777,131777,177777,15,302,12557,1147,15,7727
71420067,0,1,1,3,0,0,172777,131777,177777,15,302,12557,1147,15,7727
71420068,377,1,1,3,0,0,172777,172777,177777,15,302,12557,1147,15,0
71420069,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,0
71420070,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,2001
71420071,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,16525
71420072,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,16525
71420073,377,1,1,3,2525,0,0,172777,177777,15,302,12557,1147,15,0
71420074,377,1,1,3,2525,0,0,172777,177777,15,302,12557,1147,15,6000
71420075,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,6000
71420076,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,6000
71420077,377,1,1,3,0,0,0,172777,177777,15,302,12557,1147,15,6000
71420078,377,1,1,3,0,131777,131777,172777,177777,15,302,12557,1147,15,7317
71420079,377,1,1,3,0,131777,131777,172777,177777,15,302,12557,1147,15,7317
71420080,377,1,1,3,0,131777,131777,172777,177777,15,302,12557,1147,15,7317
71420081,377,1,1,3,0,131777,131777,172777,177777,15,302,12557,1147,15,7317
71420082,377,1,1,3,0,0,131777,172777,177777,15,302,12557,1147,15,7317
71420083,377,1,1,3,0,0,131777,172777,177777,15,302,12557,1147,15,7317
71420084,377,1,1,3,0,0,131777,172777,177777,15,302,12557,1147,15,7317
71420085,0,1,1,3,0,0,131777,131777,177777,14,302,12557,1147,15,214
71420086,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,214
71420087,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,0
71420088,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,16524
71420089,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,16524
71420090,0,1,1,3,2524,0,0,131777,177777,14,302,12557,1147,15,0
71420091,0,1,1,3,2524,0,0,131777,177777,14,302,12557,1147,15,6000
71420092,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,6000
71420093,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,6000
71420094,0,1,1,3,0,0,0,131777,177777,14,302,12557,1147,15,6000
71420095,0,1,1,3,0,172777,172777,131777,177777,14,302,12557,1147,15,7727
71420096,0,1,1,3,0,172777,172777,131777,177777,14,302,12557,1147,15,7727
71420097,0,1,1,3,0,172777,172777,131777,177777,14,302,12557,1147,15,7727
71420098,0,1,1,3,0,172777,172777,131777,177777,14,302,12557,1147,15,7727
71420099,0,1,1,3,0,0,172777,131777,177777,14,302,12557,1147,15,7727
71420100,0,1,1,3,0,0,172777,131777,177777,14,302,12557,1147,15,7727
71420101,0,1,1,3,0,0,172777,131777,177777,14,302,12557,1147,15,7727
71420102,377,1,1,3,0,0,172777,172777,177777,14,302,12557,1147,15,0
71420103,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,0
71420104,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,2001
71420105,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,16525
71420106,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,16525
71420107,377,1,1,3,2525,0,0,172777,177777,14,302,12557,1147,15,0
71420108,377,1,1,3,2525,0,0,172777,177777,14,302,12557,1147,15,6000
71420109,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,6000
71420110,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,6000
71420111,377,1,1,3,0,0,0,172777,177777,14,302,12557,1147,15,6000
71420112,377,1,1,3,0,131777,131777,172777,177777,14,302,12557,1147,15,7317
71420113,377,1,1,3,0,131777,131777,172777,177777,14,302,12557,1147,15,7317
71420114,377,1,1,3,0,131777,131777,172777,177777,14,302,12557,1147,15,7317
71420115,377,1,1,3,0,131777,131777,172777,177777,14,302,12557,1147,15,7317
71420116,377,1,1,3,0,0,131777,172777,177777,14,302,12557,1147,15,7317
71420117,377,1,1,3,0,0,131777,172777,177777,14,302,12557,1147,15,7317
71420118,377,1,1,3,0,0,131777,172777,177777,14,302,12557,1147,15,7317
71420119,0,1,1,3,0,0,131777,131777,177777,13,302,12557,1147,15,214
71420120,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,214
71420121,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,0
71420122,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,16524
71420123,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,16524
71420124,0,1,1,3,2524,0,0,131777,177777,13,302,12557,1147,15,0
71420125,0,1,1,3,2524,0,0,131777,177777,13,302,12557,1147,15,6000
71420126,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,6000
71420127,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,6000
71420128,0,1,1,3,0,0,0,131777,177777,13,302,12557,1147,15,6000
71420129,0,1,1,3,0,172777,172777,131777,177777,13,302,12557,1147,15,7727
71420130,0,1,1,3,0,172777,172777,131777,177777,13,302,12557,1147,15,7727
71420131,0,1,1,3,0,172777,172777,131777,177777,13,302,12557,1147,15,7727
71420132,0,1,1,3,0,172777,172777,131777,177777,13,302,12557,1147,15,7727
71420133,0,1,1,3,0,0,172777,131777,177777,13,302,12557,1147,15,7727
71420134,0,1,1,3,0,0,172777,131777,177777,13,302,12557,1147,15,7727
71420135,0,1,1,3,0,0,172777,131777,177777,13,302,12557,1147,15,7727
71420136,377,1,1,3,0,0,172777,172777,177777,13,302,12557,1147,15,0
71420137,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,0
71420138,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,2001
71420139,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,16525
71420140,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,16525
71420141,377,1,1,3,2525,0,0,172777,177777,13,302,12557,1147,15,0
71420142,377,1,1,3,2525,0,0,172777,177777,13,302,12557,1147,15,6000
71420143,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,6000
71420144,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,6000
71420145,377,1,1,3,0,0,0,172777,177777,13,302,12557,1147,15,6000
71420146,377,1,1,3,0,131777,131777,172777,177777,13,302,12557,1147,15,7317
71420147,377,1,1,3,0,131777,131777,172777,177777,13,302,12557,1147,15,7317
71420148,377,1,1,3,0,131777,131777,172777,177777,13,302,12557,1147,15,7317
71420149,377,1,1,3,0,131777,131777,172777,177777,13,302,12557,1147,15,7317
71420150,377,1,1,3,0,0,131777,172777,177777,13,302,12557,1147,15,7317
71420151,377,1,1,3,0,0,131777,172777,177777,13,302,12557,1147,15,7317
71420152,377,1,1,3,0,0,131777,172777,177777,13,302,12557,1147,15,7317
71420153,0,1,1,3,0,0,131777,131777,177777,12,302,12557,1147,15,214
71420154,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,214
71420155,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,0
71420156,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,16524
71420157,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,16524
71420158,0,1,1,3,2524,0,0,131777,177777,12,302,12557,1147,15,0
71420159,0,1,1,3,2524,0,0,131777,177777,12,302,12557,1147,15,6000
71420160,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,6000
71420161,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,6000
71420162,0,1,1,3,0,0,0,131777,177777,12,302,12557,1147,15,6000
71420163,0,1,1,3,0,172777,172777,131777,177777,12,302,12557,1147,15,7727
71420164,0,1,1,3,0,172777,172777,131777,177777,12,302,12557,1147,15,7727
71420165,0,1,1,3,0,172777,172777,131777,177777,12,302,12557,1147,15,7727
71420166,0,1,1,3,0,172777,172777,131777,177777,12,302,12557,1147,15,7727
71420167,0,1,1,3,0,0,172777,131777,177777,12,302,12557,1147,15,7727
71420168,0,1,1,3,0,0,172777,131777,177777,12,302,12557,1147,15,7727
71420169,0,1,1,3,0,0,172777,131777,177777,12,302,12557,1147,15,7727
71420170,377,1,1,3,0,0,172777,172777,177777,12,302,12557,1147,15,0
71420171,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,0
71420172,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,2001
71420173,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,16525
71420174,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,16525
71420175,377,1,1,3,2525,0,0,172777,177777,12,302,12557,1147,15,0
71420176,377,1,1,3,2525,0,0,172777,177777,12,302,12557,1147,15,6000
71420177,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,6000
71420178,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,6000
71420179,377,1,1,3,0,0,0,172777,177777,12,302,12557,1147,15,6000
71420180,377,1,1,3,0,131777,131777,172777,177777,12,302,12557,1147,15,7317
71420181,377,1,1,3,0,131777,131777,172777,177777,12,302,12557,1147,15,7317
71420182,377,1,1,3,0,131777,131777,172777,177777,12,302,12557,1147,15,7317
71420183,377,1,1,3,0,131777,131777,172777,177777,12,302,12557,1147,15,7317
71420184,377,1,1,3,0,0,131777,172777,177777,12,302,12557,1147,15,7317
71420185,377,1,1,3,0,0,131777,172777,177777,12,302,12557,1147,15,7317
71420186,377,1,1,3,0,0,131777,172777,177777,12,302,12557,1147,15,7317
71420187,0,1,1,3,0,0,131777,131777,177777,11,302,12557,1147,15,214
71420188,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,214
71420189,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,0
71420190,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,16524
71420191,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,16524
71420192,0,1,1,3,2524,0,0,131777,177777,11,302,12557,1147,15,0
71420193,0,1,1,3,2524,0,0,131777,177777,11,302,12557,1147,15,6000
71420194,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,6000
71420195,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,6000
71420196,0,1,1,3,0,0,0,131777,177777,11,302,12557,1147,15,6000
71420197,0,1,1,3,0,172777,172777,131777,177777,11,302,12557,1147,15,7727
71420198,0,1,1,3,0,172777,172777,131777,177777,11,302,12557,1147,15,7727
71420199,0,1,1,3,0,172777,172777,131777,177777,11,302,12557,1147,15,7727
71420200,0,1,1,3,0,172777,172777,131777,177777,11,302,12557,1147,15,7727
71420201,0,1,1,3,0,0,172777,131777,177777,11,302,12557,1147,15,7727
71420202,0,1,1,3,0,0,172777,131777,177777,11,302,12557,1147,15,7727
71420203,0,1,1,3,0,0,172777,131777,177777,11,302,12557,1147,15,7727
71420204,377,1,1,3,0,0,172777,172777,177777,11,302,12557,1147,15,0
71420205,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,0
71420206,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,2001
71420207,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,16525
71420208,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,16525
71420209,377,1,1,3,2525,0,0,172777,177777,11,302,12557,1147,15,0
71420210,377,1,1,3,2525,0,0,172777,177777,11,302,12557,1147,15,6000
71420211,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,6000
71420212,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,6000
71420213,377,1,1,3,0,0,0,172777,177777,11,302,12557,1147,15,6000
71420214,377,1,1,3,0,131777,131777,172777,177777,11,302,12557,1147,15,7317
71420215,377,1,1,3,0,131777,131777,172777,177777,11,302,12557,1147,15,7317
71420216,377,1,1,3,0,131777,131777,172777,177777,11,302,12557,1147,15,7317
71420217,377,1,1,3,0,131777,131777,172777,177777,11,302,12557,1147,15,7317
71420218,377,1,1,3,0,0,131777,172777,177777,11,302,12557,1147,15,7317
71420219,377,1,1,3,0,0,131777,172777,177777,11,302,12557,1147,15,7317
71420220,377,1,1,3,0,0,131777,172777,177777,11,302,12557,1147,15,7317
71420221,0,1,1,3,0,0,131777,131777,177777,10,302,12557,1147,15,214
71420222,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,214
71420223,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,0
71420224,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,16524
71420225,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,16524
71420226,0,1,1,3,2524,0,0,131777,177777,10,302,12557,1147,15,0
71420227,0,1,1,3,2524,0,0,131777,177777,10,302,12557,1147,15,6000
71420228,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,6000
71420229,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,6000
71420230,0,1,1,3,0,0,0,131777,177777,10,302,12557,1147,15,6000
71420231,0,1,1,3,0,172777,172777,131777,177777,10,302,12557,1147,15,7727
71420232,0,1,1,3,0,172777,172777,131777,177777,10,302,12557,1147,15,7727
71420233,0,1,1,3,0,172777,172777,131777,177777,10,302,12557,1147,15,7727
71420234,0,1,1,3,0,172777,172777,131777,177777,10,302,12557,1147,15,7727
71420235,0,1,1,3,0,0,172777,131777,177777,10,302,12557,1147,15,7727
71420236,0,1,1,3,0,0,172777,131777,177777,10,302,12557,1147,15,7727
71420237,0,1,1,3,0,0,172777,131777,177777,10,302,12557,1147,15,7727
71420238,377,1,1,3,0,0,172777,172777,177777,10,302,12557,1147,15,0
71420239,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,0
71420240,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,2001
71420241,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,16525
71420242,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,16525
71420243,377,1,1,3,2525,0,0,172777,177777,10,302,12557,1147,15,0
71420244,377,1,1,3,2525,0,0,172777,177777,10,302,12557,1147,15,6000
71420245,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,6000
71420246,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,6000
71420247,377,1,1,3,0,0,0,172777,177777,10,302,12557,1147,15,6000
71420248,377,1,1,3,0,131777,131777,172777,177777,10,302,12557,1147,15,7317
71420249,377,1,1,3,0,131777,131777,172777,177777,10,302,12557,1147,15,7317
71420250,377,1,1,3,0,131777,131777,172777,177777,10,302,12557,1147,15,7317
71420251,377,1,1,3,0,131777,131777,172777,177777,10,302,12557,1147,15,7317
71420252,377,1,1,3,0,0,131777,172777,177777,10,302,12557,1147,15,7317
71420253,377,1,1,3,0,0,131777,172777,177777,10,302,12557,1147,15,7317
71420254,377,1,1,3,0,0,131777,172777,177777,10,302,12557,1147,15,7317
71420255,0,1,1,3,0,0,131777,131777,177777,7,302,12557,1147,15,214
71420256,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,214
71420257,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,0
71420258,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,16524
71420259,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,16524
71420260,0,1,1,3,2524,0,0,131777,177777,7,302,12557,1147,15,0
71420261,0,1,1,3,2524,0,0,131777,177777,7,302,12557,1147,15,6000
71420262,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,6000
71420263,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,6000
71420264,0,1,1,3,0,0,0,131777,177777,7,302,12557,1147,15,6000
71420265,0,1,1,3,0,172777,172777,131777,177777,7,302,12557,1147,15,7727
71420266,0,1,1,3,0,172777,172777,131777,177777,7,302,12557,1147,15,7727
71420267,0,1,1,3,0,172777,172777,131777,177777,7,302,12557,1147,15,7727
71420268,0,1,1,3,0,172777,172777,131777,177777,7,302,12557,1147,15,7727
71420269,0,1,1,3,0,0,172777,131777,177777,7,302,12557,1147,15,7727
71420270,0,1,1,3,0,0,172777,131777,177777,7,302,12557,1147,15,7727
71420271,0,1,1,3,0,0,172777,131777,177777,7,302,12557,1147,15,7727
71420272,377,1,1,3,0,0,172777,172777,177777,7,302,12557,1147,15,0
71420273,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,0
71420274,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,2001
71420275,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,16525
71420276,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,16525
71420277,377,1,1,3,2525,0,0,172777,177777,7,302,12557,1147,15,0
71420278,377,1,1,3,2525,0,0,172777,177777,7,302,12557,1147,15,6000
71420279,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,6000
71420280,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,6000
71420281,377,1,1,3,0,0,0,172777,177777,7,302,12557,1147,15,6000
71420282,377,1,1,3,0,131777,131777,172777,177777,7,302,12557,1147,15,7317
71420283,377,1,1,3,0,131777,131777,172777,177777,7,302,12557,1147,15,7317
71420284,377,1,1,3,0,131777,131777,172777,177777,7,302,12557,1147,15,7317
71420285,377,1,1,3,0,131777,131777,172777,177777,7,302,12557,1147,15,7317
71420286,377,1,1,3,0,0,131777,172777,177777,7,302,12557,1147,15,7317
71420287,377,1,1,3,0,0,131777,172777,177777,7,302,12557,1147,15,7317
71420288,377,1,1,3,0,0,131777,172777,177777,7,302,12557,1147,15,7317
71420289,0,1,1,3,0,0,131777,131777,177777,6,302,12557,1147,15,214
71420290,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,214
71420291,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,0
71420292,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,16524
71420293,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,16524
71420294,0,1,1,3,2524,0,0,131777,177777,6,302,12557,1147,15,0
71420295,0,1,1,3,2524,0,0,131777,177777,6,302,12557,1147,15,6000
71420296,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,6000
71420297,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,6000
71420298,0,1,1,3,0,0,0,131777,177777,6,302,12557,1147,15,6000
71420299,0,1,1,3,0,172777,172777,131777,177777,6,302,12557,1147,15,7727
71420300,0,1,1,3,0,172777,172777,131777,177777,6,302,12557,1147,15,7727
71420301,0,1,1,3,0,172777,172777,131777,177777,6,302,12557,1147,15,7727
71420302,0,1,1,3,0,172777,172777,131777,177777,6,302,12557,1147,15,7727
71420303,0,1,1,3,0,0,172777,131777,177777,6,302,12557,1147,15,7727
71420304,0,1,1,3,0,0,172777,131777,177777,6,302,12557,1147,15,7727
71420305,0,1,1,3,0,0,172777,131777,177777,6,302,12557,1147,15,7727
71420306,377,1,1,3,0,0,172777,172777,177777,6,302,12557,1147,15,0
71420307,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,0
71420308,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,2001
71420309,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,16525
71420310,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,16525
71420311,377,1,1,3,2525,0,0,172777,177777,6,302,12557,1147,15,0
71420312,377,1,1,3,2525,0,0,172777,177777,6,302,12557,1147,15,6000
71420313,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,6000
71420314,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,6000
71420315,377,1,1,3,0,0,0,172777,177777,6,302,12557,1147,15,6000
71420316,377,1,1,3,0,131777,131777,172777,177777,6,302,12557,1147,15,7317
71420317,377,1,1,3,0,131777,131777,172777,177777,6,302,12557,1147,15,7317
71420318,377,1,1,3,0,131777,131777,172777,177777,6,302,12557,1147,15,7317
71420319,377,1,1,3,0,131777,131777,172777,177777,6,302,12557,1147,15,7317
71420320,377,1,1,3,0,0,131777,172777,177777,6,302,12557,1147,15,7317
71420321,377,1,1,3,0,0,131777,172777,177777,6,302,12557,1147,15,7317
71420322,377,1,1,3,0,0,131777,172777,177777,6,302,12557,1147,15,7317
71420323,0,1,1,3,0,0,131777,131777,177777,5,302,12557,1147,15,214
71420324,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,214
71420325,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,0
71420326,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,16524
71420327,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,16524
71420328,0,1,1,3,2524,0,0,131777,177777,5,302,12557,1147,15,0
71420329,0,1,1,3,2524,0,0,131777,177777,5,302,12557,1147,15,6000
71420330,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,6000
71420331,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,6000
71420332,0,1,1,3,0,0,0,131777,177777,5,302,12557,1147,15,6000
71420333,0,1,1,3,0,172777,172777,131777,177777,5,302,12557,1147,15,7727
71420334,0,1,1,3,0,172777,172777,131777,177777,5,302,12557,1147,15,7727
71420335,0,1,1,3,0,172777,172777,131777,177777,5,302,12557,1147,15,7727
71420336,0,1,1,3,0,172777,172777,131777,177777,5,302,12557,1147,15,7727
71420337,0,1,1,3,0,0,172777,131777,177777,5,302,12557,1147,15,7727
71420338,0,1,1,3,0,0,172777,131777,177777,5,302,12557,1147,15,7727
71420339,0,1,1,3,0,0,172777,131777,177777,5,302,12557,1147,15,7727
71420340,377,1,1,3,0,0,172777,172777,177777,5,302,12557,1147,15,0
71420341,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,0
71420342,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,2001
71420343,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,16525
71420344,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,16525
71420345,377,1,1,3,2525,0,0,172777,177777,5,302,12557,1147,15,0
71420346,377,1,1,3,2525,0,0,172777,177777,5,302,12557,1147,15,6000
71420347,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,6000
71420348,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,6000
71420349,377,1,1,3,0,0,0,172777,177777,5,302,12557,1147,15,6000
71420350,377,1,1,3,0,131777,131777,172777,177777,5,302,12557,1147,15,7317
