tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,CD16,DBR,QREG,RA,RT,RD,RB,RX,CSA_12_0
44037710,377,1,1,3,0,0,0,172777,177777,4,302,4311,1147,15,6000
44037711,377,1,1,3,0,131777,131777,172777,177777,4,302,4311,1147,15,7317
44037712,377,1,1,3,0,131777,131777,172777,177777,4,302,4311,1147,15,7317
44037713,377,1,1,3,0,131777,131777,172777,177777,4,302,4311,1147,15,7317
44037714,377,1,1,3,0,131777,131777,172777,177777,4,302,4311,1147,15,7317
44037715,377,1,1,3,0,0,131777,172777,177777,4,302,4311,1147,15,7317
44037716,377,1,1,3,0,0,131777,172777,177777,4,302,4311,1147,15,7317
44037717,377,1,1,3,0,0,131777,172777,177777,4,302,4311,1147,15,7317
44037718,0,1,1,3,0,0,131777,131777,177777,3,302,4311,1147,15,214
44037719,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,214
44037720,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,0
44037721,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,16524
44037722,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,16524
44037723,0,1,1,3,2524,0,0,131777,177777,3,302,4311,1147,15,0
44037724,0,1,1,3,2524,0,0,131777,177777,3,302,4311,1147,15,6000
44037725,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,6000
44037726,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,6000
44037727,0,1,1,3,0,0,0,131777,177777,3,302,4311,1147,15,6000
44037728,0,1,1,3,0,172777,172777,131777,177777,3,302,4311,1147,15,7727
44037729,0,1,1,3,0,172777,172777,131777,177777,3,302,4311,1147,15,7727
44037730,0,1,1,3,0,172777,172777,131777,177777,3,302,4311,1147,15,7727
44037731,0,1,1,3,0,172777,172777,131777,177777,3,302,4311,1147,15,7727
44037732,0,1,1,3,0,0,172777,131777,177777,3,302,4311,1147,15,7727
44037733,0,1,1,3,0,0,172777,131777,177777,3,302,4311,1147,15,7727
44037734,0,1,1,3,0,0,172777,131777,177777,3,302,4311,1147,15,7727
44037735,377,1,1,3,0,0,172777,172777,177777,3,302,4311,1147,15,0
44037736,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,0
44037737,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,2001
44037738,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,16525
44037739,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,16525
44037740,377,1,1,3,2525,0,0,172777,177777,3,302,4311,1147,15,0
44037741,377,1,1,3,2525,0,0,172777,177777,3,302,4311,1147,15,6000
44037742,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,6000
44037743,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,6000
44037744,377,1,1,3,0,0,0,172777,177777,3,302,4311,1147,15,6000
44037745,377,1,1,3,0,131777,131777,172777,177777,3,302,4311,1147,15,7317
44037746,377,1,1,3,0,131777,131777,172777,177777,3,302,4311,1147,15,7317
44037747,377,1,1,3,0,131777,131777,172777,177777,3,302,4311,1147,15,7317
44037748,377,1,1,3,0,131777,131777,172777,177777,3,302,4311,1147,15,7317
44037749,377,1,1,3,0,0,131777,172777,177777,3,302,4311,1147,15,7317
44037750,377,1,1,3,0,0,131777,172777,177777,3,302,4311,1147,15,7317
44037751,377,1,1,3,0,0,131777,172777,177777,3,302,4311,1147,15,7317
44037752,0,1,1,3,0,0,131777,131777,177777,2,302,4311,1147,15,214
44037753,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,214
44037754,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,0
44037755,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,16524
44037756,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,16524
44037757,0,1,1,3,2524,0,0,131777,177777,2,302,4311,1147,15,0
44037758,0,1,1,3,2524,0,0,131777,177777,2,302,4311,1147,15,6000
44037759,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,6000
44037760,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,6000
44037761,0,1,1,3,0,0,0,131777,177777,2,302,4311,1147,15,6000
44037762,0,1,1,3,0,172777,172777,131777,177777,2,302,4311,1147,15,7727
44037763,0,1,1,3,0,172777,172777,131777,177777,2,302,4311,1147,15,7727
44037764,0,1,1,3,0,172777,172777,131777,177777,2,302,4311,1147,15,7727
44037765,0,1,1,3,0,172777,172777,131777,177777,2,302,4311,1147,15,7727
44037766,0,1,1,3,0,0,172777,131777,177777,2,302,4311,1147,15,7727
44037767,0,1,1,3,0,0,172777,131777,177777,2,302,4311,1147,15,7727
44037768,0,1,1,3,0,0,172777,131777,177777,2,302,4311,1147,15,7727
44037769,377,1,1,3,0,0,172777,172777,177777,2,302,4311,1147,15,0
44037770,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,0
44037771,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,2001
44037772,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,16525
44037773,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,16525
44037774,377,1,1,3,2525,0,0,172777,177777,2,302,4311,1147,15,0
44037775,377,1,1,3,2525,0,0,172777,177777,2,302,4311,1147,15,6000
44037776,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,6000
44037777,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,6000
44037778,377,1,1,3,0,0,0,172777,177777,2,302,4311,1147,15,6000
44037779,377,1,1,3,0,131777,131777,172777,177777,2,302,4311,1147,15,7317
44037780,377,1,1,3,0,131777,131777,172777,177777,2,302,4311,1147,15,7317
44037781,377,1,1,3,0,131777,131777,172777,177777,2,302,4311,1147,15,7317
44037782,377,1,1,3,0,131777,131777,172777,177777,2,302,4311,1147,15,7317
44037783,377,1,1,3,0,0,131777,172777,177777,2,302,4311,1147,15,7317
44037784,377,1,1,3,0,0,131777,172777,177777,2,302,4311,1147,15,7317
44037785,377,1,1,3,0,0,131777,172777,177777,2,302,4311,1147,15,7317
44037786,0,1,1,3,0,0,131777,131777,177777,1,302,4311,1147,15,214
44037787,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,214
44037788,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,0
44037789,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,16524
44037790,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,16524
44037791,0,1,1,3,2524,0,0,131777,177777,1,302,4311,1147,15,0
44037792,0,1,1,3,2524,0,0,131777,177777,1,302,4311,1147,15,6000
44037793,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,6000
44037794,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,6000
44037795,0,1,1,3,0,0,0,131777,177777,1,302,4311,1147,15,6000
44037796,0,1,1,3,0,172777,172777,131777,177777,1,302,4311,1147,15,7727
44037797,0,1,1,3,0,172777,172777,131777,177777,1,302,4311,1147,15,7727
44037798,0,1,1,3,0,172777,172777,131777,177777,1,302,4311,1147,15,7727
44037799,0,1,1,3,0,172777,172777,131777,177777,1,302,4311,1147,15,7727
44037800,0,1,1,3,0,0,172777,131777,177777,1,302,4311,1147,15,7727
44037801,0,1,1,3,0,0,172777,131777,177777,1,302,4311,1147,15,7727
44037802,0,1,1,3,0,0,172777,131777,177777,1,302,4311,1147,15,7727
44037803,377,1,1,3,0,0,172777,172777,177777,1,302,4311,1147,15,0
44037804,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,0
44037805,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,2001
44037806,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,16525
44037807,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,16525
44037808,377,1,1,3,2525,0,0,172777,177777,1,302,4311,1147,15,0
44037809,377,1,1,3,2525,0,0,172777,177777,1,302,4311,1147,15,6000
44037810,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,6000
44037811,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,6000
44037812,377,1,1,3,0,0,0,172777,177777,1,302,4311,1147,15,6000
44037813,377,1,1,3,0,131777,131777,172777,177777,1,302,4311,1147,15,7317
44037814,377,1,1,3,0,131777,131777,172777,177777,1,302,4311,1147,15,7317
44037815,377,1,1,3,0,131777,131777,172777,177777,1,302,4311,1147,15,7317
44037816,377,1,1,3,0,131777,131777,172777,177777,1,302,4311,1147,15,7317
44037817,377,1,1,3,0,0,131777,172777,177777,1,302,4311,1147,15,7317
44037818,377,1,1,3,0,0,131777,172777,177777,1,302,4311,1147,15,7317
44037819,377,1,1,3,0,0,131777,172777,177777,1,302,4311,1147,15,7317
44037820,0,1,1,3,0,0,131777,131777,177777,0,302,4311,1147,15,214
44037821,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,214
44037822,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,0
44037823,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,16524
44037824,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,16524
44037825,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,0
44037826,0,1,1,3,0,0,0,131777,177777,0,302,4311,1147,15,0
44037827,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,0
44037828,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,0
44037829,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,2001
44037830,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,16526
44037831,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,16526
44037832,377,1,1,3,2526,0,0,0,177777,0,302,4311,1147,15,0
44037833,377,1,1,3,2526,0,0,0,177777,0,302,4311,1147,15,6000
44037834,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,6000
44037835,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,6000
44037836,377,1,1,3,0,0,0,0,177777,0,302,4311,1147,15,6000
44037837,377,1,1,3,0,124370,124370,0,177777,0,302,4311,1147,15,7243
44037838,377,1,1,3,0,124370,124370,0,177777,0,302,4311,1147,15,7243
44037839,377,1,1,3,0,124370,124370,0,177777,0,302,4311,1147,15,7243
44037840,377,1,1,3,0,124370,124370,0,177777,0,302,4311,1147,15,7243
44037841,377,1,1,3,0,0,124370,0,177777,0,302,4311,1147,15,7243
44037842,377,1,1,3,0,0,124370,0,177777,0,302,4311,1147,15,7243
44037843,377,1,1,3,0,0,124370,0,177777,0,302,4311,1147,15,7243
44037844,0,1,1,0,0,0,124370,124370,177777,0,302,4311,1147,15,0
44037845,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,0
44037846,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,2001
44037847,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,16516
44037848,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,16516
44037849,0,1,1,0,2516,0,0,124370,177777,0,302,4311,1147,15,0
44037850,0,1,1,0,2516,0,0,124370,177777,0,302,4311,1147,15,6000
44037851,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,6000
44037852,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,6000
44037853,0,1,1,0,0,0,0,124370,177777,0,302,4311,1147,15,6000
44037854,0,1,1,0,0,170777,170777,124370,177777,0,302,4311,1147,15,7707
44037855,0,1,1,0,0,170777,170777,124370,177777,0,302,4311,1147,15,7707
44037856,0,1,1,0,0,170777,170777,124370,177777,0,302,4311,1147,15,7707
44037857,0,1,1,0,0,170777,170777,124370,177777,0,302,4311,1147,15,7707
44037858,0,1,1,0,0,0,170777,124370,177777,0,302,4311,1147,15,7707
44037859,0,1,1,0,0,0,170777,124370,177777,0,302,4311,1147,15,7707
44037860,0,1,1,0,0,0,170777,124370,177777,0,302,4311,1147,15,7707
44037861,377,1,1,3,0,0,170777,170777,177777,0,302,4311,1147,15,0
44037862,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,0
44037863,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,2001
44037864,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,16517
44037865,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,16517
44037866,377,1,1,3,2517,0,0,170777,177777,0,302,4311,1147,15,0
44037867,377,1,1,3,2517,0,0,170777,177777,0,302,4311,1147,15,6000
44037868,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,6000
44037869,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,6000
44037870,377,1,1,3,0,0,0,170777,177777,0,302,4311,1147,15,6000
44037871,377,1,1,3,0,50020,50020,170777,177777,0,302,4311,1147,15,6500
44037872,377,1,1,3,0,50020,50020,170777,177777,0,302,4311,1147,15,6500
44037873,377,1,1,3,0,50020,50020,170777,177777,0,302,4311,1147,15,6500
44037874,377,1,1,3,0,50020,50020,170777,177777,0,302,4311,1147,15,6500
44037875,377,1,1,3,0,0,50020,170777,177777,0,302,4311,1147,15,6500
44037876,377,1,1,3,0,0,50020,170777,177777,0,302,4311,1147,15,6500
44037877,377,1,1,3,0,0,50020,170777,177777,0,302,4311,1147,15,6500
44037878,377,1,1,0,0,0,50020,50020,177777,177777,302,4311,1147,15,172
44037879,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,172
44037880,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037881,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037882,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037883,377,1,1,0,2537,0,0,50020,177777,177777,302,4311,1147,15,0
44037884,377,1,1,0,2537,0,0,50020,177777,177777,302,4311,1147,15,0
44037885,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037886,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037887,377,1,1,0,0,0,0,50020,177777,177777,302,4311,1147,15,0
44037888,377,1,1,0,0,116400,116400,50020,177777,177777,302,4311,1147,15,0
44037889,377,1,1,0,0,116400,116400,50020,177777,177777,302,4311,1147,15,0
44037890,377,1,1,0,0,116400,116400,50020,177777,177777,302,4311,1147,15,0
44037891,377,1,1,0,0,116400,116400,50020,177777,177777,302,4311,1147,15,0
44037892,377,1,1,0,0,0,116400,50020,177777,177777,302,4311,1147,15,0
44037893,377,1,1,0,0,0,116400,50020,177777,177777,302,4311,1147,15,0
44037894,377,1,1,0,0,0,116400,50020,177777,177777,302,4311,1147,15,0
44037895,0,1,1,3,0,0,116400,116400,177777,177777,302,4311,1147,15,0
44037896,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,0
44037897,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,2001
44037898,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,16520
44037899,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,16520
44037900,0,1,1,3,2520,0,0,116400,177777,177777,302,4311,1147,15,0
44037901,0,1,1,3,2520,0,0,116400,177777,177777,302,4311,1147,15,6000
44037902,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,6000
44037903,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,6000
44037904,0,1,1,3,0,0,0,116400,177777,177777,302,4311,1147,15,6000
44037905,0,1,1,3,0,175176,175176,116400,177777,177777,302,4311,1147,15,7751
44037906,0,1,1,3,0,175176,175176,116400,177777,177777,302,4311,1147,15,7751
44037907,0,1,1,3,0,175176,175176,116400,177777,177777,302,4311,1147,15,7751
44037908,0,1,1,3,0,175176,175176,116400,177777,177777,302,4311,1147,15,7751
44037909,0,1,1,3,0,0,175176,116400,177777,177777,302,4311,1147,15,7751
44037910,0,1,1,3,0,0,175176,116400,177777,177777,302,4311,1147,15,7751
44037911,0,1,1,3,0,0,175176,116400,177777,177777,302,4311,1147,15,7751
44037912,377,1,1,0,0,0,177777,175176,177777,177777,116400,4311,1147,15,262
44037913,377,1,1,0,0,0,177777,175176,177777,177777,116400,4311,1147,15,262
44037914,377,1,1,0,0,0,177777,175176,177777,177777,116400,4311,1147,15,263
44037915,100,1,1,0,0,0,16500,177777,177777,177777,116400,4311,1147,15,263
44037916,100,1,1,0,0,0,16500,177777,177777,177777,116400,4311,1147,15,264
44037917,100,1,1,0,0,0,16500,177777,177777,177777,116400,4311,1147,15,264
44037918,0,1,1,0,0,0,116400,177777,177777,177777,116400,4311,1147,15,264
44037919,0,1,1,0,0,0,116400,177777,177777,177777,116400,4311,1147,15,265
44037920,0,1,1,0,0,0,116400,177777,177777,177777,116400,4311,1147,15,265
44037921,0,1,1,0,0,0,100000,177777,116400,177777,116400,4311,1147,15,265
44037922,0,1,1,0,0,0,100000,177777,116400,177777,116400,4311,1147,15,266
44037923,0,1,1,0,0,0,100000,177777,116400,177777,116400,4311,1147,15,266
44037924,100,1,1,0,0,0,135100,177777,116400,177777,116400,4311,1147,15,266
44037925,100,1,1,0,0,0,135100,177777,116400,177777,116400,4311,1147,15,267
44037926,100,1,1,0,0,0,135100,177777,116400,177777,116400,4311,1147,15,0
44037927,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,0
44037928,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,0
44037929,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,2001
44037930,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,16521
44037931,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,16521
44037932,0,1,1,3,2521,0,0,177777,116400,177777,116400,4311,1147,15,0
44037933,0,1,1,3,2521,0,0,177777,116400,177777,116400,4311,1147,15,6000
44037934,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,6000
44037935,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,6000
44037936,0,1,1,3,0,0,0,177777,116400,177777,116400,4311,1147,15,6000
44037937,0,1,1,3,0,150402,150402,177777,116400,177777,116400,4311,1147,15,7504
44037938,0,1,1,3,0,150402,150402,177777,116400,177777,116400,4311,1147,15,7504
44037939,0,1,1,3,0,150402,150402,177777,116400,177777,116400,4311,1147,15,7504
44037940,0,1,1,3,0,150402,150402,177777,116400,177777,116400,4311,1147,15,7504
44037941,0,1,1,3,0,0,150402,177777,116400,177777,116400,4311,1147,15,7504
44037942,0,1,1,3,0,0,150402,177777,116400,177777,116400,4311,1147,15,7504
44037943,0,1,1,3,0,0,150402,177777,116400,177777,116400,4311,1147,15,7504
44037944,0,1,1,0,0,0,156402,150402,116400,177777,116400,4311,1147,15,657
44037945,0,1,1,0,0,0,116400,150402,116400,177777,116400,4311,1147,15,657
44037946,0,1,1,0,0,0,116400,150402,116400,177777,116400,4311,1147,15,326
44037947,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,326
44037948,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,326
44037949,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,327
44037950,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,327
44037951,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,330
44037952,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,660
44037953,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,660
44037954,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,660
44037955,0,1,1,0,0,0,116400,116400,116400,177777,116400,4311,1147,15,3642
44037956,100,1,1,0,0,0,16500,116400,116400,177777,116400,4311,1147,15,3642
44037957,100,1,1,0,0,0,16500,116400,116400,177777,116400,4311,1147,15,3642
44037958,100,1,1,0,0,0,16500,116400,116400,177777,116400,4311,1147,15,663
44037959,0,1,1,0,0,0,100000,116400,16500,177777,116400,4311,1147,15,663
44037960,0,1,1,0,0,0,100000,116400,16500,177777,116400,4311,1147,15,663
44037961,0,1,1,0,0,0,100000,116400,16500,177777,116400,4311,1147,15,664
44037962,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,664
44037963,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,665
44037964,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,665
44037965,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,665
44037966,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,666
44037967,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,1112
44037968,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1112
44037969,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1112
44037970,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037971,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037972,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037973,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037974,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037975,101,1,1,0,0,0,136501,116400,116500,177777,116400,4311,1147,15,1113
44037976,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,1113
44037977,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,1114
44037978,100,1,1,0,0,0,116500,116400,116500,177777,116400,4311,1147,15,1114
44037979,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1114
44037980,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037981,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037982,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037983,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037984,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037985,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037986,10,1,1,0,0,0,10,116400,116500,177777,116400,4311,1147,15,1115
44037987,0,1,1,0,0,0,20000,116400,116500,177777,116400,4311,1147,15,1115
44037988,0,1,1,0,0,0,20000,116400,116500,177777,116400,4311,1147,15,1116
44037989,0,1,1,0,0,0,20000,116400,116500,177777,116400,4311,1147,15,666
44037990,100,1,1,0,0,0,116500,116400,20000,177777,116400,4311,1147,15,666
44037991,100,1,1,0,0,0,116500,116400,20000,177777,116400,4311,1147,15,666
44037992,100,1,1,0,0,0,116500,116400,20000,177777,116400,4311,1147,15,0
44037993,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,0
44037994,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,0
44037995,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,17
44037996,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,17
44037997,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,17
44037998,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,17
44037999,0,1,1,3,0,0,0,116400,20000,177777,116400,4311,1147,15,17
44038000,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,53
44038001,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,53
44038002,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038003,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038004,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038005,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038006,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038007,3,1,1,0,0,0,3,0,20000,177777,116400,4311,1147,15,54
44038008,3,1,1,0,0,0,3,3,20000,177777,116400,4311,1147,15,54
44038009,3,1,1,0,0,0,3,3,20000,177777,116400,4311,1147,15,55
44038010,3,1,1,0,0,0,3,3,20000,177777,116400,4311,1147,15,55
44038011,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,55
44038012,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,56
44038013,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,56
44038014,147,1,1,0,0,0,21147,3,20000,177777,116400,4311,1147,15,56
44038015,147,1,1,0,0,0,21147,3,20000,177777,116400,4311,1147,15,57
44038016,147,1,1,0,0,0,21147,3,20000,177777,116400,4311,1147,15,3743
44038017,147,1,1,3,0,0,21147,3,20000,177777,116400,4311,1147,15,3743
44038018,147,1,1,3,0,0,21147,3,20000,177777,116400,4311,1147,15,3743
44038019,147,1,1,3,0,0,21147,3,20000,177777,116400,4311,1147,15,1131
44038020,15,1,1,0,0,0,15,3,20000,177777,116400,4311,1147,15,1131
44038021,15,1,1,0,0,0,15,3,20000,177777,116400,4311,1147,15,1131
44038022,15,1,1,0,0,0,15,3,20000,177777,116400,4311,1147,15,1133
44038023,122,1,1,0,0,0,2522,3,15,177777,116400,4311,1147,15,1133
44038024,122,1,1,0,0,0,2522,3,15,177777,116400,4311,1147,15,1133
44038025,122,1,1,0,0,0,2522,3,15,177777,116400,4311,1147,15,1134
44038026,15,1,1,0,0,0,15,3,15,177777,116400,4311,1147,15,1134
44038027,15,1,1,0,0,0,15,3,15,177777,116400,4311,1147,15,1135
44038028,15,1,1,0,0,0,15,3,15,177777,116400,4311,1147,15,1135
44038029,0,1,1,0,0,0,6400,3,15,177777,116400,4311,1147,15,1135
44038030,0,1,1,0,0,0,6400,3,15,177777,116400,4311,1147,15,1136
44038031,0,1,1,0,0,0,6400,3,15,177777,116400,4311,1147,15,1136
44038032,0,1,1,0,0,0,20000,3,15,177777,116400,4311,1147,15,1136
44038033,0,1,1,0,0,0,20000,3,15,177777,116400,4311,1147,15,1137
44038034,0,1,1,0,0,0,20000,3,15,177777,116400,4311,1147,15,1137
44038035,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1137
44038036,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1140
44038037,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1140
44038038,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1140
44038039,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1141
44038040,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1141
44038041,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1141
44038042,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1142
44038043,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1142
44038044,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1142
44038045,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1143
44038046,0,1,1,0,0,0,20000,3,20000,177777,116400,4311,1147,15,1132
44038047,0,1,1,0,0,0,140000,3,20000,177777,116400,4311,1147,15,1132
44038048,0,1,1,0,0,0,140000,3,20000,177777,116400,4311,1147,15,1132
44038049,0,1,1,0,0,0,140000,3,20000,177777,116400,4311,1147,15,0
44038050,0,1,1,3,0,0,0,3,20000,177777,116400,4311,1147,15,0
44038051,0,1,1,3,0,0,0,3,20000,177777,116400,4311,1147,15,0
44038052,0,1,1,3,0,0,0,3,20000,177777,116400,4311,1147,15,2001
44038053,0,1,1,3,0,0,0,3,20000,177777,116400,4311,1147,15,16522
44038054,0,1,1,3,0,0,0,3,20000,177777,116400,4311,1147,15,16522
44038055,0,1,1,3,2522,0,0,3,20000,177777,116400,4311,1147,15,0
