tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,RD,RL,MEMRD_ADDR,MEMRD_DATA,QREG,DBR
71657297,7317,66,302,2525,66,302,15,1147,12614,2454,0,0,177777,172777
71657298,214,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657299,214,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657300,0,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657301,16524,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657302,16524,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657303,0,65,302,2526,65,302,15,1147,12614,2454,2524,0,177777,131777
71657304,6000,65,302,2526,65,302,15,1147,12614,2454,2524,0,177777,131777
71657305,6000,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657306,6000,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657307,6000,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657308,7727,65,302,2526,65,302,15,1147,12614,2454,0,172777,177777,131777
71657309,7727,65,302,2526,65,302,15,1147,12614,2454,0,172777,177777,131777
71657310,7727,65,302,2526,65,302,15,1147,12614,2454,0,172777,177777,131777
71657311,7727,65,302,2526,65,302,15,1147,12614,2454,0,172777,177777,131777
71657312,7727,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657313,7727,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657314,7727,65,302,2526,65,302,15,1147,12614,2454,0,0,177777,131777
71657315,0,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657316,0,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657317,2001,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657318,16525,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657319,16525,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657320,0,65,302,2525,65,302,15,1147,12614,2454,2525,0,177777,172777
71657321,6000,65,302,2525,65,302,15,1147,12614,2454,2525,0,177777,172777
71657322,6000,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657323,6000,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657324,6000,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657325,7317,65,302,2525,65,302,15,1147,12614,2454,0,131777,177777,172777
71657326,7317,65,302,2525,65,302,15,1147,12614,2454,0,131777,177777,172777
71657327,7317,65,302,2525,65,302,15,1147,12614,2454,0,131777,177777,172777
71657328,7317,65,302,2525,65,302,15,1147,12614,2454,0,131777,177777,172777
71657329,7317,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657330,7317,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657331,7317,65,302,2525,65,302,15,1147,12614,2454,0,0,177777,172777
71657332,214,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657333,214,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657334,0,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657335,16524,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657336,16524,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657337,0,64,302,2526,64,302,15,1147,12614,2454,2524,0,177777,131777
71657338,6000,64,302,2526,64,302,15,1147,12614,2454,2524,0,177777,131777
71657339,6000,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657340,6000,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657341,6000,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657342,7727,64,302,2526,64,302,15,1147,12614,2454,0,172777,177777,131777
71657343,7727,64,302,2526,64,302,15,1147,12614,2454,0,172777,177777,131777
71657344,7727,64,302,2526,64,302,15,1147,12614,2454,0,172777,177777,131777
71657345,7727,64,302,2526,64,302,15,1147,12614,2454,0,172777,177777,131777
71657346,7727,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657347,7727,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657348,7727,64,302,2526,64,302,15,1147,12614,2454,0,0,177777,131777
71657349,0,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657350,0,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657351,2001,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657352,16525,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657353,16525,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657354,0,64,302,2525,64,302,15,1147,12614,2454,2525,0,177777,172777
71657355,6000,64,302,2525,64,302,15,1147,12614,2454,2525,0,177777,172777
71657356,6000,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657357,6000,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657358,6000,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657359,7317,64,302,2525,64,302,15,1147,12614,2454,0,131777,177777,172777
71657360,7317,64,302,2525,64,302,15,1147,12614,2454,0,131777,177777,172777
71657361,7317,64,302,2525,64,302,15,1147,12614,2454,0,131777,177777,172777
71657362,7317,64,302,2525,64,302,15,1147,12614,2454,0,131777,177777,172777
71657363,7317,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657364,7317,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657365,7317,64,302,2525,64,302,15,1147,12614,2454,0,0,177777,172777
71657366,214,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657367,214,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657368,0,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657369,16524,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657370,16524,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657371,0,63,302,2526,63,302,15,1147,12614,2454,2524,0,177777,131777
71657372,6000,63,302,2526,63,302,15,1147,12614,2454,2524,0,177777,131777
71657373,6000,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657374,6000,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657375,6000,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657376,7727,63,302,2526,63,302,15,1147,12614,2454,0,172777,177777,131777
71657377,7727,63,302,2526,63,302,15,1147,12614,2454,0,172777,177777,131777
71657378,7727,63,302,2526,63,302,15,1147,12614,2454,0,172777,177777,131777
71657379,7727,63,302,2526,63,302,15,1147,12614,2454,0,172777,177777,131777
71657380,7727,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657381,7727,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657382,7727,63,302,2526,63,302,15,1147,12614,2454,0,0,177777,131777
71657383,0,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657384,0,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657385,2001,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657386,16525,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657387,16525,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657388,0,63,302,2525,63,302,15,1147,12614,2454,2525,0,177777,172777
71657389,6000,63,302,2525,63,302,15,1147,12614,2454,2525,0,177777,172777
71657390,6000,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657391,6000,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657392,6000,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657393,7317,63,302,2525,63,302,15,1147,12614,2454,0,131777,177777,172777
71657394,7317,63,302,2525,63,302,15,1147,12614,2454,0,131777,177777,172777
71657395,7317,63,302,2525,63,302,15,1147,12614,2454,0,131777,177777,172777
71657396,7317,63,302,2525,63,302,15,1147,12614,2454,0,131777,177777,172777
71657397,7317,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657398,7317,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657399,7317,63,302,2525,63,302,15,1147,12614,2454,0,0,177777,172777
71657400,214,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657401,214,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657402,0,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657403,16524,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657404,16524,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657405,0,62,302,2526,62,302,15,1147,12614,2454,2524,0,177777,131777
71657406,6000,62,302,2526,62,302,15,1147,12614,2454,2524,0,177777,131777
71657407,6000,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657408,6000,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657409,6000,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657410,7727,62,302,2526,62,302,15,1147,12614,2454,0,172777,177777,131777
71657411,7727,62,302,2526,62,302,15,1147,12614,2454,0,172777,177777,131777
71657412,7727,62,302,2526,62,302,15,1147,12614,2454,0,172777,177777,131777
71657413,7727,62,302,2526,62,302,15,1147,12614,2454,0,172777,177777,131777
71657414,7727,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657415,7727,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657416,7727,62,302,2526,62,302,15,1147,12614,2454,0,0,177777,131777
71657417,0,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657418,0,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657419,2001,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657420,16525,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657421,16525,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657422,0,62,302,2525,62,302,15,1147,12614,2454,2525,0,177777,172777
71657423,6000,62,302,2525,62,302,15,1147,12614,2454,2525,0,177777,172777
71657424,6000,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657425,6000,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657426,6000,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657427,7317,62,302,2525,62,302,15,1147,12614,2454,0,131777,177777,172777
71657428,7317,62,302,2525,62,302,15,1147,12614,2454,0,131777,177777,172777
71657429,7317,62,302,2525,62,302,15,1147,12614,2454,0,131777,177777,172777
71657430,7317,62,302,2525,62,302,15,1147,12614,2454,0,131777,177777,172777
71657431,7317,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657432,7317,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657433,7317,62,302,2525,62,302,15,1147,12614,2454,0,0,177777,172777
71657434,214,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657435,214,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657436,0,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657437,16524,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657438,16524,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657439,0,61,302,2526,61,302,15,1147,12614,2454,2524,0,177777,131777
71657440,6000,61,302,2526,61,302,15,1147,12614,2454,2524,0,177777,131777
71657441,6000,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657442,6000,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657443,6000,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657444,7727,61,302,2526,61,302,15,1147,12614,2454,0,172777,177777,131777
71657445,7727,61,302,2526,61,302,15,1147,12614,2454,0,172777,177777,131777
71657446,7727,61,302,2526,61,302,15,1147,12614,2454,0,172777,177777,131777
71657447,7727,61,302,2526,61,302,15,1147,12614,2454,0,172777,177777,131777
71657448,7727,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657449,7727,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657450,7727,61,302,2526,61,302,15,1147,12614,2454,0,0,177777,131777
71657451,0,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657452,0,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657453,2001,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657454,16525,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657455,16525,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657456,0,61,302,2525,61,302,15,1147,12614,2454,2525,0,177777,172777
71657457,6000,61,302,2525,61,302,15,1147,12614,2454,2525,0,177777,172777
71657458,6000,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657459,6000,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657460,6000,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657461,7317,61,302,2525,61,302,15,1147,12614,2454,0,131777,177777,172777
71657462,7317,61,302,2525,61,302,15,1147,12614,2454,0,131777,177777,172777
71657463,7317,61,302,2525,61,302,15,1147,12614,2454,0,131777,177777,172777
71657464,7317,61,302,2525,61,302,15,1147,12614,2454,0,131777,177777,172777
71657465,7317,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657466,7317,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657467,7317,61,302,2525,61,302,15,1147,12614,2454,0,0,177777,172777
71657468,214,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657469,214,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657470,0,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657471,16524,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657472,16524,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657473,0,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657474,0,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657475,0,60,302,2526,60,302,15,1147,12614,2454,2524,0,177777,131777
71657476,6000,60,302,2526,60,302,15,1147,12614,2454,2524,0,177777,131777
71657477,6000,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657478,6000,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657479,6000,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657480,7727,60,302,2526,60,302,15,1147,12614,2454,0,172777,177777,131777
71657481,7727,60,302,2526,60,302,15,1147,12614,2454,0,172777,177777,131777
71657482,7727,60,302,2526,60,302,15,1147,12614,2454,0,172777,177777,131777
71657483,7727,60,302,2526,60,302,15,1147,12614,2454,0,172777,177777,131777
71657484,7727,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657485,7727,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657486,7727,60,302,2526,60,302,15,1147,12614,2454,0,0,177777,131777
71657487,0,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657488,0,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657489,2001,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657490,16525,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657491,16525,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657492,0,60,302,2525,60,302,15,1147,12614,2454,2525,0,177777,172777
71657493,6000,60,302,2525,60,302,15,1147,12614,2454,2525,0,177777,172777
71657494,6000,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657495,6000,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657496,6000,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657497,7317,60,302,2525,60,302,15,1147,12614,2454,0,131777,177777,172777
71657498,7317,60,302,2525,60,302,15,1147,12614,2454,0,131777,177777,172777
71657499,7317,60,302,2525,60,302,15,1147,12614,2454,0,131777,177777,172777
71657500,7317,60,302,2525,60,302,15,1147,12614,2454,0,131777,177777,172777
71657501,7317,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657502,7317,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657503,7317,60,302,2525,60,302,15,1147,12614,2454,0,0,177777,172777
71657504,214,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657505,214,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657506,0,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657507,16524,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657508,16524,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657509,0,57,302,2526,57,302,15,1147,12614,2454,2524,0,177777,131777
71657510,6000,57,302,2526,57,302,15,1147,12614,2454,2524,0,177777,131777
71657511,6000,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657512,6000,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657513,6000,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657514,7727,57,302,2526,57,302,15,1147,12614,2454,0,172777,177777,131777
71657515,7727,57,302,2526,57,302,15,1147,12614,2454,0,172777,177777,131777
71657516,7727,57,302,2526,57,302,15,1147,12614,2454,0,172777,177777,131777
71657517,7727,57,302,2526,57,302,15,1147,12614,2454,0,172777,177777,131777
71657518,7727,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657519,7727,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657520,7727,57,302,2526,57,302,15,1147,12614,2454,0,0,177777,131777
71657521,0,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657522,0,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657523,2001,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657524,16525,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657525,16525,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657526,0,57,302,2525,57,302,15,1147,12614,2454,2525,0,177777,172777
71657527,6000,57,302,2525,57,302,15,1147,12614,2454,2525,0,177777,172777
71657528,6000,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657529,6000,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657530,6000,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657531,7317,57,302,2525,57,302,15,1147,12614,2454,0,131777,177777,172777
71657532,7317,57,302,2525,57,302,15,1147,12614,2454,0,131777,177777,172777
71657533,7317,57,302,2525,57,302,15,1147,12614,2454,0,131777,177777,172777
71657534,7317,57,302,2525,57,302,15,1147,12614,2454,0,131777,177777,172777
71657535,7317,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657536,7317,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657537,7317,57,302,2525,57,302,15,1147,12614,2454,0,0,177777,172777
71657538,214,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657539,214,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657540,0,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657541,16524,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657542,16524,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657543,0,56,302,2526,56,302,15,1147,12614,2454,2524,0,177777,131777
71657544,6000,56,302,2526,56,302,15,1147,12614,2454,2524,0,177777,131777
71657545,6000,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657546,6000,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657547,6000,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657548,7727,56,302,2526,56,302,15,1147,12614,2454,0,172777,177777,131777
71657549,7727,56,302,2526,56,302,15,1147,12614,2454,0,172777,177777,131777
71657550,7727,56,302,2526,56,302,15,1147,12614,2454,0,172777,177777,131777
71657551,7727,56,302,2526,56,302,15,1147,12614,2454,0,172777,177777,131777
71657552,7727,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657553,7727,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657554,7727,56,302,2526,56,302,15,1147,12614,2454,0,0,177777,131777
71657555,0,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657556,0,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657557,2001,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657558,16525,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657559,16525,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657560,0,56,302,2525,56,302,15,1147,12614,2454,2525,0,177777,172777
71657561,6000,56,302,2525,56,302,15,1147,12614,2454,2525,0,177777,172777
71657562,6000,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657563,6000,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657564,6000,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657565,7317,56,302,2525,56,302,15,1147,12614,2454,0,131777,177777,172777
71657566,7317,56,302,2525,56,302,15,1147,12614,2454,0,131777,177777,172777
71657567,7317,56,302,2525,56,302,15,1147,12614,2454,0,131777,177777,172777
71657568,7317,56,302,2525,56,302,15,1147,12614,2454,0,131777,177777,172777
71657569,7317,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657570,7317,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657571,7317,56,302,2525,56,302,15,1147,12614,2454,0,0,177777,172777
71657572,214,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657573,214,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657574,0,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657575,16524,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657576,16524,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657577,0,55,302,2526,55,302,15,1147,12614,2454,2524,0,177777,131777
71657578,6000,55,302,2526,55,302,15,1147,12614,2454,2524,0,177777,131777
71657579,6000,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657580,6000,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657581,6000,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657582,7727,55,302,2526,55,302,15,1147,12614,2454,0,172777,177777,131777
71657583,7727,55,302,2526,55,302,15,1147,12614,2454,0,172777,177777,131777
71657584,7727,55,302,2526,55,302,15,1147,12614,2454,0,172777,177777,131777
71657585,7727,55,302,2526,55,302,15,1147,12614,2454,0,172777,177777,131777
71657586,7727,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657587,7727,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657588,7727,55,302,2526,55,302,15,1147,12614,2454,0,0,177777,131777
71657589,0,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657590,0,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657591,2001,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657592,16525,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657593,16525,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657594,0,55,302,2525,55,302,15,1147,12614,2454,2525,0,177777,172777
71657595,6000,55,302,2525,55,302,15,1147,12614,2454,2525,0,177777,172777
71657596,6000,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657597,6000,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657598,6000,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657599,7317,55,302,2525,55,302,15,1147,12614,2454,0,131777,177777,172777
71657600,7317,55,302,2525,55,302,15,1147,12614,2454,0,131777,177777,172777
71657601,7317,55,302,2525,55,302,15,1147,12614,2454,0,131777,177777,172777
71657602,7317,55,302,2525,55,302,15,1147,12614,2454,0,131777,177777,172777
71657603,7317,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657604,7317,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657605,7317,55,302,2525,55,302,15,1147,12614,2454,0,0,177777,172777
71657606,214,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657607,214,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657608,0,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657609,16524,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657610,16524,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657611,0,54,302,2526,54,302,15,1147,12614,2454,2524,0,177777,131777
71657612,6000,54,302,2526,54,302,15,1147,12614,2454,2524,0,177777,131777
71657613,6000,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657614,6000,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657615,6000,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657616,7727,54,302,2526,54,302,15,1147,12614,2454,0,172777,177777,131777
71657617,7727,54,302,2526,54,302,15,1147,12614,2454,0,172777,177777,131777
71657618,7727,54,302,2526,54,302,15,1147,12614,2454,0,172777,177777,131777
71657619,7727,54,302,2526,54,302,15,1147,12614,2454,0,172777,177777,131777
71657620,7727,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657621,7727,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657622,7727,54,302,2526,54,302,15,1147,12614,2454,0,0,177777,131777
71657623,0,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657624,0,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657625,2001,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657626,16525,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657627,16525,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657628,0,54,302,2525,54,302,15,1147,12614,2454,2525,0,177777,172777
71657629,6000,54,302,2525,54,302,15,1147,12614,2454,2525,0,177777,172777
71657630,6000,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657631,6000,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657632,6000,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657633,7317,54,302,2525,54,302,15,1147,12614,2454,0,131777,177777,172777
71657634,7317,54,302,2525,54,302,15,1147,12614,2454,0,131777,177777,172777
71657635,7317,54,302,2525,54,302,15,1147,12614,2454,0,131777,177777,172777
71657636,7317,54,302,2525,54,302,15,1147,12614,2454,0,131777,177777,172777
71657637,7317,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657638,7317,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657639,7317,54,302,2525,54,302,15,1147,12614,2454,0,0,177777,172777
71657640,214,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657641,214,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657642,0,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657643,16524,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657644,16524,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657645,0,53,302,2526,53,302,15,1147,12614,2454,2524,0,177777,131777
71657646,6000,53,302,2526,53,302,15,1147,12614,2454,2524,0,177777,131777
71657647,6000,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657648,6000,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657649,6000,53,302,2526,53,302,15,1147,12614,2454,0,0,177777,131777
71657650,7727,53,302,2526,53,302,15,1147,12614,2454,0,172777,177777,131777
71657651,7727,53,302,2526,53,302,15,1147,12614,2454,0,172777,177777,131777
71657652,7727,53,302,2526,53,302,15,1147,12614,2454,0,172777,177777,131777
