tick,MEMRD_ADDR,MEMRD_DATA,CD16,FIDBO,RA,RT,RD,RB,RX,CSA_12_0
71159224,0,0,0,377,5,66012,0,7646,5,16310
71159225,14310,0,0,377,5,66012,0,7646,5,0
71159226,14310,0,0,377,5,66012,0,7646,5,6000
71159227,0,0,0,377,5,66012,0,7646,5,6000
71159228,0,0,0,377,5,66012,0,7646,5,6000
71159229,0,0,0,377,5,66012,0,7646,5,6000
71159230,0,171047,171047,377,5,66012,0,7646,5,7710
71159231,0,171047,171047,377,5,66012,0,7646,5,7710
71159232,0,171047,171047,377,5,66012,0,7646,5,7710
71159233,0,171047,171047,377,5,66012,0,7646,5,7710
71159234,0,0,171047,377,5,66012,0,7646,5,7710
71159235,0,0,171047,377,5,66012,0,7646,5,7710
71159236,0,0,171047,377,5,66012,0,7646,5,7710
71159237,0,0,171047,47,377,66012,0,7646,5,0
# MARK ra tick=71159237
71159238,0,0,0,47,377,66012,0,7646,5,0
71159239,0,0,0,47,377,66012,0,7646,5,2001
71159240,0,0,0,47,377,66012,0,7646,5,16311
71232661,0,177777,177777,1,76,66041,0,7646,76,4334
71232662,0,177777,177777,1,76,66041,0,7646,76,4334
71232663,0,177777,177777,1,76,66041,0,7646,76,4334
71232664,0,0,177777,1,76,66041,0,7646,76,4334
71232665,0,0,177777,1,76,66041,0,7646,76,4334
71232666,0,0,177777,1,76,66041,0,7646,76,4334
71232667,0,0,177777,177777,76,66041,0,7646,76,4334
71232668,0,0,177777,177777,76,66041,0,7646,76,4334
71232669,0,0,177777,177777,76,66041,0,7646,76,4333
71232670,0,0,177777,177777,76,66041,0,7646,76,4333
71232671,0,0,177777,177777,76,66041,0,7646,76,4333
71232672,0,0,177777,177777,76,66041,0,7646,76,377
71232673,0,0,0,377,76,66041,0,7646,76,377
71232674,0,0,0,377,76,66041,0,7646,76,377
71232675,0,0,0,377,76,66041,0,7646,76,401
71232676,0,0,0,377,76,66041,0,7646,76,16310
71232677,0,0,0,377,76,66041,0,7646,76,16310
71232678,14310,0,0,377,76,66041,0,7646,76,0
71232679,14310,0,0,377,76,66041,0,7646,76,6000
71232680,0,0,0,377,76,66041,0,7646,76,6000
71232681,0,0,0,377,76,66041,0,7646,76,6000
71232682,0,0,0,377,76,66041,0,7646,76,6000
71232683,0,171047,171047,377,76,66041,0,7646,76,7710
71232684,0,171047,171047,377,76,66041,0,7646,76,7710
71232685,0,171047,171047,377,76,66041,0,7646,76,7710
71232686,0,171047,171047,377,76,66041,0,7646,76,7710
71232687,0,0,171047,377,76,66041,0,7646,76,7710
71232688,0,0,171047,377,76,66041,0,7646,76,7710
71232689,0,0,171047,377,76,66041,0,7646,76,7710
71232690,0,0,171047,47,377,66041,0,7646,76,0
# MARK ra tick=71232690
71232691,0,0,0,47,377,66041,0,7646,76,0
71232692,0,0,0,47,377,66041,0,7646,76,2001
71232693,0,0,0,47,377,66041,0,7646,76,16311
71232878,0,0,0,1,77,66041,0,7646,77,4333
71232879,0,0,0,1,77,66041,0,7646,77,4333
71232880,0,177777,177777,1,77,66041,0,7646,77,4333
71232881,0,177777,177777,1,77,66041,0,7646,77,4333
71232882,0,177777,177777,1,77,66041,0,7646,77,4333
71232883,0,177777,177777,1,77,66041,0,7646,77,4333
71232884,0,0,177777,1,77,66041,0,7646,77,4333
71232885,0,0,177777,1,77,66041,0,7646,77,4333
71232886,0,0,177777,1,77,66041,0,7646,77,4333
71232887,0,0,177777,177777,77,66041,0,7646,77,4333
71232888,0,0,177777,177777,77,66041,0,7646,77,4334
71232889,0,0,177777,177777,77,66041,0,7646,77,377
71232890,0,0,0,377,77,66041,0,7646,77,377
71232891,0,0,0,377,77,66041,0,7646,77,377
71232892,0,0,0,377,77,66041,0,7646,77,401
71232893,0,0,0,377,77,66041,0,7646,77,16310
71232894,0,0,0,377,77,66041,0,7646,77,16310
71232895,14310,0,0,377,77,66041,0,7646,77,0
71232896,14310,0,0,377,77,66041,0,7646,77,6000
71232897,0,0,0,377,77,66041,0,7646,77,6000
71232898,0,0,0,377,77,66041,0,7646,77,6000
71232899,0,0,0,377,77,66041,0,7646,77,6000
71232900,0,171047,171047,377,77,66041,0,7646,77,7710
71232901,0,171047,171047,377,77,66041,0,7646,77,7710
71232902,0,171047,171047,377,77,66041,0,7646,77,7710
71232903,0,171047,171047,377,77,66041,0,7646,77,7710
71232904,0,0,171047,377,77,66041,0,7646,77,7710
71232905,0,0,171047,377,77,66041,0,7646,77,7710
71232906,0,0,171047,377,77,66041,0,7646,77,7710
71232907,0,0,171047,47,377,66041,0,7646,77,0
# MARK ra tick=71232907
71232908,0,0,0,47,377,66041,0,7646,77,0
71232909,0,0,0,47,377,66041,0,7646,77,2001
71232910,0,0,0,47,377,66041,0,7646,77,16311
71636842,0,51125,177777,1,4,66012,55672,7657,4,4334
71636843,0,51125,177777,1,4,66012,55672,7657,4,4334
71636844,0,51125,177777,1,4,66012,55672,7657,4,4334
71636845,0,0,177777,1,4,66012,55672,7657,4,4334
71636846,0,0,177777,1,4,66012,55672,7657,4,4334
71636847,0,0,177777,1,4,66012,55672,7657,4,4334
71636848,0,0,177777,177777,4,66012,55672,7657,4,4334
71636849,0,0,177777,177777,4,66012,55672,7657,4,4334
71636850,0,0,177777,177777,4,66012,55672,7657,4,4333
71636851,0,0,177777,177777,4,66012,55672,7657,4,4333
71636852,0,0,177777,177777,4,66012,55672,7657,4,4333
71636853,0,0,177777,177777,4,66012,55672,7657,4,377
71636854,0,0,177777,377,4,66012,55672,7657,4,377
71636855,0,0,0,377,4,66012,55672,7657,4,377
71636856,0,0,0,377,4,66012,55672,7657,4,401
71636857,0,0,0,377,4,66012,55672,7657,4,16677
71636858,0,0,0,377,4,66012,55672,7657,4,16677
71636859,16677,0,0,377,4,66012,55672,7657,4,0
71636860,16677,0,0,377,4,66012,55672,7657,4,6000
71636861,0,0,0,377,4,66012,55672,7657,4,6000
71636862,0,0,0,377,4,66012,55672,7657,4,6000
71636863,0,0,0,377,4,66012,55672,7657,4,6000
71636864,0,171044,171044,377,4,66012,55672,7657,4,7710
71636865,0,171044,171044,377,4,66012,55672,7657,4,7710
71636866,0,171044,171044,377,4,66012,55672,7657,4,7710
71636867,0,171044,171044,377,4,66012,55672,7657,4,7710
71636868,0,0,171044,377,4,66012,55672,7657,4,7710
71636869,0,0,171044,377,4,66012,55672,7657,4,7710
71636870,0,0,171044,377,4,66012,55672,7657,4,7710
71636871,0,0,171044,44,377,66012,55672,7657,4,0
# MARK ra tick=71636871
71636872,0,0,0,44,377,66012,55672,7657,4,0
71636873,0,0,0,44,377,66012,55672,7657,4,2001
71636874,0,0,0,44,377,66012,55672,7657,4,16700
71637040,0,51125,177777,1,1,66012,55672,7657,4,4334
71637041,0,51125,177777,1,1,66012,55672,7657,4,4334
71637042,0,51125,177777,1,1,66012,55672,7657,4,4334
71637043,0,0,177777,1,1,66012,55672,7657,4,4334
71637044,0,0,177777,1,1,66012,55672,7657,4,4334
71637045,0,0,177777,1,1,66012,55672,7657,4,4334
71637046,0,0,177777,177777,1,66012,55672,7657,4,4334
71637047,0,0,177777,177777,1,66012,55672,7657,4,4334
71637048,0,0,177777,177777,1,66012,55672,7657,4,4333
71637049,0,0,177777,177777,1,66012,55672,7657,4,4333
71637050,0,0,177777,177777,1,66012,55672,7657,4,4333
71637051,0,0,177777,177777,1,66012,55672,7657,4,377
71637052,0,0,177777,377,1,66012,55672,7657,4,377
71637053,0,0,0,377,1,66012,55672,7657,4,377
71637054,0,0,0,377,1,66012,55672,7657,4,401
71637055,0,0,0,377,1,66012,55672,7657,4,16745
71637056,0,0,0,377,1,66012,55672,7657,4,16745
71637057,16745,0,0,377,1,66012,55672,7657,4,0
71637058,16745,0,0,377,1,66012,55672,7657,4,6000
71637059,0,0,0,377,1,66012,55672,7657,4,6000
71637060,0,0,0,377,1,66012,55672,7657,4,6000
71637061,0,0,0,377,1,66012,55672,7657,4,6000
71637062,0,135013,135013,377,1,66012,55672,7657,4,7350
71637063,0,135013,135013,377,1,66012,55672,7657,4,7350
71637064,0,135013,135013,377,1,66012,55672,7657,4,7350
71637065,0,135013,135013,377,1,66012,55672,7657,4,7350
71637066,0,0,135013,377,1,66012,55672,7657,4,7350
71637067,0,0,135013,377,1,66012,55672,7657,4,7350
71637068,0,0,135013,377,1,66012,55672,7657,4,7350
71637069,0,0,135013,16746,377,66012,55672,7657,4,143
# MARK ra tick=71637069
71637070,0,0,0,16746,377,66012,55672,7657,4,143
71637071,0,0,0,16746,377,66012,55672,7657,4,0
71637072,0,0,0,16746,377,66012,55672,7657,4,0
71644143,0,0,0,116400,1206,177776,55672,7672,7515,0
71644144,0,0,0,116400,1206,177776,55672,7672,7515,0
71644145,0,0,0,116400,1206,177776,55672,7672,7515,0
71644146,0,377,377,116400,1206,177776,55672,7672,7515,0
71644147,0,377,377,116400,1206,177776,55672,7672,7515,0
71644148,0,377,377,116400,1206,177776,55672,7672,7515,0
71644149,0,377,377,116400,1206,177776,55672,7672,7515,0
71644150,0,0,377,116400,1206,177776,55672,7672,7515,0
71644151,0,0,377,116400,1206,177776,55672,7672,7515,0
71644152,0,0,377,116400,1206,177776,55672,7672,7515,0
71644153,0,0,377,377,1206,177776,55672,7672,7515,0
71644154,0,0,0,377,1206,177776,55672,7672,7515,0
71644155,0,0,0,377,1206,177776,55672,7672,7515,2001
71644156,0,0,0,377,1206,177776,55672,7672,7515,16236
71644157,0,0,0,377,1206,177776,55672,7672,7515,16236
71644158,0,0,0,377,1206,177776,55672,7672,7515,0
71644159,0,0,0,377,1206,177776,55672,7672,7515,0
71644160,56236,0,0,377,1206,177776,55672,7672,7515,0
71644161,56236,0,0,377,1206,177776,55672,7672,7515,6000
71644162,0,0,0,377,1206,177776,55672,7672,7515,6000
71644163,0,0,0,377,1206,177776,55672,7672,7515,6000
71644164,0,0,0,377,1206,177776,55672,7672,7515,6000
71644165,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71644166,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71644167,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71644168,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71644169,0,0,135254,377,1206,177776,55672,7672,7515,7352
71644170,0,0,135254,377,1206,177776,55672,7672,7515,7352
71644171,0,0,135254,377,1206,177776,55672,7672,7515,7352
71644172,0,0,135254,56237,377,177776,55672,7672,7515,143
# MARK ra tick=71644172
71644173,0,0,0,56237,377,177776,55672,7672,7515,143
71644174,0,0,0,56237,377,177776,55672,7672,7515,0
71644175,0,0,0,56237,377,177776,55672,7672,7515,0
71662216,3075,0,0,1,0,302,55672,7672,7504,0
71662217,3075,0,0,1,0,302,55672,7672,7504,0
71662218,0,0,0,1,0,302,55672,7672,7504,0
71662219,0,0,0,1,0,302,55672,7672,7504,0
71662220,0,0,0,1,0,302,55672,7672,7504,0
71662221,0,377,377,1,0,302,55672,7672,7504,0
71662222,0,377,377,1,0,302,55672,7672,7504,0
71662223,0,377,377,1,0,302,55672,7672,7504,0
71662224,0,377,377,1,0,302,55672,7672,7504,0
71662225,0,0,377,1,0,302,55672,7672,7504,0
71662226,0,0,377,1,0,302,55672,7672,7504,0
71662227,0,0,377,1,0,302,55672,7672,7504,0
71662228,0,0,377,377,0,302,55672,7672,7504,0
71662229,0,0,0,377,0,302,55672,7672,7504,0
71662230,0,0,0,377,0,302,55672,7672,7504,2001
71662231,0,0,0,377,0,302,55672,7672,7504,17041
71662232,0,0,0,377,0,302,55672,7672,7504,17041
71662233,3041,0,0,377,0,302,55672,7672,7504,0
71662234,3041,0,0,377,0,302,55672,7672,7504,6000
71662235,0,0,0,377,0,302,55672,7672,7504,6000
71662236,0,0,0,377,0,302,55672,7672,7504,6000
71662237,0,0,0,377,0,302,55672,7672,7504,6000
71662238,0,50033,50033,377,0,302,55672,7672,7504,6500
71662239,0,50033,50033,377,0,302,55672,7672,7504,6500
71662240,0,50033,50033,377,0,302,55672,7672,7504,6500
71662241,0,50033,50033,377,0,302,55672,7672,7504,6500
71662242,0,0,50033,377,0,302,55672,7672,7504,6500
71662243,0,0,50033,377,0,302,55672,7672,7504,6500
71662244,0,0,50033,377,0,302,55672,7672,7504,6500
71662245,0,0,50033,1,377,302,55672,7672,7504,172
# MARK ra tick=71662245
71662246,0,0,0,1,377,302,55672,7672,7504,172
71662247,0,0,0,1,377,302,55672,7672,7504,0
71662248,0,0,0,1,377,302,55672,7672,7504,0
71668037,0,0,12615,12615,177777,0,12615,1147,15,1151
71668038,0,0,12615,12615,177777,0,12615,1147,15,1152
71668039,0,0,116400,116400,177777,0,12615,1147,15,1152
71668040,0,0,116400,116400,177777,0,12615,1147,15,1153
71668041,0,0,116400,116400,177777,0,12615,1147,15,1153
71668042,0,0,170000,170000,177777,0,12615,1147,15,1153
71668043,0,0,170000,170000,177777,0,12615,1147,15,1154
71668044,0,0,170000,170000,177777,0,12615,1147,15,1154
71668045,0,0,110000,110000,177777,0,12615,1147,15,1154
71668046,0,0,110000,110000,177777,0,12615,1147,15,1155
71668047,0,0,110000,110000,177777,0,12615,1147,15,1155
71668048,0,0,7,7,177777,0,12615,1147,15,1155
71668049,0,0,7,7,177777,0,12615,1147,15,1156
71668050,0,0,7,7,177777,0,12615,1147,15,1156
71668051,0,0,20001,20001,177777,0,12615,1147,15,1156
71668052,0,0,20001,20001,177777,0,12615,1147,15,1157
71668053,0,0,20001,20001,177777,0,12615,1147,15,1156
71668054,0,0,7504,7504,177777,0,12615,1147,15,1156
71668055,0,0,7504,7504,177777,0,12615,1147,15,1156
71668056,0,0,7504,7504,177777,0,12615,1147,15,1156
71668057,0,0,7504,7504,177777,0,12615,1147,7504,1156
71668058,0,0,7504,7504,177777,0,12615,1147,7504,1156
71668059,0,0,7504,7504,177777,0,12615,1147,7504,1156
71668060,0,0,305,305,177777,0,12615,1147,7504,1156
71668061,0,0,305,305,177777,0,12615,1147,7504,1156
71668062,0,0,305,305,177777,0,12615,1147,7504,1156
71668063,0,0,377,377,177777,305,12615,1147,7504,1156
71668064,0,0,377,377,177777,305,12615,1147,7504,1156
71668065,0,0,377,377,177777,305,12615,1147,7504,1156
71668066,0,0,3026,3026,377,305,12615,1147,7504,1156
# MARK ra tick=71668066
71668067,0,0,3026,3026,377,305,12615,1147,7504,1156
71668068,0,0,3026,3026,377,305,12615,1147,7504,1156
71668069,0,0,7672,7672,377,305,12615,1147,7504,1156
71668630,0,0,177777,1,5,66012,55672,7657,5,4333
71668631,0,0,177777,1,5,66012,55672,7657,5,4333
71668632,0,51125,177777,1,5,66012,55672,7657,5,4333
71668633,0,51125,177777,1,5,66012,55672,7657,5,4333
71668634,0,51125,177777,1,5,66012,55672,7657,5,4333
71668635,0,51125,177777,1,5,66012,55672,7657,5,4333
71668636,0,0,177777,1,5,66012,55672,7657,5,4333
71668637,0,0,177777,1,5,66012,55672,7657,5,4333
71668638,0,0,177777,1,5,66012,55672,7657,5,4333
71668639,0,0,177777,177777,5,66012,55672,7657,5,4333
71668640,0,0,177777,177777,5,66012,55672,7657,5,4334
71668641,0,0,177777,177777,5,66012,55672,7657,5,377
71668642,0,0,177777,377,5,66012,55672,7657,5,377
71668643,0,0,0,377,5,66012,55672,7657,5,377
71668644,0,0,0,377,5,66012,55672,7657,5,401
71668645,0,0,0,377,5,66012,55672,7657,5,16677
71668646,0,0,0,377,5,66012,55672,7657,5,16677
71668647,16677,0,0,377,5,66012,55672,7657,5,0
71668648,16677,0,0,377,5,66012,55672,7657,5,6000
71668649,0,0,0,377,5,66012,55672,7657,5,6000
71668650,0,0,0,377,5,66012,55672,7657,5,6000
71668651,0,0,0,377,5,66012,55672,7657,5,6000
71668652,0,171044,171044,377,5,66012,55672,7657,5,7710
71668653,0,171044,171044,377,5,66012,55672,7657,5,7710
71668654,0,171044,171044,377,5,66012,55672,7657,5,7710
71668655,0,171044,171044,377,5,66012,55672,7657,5,7710
71668656,0,0,171044,377,5,66012,55672,7657,5,7710
71668657,0,0,171044,377,5,66012,55672,7657,5,7710
71668658,0,0,171044,377,5,66012,55672,7657,5,7710
71668659,0,0,171044,44,377,66012,55672,7657,5,0
# MARK ra tick=71668659
71668660,0,0,0,44,377,66012,55672,7657,5,0
71668661,0,0,0,44,377,66012,55672,7657,5,2001
71668662,0,0,0,44,377,66012,55672,7657,5,16700
71668826,0,0,177777,1,1,66012,55672,7657,5,4333
71668827,0,0,177777,1,1,66012,55672,7657,5,4333
71668828,0,51125,177777,1,1,66012,55672,7657,5,4333
71668829,0,51125,177777,1,1,66012,55672,7657,5,4333
71668830,0,51125,177777,1,1,66012,55672,7657,5,4333
71668831,0,51125,177777,1,1,66012,55672,7657,5,4333
71668832,0,0,177777,1,1,66012,55672,7657,5,4333
71668833,0,0,177777,1,1,66012,55672,7657,5,4333
71668834,0,0,177777,1,1,66012,55672,7657,5,4333
71668835,0,0,177777,177777,1,66012,55672,7657,5,4333
71668836,0,0,177777,177777,1,66012,55672,7657,5,4334
71668837,0,0,177777,177777,1,66012,55672,7657,5,377
71668838,0,0,177777,377,1,66012,55672,7657,5,377
71668839,0,0,0,377,1,66012,55672,7657,5,377
71668840,0,0,0,377,1,66012,55672,7657,5,401
71668841,0,0,0,377,1,66012,55672,7657,5,16745
71668842,0,0,0,377,1,66012,55672,7657,5,16745
71668843,16745,0,0,377,1,66012,55672,7657,5,0
71668844,16745,0,0,377,1,66012,55672,7657,5,6000
71668845,0,0,0,377,1,66012,55672,7657,5,6000
71668846,0,0,0,377,1,66012,55672,7657,5,6000
71668847,0,0,0,377,1,66012,55672,7657,5,6000
71668848,0,135013,135013,377,1,66012,55672,7657,5,7350
71668849,0,135013,135013,377,1,66012,55672,7657,5,7350
71668850,0,135013,135013,377,1,66012,55672,7657,5,7350
71668851,0,135013,135013,377,1,66012,55672,7657,5,7350
71668852,0,0,135013,377,1,66012,55672,7657,5,7350
71668853,0,0,135013,377,1,66012,55672,7657,5,7350
71668854,0,0,135013,377,1,66012,55672,7657,5,7350
71668855,0,0,135013,16746,377,66012,55672,7657,5,143
# MARK ra tick=71668855
71668856,0,0,0,16746,377,66012,55672,7657,5,143
71668857,0,0,0,16746,377,66012,55672,7657,5,0
71668858,0,0,0,16746,377,66012,55672,7657,5,0
71670279,7501,0,0,55714,1206,177776,55672,7672,7515,0
71670280,7501,0,0,55714,1206,177776,55672,7672,7515,0
71670281,0,0,0,55714,1206,177776,55672,7672,7515,0
71670282,0,0,0,55714,1206,177776,55672,7672,7515,0
71670283,0,0,0,55714,1206,177776,55672,7672,7515,0
71670284,0,377,377,55714,1206,177776,55672,7672,7515,0
71670285,0,377,377,55714,1206,177776,55672,7672,7515,0
71670286,0,377,377,55714,1206,177776,55672,7672,7515,0
71670287,0,377,377,55714,1206,177776,55672,7672,7515,0
71670288,0,0,377,55714,1206,177776,55672,7672,7515,0
71670289,0,0,377,55714,1206,177776,55672,7672,7515,0
71670290,0,0,377,55714,1206,177776,55672,7672,7515,0
71670291,0,0,377,377,1206,177776,55672,7672,7515,0
71670292,0,0,0,377,1206,177776,55672,7672,7515,0
71670293,0,0,0,377,1206,177776,55672,7672,7515,2001
71670294,0,0,0,377,1206,177776,55672,7672,7515,16236
71670295,0,0,0,377,1206,177776,55672,7672,7515,16236
71670296,56236,0,0,377,1206,177776,55672,7672,7515,0
71670297,56236,0,0,377,1206,177776,55672,7672,7515,6000
71670298,0,0,0,377,1206,177776,55672,7672,7515,6000
71670299,0,0,0,377,1206,177776,55672,7672,7515,6000
71670300,0,0,0,377,1206,177776,55672,7672,7515,6000
71670301,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71670302,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71670303,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71670304,0,135254,135254,377,1206,177776,55672,7672,7515,7352
71670305,0,0,135254,377,1206,177776,55672,7672,7515,7352
71670306,0,0,135254,377,1206,177776,55672,7672,7515,7352
71670307,0,0,135254,377,1206,177776,55672,7672,7515,7352
71670308,0,0,135254,56237,377,177776,55672,7672,7515,143
# MARK ra tick=71670308
71670309,0,0,0,56237,377,177776,55672,7672,7515,143
71670310,0,0,0,56237,377,177776,55672,7672,7515,0
71670311,0,0,0,56237,377,177776,55672,7672,7515,0
71694004,3075,0,0,1,0,302,55672,7672,7504,0
71694005,3075,0,0,1,0,302,55672,7672,7504,0
71694006,0,0,0,1,0,302,55672,7672,7504,0
71694007,0,0,0,1,0,302,55672,7672,7504,0
71694008,0,0,0,1,0,302,55672,7672,7504,0
71694009,0,377,377,1,0,302,55672,7672,7504,0
71694010,0,377,377,1,0,302,55672,7672,7504,0
71694011,0,377,377,1,0,302,55672,7672,7504,0
71694012,0,377,377,1,0,302,55672,7672,7504,0
71694013,0,0,377,1,0,302,55672,7672,7504,0
71694014,0,0,377,1,0,302,55672,7672,7504,0
71694015,0,0,377,1,0,302,55672,7672,7504,0
71694016,0,0,377,377,0,302,55672,7672,7504,0
71694017,0,0,0,377,0,302,55672,7672,7504,0
71694018,0,0,0,377,0,302,55672,7672,7504,2001
71694019,0,0,0,377,0,302,55672,7672,7504,17041
71694020,0,0,0,377,0,302,55672,7672,7504,17041
71694021,3041,0,0,377,0,302,55672,7672,7504,0
71694022,3041,0,0,377,0,302,55672,7672,7504,6000
71694023,0,0,0,377,0,302,55672,7672,7504,6000
71694024,0,0,0,377,0,302,55672,7672,7504,6000
71694025,0,0,0,377,0,302,55672,7672,7504,6000
71694026,0,50033,50033,377,0,302,55672,7672,7504,6500
71694027,0,50033,50033,377,0,302,55672,7672,7504,6500
71694028,0,50033,50033,377,0,302,55672,7672,7504,6500
71694029,0,50033,50033,377,0,302,55672,7672,7504,6500
71694030,0,0,50033,377,0,302,55672,7672,7504,6500
71694031,0,0,50033,377,0,302,55672,7672,7504,6500
71694032,0,0,50033,377,0,302,55672,7672,7504,6500
71694033,0,0,50033,1,377,302,55672,7672,7504,172
# MARK ra tick=71694033
71694034,0,0,0,1,377,302,55672,7672,7504,172
71694035,0,0,0,1,377,302,55672,7672,7504,0
71694036,0,0,0,1,377,302,55672,7672,7504,0
