tick,CD16,AREG,TREG,FIDBO,CPUIDB,IOIDB8,THR,TXBYTE,CSA_12_0
62121853,3522,0,26707,3522,3522,122,12,12,1070
62121854,3522,0,26707,3522,3522,122,12,12,1071
62121855,3522,0,26707,3522,3522,122,12,12,1071
62121856,3522,0,26707,3522,3522,122,12,12,1071
62121882,34252,0,26707,34252,34252,252,12,12,1071
62121883,34252,0,26707,34252,34252,252,12,12,1072
62121884,34252,0,26707,34252,34252,252,12,12,1070
62121885,3525,0,26707,3525,3525,125,12,12,1070
# MARK idbU tick=62121885
62121886,3525,0,26707,3525,3525,125,12,12,1070
62121887,3525,0,26707,3525,3525,125,12,12,1071
62121888,3525,0,26707,3525,3525,125,12,12,1071
62121889,3525,0,26707,3525,3525,125,12,12,1071
62122344,34200,0,26707,34200,34200,200,12,12,1071
62122345,34200,0,26707,34200,34200,200,12,12,1072
62122346,34200,0,26707,34200,34200,200,12,12,1070
62122347,3577,0,26707,3577,3577,177,12,12,1070
# MARK idb7f tick=62122347
62122348,3577,0,26707,3577,3577,177,12,12,1070
62122349,3577,0,26707,3577,3577,177,12,12,1071
62122350,3577,0,26707,3577,3577,177,12,12,1071
62122351,3577,0,26707,3577,3577,177,12,12,1071
62122814,3651,0,26707,3651,3651,251,12,12,1071
62122815,3651,0,26707,3651,3651,251,12,12,1071
62122816,3651,0,26707,3651,3651,251,12,12,1071
62122817,34125,0,26707,34125,34125,125,12,12,1071
# MARK idbU tick=62122817
62122818,34125,0,26707,34125,34125,125,12,12,1072
62122819,34125,0,26707,34125,34125,125,12,12,1070
62122820,3652,0,26707,3652,3652,252,12,12,1070
62122821,3652,0,26707,3652,3652,252,12,12,1070
62122847,3654,0,26707,3654,3654,254,12,12,1071
62122848,3654,0,26707,3654,3654,254,12,12,1071
62122849,3654,0,26707,3654,3654,254,12,12,1071
62122850,34122,0,26707,34122,34122,122,12,12,1071
# MARK idbR tick=62122850
62122851,34122,0,26707,34122,34122,122,12,12,1072
62122852,34122,0,26707,34122,34122,122,12,12,1070
62122853,3655,0,26707,3655,3655,255,12,12,1070
62122854,3655,0,26707,3655,3655,255,12,12,1070
62124665,33655,0,26707,33655,33655,255,12,12,1071
62124666,33655,0,26707,33655,33655,255,12,12,1072
62124667,33655,0,26707,33655,33655,255,12,12,1070
62124668,4122,0,26707,4122,4122,122,12,12,1070
# MARK idbR tick=62124668
62124669,4122,0,26707,4122,4122,122,12,12,1070
62124670,4122,0,26707,4122,4122,122,12,12,1071
62124671,4122,0,26707,4122,4122,122,12,12,1071
62124672,4122,0,26707,4122,4122,122,12,12,1071
62124698,33652,0,26707,33652,33652,252,12,12,1071
62124699,33652,0,26707,33652,33652,252,12,12,1072
62124700,33652,0,26707,33652,33652,252,12,12,1070
62124701,4125,0,26707,4125,4125,125,12,12,1070
# MARK idbU tick=62124701
62124702,4125,0,26707,4125,4125,125,12,12,1070
62124703,4125,0,26707,4125,4125,125,12,12,1071
62124704,4125,0,26707,4125,4125,125,12,12,1071
62124705,4125,0,26707,4125,4125,125,12,12,1071
62125160,33600,0,26707,33600,33600,200,12,12,1071
62125161,33600,0,26707,33600,33600,200,12,12,1072
62125162,33600,0,26707,33600,33600,200,12,12,1070
62125163,4177,0,26707,4177,4177,177,12,12,1070
# MARK idb7f tick=62125163
62125164,4177,0,26707,4177,4177,177,12,12,1070
62125165,4177,0,26707,4177,4177,177,12,12,1071
62125166,4177,0,26707,4177,4177,177,12,12,1071
62125167,4177,0,26707,4177,4177,177,12,12,1071
62125630,4251,0,26707,4251,4251,251,12,12,1071
62125631,4251,0,26707,4251,4251,251,12,12,1071
62125632,4251,0,26707,4251,4251,251,12,12,1071
62125633,33525,0,26707,33525,33525,125,12,12,1071
# MARK idbU tick=62125633
62125634,33525,0,26707,33525,33525,125,12,12,1072
62125635,33525,0,26707,33525,33525,125,12,12,1070
62125636,4252,0,26707,4252,4252,252,12,12,1070
62125637,4252,0,26707,4252,4252,252,12,12,1070
62125663,4254,0,26707,4254,4254,254,12,12,1071
62125664,4254,0,26707,4254,4254,254,12,12,1071
62125665,4254,0,26707,4254,4254,254,12,12,1071
62125666,33522,0,26707,33522,33522,122,12,12,1071
# MARK idbR tick=62125666
62125667,33522,0,26707,33522,33522,122,12,12,1072
62125668,33522,0,26707,33522,33522,122,12,12,1070
62125669,4255,0,26707,4255,4255,255,12,12,1070
62125670,4255,0,26707,4255,4255,255,12,12,1070
62127481,33255,0,26707,33255,33255,255,12,12,1071
62127482,33255,0,26707,33255,33255,255,12,12,1072
62127483,33255,0,26707,33255,33255,255,12,12,1070
62127484,4522,0,26707,4522,4522,122,12,12,1070
# MARK idbR tick=62127484
62127485,4522,0,26707,4522,4522,122,12,12,1070
62127486,4522,0,26707,4522,4522,122,12,12,1071
62127487,4522,0,26707,4522,4522,122,12,12,1071
62127488,4522,0,26707,4522,4522,122,12,12,1071
62127514,33252,0,26707,33252,33252,252,12,12,1071
62127515,33252,0,26707,33252,33252,252,12,12,1072
62127516,33252,0,26707,33252,33252,252,12,12,1070
62127517,4525,0,26707,4525,4525,125,12,12,1070
# MARK idbU tick=62127517
62127518,4525,0,26707,4525,4525,125,12,12,1070
62127519,4525,0,26707,4525,4525,125,12,12,1071
62127520,4525,0,26707,4525,4525,125,12,12,1071
62127521,4525,0,26707,4525,4525,125,12,12,1071
62127976,33200,0,26707,33200,33200,200,12,12,1071
62127977,33200,0,26707,33200,33200,200,12,12,1072
62127978,33200,0,26707,33200,33200,200,12,12,1070
62127979,4577,0,26707,4577,4577,177,12,12,1070
# MARK idb7f tick=62127979
62127980,4577,0,26707,4577,4577,177,12,12,1070
62127981,4577,0,26707,4577,4577,177,12,12,1071
62127982,4577,0,26707,4577,4577,177,12,12,1071
62127983,4577,0,26707,4577,4577,177,12,12,1071
62128446,4651,0,26707,4651,4651,251,12,12,1071
62128447,4651,0,26707,4651,4651,251,12,12,1071
62128448,4651,0,26707,4651,4651,251,12,12,1071
62128449,33125,0,26707,33125,33125,125,12,12,1071
# MARK idbU tick=62128449
62128450,33125,0,26707,33125,33125,125,12,12,1072
62128451,33125,0,26707,33125,33125,125,12,12,1070
62128452,4652,0,26707,4652,4652,252,12,12,1070
62128453,4652,0,26707,4652,4652,252,12,12,1070
62128479,4654,0,26707,4654,4654,254,12,12,1071
62128480,4654,0,26707,4654,4654,254,12,12,1071
62128481,4654,0,26707,4654,4654,254,12,12,1071
62128482,33122,0,26707,33122,33122,122,12,12,1071
# MARK idbR tick=62128482
62128483,33122,0,26707,33122,33122,122,12,12,1072
62128484,33122,0,26707,33122,33122,122,12,12,1070
62128485,4655,0,26707,4655,4655,255,12,12,1070
62128486,4655,0,26707,4655,4655,255,12,12,1070
62130297,32655,0,26707,32655,32655,255,12,12,1071
62130298,32655,0,26707,32655,32655,255,12,12,1072
62130299,32655,0,26707,32655,32655,255,12,12,1070
62130300,5122,0,26707,5122,5122,122,12,12,1070
# MARK idbR tick=62130300
62130301,5122,0,26707,5122,5122,122,12,12,1070
62130302,5122,0,26707,5122,5122,122,12,12,1071
62130303,5122,0,26707,5122,5122,122,12,12,1071
62130304,5122,0,26707,5122,5122,122,12,12,1071
62130330,32652,0,26707,32652,32652,252,12,12,1071
62130331,32652,0,26707,32652,32652,252,12,12,1072
62130332,32652,0,26707,32652,32652,252,12,12,1070
62130333,5125,0,26707,5125,5125,125,12,12,1070
# MARK idbU tick=62130333
62130334,5125,0,26707,5125,5125,125,12,12,1070
62130335,5125,0,26707,5125,5125,125,12,12,1071
62130336,5125,0,26707,5125,5125,125,12,12,1071
62130337,5125,0,26707,5125,5125,125,12,12,1071
62130792,32600,0,26707,32600,32600,200,12,12,1071
62130793,32600,0,26707,32600,32600,200,12,12,1072
62130794,32600,0,26707,32600,32600,200,12,12,1070
62130795,5177,0,26707,5177,5177,177,12,12,1070
# MARK idb7f tick=62130795
62130796,5177,0,26707,5177,5177,177,12,12,1070
62130797,5177,0,26707,5177,5177,177,12,12,1071
62130798,5177,0,26707,5177,5177,177,12,12,1071
62130799,5177,0,26707,5177,5177,177,12,12,1071
62131262,5251,0,26707,5251,5251,251,12,12,1071
62131263,5251,0,26707,5251,5251,251,12,12,1071
62131264,5251,0,26707,5251,5251,251,12,12,1071
62131265,32525,0,26707,32525,32525,125,12,12,1071
# MARK idbU tick=62131265
62131266,32525,0,26707,32525,32525,125,12,12,1072
62131267,32525,0,26707,32525,32525,125,12,12,1070
62131268,5252,0,26707,5252,5252,252,12,12,1070
62131269,5252,0,26707,5252,5252,252,12,12,1070
62131295,5254,0,26707,5254,5254,254,12,12,1071
62131296,5254,0,26707,5254,5254,254,12,12,1071
62131297,5254,0,26707,5254,5254,254,12,12,1071
62131298,32522,0,26707,32522,32522,122,12,12,1071
# MARK idbR tick=62131298
62131299,32522,0,26707,32522,32522,122,12,12,1072
62131300,32522,0,26707,32522,32522,122,12,12,1070
62131301,5255,0,26707,5255,5255,255,12,12,1070
62131302,5255,0,26707,5255,5255,255,12,12,1070
62133113,32255,0,26707,32255,32255,255,12,12,1071
62133114,32255,0,26707,32255,32255,255,12,12,1072
62133115,32255,0,26707,32255,32255,255,12,12,1070
62133116,5522,0,26707,5522,5522,122,12,12,1070
# MARK idbR tick=62133116
62133117,5522,0,26707,5522,5522,122,12,12,1070
62133118,5522,0,26707,5522,5522,122,12,12,1071
62133119,5522,0,26707,5522,5522,122,12,12,1071
62133120,5522,0,26707,5522,5522,122,12,12,1071
62133146,32252,0,26707,32252,32252,252,12,12,1071
62133147,32252,0,26707,32252,32252,252,12,12,1072
62133148,32252,0,26707,32252,32252,252,12,12,1070
62133149,5525,0,26707,5525,5525,125,12,12,1070
# MARK idbU tick=62133149
62133150,5525,0,26707,5525,5525,125,12,12,1070
62133151,5525,0,26707,5525,5525,125,12,12,1071
62133152,5525,0,26707,5525,5525,125,12,12,1071
62133153,5525,0,26707,5525,5525,125,12,12,1071
62133608,32200,0,26707,32200,32200,200,12,12,1071
62133609,32200,0,26707,32200,32200,200,12,12,1072
62133610,32200,0,26707,32200,32200,200,12,12,1070
62133611,5577,0,26707,5577,5577,177,12,12,1070
# MARK idb7f tick=62133611
62133612,5577,0,26707,5577,5577,177,12,12,1070
62133613,5577,0,26707,5577,5577,177,12,12,1071
62133614,5577,0,26707,5577,5577,177,12,12,1071
62133615,5577,0,26707,5577,5577,177,12,12,1071
62134078,5651,0,26707,5651,5651,251,12,12,1071
62134079,5651,0,26707,5651,5651,251,12,12,1071
62134080,5651,0,26707,5651,5651,251,12,12,1071
62134081,32125,0,26707,32125,32125,125,12,12,1071
# MARK idbU tick=62134081
62134082,32125,0,26707,32125,32125,125,12,12,1072
62134083,32125,0,26707,32125,32125,125,12,12,1070
62134084,5652,0,26707,5652,5652,252,12,12,1070
62134085,5652,0,26707,5652,5652,252,12,12,1070
62134111,5654,0,26707,5654,5654,254,12,12,1071
62134112,5654,0,26707,5654,5654,254,12,12,1071
62134113,5654,0,26707,5654,5654,254,12,12,1071
62134114,32122,0,26707,32122,32122,122,12,12,1071
# MARK idbR tick=62134114
62134115,32122,0,26707,32122,32122,122,12,12,1072
62134116,32122,0,26707,32122,32122,122,12,12,1070
62134117,5655,0,26707,5655,5655,255,12,12,1070
62134118,5655,0,26707,5655,5655,255,12,12,1070
62135929,31655,0,26707,31655,31655,255,12,12,1071
62135930,31655,0,26707,31655,31655,255,12,12,1072
62135931,31655,0,26707,31655,31655,255,12,12,1070
62135932,6122,0,26707,6122,6122,122,12,12,1070
# MARK idbR tick=62135932
62135933,6122,0,26707,6122,6122,122,12,12,1070
62135934,6122,0,26707,6122,6122,122,12,12,1071
62135935,6122,0,26707,6122,6122,122,12,12,1071
62135936,6122,0,26707,6122,6122,122,12,12,1071
62135962,31652,0,26707,31652,31652,252,12,12,1071
62135963,31652,0,26707,31652,31652,252,12,12,1072
62135964,31652,0,26707,31652,31652,252,12,12,1070
62135965,6125,0,26707,6125,6125,125,12,12,1070
# MARK idbU tick=62135965
62135966,6125,0,26707,6125,6125,125,12,12,1070
62135967,6125,0,26707,6125,6125,125,12,12,1071
62135968,6125,0,26707,6125,6125,125,12,12,1071
62135969,6125,0,26707,6125,6125,125,12,12,1071
62136424,31600,0,26707,31600,31600,200,12,12,1071
62136425,31600,0,26707,31600,31600,200,12,12,1072
62136426,31600,0,26707,31600,31600,200,12,12,1070
62136427,6177,0,26707,6177,6177,177,12,12,1070
# MARK idb7f tick=62136427
62136428,6177,0,26707,6177,6177,177,12,12,1070
62136429,6177,0,26707,6177,6177,177,12,12,1071
62136430,6177,0,26707,6177,6177,177,12,12,1071
62136431,6177,0,26707,6177,6177,177,12,12,1071
62136894,6251,0,26707,6251,6251,251,12,12,1071
62136895,6251,0,26707,6251,6251,251,12,12,1071
62136896,6251,0,26707,6251,6251,251,12,12,1071
62136897,31525,0,26707,31525,31525,125,12,12,1071
# MARK idbU tick=62136897
62136898,31525,0,26707,31525,31525,125,12,12,1072
62136899,31525,0,26707,31525,31525,125,12,12,1070
62136900,6252,0,26707,6252,6252,252,12,12,1070
62136901,6252,0,26707,6252,6252,252,12,12,1070
62136927,6254,0,26707,6254,6254,254,12,12,1071
62136928,6254,0,26707,6254,6254,254,12,12,1071
62136929,6254,0,26707,6254,6254,254,12,12,1071
62136930,31522,0,26707,31522,31522,122,12,12,1071
# MARK idbR tick=62136930
62136931,31522,0,26707,31522,31522,122,12,12,1072
62136932,31522,0,26707,31522,31522,122,12,12,1070
62136933,6255,0,26707,6255,6255,255,12,12,1070
62136934,6255,0,26707,6255,6255,255,12,12,1070
62138745,31255,0,26707,31255,31255,255,12,12,1071
62138746,31255,0,26707,31255,31255,255,12,12,1072
62138747,31255,0,26707,31255,31255,255,12,12,1070
62138748,6522,0,26707,6522,6522,122,12,12,1070
# MARK idbR tick=62138748
62138749,6522,0,26707,6522,6522,122,12,12,1070
62138750,6522,0,26707,6522,6522,122,12,12,1071
62138751,6522,0,26707,6522,6522,122,12,12,1071
62138752,6522,0,26707,6522,6522,122,12,12,1071
62138778,31252,0,26707,31252,31252,252,12,12,1071
62138779,31252,0,26707,31252,31252,252,12,12,1072
62138780,31252,0,26707,31252,31252,252,12,12,1070
62138781,6525,0,26707,6525,6525,125,12,12,1070
# MARK idbU tick=62138781
62138782,6525,0,26707,6525,6525,125,12,12,1070
62138783,6525,0,26707,6525,6525,125,12,12,1071
62138784,6525,0,26707,6525,6525,125,12,12,1071
62138785,6525,0,26707,6525,6525,125,12,12,1071
62139240,31200,0,26707,31200,31200,200,12,12,1071
62139241,31200,0,26707,31200,31200,200,12,12,1072
62139242,31200,0,26707,31200,31200,200,12,12,1070
62139243,6577,0,26707,6577,6577,177,12,12,1070
# MARK idb7f tick=62139243
62139244,6577,0,26707,6577,6577,177,12,12,1070
62139245,6577,0,26707,6577,6577,177,12,12,1071
62139246,6577,0,26707,6577,6577,177,12,12,1071
62139247,6577,0,26707,6577,6577,177,12,12,1071
62139710,6651,0,26707,6651,6651,251,12,12,1071
62139711,6651,0,26707,6651,6651,251,12,12,1071
62139712,6651,0,26707,6651,6651,251,12,12,1071
62139713,31125,0,26707,31125,31125,125,12,12,1071
# MARK idbU tick=62139713
62139714,31125,0,26707,31125,31125,125,12,12,1072
62139715,31125,0,26707,31125,31125,125,12,12,1070
62139716,6652,0,26707,6652,6652,252,12,12,1070
62139717,6652,0,26707,6652,6652,252,12,12,1070
62139743,6654,0,26707,6654,6654,254,12,12,1071
62139744,6654,0,26707,6654,6654,254,12,12,1071
62139745,6654,0,26707,6654,6654,254,12,12,1071
62139746,31122,0,26707,31122,31122,122,12,12,1071
# MARK idbR tick=62139746
62139747,31122,0,26707,31122,31122,122,12,12,1072
62139748,31122,0,26707,31122,31122,122,12,12,1070
62139749,6655,0,26707,6655,6655,255,12,12,1070
62139750,6655,0,26707,6655,6655,255,12,12,1070
62141561,30655,0,26707,30655,30655,255,12,12,1071
62141562,30655,0,26707,30655,30655,255,12,12,1072
62141563,30655,0,26707,30655,30655,255,12,12,1070
62141564,7122,0,26707,7122,7122,122,12,12,1070
# MARK idbR tick=62141564
62141565,7122,0,26707,7122,7122,122,12,12,1070
62141566,7122,0,26707,7122,7122,122,12,12,1071
62141567,7122,0,26707,7122,7122,122,12,12,1071
62141568,7122,0,26707,7122,7122,122,12,12,1071
62141594,30652,0,26707,30652,30652,252,12,12,1071
62141595,30652,0,26707,30652,30652,252,12,12,1072
62141596,30652,0,26707,30652,30652,252,12,12,1070
62141597,7125,0,26707,7125,7125,125,12,12,1070
# MARK idbU tick=62141597
62141598,7125,0,26707,7125,7125,125,12,12,1070
62141599,7125,0,26707,7125,7125,125,12,12,1071
62141600,7125,0,26707,7125,7125,125,12,12,1071
62141601,7125,0,26707,7125,7125,125,12,12,1071
62142056,30600,0,26707,30600,30600,200,12,12,1071
62142057,30600,0,26707,30600,30600,200,12,12,1072
62142058,30600,0,26707,30600,30600,200,12,12,1070
62142059,7177,0,26707,7177,7177,177,12,12,1070
# MARK idb7f tick=62142059
62142060,7177,0,26707,7177,7177,177,12,12,1070
62142061,7177,0,26707,7177,7177,177,12,12,1071
62142062,7177,0,26707,7177,7177,177,12,12,1071
62142063,7177,0,26707,7177,7177,177,12,12,1071
62142526,7251,0,26707,7251,7251,251,12,12,1071
62142527,7251,0,26707,7251,7251,251,12,12,1071
62142528,7251,0,26707,7251,7251,251,12,12,1071
62142529,30525,0,26707,30525,30525,125,12,12,1071
# MARK idbU tick=62142529
62142530,30525,0,26707,30525,30525,125,12,12,1072
62142531,30525,0,26707,30525,30525,125,12,12,1070
62142532,7252,0,26707,7252,7252,252,12,12,1070
62142533,7252,0,26707,7252,7252,252,12,12,1070
62142559,7254,0,26707,7254,7254,254,12,12,1071
62142560,7254,0,26707,7254,7254,254,12,12,1071
62142561,7254,0,26707,7254,7254,254,12,12,1071
62142562,30522,0,26707,30522,30522,122,12,12,1071
# MARK idbR tick=62142562
62142563,30522,0,26707,30522,30522,122,12,12,1072
62142564,30522,0,26707,30522,30522,122,12,12,1070
62142565,7255,0,26707,7255,7255,255,12,12,1070
62142566,7255,0,26707,7255,7255,255,12,12,1070
62144377,30255,0,26707,30255,30255,255,12,12,1071
62144378,30255,0,26707,30255,30255,255,12,12,1072
62144379,30255,0,26707,30255,30255,255,12,12,1070
62144380,7522,0,26707,7522,7522,122,12,12,1070
# MARK idbR tick=62144380
62144381,7522,0,26707,7522,7522,122,12,12,1070
62144382,7522,0,26707,7522,7522,122,12,12,1071
62144383,7522,0,26707,7522,7522,122,12,12,1071
62144384,7522,0,26707,7522,7522,122,12,12,1071
62144410,30252,0,26707,30252,30252,252,12,12,1071
62144411,30252,0,26707,30252,30252,252,12,12,1072
62144412,30252,0,26707,30252,30252,252,12,12,1070
62144413,7525,0,26707,7525,7525,125,12,12,1070
# MARK idbU tick=62144413
62144414,7525,0,26707,7525,7525,125,12,12,1070
62144415,7525,0,26707,7525,7525,125,12,12,1071
62144416,7525,0,26707,7525,7525,125,12,12,1071
62144417,7525,0,26707,7525,7525,125,12,12,1071
62144872,30200,0,26707,30200,30200,200,12,12,1071
62144873,30200,0,26707,30200,30200,200,12,12,1072
62144874,30200,0,26707,30200,30200,200,12,12,1070
62144875,7577,0,26707,7577,7577,177,12,12,1070
# MARK idb7f tick=62144875
62144876,7577,0,26707,7577,7577,177,12,12,1070
62144877,7577,0,26707,7577,7577,177,12,12,1071
62144878,7577,0,26707,7577,7577,177,12,12,1071
62144879,7577,0,26707,7577,7577,177,12,12,1071
62145342,7651,0,26707,7651,7651,251,12,12,1071
62145343,7651,0,26707,7651,7651,251,12,12,1071
62145344,7651,0,26707,7651,7651,251,12,12,1071
62145345,30125,0,26707,30125,30125,125,12,12,1071
# MARK idbU tick=62145345
62145346,30125,0,26707,30125,30125,125,12,12,1072
62145347,30125,0,26707,30125,30125,125,12,12,1070
62145348,7652,0,26707,7652,7652,252,12,12,1070
62145349,7652,0,26707,7652,7652,252,12,12,1070
62145375,7654,0,26707,7654,7654,254,12,12,1071
62145376,7654,0,26707,7654,7654,254,12,12,1071
62145377,7654,0,26707,7654,7654,254,12,12,1071
62145378,30122,0,26707,30122,30122,122,12,12,1071
# MARK idbR tick=62145378
62145379,30122,0,26707,30122,30122,122,12,12,1072
62145380,30122,0,26707,30122,30122,122,12,12,1070
62145381,7655,0,26707,7655,7655,255,12,12,1070
62145382,7655,0,26707,7655,7655,255,12,12,1070
62147193,27655,0,26707,27655,27655,255,12,12,1071
62147194,27655,0,26707,27655,27655,255,12,12,1072
62147195,27655,0,26707,27655,27655,255,12,12,1070
62147196,10122,0,26707,10122,10122,122,12,12,1070
# MARK idbR tick=62147196
62147197,10122,0,26707,10122,10122,122,12,12,1070
62147198,10122,0,26707,10122,10122,122,12,12,1071
62147199,10122,0,26707,10122,10122,122,12,12,1071
62147200,10122,0,26707,10122,10122,122,12,12,1071
62147226,27652,0,26707,27652,27652,252,12,12,1071
62147227,27652,0,26707,27652,27652,252,12,12,1072
62147228,27652,0,26707,27652,27652,252,12,12,1070
62147229,10125,0,26707,10125,10125,125,12,12,1070
# MARK idbU tick=62147229
62147230,10125,0,26707,10125,10125,125,12,12,1070
62147231,10125,0,26707,10125,10125,125,12,12,1071
62147232,10125,0,26707,10125,10125,125,12,12,1071
62147233,10125,0,26707,10125,10125,125,12,12,1071
62147688,27600,0,26707,27600,27600,200,12,12,1071
62147689,27600,0,26707,27600,27600,200,12,12,1072
62147690,27600,0,26707,27600,27600,200,12,12,1070
62147691,10177,0,26707,10177,10177,177,12,12,1070
# MARK idb7f tick=62147691
62147692,10177,0,26707,10177,10177,177,12,12,1070
62147693,10177,0,26707,10177,10177,177,12,12,1071
62147694,10177,0,26707,10177,10177,177,12,12,1071
62147695,10177,0,26707,10177,10177,177,12,12,1071
62148158,10251,0,26707,10251,10251,251,12,12,1071
62148159,10251,0,26707,10251,10251,251,12,12,1071
62148160,10251,0,26707,10251,10251,251,12,12,1071
62148161,27525,0,26707,27525,27525,125,12,12,1071
# MARK idbU tick=62148161
62148162,27525,0,26707,27525,27525,125,12,12,1072
62148163,27525,0,26707,27525,27525,125,12,12,1070
62148164,10252,0,26707,10252,10252,252,12,12,1070
62148165,10252,0,26707,10252,10252,252,12,12,1070
62148191,10254,0,26707,10254,10254,254,12,12,1071
62148192,10254,0,26707,10254,10254,254,12,12,1071
62148193,10254,0,26707,10254,10254,254,12,12,1071
62148194,27522,0,26707,27522,27522,122,12,12,1071
# MARK idbR tick=62148194
62148195,27522,0,26707,27522,27522,122,12,12,1072
62148196,27522,0,26707,27522,27522,122,12,12,1070
62148197,10255,0,26707,10255,10255,255,12,12,1070
62148198,10255,0,26707,10255,10255,255,12,12,1070
62150009,27255,0,26707,27255,27255,255,12,12,1071
62150010,27255,0,26707,27255,27255,255,12,12,1072
62150011,27255,0,26707,27255,27255,255,12,12,1070
62150012,10522,0,26707,10522,10522,122,12,12,1070
# MARK idbR tick=62150012
62150013,10522,0,26707,10522,10522,122,12,12,1070
62150014,10522,0,26707,10522,10522,122,12,12,1071
62150015,10522,0,26707,10522,10522,122,12,12,1071
62150016,10522,0,26707,10522,10522,122,12,12,1071
62150042,27252,0,26707,27252,27252,252,12,12,1071
62150043,27252,0,26707,27252,27252,252,12,12,1072
62150044,27252,0,26707,27252,27252,252,12,12,1070
62150045,10525,0,26707,10525,10525,125,12,12,1070
# MARK idbU tick=62150045
62150046,10525,0,26707,10525,10525,125,12,12,1070
62150047,10525,0,26707,10525,10525,125,12,12,1071
62150048,10525,0,26707,10525,10525,125,12,12,1071
62150049,10525,0,26707,10525,10525,125,12,12,1071
62150504,27200,0,26707,27200,27200,200,12,12,1071
62150505,27200,0,26707,27200,27200,200,12,12,1072
62150506,27200,0,26707,27200,27200,200,12,12,1070
62150507,10577,0,26707,10577,10577,177,12,12,1070
# MARK idb7f tick=62150507
62150508,10577,0,26707,10577,10577,177,12,12,1070
62150509,10577,0,26707,10577,10577,177,12,12,1071
62150510,10577,0,26707,10577,10577,177,12,12,1071
62150511,10577,0,26707,10577,10577,177,12,12,1071
62150974,10651,0,26707,10651,10651,251,12,12,1071
62150975,10651,0,26707,10651,10651,251,12,12,1071
62150976,10651,0,26707,10651,10651,251,12,12,1071
62150977,27125,0,26707,27125,27125,125,12,12,1071
# MARK idbU tick=62150977
62150978,27125,0,26707,27125,27125,125,12,12,1072
62150979,27125,0,26707,27125,27125,125,12,12,1070
62150980,10652,0,26707,10652,10652,252,12,12,1070
62150981,10652,0,26707,10652,10652,252,12,12,1070
62151007,10654,0,26707,10654,10654,254,12,12,1071
62151008,10654,0,26707,10654,10654,254,12,12,1071
62151009,10654,0,26707,10654,10654,254,12,12,1071
62151010,27122,0,26707,27122,27122,122,12,12,1071
# MARK idbR tick=62151010
62151011,27122,0,26707,27122,27122,122,12,12,1072
62151012,27122,0,26707,27122,27122,122,12,12,1070
62151013,10655,0,26707,10655,10655,255,12,12,1070
62151014,10655,0,26707,10655,10655,255,12,12,1070
62152825,26655,0,26707,26655,26655,255,12,12,1071
62152826,26655,0,26707,26655,26655,255,12,12,1072
62152827,26655,0,26707,26655,26655,255,12,12,1070
62152828,11122,0,26707,11122,11122,122,12,12,1070
# MARK idbR tick=62152828
62152829,11122,0,26707,11122,11122,122,12,12,1070
62152830,11122,0,26707,11122,11122,122,12,12,1071
62152831,11122,0,26707,11122,11122,122,12,12,1071
62152832,11122,0,26707,11122,11122,122,12,12,1071
62152858,26652,0,26707,26652,26652,252,12,12,1071
62152859,26652,0,26707,26652,26652,252,12,12,1072
62152860,26652,0,26707,26652,26652,252,12,12,1070
62152861,11125,0,26707,11125,11125,125,12,12,1070
# MARK idbU tick=62152861
62152862,11125,0,26707,11125,11125,125,12,12,1070
62152863,11125,0,26707,11125,11125,125,12,12,1071
62152864,11125,0,26707,11125,11125,125,12,12,1071
62152865,11125,0,26707,11125,11125,125,12,12,1071
62153320,26600,0,26707,26600,26600,200,12,12,1071
62153321,26600,0,26707,26600,26600,200,12,12,1072
62153322,26600,0,26707,26600,26600,200,12,12,1070
62153323,11177,0,26707,11177,11177,177,12,12,1070
# MARK idb7f tick=62153323
62153324,11177,0,26707,11177,11177,177,12,12,1070
62153325,11177,0,26707,11177,11177,177,12,12,1071
62153326,11177,0,26707,11177,11177,177,12,12,1071
62153327,11177,0,26707,11177,11177,177,12,12,1071
62153790,11251,0,26707,11251,11251,251,12,12,1071
62153791,11251,0,26707,11251,11251,251,12,12,1071
62153792,11251,0,26707,11251,11251,251,12,12,1071
62153793,26525,0,26707,26525,26525,125,12,12,1071
# MARK idbU tick=62153793
62153794,26525,0,26707,26525,26525,125,12,12,1072
62153795,26525,0,26707,26525,26525,125,12,12,1070
62153796,11252,0,26707,11252,11252,252,12,12,1070
62153797,11252,0,26707,11252,11252,252,12,12,1070
62153823,11254,0,26707,11254,11254,254,12,12,1071
62153824,11254,0,26707,11254,11254,254,12,12,1071
62153825,11254,0,26707,11254,11254,254,12,12,1071
62153826,26522,0,26707,26522,26522,122,12,12,1071
# MARK idbR tick=62153826
62153827,26522,0,26707,26522,26522,122,12,12,1072
62153828,26522,0,26707,26522,26522,122,12,12,1070
62153829,11255,0,26707,11255,11255,255,12,12,1070
62153830,11255,0,26707,11255,11255,255,12,12,1070
62155641,26255,0,26707,26255,26255,255,12,12,1071
62155642,26255,0,26707,26255,26255,255,12,12,1072
62155643,26255,0,26707,26255,26255,255,12,12,1070
62155644,11522,0,26707,11522,11522,122,12,12,1070
# MARK idbR tick=62155644
62155645,11522,0,26707,11522,11522,122,12,12,1070
62155646,11522,0,26707,11522,11522,122,12,12,1071
62155647,11522,0,26707,11522,11522,122,12,12,1071
62155648,11522,0,26707,11522,11522,122,12,12,1071
62155674,26252,0,26707,26252,26252,252,12,12,1071
