tick,CD16,AREG,TREG,FIDBO,CPUIDB,IOIDB8,THR,TXBYTE,CSA_12_0
46379129,15,177777,116400,15,15,15,124,124,1133
46379130,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46379130
46379131,2522,177777,116400,2522,2522,122,124,124,1133
46379132,2522,177777,116400,2522,2522,122,124,124,1134
46379133,15,177777,116400,15,15,15,124,124,1134
46379134,15,177777,116400,15,15,15,124,124,1135
46379556,7732,177777,110044,7732,7732,332,124,124,1156
46379557,7732,177777,110044,7732,7732,332,124,124,1156
46379558,7732,177777,110044,7732,7732,332,124,124,1156
46379559,2522,177777,110044,2522,2522,122,124,124,1156
# MARK idbR tick=46379559
46379560,2522,177777,110044,2522,2522,122,124,124,1156
46379561,2522,177777,110044,2522,2522,122,124,124,1156
46379562,55345,177777,110044,55345,55345,345,124,124,1156
46379563,55345,177777,110044,55345,55345,345,124,124,1156
46381171,55344,117,302,55344,55344,344,124,124,3761
46381172,55344,117,302,55344,55344,344,124,124,3761
46381173,55344,117,302,55344,55344,344,124,124,2333
46381174,2525,117,302,2525,2525,125,124,124,2333
# MARK idbU tick=46381174
46381175,2525,117,302,2525,2525,125,124,124,2333
46381176,2525,117,302,2525,2525,125,124,124,2334
46381177,10,117,302,10,10,10,124,124,2334
46381178,10,117,302,10,10,10,124,124,2335
46384184,15,177777,110044,15,15,15,124,124,1131
46384185,15,177777,110044,15,15,15,124,124,1131
46384186,15,177777,110044,15,15,15,124,124,1133
46384187,2522,177777,110044,2522,2522,122,124,124,1133
# MARK idbR tick=46384187
46384188,2522,177777,110044,2522,2522,122,124,124,1133
46384189,2522,177777,110044,2522,2522,122,124,124,1134
46384190,15,177777,110044,15,15,15,124,124,1134
46384191,15,177777,110044,15,15,15,124,124,1135
46384247,7732,177777,110044,7732,7732,332,124,124,1151
46384248,7732,177777,110044,7732,7732,332,124,124,1151
46384249,7732,177777,110044,7732,7732,332,124,124,1151
46384250,2522,177777,110044,2522,2522,122,124,124,1151
# MARK idbR tick=46384250
46384251,2522,177777,110044,2522,2522,122,124,124,1151
46384252,2522,177777,110044,2522,2522,122,124,124,1151
46384253,55345,177777,110044,55345,55345,345,124,124,1151
46384254,55345,177777,110044,55345,55345,345,124,124,1151
46389270,15,177777,116400,15,15,15,124,124,1131
46389271,15,177777,116400,15,15,15,124,124,1131
46389272,15,177777,116400,15,15,15,124,124,1133
46389273,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46389273
46389274,2522,177777,116400,2522,2522,122,124,124,1133
46389275,2522,177777,116400,2522,2522,122,124,124,1134
46389276,15,177777,116400,15,15,15,124,124,1134
46389277,15,177777,116400,15,15,15,124,124,1135
46394671,15,177777,116400,15,15,15,124,124,1131
46394672,15,177777,116400,15,15,15,124,124,1131
46394673,15,177777,116400,15,15,15,124,124,1133
46394674,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46394674
46394675,2522,177777,116400,2522,2522,122,124,124,1133
46394676,2522,177777,116400,2522,2522,122,124,124,1134
46394677,15,177777,116400,15,15,15,124,124,1134
46394678,15,177777,116400,15,15,15,124,124,1135
46395102,7732,177777,110044,7732,7732,332,124,124,1156
46395103,7732,177777,110044,7732,7732,332,124,124,1156
46395104,7732,177777,110044,7732,7732,332,124,124,1156
46395105,2522,177777,110044,2522,2522,122,124,124,1156
# MARK idbR tick=46395105
46395106,2522,177777,110044,2522,2522,122,124,124,1156
46395107,2522,177777,110044,2522,2522,122,124,124,1156
46395108,55345,177777,110044,55345,55345,345,124,124,1156
46395109,55345,177777,110044,55345,55345,345,124,124,1156
46397639,55344,64,302,55344,55344,344,124,124,3761
46397640,55344,64,302,55344,55344,344,124,124,3761
46397641,55344,64,302,55344,55344,344,124,124,2333
46397642,2525,64,302,2525,2525,125,124,124,2333
# MARK idbU tick=46397642
46397643,2525,64,302,2525,2525,125,124,124,2333
46397644,2525,64,302,2525,2525,125,124,124,2334
46397645,10,64,302,10,10,10,124,124,2334
46397646,10,64,302,10,10,10,124,124,2335
46399725,15,177777,110044,15,15,15,124,124,1131
46399726,15,177777,110044,15,15,15,124,124,1131
46399727,15,177777,110044,15,15,15,124,124,1133
46399728,2522,177777,110044,2522,2522,122,124,124,1133
# MARK idbR tick=46399728
46399729,2522,177777,110044,2522,2522,122,124,124,1133
46399730,2522,177777,110044,2522,2522,122,124,124,1134
46399731,15,177777,110044,15,15,15,124,124,1134
46399732,15,177777,110044,15,15,15,124,124,1135
46399788,7732,177777,110044,7732,7732,332,124,124,1151
46399789,7732,177777,110044,7732,7732,332,124,124,1151
46399790,7732,177777,110044,7732,7732,332,124,124,1151
46399791,2522,177777,110044,2522,2522,122,124,124,1151
# MARK idbR tick=46399791
46399792,2522,177777,110044,2522,2522,122,124,124,1151
46399793,2522,177777,110044,2522,2522,122,124,124,1151
46399794,55345,177777,110044,55345,55345,345,124,124,1151
46399795,55345,177777,110044,55345,55345,345,124,124,1151
46404800,15,177777,116400,15,15,15,124,124,1131
46404801,15,177777,116400,15,15,15,124,124,1131
46404802,15,177777,116400,15,15,15,124,124,1133
46404803,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46404803
46404804,2522,177777,116400,2522,2522,122,124,124,1133
46404805,2522,177777,116400,2522,2522,122,124,124,1134
46404806,15,177777,116400,15,15,15,124,124,1134
46404807,15,177777,116400,15,15,15,124,124,1135
46405229,7732,177777,110044,7732,7732,332,124,124,1156
46405230,7732,177777,110044,7732,7732,332,124,124,1156
46405231,7732,177777,110044,7732,7732,332,124,124,1156
46405232,2522,177777,110044,2522,2522,122,124,124,1156
# MARK idbR tick=46405232
46405233,2522,177777,110044,2522,2522,122,124,124,1156
46405234,2522,177777,110044,2522,2522,122,124,124,1156
46405235,55345,177777,110044,55345,55345,345,124,124,1156
46405236,55345,177777,110044,55345,55345,345,124,124,1156
46406464,15,111,110044,15,15,15,124,124,1131
46406465,15,111,110044,15,15,15,124,124,1131
46406466,15,111,110044,15,15,15,124,124,1133
46406467,2522,111,110044,2522,2522,122,124,124,1133
# MARK idbR tick=46406467
46406468,2522,111,110044,2522,2522,122,124,124,1133
46406469,2522,111,110044,2522,2522,122,124,124,1134
46406470,15,111,110044,15,15,15,124,124,1134
46406471,15,111,110044,15,15,15,124,124,1135
46406527,7732,111,110044,7732,7732,332,124,124,1151
46406528,7732,111,110044,7732,7732,332,124,124,1151
46406529,7732,111,110044,7732,7732,332,124,124,1151
46406530,2522,111,110044,2522,2522,122,124,124,1151
# MARK idbR tick=46406530
46406531,2522,111,110044,2522,2522,122,124,124,1151
46406532,2522,111,110044,2522,2522,122,124,124,1151
46406533,55355,111,110044,10,55355,355,124,124,1151
46406534,55355,111,110044,10,55355,355,124,124,1151
46411543,15,177777,116400,15,15,15,124,124,1131
46411544,15,177777,116400,15,15,15,124,124,1131
46411545,15,177777,116400,15,15,15,124,124,1133
46411546,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46411546
46411547,2522,177777,116400,2522,2522,122,124,124,1133
46411548,2522,177777,116400,2522,2522,122,124,124,1134
46411549,15,177777,116400,15,15,15,124,124,1134
46411550,15,177777,116400,15,15,15,124,124,1135
46411972,7732,111,110044,7732,7732,332,124,124,1156
46411973,7732,111,110044,7732,7732,332,124,124,1156
46411974,7732,111,110044,7732,7732,332,124,124,1156
46411975,2522,111,110044,2522,2522,122,124,124,1156
# MARK idbR tick=46411975
46411976,2522,111,110044,2522,2522,122,124,124,1156
46411977,2522,111,110044,2522,2522,122,124,124,1156
46411978,10,111,110044,10,10,10,124,124,1156
46411979,10,111,110044,10,10,10,124,124,1156
46412216,173577,111,110044,7553,7553,153,124,124,7735
46412217,173577,111,110044,7553,7553,153,124,124,7735
46412218,173577,111,110044,7553,7553,153,124,124,7735
46412219,173577,111,110044,177,177,177,124,124,0
# MARK idb7f tick=46412219
46412220,0,111,110044,177,177,177,124,124,0
46412221,0,111,110044,177,177,177,124,124,2001
46412222,0,111,110044,177,177,177,124,124,17157
46412223,0,111,110044,177,177,177,124,124,17157
46413047,173577,111,17,7562,7562,162,124,124,7735
46413048,173577,111,17,7562,7562,162,124,124,7735
46413049,173577,111,17,7562,7562,162,124,124,7735
46413050,173577,111,17,177,177,177,124,124,0
# MARK idb7f tick=46413050
46413051,0,111,17,177,177,177,124,124,0
46413052,0,111,17,177,177,177,124,124,2001
46413053,0,111,17,177,177,177,124,124,17157
46413054,0,111,17,177,177,177,124,124,17157
46419360,15,177777,116400,15,15,15,124,124,1131
46419361,15,177777,116400,15,15,15,124,124,1131
46419362,15,177777,116400,15,15,15,124,124,1133
46419363,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46419363
46419364,2522,177777,116400,2522,2522,122,124,124,1133
46419365,2522,177777,116400,2522,2522,122,124,124,1134
46419366,15,177777,116400,15,15,15,124,124,1134
46419367,15,177777,116400,15,15,15,124,124,1135
46420064,173577,11,74,7553,7553,153,124,124,7735
46420065,173577,11,74,7553,7553,153,124,124,7735
46420066,173577,11,74,7553,7553,153,124,124,7735
46420067,173577,11,74,177,177,177,124,124,0
# MARK idb7f tick=46420067
46420068,0,11,74,177,177,177,124,124,0
46420069,0,11,74,177,177,177,124,124,2001
46420070,0,11,74,177,177,177,124,124,17157
46420071,0,11,74,177,177,177,124,124,17157
46422156,177,111,1,7707,7707,307,124,124,0
46422157,177,111,1,7707,7707,307,124,124,0
46422158,177,111,1,7707,7707,307,124,124,0
46422159,177,111,1,177,177,177,124,124,0
# MARK idb7f tick=46422159
46422160,0,111,1,177,177,177,124,124,0
46422161,0,111,1,177,177,177,124,124,2001
46422162,0,111,1,177,177,177,124,124,17522
46422163,0,111,1,177,177,177,124,124,17522
46427602,15,177777,116400,15,15,15,124,124,1131
46427603,15,177777,116400,15,15,15,124,124,1131
46427604,15,177777,116400,15,15,15,124,124,1133
46427605,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46427605
46427606,2522,177777,116400,2522,2522,122,124,124,1133
46427607,2522,177777,116400,2522,2522,122,124,124,1134
46427608,15,177777,116400,15,15,15,124,124,1134
46427609,15,177777,116400,15,15,15,124,124,1135
46428327,171177,111,77,111,111,111,124,124,7711
46428328,171177,111,77,111,111,111,124,124,7711
46428329,171177,111,77,111,111,111,124,124,7711
46428330,171177,111,77,177,177,177,124,124,0
# MARK idb7f tick=46428330
46428331,0,111,77,177,177,177,124,124,0
46428332,0,111,77,177,177,177,124,124,2001
46428333,0,111,77,177,177,177,124,124,17727
46428334,0,111,77,177,177,177,124,124,17727
46429178,173577,111,176,7532,7532,132,124,124,7735
46429179,173577,111,176,7532,7532,132,124,124,7735
46429180,173577,111,176,7532,7532,132,124,124,7735
46429181,173577,111,176,177,177,177,124,124,0
# MARK idb7f tick=46429181
46429182,0,111,176,177,177,177,124,124,0
46429183,0,111,176,177,177,177,124,124,2001
46429184,0,111,176,177,177,177,124,124,17157
46429185,0,111,176,177,177,177,124,124,17157
46435831,15,177777,116400,15,15,15,124,124,1131
46435832,15,177777,116400,15,15,15,124,124,1131
46435833,15,177777,116400,15,15,15,124,124,1133
46435834,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46435834
46435835,2522,177777,116400,2522,2522,122,124,124,1133
46435836,2522,177777,116400,2522,2522,122,124,124,1134
46435837,15,177777,116400,15,15,15,124,124,1134
46435838,15,177777,116400,15,15,15,124,124,1135
46436492,173577,1206,177776,7555,7555,155,124,124,7735
46436493,173577,1206,177776,7555,7555,155,124,124,7735
46436494,173577,1206,177776,7555,7555,155,124,124,7735
46436495,173577,1206,177776,177,177,177,124,124,0
# MARK idb7f tick=46436495
46436496,0,1206,177776,177,177,177,124,124,0
46436497,0,1206,177776,177,177,177,124,124,2001
46436498,0,1206,177776,177,177,177,124,124,17157
46436499,0,1206,177776,177,177,177,124,124,17157
46437424,173577,1206,1206,7555,7555,155,124,124,7735
46437425,173577,1206,1206,7555,7555,155,124,124,7735
46437426,173577,1206,1206,7555,7555,155,124,124,7735
46437427,173577,1206,1206,177,177,177,124,124,0
# MARK idb7f tick=46437427
46437428,0,1206,1206,177,177,177,124,124,0
46437429,0,1206,1206,177,177,177,124,124,2001
46437430,0,1206,1206,177,177,177,124,124,17157
46437431,0,1206,1206,177,177,177,124,124,17157
46437935,142065,5,1206,1206,1206,206,124,124,7420
46437936,142065,5,1206,1206,1206,206,124,124,7420
46437937,142065,5,1206,1206,1206,206,124,124,7420
46437938,142065,5,1206,176577,176577,177,124,124,215
# MARK idb7f tick=46437938
46437939,0,5,1206,176577,176577,177,124,124,215
46437940,0,5,1206,176577,176577,177,124,124,0
46437941,0,5,1206,176577,176577,177,124,124,16304
46437942,0,5,1206,176577,176577,177,124,124,16304
46444071,15,177777,116400,15,15,15,124,124,1131
46444072,15,177777,116400,15,15,15,124,124,1131
46444073,15,177777,116400,15,15,15,124,124,1133
46444074,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46444074
46444075,2522,177777,116400,2522,2522,122,124,124,1133
46444076,2522,177777,116400,2522,2522,122,124,124,1134
46444077,15,177777,116400,15,15,15,124,124,1134
46444078,15,177777,116400,15,15,15,124,124,1135
46444944,173577,1206,2,7555,7555,155,124,124,7735
46444945,173577,1206,2,7555,7555,155,124,124,7735
46444946,173577,1206,2,7555,7555,155,124,124,7735
46444947,173577,1206,2,177,177,177,124,124,0
# MARK idb7f tick=46444947
46444948,0,1206,2,177,177,177,124,124,0
46444949,0,1206,2,177,177,177,124,124,2001
46444950,0,1206,2,177,177,177,124,124,17157
46444951,0,1206,2,177,177,177,124,124,17157
46445534,173577,1206,2,7566,7566,166,124,124,7735
46445535,173577,1206,2,7566,7566,166,124,124,7735
46445536,173577,1206,2,7566,7566,166,124,124,7735
46445537,173577,1206,2,177,177,177,124,124,0
# MARK idb7f tick=46445537
46445538,0,1206,2,177,177,177,124,124,0
46445539,0,1206,2,177,177,177,124,124,2001
46445540,0,1206,2,177,177,177,124,124,17157
46445541,0,1206,2,177,177,177,124,124,17157
46445808,146037,1206,2,177606,177606,206,124,124,7460
46445809,146037,1206,2,177606,177606,206,124,124,7460
46445810,146037,1206,2,177606,177606,206,124,124,7460
46445811,146037,1206,2,7577,7577,177,124,124,145
# MARK idb7f tick=46445811
46445812,0,1206,2,7577,7577,177,124,124,145
46445813,0,1206,2,7577,7577,177,124,124,0
46445814,0,1206,2,7577,7577,177,124,124,17172
46445815,0,1206,2,7577,7577,177,124,124,17172
46452297,15,177777,116400,15,15,15,124,124,1131
46452298,15,177777,116400,15,15,15,124,124,1131
46452299,15,177777,116400,15,15,15,124,124,1133
46452300,2522,177777,116400,2522,2522,122,124,124,1133
# MARK idbR tick=46452300
46452301,2522,177777,116400,2522,2522,122,124,124,1133
46452302,2522,177777,116400,2522,2522,122,124,124,1134
46452303,15,177777,116400,15,15,15,124,124,1134
46452304,15,177777,116400,15,15,15,124,124,1135
46460523,15,177777,116400,15,15,15,111,111,1131
46460524,15,177777,116400,15,15,15,111,111,1131
46460525,15,177777,116400,15,15,15,111,111,1133
46460526,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46460526
46460527,2522,177777,116400,2522,2522,122,111,111,1133
46460528,2522,177777,116400,2522,2522,122,111,111,1134
46460529,15,177777,116400,15,15,15,111,111,1134
46460530,15,177777,116400,15,15,15,111,111,1135
46461063,173577,1,117,7532,7532,132,111,111,7735
46461064,173577,1,117,7532,7532,132,111,111,7735
46461065,173577,1,117,7532,7532,132,111,111,7735
46461066,173577,1,117,177,177,177,111,111,0
# MARK idb7f tick=46461066
46461067,0,1,117,177,177,177,111,111,0
46461068,0,1,117,177,177,177,111,111,2001
46461069,0,1,117,177,177,177,111,111,17157
46461070,0,1,117,177,177,177,111,111,17157
46462012,173577,1,101,7553,7553,153,111,111,7735
46462013,173577,1,101,7553,7553,153,111,111,7735
46462014,173577,1,101,7553,7553,153,111,111,7735
46462015,173577,1,101,177,177,177,111,111,0
# MARK idb7f tick=46462015
46462016,0,1,101,177,177,177,111,111,0
46462017,0,1,101,177,177,177,111,111,2001
46462018,0,1,101,177,177,177,111,111,17157
46462019,0,1,101,177,177,177,111,111,17157
46469006,15,177777,116400,15,15,15,111,111,1131
46469007,15,177777,116400,15,15,15,111,111,1131
46469008,15,177777,116400,15,15,15,111,111,1133
46469009,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46469009
46469010,2522,177777,116400,2522,2522,122,111,111,1133
46469011,2522,177777,116400,2522,2522,122,111,111,1134
46469012,15,177777,116400,15,15,15,111,111,1134
46469013,15,177777,116400,15,15,15,111,111,1135
46473723,15,177777,110144,15,15,15,111,111,1131
46473724,15,177777,110144,15,15,15,111,111,1131
46473725,15,177777,110144,15,15,15,111,111,1133
46473726,2522,177777,110144,2522,2522,122,111,111,1133
# MARK idbR tick=46473726
46473727,2522,177777,110144,2522,2522,122,111,111,1133
46473728,2522,177777,110144,2522,2522,122,111,111,1134
46473729,15,177777,110144,15,15,15,111,111,1134
46473730,15,177777,110144,15,15,15,111,111,1135
46473788,7732,177777,110144,7732,7732,332,111,111,1151
46473789,2762,177777,110144,2522,2762,362,111,111,1151
46473790,2762,177777,110144,2522,2762,362,111,111,1151
46473791,2522,177777,110144,2522,2522,122,111,111,1151
# MARK idbR tick=46473791
46473792,55345,177777,110144,55345,55345,345,111,111,1151
46473793,55345,177777,110144,55345,55345,345,111,111,1151
46473794,55345,177777,110144,55345,55345,345,111,111,1152
46473795,110144,177777,110144,110144,110144,144,111,111,1152
46478787,15,177777,116400,15,15,15,111,111,1131
46478788,15,177777,116400,15,15,15,111,111,1131
46478789,15,177777,116400,15,15,15,111,111,1133
46478790,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46478790
46478791,2522,177777,116400,2522,2522,122,111,111,1133
46478792,2522,177777,116400,2522,2522,122,111,111,1134
46478793,15,177777,116400,15,15,15,111,111,1134
46478794,15,177777,116400,15,15,15,111,111,1135
46479217,7732,177777,110144,7732,7732,332,111,111,1156
46479218,7732,177777,110144,7732,7732,332,111,111,1156
46479219,7732,177777,110144,7732,7732,332,111,111,1156
46479220,2522,177777,110144,2522,2522,122,111,111,1156
# MARK idbR tick=46479220
46479221,2522,177777,110144,2522,2522,122,111,111,1156
46479222,2522,177777,110144,2522,2522,122,111,111,1156
46479223,55345,177777,110144,55345,55345,345,111,111,1156
46479224,55345,177777,110144,55345,55345,345,111,111,1156
46480014,55344,147,302,55344,55344,344,111,111,3761
46480015,55344,147,302,55344,55344,344,111,111,3761
46480016,55344,147,302,55344,55344,344,111,111,2333
46480017,2525,147,302,2525,2525,125,111,111,2333
# MARK idbU tick=46480017
46480018,2525,147,302,2525,2525,125,111,111,2333
46480019,2525,147,302,2525,2525,125,111,111,2334
46480020,10,147,302,10,10,10,111,111,2334
46480021,10,147,302,10,10,10,111,111,2335
46483840,15,177777,110044,15,15,15,111,111,1131
46483841,15,177777,110044,15,15,15,111,111,1131
46483842,15,177777,110044,15,15,15,111,111,1133
46483843,2522,177777,110044,2522,2522,122,111,111,1133
# MARK idbR tick=46483843
46483844,2522,177777,110044,2522,2522,122,111,111,1133
46483845,2522,177777,110044,2522,2522,122,111,111,1134
46483846,15,177777,110044,15,15,15,111,111,1134
46483847,15,177777,110044,15,15,15,111,111,1135
46483903,7732,177777,110044,7732,7732,332,111,111,1151
46483904,7732,177777,110044,7732,7732,332,111,111,1151
46483905,7732,177777,110044,7732,7732,332,111,111,1151
46483906,2522,177777,110044,2522,2522,122,111,111,1151
# MARK idbR tick=46483906
46483907,2522,177777,110044,2522,2522,122,111,111,1151
46483908,2522,177777,110044,2522,2522,122,111,111,1151
46483909,55345,177777,110044,55345,55345,345,111,111,1151
46483910,55345,177777,110044,55345,55345,345,111,111,1151
46488234,4761,16,302,4761,4761,361,111,111,3761
46488235,4761,16,302,4761,4761,361,111,111,3761
46488236,4761,16,302,4761,4761,361,111,111,2333
46488237,2525,16,302,2525,2525,125,111,111,2333
# MARK idbU tick=46488237
46488238,2525,16,302,2525,2525,125,111,111,2333
46488239,2525,16,302,2525,2525,125,111,111,2334
46488240,10,16,302,10,10,10,111,111,2334
46488241,10,16,302,10,10,10,111,111,2335
46489025,15,177777,116400,15,15,15,111,111,1131
46489026,15,177777,116400,15,15,15,111,111,1131
46489027,15,177777,116400,15,15,15,111,111,1133
46489028,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46489028
46489029,2522,177777,116400,2522,2522,122,111,111,1133
46489030,2522,177777,116400,2522,2522,122,111,111,1134
46489031,15,177777,116400,15,15,15,111,111,1134
46489032,15,177777,116400,15,15,15,111,111,1135
46494327,15,177777,116400,15,15,15,111,111,1131
46494328,15,177777,116400,15,15,15,111,111,1131
46494329,15,177777,116400,15,15,15,111,111,1133
46494330,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46494330
46494331,2522,177777,116400,2522,2522,122,111,111,1133
46494332,2522,177777,116400,2522,2522,122,111,111,1134
46494333,15,177777,116400,15,15,15,111,111,1134
46494334,15,177777,116400,15,15,15,111,111,1135
46494756,7732,177777,110044,7732,7732,332,111,111,1156
46494757,7732,177777,110044,7732,7732,332,111,111,1156
46494758,7732,177777,110044,7732,7732,332,111,111,1156
46494759,2522,177777,110044,2522,2522,122,111,111,1156
# MARK idbR tick=46494759
46494760,2522,177777,110044,2522,2522,122,111,111,1156
46494761,2522,177777,110044,2522,2522,122,111,111,1156
46494762,55345,177777,110044,55345,55345,345,111,111,1156
46494763,55345,177777,110044,55345,55345,345,111,111,1156
46499384,15,177777,110044,15,15,15,111,111,1131
46499385,15,177777,110044,15,15,15,111,111,1131
46499386,15,177777,110044,15,15,15,111,111,1133
46499387,2522,177777,110044,2522,2522,122,111,111,1133
# MARK idbR tick=46499387
46499388,2522,177777,110044,2522,2522,122,111,111,1133
46499389,2522,177777,110044,2522,2522,122,111,111,1134
46499390,15,177777,110044,15,15,15,111,111,1134
46499391,15,177777,110044,15,15,15,111,111,1135
46499447,7732,177777,110044,7732,7732,332,111,111,1151
46499448,7732,177777,110044,7732,7732,332,111,111,1151
46499449,7732,177777,110044,7732,7732,332,111,111,1151
46499450,2522,177777,110044,2522,2522,122,111,111,1151
# MARK idbR tick=46499450
46499451,2522,177777,110044,2522,2522,122,111,111,1151
46499452,2522,177777,110044,2522,2522,122,111,111,1151
46499453,55345,177777,110044,55345,55345,345,111,111,1151
46499454,55345,177777,110044,55345,55345,345,111,111,1151
46504470,15,177777,116400,15,15,15,111,111,1131
46504471,15,177777,116400,15,15,15,111,111,1131
46504472,15,177777,116400,15,15,15,111,111,1133
46504473,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46504473
46504474,2522,177777,116400,2522,2522,122,111,111,1133
46504475,2522,177777,116400,2522,2522,122,111,111,1134
46504476,15,177777,116400,15,15,15,111,111,1134
46504477,15,177777,116400,15,15,15,111,111,1135
46509871,15,177777,116400,15,15,15,111,111,1131
46509872,15,177777,116400,15,15,15,111,111,1131
46509873,15,177777,116400,15,15,15,111,111,1133
46509874,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46509874
46509875,2522,177777,116400,2522,2522,122,111,111,1133
46509876,2522,177777,116400,2522,2522,122,111,111,1134
46509877,15,177777,116400,15,15,15,111,111,1134
46509878,15,177777,116400,15,15,15,111,111,1135
46510302,7732,177777,110044,7732,7732,332,111,111,1156
46510303,7732,177777,110044,7732,7732,332,111,111,1156
46510304,7732,177777,110044,7732,7732,332,111,111,1156
46510305,2522,177777,110044,2522,2522,122,111,111,1156
# MARK idbR tick=46510305
46510306,2522,177777,110044,2522,2522,122,111,111,1156
46510307,2522,177777,110044,2522,2522,122,111,111,1156
46510308,55345,177777,110044,55345,55345,345,111,111,1156
46510309,55345,177777,110044,55345,55345,345,111,111,1156
46512907,55344,62,302,55344,55344,344,111,111,3761
46512908,55344,62,302,55344,55344,344,111,111,3761
46512909,55344,62,302,55344,55344,344,111,111,2333
46512910,2525,62,302,2525,2525,125,111,111,2333
# MARK idbU tick=46512910
46512911,2525,62,302,2525,2525,125,111,111,2333
46512912,2525,62,302,2525,2525,125,111,111,2334
46512913,10,62,302,10,10,10,111,111,2334
46512914,10,62,302,10,10,10,111,111,2335
46514925,15,177777,110044,15,15,15,111,111,1131
46514926,15,177777,110044,15,15,15,111,111,1131
46514927,15,177777,110044,15,15,15,111,111,1133
46514928,2522,177777,110044,2522,2522,122,111,111,1133
# MARK idbR tick=46514928
46514929,2522,177777,110044,2522,2522,122,111,111,1133
46514930,2522,177777,110044,2522,2522,122,111,111,1134
46514931,15,177777,110044,15,15,15,111,111,1134
46514932,15,177777,110044,15,15,15,111,111,1135
46514988,7732,177777,110044,7732,7732,332,111,111,1151
46514989,7732,177777,110044,7732,7732,332,111,111,1151
46514990,7732,177777,110044,7732,7732,332,111,111,1151
46514991,2522,177777,110044,2522,2522,122,111,111,1151
# MARK idbR tick=46514991
46514992,2522,177777,110044,2522,2522,122,111,111,1151
46514993,2522,177777,110044,2522,2522,122,111,111,1151
46514994,55345,177777,110044,55345,55345,345,111,111,1151
46514995,55345,177777,110044,55345,55345,345,111,111,1151
46516046,173577,0,0,755,755,355,111,111,7735
46516047,173577,0,0,755,755,355,111,111,7735
46516048,173577,0,0,755,755,355,111,111,7735
46516049,173577,0,0,177,177,177,111,111,0
# MARK idb7f tick=46516049
46516050,0,0,0,177,177,177,111,111,0
46516051,0,0,0,177,177,177,111,111,2001
46516052,0,0,0,177,177,177,111,111,17157
46516053,0,0,0,177,177,177,111,111,17157
46521002,15,177777,116400,15,15,15,111,111,1131
46521003,15,177777,116400,15,15,15,111,111,1131
46521004,15,177777,116400,15,15,15,111,111,1133
46521005,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46521005
46521006,2522,177777,116400,2522,2522,122,111,111,1133
46521007,2522,177777,116400,2522,2522,122,111,111,1134
46521008,15,177777,116400,15,15,15,111,111,1134
46521009,15,177777,116400,15,15,15,111,111,1135
46526403,15,177777,116400,15,15,15,111,111,1131
46526404,15,177777,116400,15,15,15,111,111,1131
46526405,15,177777,116400,15,15,15,111,111,1133
46526406,2522,177777,116400,2522,2522,122,111,111,1133
# MARK idbR tick=46526406
46526407,2522,177777,116400,2522,2522,122,111,111,1133
46526408,2522,177777,116400,2522,2522,122,111,111,1134
46526409,15,177777,116400,15,15,15,111,111,1134
46526410,15,177777,116400,15,15,15,111,111,1135
46526833,7732,177777,110044,7732,7732,332,111,111,1156
46526834,7732,177777,110044,7732,7732,332,111,111,1156
46526835,7732,177777,110044,7732,7732,332,111,111,1156
46526836,2522,177777,110044,2522,2522,122,111,111,1156
# MARK idbR tick=46526836
46526837,2522,177777,110044,2522,2522,122,111,111,1156
46526838,2522,177777,110044,2522,2522,122,111,111,1156
46526839,55345,177777,110044,55345,55345,345,111,111,1156
46526840,55345,177777,110044,55345,55345,345,111,111,1156
46529374,55344,64,302,55344,55344,344,111,111,3761
46529375,55344,64,302,55344,55344,344,111,111,3761
46529376,55344,64,302,55344,55344,344,111,111,2333
46529377,2525,64,302,2525,2525,125,111,111,2333
# MARK idbU tick=46529377
46529378,2525,64,302,2525,2525,125,111,111,2333
46529379,2525,64,302,2525,2525,125,111,111,2334
46529380,10,64,302,10,10,10,111,111,2334
46529381,10,64,302,10,10,10,111,111,2335
46531460,15,177777,110044,15,15,15,111,111,1131
46531461,15,177777,110044,15,15,15,111,111,1131
46531462,15,177777,110044,15,15,15,111,111,1133
46531463,2522,177777,110044,2522,2522,122,111,111,1133
# MARK idbR tick=46531463
46531464,2522,177777,110044,2522,2522,122,111,111,1133
46531465,2522,177777,110044,2522,2522,122,111,111,1134
