tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN,RAM_IDX
47657858,2545,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657859,2546,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657860,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657861,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657862,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657863,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657864,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657865,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657866,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657867,2501,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657868,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657869,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657870,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657871,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657872,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657873,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657874,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657875,145,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657876,0,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657877,0,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657878,0,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657879,17,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657880,17,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657881,17,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657882,17,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657883,17,0,154402,14375,0,154402,12373,7654,0,0,20001,1,0,400400,14006
47657884,53,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657885,53,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657886,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657887,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657888,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657889,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657890,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657891,54,0,154402,14376,0,154402,12373,7654,0,0,20001,0,0,400400,14006
47657892,54,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657893,55,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657894,55,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657895,55,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657896,56,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657897,56,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657898,56,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657899,57,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657900,3743,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657901,3743,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657902,3743,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657903,1131,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657904,1131,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657905,1131,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657906,1133,0,154402,14376,0,154402,12373,7654,0,0,20001,3,0,400400,14006
47657907,1133,0,154402,14376,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657908,1133,0,154402,14376,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657909,1134,0,154402,14376,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657910,1134,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657911,1135,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657912,1135,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657913,1135,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657914,1136,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657915,1136,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657916,1136,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657917,1137,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657918,1137,0,154402,14375,0,154402,12373,7654,0,0,15,3,0,400400,14006
47657919,1137,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657920,1140,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657921,1140,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657922,1140,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657923,1141,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657924,1141,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657925,1141,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657926,1142,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657927,1142,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657928,1142,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657929,1143,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657930,1143,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657931,1143,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657932,1144,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657933,1144,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657934,1144,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657935,1145,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657936,1145,0,154402,14375,0,154402,12373,7654,0,0,1,3,0,400400,14006
47657937,1145,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657938,1146,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657939,1146,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657940,1146,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657941,1147,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657942,1147,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657943,1147,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657944,1150,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657945,1150,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657946,1150,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657947,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657948,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657949,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657950,1152,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657951,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657952,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657953,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657954,1151,0,154402,14375,0,154402,12373,7654,0,0,20000,3,0,400400,14006
47657955,1151,0,154402,14375,0,154402,12373,7654,0,0,12373,3,0,400400,14006
47663809,4331,5,12023,14363,5,12023,5,7654,0,0,116400,142200,0,400400,14006
47663810,4331,5,12023,14363,5,12023,5,7654,0,0,116400,142200,0,400400,14006
47663811,4335,5,12023,14363,5,12023,5,7654,0,0,116400,142200,0,400400,14006
47663812,4335,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663813,4335,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663814,4336,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663815,4336,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663816,4337,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663817,4332,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663818,4332,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663819,4332,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663820,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663821,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663822,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,14006
47663823,4333,5,12023,14363,5,12023,5,7654,12025,0,116400,116400,0,400000,14006
47663824,4333,5,12023,14363,5,12023,5,7654,12025,0,116400,116400,0,400000,14006
47663825,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,1,0,14005
47663826,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,1,0,12005
47663827,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,1,0,12025
47663828,4333,5,12023,14363,5,12023,5,7654,0,51125,116400,116400,1,0,12025
# MARK RU tick=47663828
47663829,4333,5,12023,14363,5,12023,5,7654,0,51125,116400,116400,1,0,12025
47663830,4333,5,12023,14363,5,12023,5,7654,0,51125,116400,116400,1,0,12025
47663831,4333,5,12023,14363,5,12023,5,7654,0,51125,116400,116400,1,0,12000
47663832,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,1,400400,12005
47663833,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,1,400400,12005
47663834,4333,5,12023,14363,5,12023,5,7654,0,0,116400,116400,0,400400,12005
47663835,4333,5,12023,14363,5,12023,5,7654,0,0,116400,51125,0,400400,12005
47663836,4334,5,12023,14363,5,12023,5,7654,0,0,116400,51125,0,400400,12005
47663837,377,5,12023,14363,5,12023,5,7654,0,0,116400,51125,0,400400,12005
47663838,377,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,12005
47663839,377,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,12005
47663840,401,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,12005
47663841,16363,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,12005
47663842,16363,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,12005
47663843,0,5,12023,14363,5,12023,5,7654,14363,0,51125,51125,0,400400,12005
47663844,6000,5,12023,14363,5,12023,5,7654,14363,0,51125,51125,0,400400,12005
47663845,6000,5,12023,14363,5,12023,5,7654,0,0,51125,51125,1,0,12006
47663846,6000,5,12023,14363,5,12023,5,7654,0,0,51125,51125,1,0,14006
47663847,6000,5,12023,14363,5,12023,5,7654,0,0,51125,51125,1,0,14363
47663848,6046,5,12023,14363,5,12023,5,7654,0,4613,51125,51125,1,0,14363
47663849,6046,5,12023,14363,5,12023,5,7654,0,4613,51125,51125,1,0,14363
47663850,6046,5,12023,14363,5,12023,5,7654,0,4613,51125,51125,1,0,14363
47663851,6046,5,12023,14363,5,12023,5,7654,0,4613,51125,51125,1,0,14000
47663852,6046,5,12023,14363,5,12023,5,7654,0,0,51125,51125,1,400400,14006
47663853,6046,5,12023,14363,5,12023,5,7654,0,0,51125,51125,1,400400,14006
47663854,6046,5,12023,14363,5,12023,5,7654,0,0,51125,51125,0,400400,14006
47663855,145,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14006
47663856,145,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14006
47663857,0,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14006
47663858,0,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14006
47663859,0,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14006
47663860,0,125,12023,14364,125,12023,5,7654,7467,0,51125,4613,0,417067,14006
47663861,0,125,12023,14364,125,12023,5,7654,7467,0,51125,4613,0,417067,14006
47663862,0,125,12023,14364,125,12023,5,7654,0,0,51125,4613,0,400400,14003
47663863,0,125,12023,14364,125,12023,5,7654,125,0,51125,4613,0,400525,6003
47663864,0,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,7467
47663865,0,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,7467
47663866,2001,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,7467
47663867,16364,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,7467
47663868,16364,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,6000
47663869,0,125,12023,14364,125,12023,5,7654,125,0,51125,125,0,400525,6003
47663870,0,125,12023,14364,125,12023,5,7654,0,0,51125,125,0,400400,6003
47663871,0,125,12023,14364,125,12023,5,7654,14364,0,51125,125,0,400000,6003
47663872,6000,125,12023,14364,125,12023,5,7654,14364,0,51125,125,0,400000,6003
47663873,6000,125,12023,14364,125,12023,5,7654,0,0,51125,125,1,0,6006
47663874,6000,125,12023,14364,125,12023,5,7654,0,0,51125,125,1,0,14006
47663875,6000,125,12023,14364,125,12023,5,7654,0,0,51125,125,1,0,14364
47663876,6540,125,12023,14364,125,12023,5,7654,0,54032,51125,125,1,0,14364
47663877,6540,125,12023,14364,125,12023,5,7654,0,54032,51125,125,1,0,14364
47663878,6540,125,12023,14364,125,12023,5,7654,0,54032,51125,125,1,0,14364
47663879,6540,125,12023,14364,125,12023,5,7654,0,54032,51125,125,1,0,14000
47663880,6540,125,12023,14364,125,12023,5,7654,0,0,51125,125,1,400400,14006
47663881,6540,125,12023,14364,125,12023,5,7654,0,0,51125,125,1,400400,14006
47663882,6540,125,12023,14364,125,12023,5,7654,0,0,51125,125,0,400400,14006
47663883,174,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663884,174,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663885,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663886,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663887,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663888,0,125,12023,14365,125,12023,5,7654,14416,0,51125,54032,0,0,14006
47663889,0,125,12023,14365,125,12023,5,7654,14416,0,51125,54032,0,0,14006
47663890,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,0,14006
47663891,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,0,14006
47663892,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,0,14416
47663893,0,125,12023,14365,125,12023,5,7654,0,12366,51125,54032,1,0,14416
47663894,0,125,12023,14365,125,12023,5,7654,0,12366,51125,54032,1,0,14416
47663895,0,125,12023,14365,125,12023,5,7654,0,12366,51125,54032,1,0,14416
47663896,0,125,12023,14365,125,12023,5,7654,0,12366,51125,54032,1,0,14000
47663897,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,400400,14006
47663898,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,400400,14006
47663899,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
47663900,0,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663901,0,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663902,2001,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663903,16365,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663904,16365,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663905,0,125,12023,14365,125,12023,5,7654,14365,0,51125,12366,0,400400,14006
47663906,6000,125,12023,14365,125,12023,5,7654,14365,0,51125,12366,0,400400,14006
47663907,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14006
47663908,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14006
47663909,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14365
47663910,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
47663911,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
47663912,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
47663913,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14000
47663914,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,400400,14006
47663915,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,400400,14006
47663916,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
47663917,0,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663918,0,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663919,2001,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663920,16366,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663921,16366,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663922,0,125,12023,14366,125,12023,12366,7654,14366,0,51125,171017,0,400400,14006
47663923,6000,125,12023,14366,125,12023,12366,7654,14366,0,51125,171017,0,400400,14006
47663924,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14006
47663925,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14006
47663926,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14366
47663927,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
47663928,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
47663929,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
47663930,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14000
47663931,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,400400,14006
47663932,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,400400,14006
47663933,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
47663934,145,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663935,145,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663936,0,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663937,16367,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663938,16367,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663939,0,125,17,14367,125,17,12366,7654,14367,0,51125,144456,0,400000,14006
47663940,6000,125,17,14367,125,17,12366,7654,14367,0,51125,144456,0,400000,14006
47663941,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14006
47663942,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14006
47663943,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14367
47663944,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
47663945,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
47663946,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
47663947,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14000
47663948,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,400400,14006
47663949,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,400400,14006
47663950,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
47663951,226,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
47663952,226,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
47663953,230,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
47663954,230,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663955,230,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663956,231,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663957,231,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663958,232,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663959,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663960,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663961,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663962,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663963,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663964,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663965,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
47663966,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
47663967,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
47663968,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
47663969,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
47663970,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
47663971,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
47663972,227,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
47663973,227,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
47663974,145,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
47663975,145,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663976,145,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663977,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663978,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663979,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663980,2001,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663981,16370,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663982,16370,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663983,0,5,5,14370,5,5,12366,7654,14370,0,51125,51125,0,400000,14006
47663984,6000,5,5,14370,5,5,12366,7654,14370,0,51125,51125,0,400000,14006
47663985,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14006
47663986,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14006
47663987,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14370
47663988,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
47663989,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
47663990,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
47663991,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14000
47663992,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,400400,14006
47663993,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,400400,14006
47663994,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
47663995,145,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47663996,145,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47663997,0,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47663998,16371,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47663999,16371,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47664000,0,5,5,14371,5,5,12366,7654,14371,0,51125,146057,0,400400,14006
47664001,6000,5,5,14371,5,5,12366,7654,14371,0,51125,146057,0,400400,14006
47664002,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14006
47664003,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14006
47664004,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14371
47664005,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
47664006,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
47664007,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
47664008,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14000
47664009,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,400400,14006
47664010,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,400400,14006
47664011,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
47664012,170,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664013,170,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664014,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664015,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664016,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664017,0,5,5,14372,5,5,12373,7654,14417,0,51125,44026,0,400,14006
47664018,0,5,5,14372,5,5,12373,7654,14417,0,51125,44026,0,400,14006
47664019,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14006
47664020,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14006
47664021,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14417
47664022,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
47664023,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
47664024,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
47664025,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14000
47664026,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,400400,14006
47664027,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,400400,14006
47664028,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
47664029,0,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
47664030,0,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
47664031,2001,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
47664032,16372,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
47664033,16372,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
47664034,0,5,5,14372,5,5,12373,7654,14372,0,51125,154400,0,400400,14006
47664035,6000,5,5,14372,5,5,12373,7654,14372,0,51125,154400,0,400400,14006
47664036,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14006
47664037,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14006
47664038,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14372
