tick,CSA,AREG,TREG,RP,RA,RT,RX,RB,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.MWRITE50_n,ND120_TOP.CORE.CPU_BOARD.MEM.RAM.DD_17_0_IN,RAM_IDX
48867000,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,400400,14006
48867001,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,1,400400,14006
48867002,0,125,12023,14365,125,12023,5,7654,0,0,51125,54032,0,400400,14006
48867003,0,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867004,0,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867005,2001,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867006,16365,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867007,16365,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867008,0,125,12023,14365,125,12023,5,7654,14365,0,51125,12366,0,400400,14006
48867009,6000,125,12023,14365,125,12023,5,7654,14365,0,51125,12366,0,400400,14006
48867010,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14006
48867011,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14006
48867012,6000,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,0,14365
48867013,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
48867014,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
48867015,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14365
48867016,7710,125,12023,14365,125,12023,5,7654,0,171017,51125,12366,1,0,14000
48867017,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,400400,14006
48867018,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,1,400400,14006
48867019,7710,125,12023,14365,125,12023,5,7654,0,0,51125,12366,0,400400,14006
48867020,0,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867021,0,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867022,2001,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867023,16366,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867024,16366,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867025,0,125,12023,14366,125,12023,12366,7654,14366,0,51125,171017,0,400400,14006
48867026,6000,125,12023,14366,125,12023,12366,7654,14366,0,51125,171017,0,400400,14006
48867027,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14006
48867028,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14006
48867029,6000,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,0,14366
48867030,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
48867031,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
48867032,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14366
48867033,7444,125,12023,14366,125,12023,12366,7654,0,144456,51125,171017,1,0,14000
48867034,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,400400,14006
48867035,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,1,400400,14006
48867036,7444,125,12023,14366,125,12023,12366,7654,0,0,51125,171017,0,400400,14006
48867037,145,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867038,145,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867039,0,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867040,16367,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867041,16367,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867042,0,125,17,14367,125,17,12366,7654,14367,0,51125,144456,0,400000,14006
48867043,6000,125,17,14367,125,17,12366,7654,14367,0,51125,144456,0,400000,14006
48867044,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14006
48867045,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14006
48867046,6000,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,0,14367
48867047,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
48867048,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
48867049,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14367
48867050,7565,125,17,14367,125,17,12366,7654,0,156574,51125,144456,1,0,14000
48867051,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,400400,14006
48867052,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,1,400400,14006
48867053,7565,125,17,14367,125,17,12366,7654,0,0,51125,144456,0,400400,14006
48867054,226,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
48867055,226,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
48867056,230,125,5,14370,125,5,12366,7654,0,0,51125,156574,0,400400,14006
48867057,230,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867058,230,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867059,231,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867060,231,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867061,232,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867062,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867063,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867064,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867065,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867066,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867067,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867068,227,125,5,14370,125,5,12366,7654,0,0,51125,51125,0,400400,14006
48867069,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
48867070,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
48867071,227,52,5,14370,52,5,12366,7654,0,0,51125,51125,0,400400,14006
48867072,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
48867073,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
48867074,227,25,5,14370,25,5,12366,7654,0,0,51125,51125,0,400400,14006
48867075,227,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
48867076,227,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
48867077,145,12,5,14370,12,5,12366,7654,0,0,51125,51125,0,400400,14006
48867078,145,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867079,145,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867080,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867081,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867082,0,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867083,2001,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867084,16370,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867085,16370,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867086,0,5,5,14370,5,5,12366,7654,14370,0,51125,51125,0,400000,14006
48867087,6000,5,5,14370,5,5,12366,7654,14370,0,51125,51125,0,400000,14006
48867088,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14006
48867089,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14006
48867090,6000,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,0,14370
48867091,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
48867092,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
48867093,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14370
48867094,7460,5,5,14370,5,5,12366,7654,0,146057,51125,51125,1,0,14000
48867095,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,400400,14006
48867096,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,1,400400,14006
48867097,7460,5,5,14370,5,5,12366,7654,0,0,51125,51125,0,400400,14006
48867098,145,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867099,145,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867100,0,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867101,16371,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867102,16371,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867103,0,5,5,14371,5,5,12366,7654,14371,0,51125,146057,0,400400,14006
48867104,6000,5,5,14371,5,5,12366,7654,14371,0,51125,146057,0,400400,14006
48867105,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14006
48867106,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14006
48867107,6000,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,0,14371
48867108,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
48867109,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
48867110,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14371
48867111,6440,5,5,14371,5,5,12366,7654,0,44026,51125,146057,1,0,14000
48867112,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,400400,14006
48867113,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,1,400400,14006
48867114,6440,5,5,14371,5,5,12366,7654,0,0,51125,146057,0,400400,14006
48867115,170,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867116,170,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867117,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867118,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867119,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867120,0,5,5,14372,5,5,12373,7654,14417,0,51125,44026,0,400,14006
48867121,0,5,5,14372,5,5,12373,7654,14417,0,51125,44026,0,400,14006
48867122,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14006
48867123,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14006
48867124,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,0,14417
48867125,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
48867126,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
48867127,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14417
48867128,0,5,5,14372,5,5,12373,7654,0,154400,51125,44026,1,0,14000
48867129,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,400400,14006
48867130,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,1,400400,14006
48867131,0,5,5,14372,5,5,12373,7654,0,0,51125,44026,0,400400,14006
48867132,0,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867133,0,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867134,2001,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867135,16372,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867136,16372,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867137,0,5,5,14372,5,5,12373,7654,14372,0,51125,154400,0,400400,14006
48867138,6000,5,5,14372,5,5,12373,7654,14372,0,51125,154400,0,400400,14006
48867139,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14006
48867140,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14006
48867141,6000,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,0,14372
48867142,7460,5,5,14372,5,5,12373,7654,0,146056,51125,154400,1,0,14372
48867143,7460,5,5,14372,5,5,12373,7654,0,146056,51125,154400,1,0,14372
48867144,7460,5,5,14372,5,5,12373,7654,0,146056,51125,154400,1,0,14372
48867145,7460,5,5,14372,5,5,12373,7654,0,146056,51125,154400,1,0,14000
48867146,7460,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,400400,14006
48867147,7460,5,5,14372,5,5,12373,7654,0,0,51125,154400,1,400400,14006
48867148,7460,5,5,14372,5,5,12373,7654,0,0,51125,154400,0,400400,14006
48867149,145,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867150,145,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867151,0,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867152,16373,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867153,16373,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867154,0,154400,5,14373,154400,5,12373,7654,14373,0,51125,146056,0,400000,14006
48867155,6000,154400,5,14373,154400,5,12373,7654,14373,0,51125,146056,0,400000,14006
48867156,6000,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,1,0,14006
48867157,6000,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,1,0,14006
48867158,6000,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,1,0,14373
48867159,6460,154400,5,14373,154400,5,12373,7654,0,46000,51125,146056,1,0,14373
48867160,6460,154400,5,14373,154400,5,12373,7654,0,46000,51125,146056,1,0,14373
48867161,6460,154400,5,14373,154400,5,12373,7654,0,46000,51125,146056,1,0,14373
48867162,6460,154400,5,14373,154400,5,12373,7654,0,46000,51125,146056,1,0,14000
48867163,6460,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,1,400400,14006
48867164,6460,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,1,400400,14006
48867165,6460,154400,5,14373,154400,5,12373,7654,0,0,51125,146056,0,400400,14006
48867166,170,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,14006
48867167,170,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,14006
48867168,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,14006
48867169,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,14006
48867170,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,14006
48867171,0,154400,154405,14374,154400,154405,12373,7654,12373,0,51125,46000,0,400000,14006
48867172,0,154400,154405,14374,154400,154405,12373,7654,12373,0,51125,46000,0,400000,14006
48867173,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,14005
48867174,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12005
48867175,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12373
48867176,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12373
48867177,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12373
48867178,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12373
48867179,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,0,12000
48867180,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,400400,12005
48867181,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,1,400400,12005
48867182,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,46000,0,400400,12005
48867183,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,12005
48867184,0,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,12005
48867185,2001,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,12005
48867186,16374,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,12005
48867187,16374,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,12005
48867188,0,154400,154405,14374,154400,154405,12373,7654,14374,0,51125,0,0,400400,12005
48867189,6000,154400,154405,14374,154400,154405,12373,7654,14374,0,51125,0,0,400400,12005
48867190,6000,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,1,0,12006
48867191,6000,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,1,0,14006
48867192,6000,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,1,0,14374
48867193,7406,154400,154405,14374,154400,154405,12373,7654,0,140660,51125,0,1,0,14374
48867194,7406,154400,154405,14374,154400,154405,12373,7654,0,140660,51125,0,1,0,14374
48867195,7406,154400,154405,14374,154400,154405,12373,7654,0,140660,51125,0,1,0,14374
48867196,7406,154400,154405,14374,154400,154405,12373,7654,0,140660,51125,0,1,0,14000
48867197,7406,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,1,400400,14006
48867198,7406,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,1,400400,14006
48867199,7406,154400,154405,14374,154400,154405,12373,7654,0,0,51125,0,0,400400,14006
48867200,464,0,154405,14375,0,154405,12373,7654,0,0,51125,140660,0,400400,14006
48867201,464,0,154405,14375,0,154405,12373,7654,0,0,51125,140660,0,400400,14006
48867202,465,0,154405,14375,0,154405,12373,7654,0,0,51125,140660,0,400400,14006
48867203,465,0,154405,14375,0,154405,12373,7654,0,0,51125,51125,0,400400,14006
48867204,466,0,154405,14375,0,154405,12373,7654,0,0,51125,51125,0,400400,14006
48867205,466,0,154405,14375,0,154405,12373,7654,0,0,51125,51125,0,400400,14006
48867206,466,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867207,467,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867208,467,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867209,467,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867210,470,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867211,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867212,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867213,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867214,2001,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867215,2001,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867216,2001,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867217,7544,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867218,7544,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867219,7544,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867220,226,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867221,226,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867222,230,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867223,230,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867224,230,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867225,231,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867226,231,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867227,232,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867228,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867229,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867230,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867231,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867232,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867233,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867234,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867235,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867236,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867237,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867238,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867239,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867240,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867241,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867242,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867243,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867244,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867245,227,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867246,145,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867247,145,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867248,145,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867249,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867250,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867251,0,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867252,2001,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867253,16375,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867254,16375,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867255,0,0,154405,14375,0,154405,12373,7654,14375,0,14265,51125,0,400000,14006
48867256,6000,0,154405,14375,0,154405,12373,7654,14375,0,14265,51125,0,400000,14006
48867257,6000,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,1,0,14006
48867258,6000,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,1,0,14006
48867259,6000,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,1,0,14375
48867260,7565,0,154405,14375,0,154405,12373,7654,0,156561,14265,51125,1,0,14375
48867261,7565,0,154405,14375,0,154405,12373,7654,0,156561,14265,51125,1,0,14375
48867262,7565,0,154405,14375,0,154405,12373,7654,0,156561,14265,51125,1,0,14375
48867263,7565,0,154405,14375,0,154405,12373,7654,0,156561,14265,51125,1,0,14000
48867264,7565,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,1,400400,14006
48867265,7565,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,1,400400,14006
48867266,7565,0,154405,14375,0,154405,12373,7654,0,0,14265,51125,0,400400,14006
48867267,226,0,154405,14376,0,154405,12373,7654,0,0,14265,156561,0,400400,14006
48867268,226,0,154405,14376,0,154405,12373,7654,0,0,14265,156561,0,400400,14006
48867269,230,0,154405,14376,0,154405,12373,7654,0,0,14265,156561,0,400400,14006
48867270,230,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867271,230,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867272,231,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867273,231,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867274,232,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867275,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867276,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867277,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867278,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867279,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867280,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867281,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867282,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867283,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867284,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867285,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867286,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867287,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867288,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867289,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867290,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867291,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867292,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867293,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867294,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867295,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867296,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867297,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867298,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867299,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867300,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867301,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867302,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867303,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867304,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867305,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867306,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867307,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867308,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867309,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867310,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867311,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867312,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867313,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867314,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867315,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867316,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867317,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867318,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867319,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867320,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14006
48867321,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14375
48867322,227,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14375
48867323,145,0,154405,14376,0,154405,12373,7654,0,0,14265,14265,0,400400,14375
