tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
47954024,7240,2,117,12373,117,7654,124002,0,0,14263,140065,47400,215,34,177663,114,0,117
47954025,0,2,117,12373,117,7654,124002,0,0,14263,124002,131777,0,34,14263,177777,0,0
47954026,0,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,4,14263,177777,0,0
47954027,2001,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954028,16404,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954029,16404,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954030,0,2,117,12373,117,7654,0,14404,0,14263,124002,131777,0,0,14263,177777,0,0
47954031,6000,2,117,12373,117,7654,0,14404,0,14263,124002,131777,0,0,14263,177777,0,0
47954032,6000,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954033,6000,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954034,6000,2,117,12373,117,7654,0,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954035,6446,2,117,12373,117,7654,44612,0,44612,14263,124002,131777,0,0,14263,177777,0,0
47954036,6446,2,117,12373,117,7654,44612,0,44612,14263,124002,131777,0,0,14263,177777,0,0
47954037,6446,2,117,12373,117,7654,44612,0,44612,14263,124002,131777,0,0,14263,177777,0,0
47954038,6446,2,117,12373,117,7654,44612,0,44612,14263,124002,131777,0,0,14263,177777,0,0
47954039,6446,2,117,12373,117,7654,44612,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954040,6446,2,117,12373,117,7654,44612,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954041,6446,2,117,12373,117,7654,44612,0,0,14263,124002,131777,0,0,14263,177777,0,0
47954042,170,2,117,12373,117,7654,44612,0,0,14263,44612,0,170,0,14263,163514,0,0
47954043,170,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954044,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954045,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954046,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954047,0,2,117,12373,117,7654,0,7466,0,14263,44612,0,170,3,14263,163514,0,0
47954048,0,2,117,12373,117,7654,0,7466,0,14263,44612,0,170,3,14263,163514,0,0
47954049,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954050,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954051,0,2,117,12373,117,7654,0,0,0,14263,44612,0,170,3,14263,163514,0,0
47954052,0,2,117,12373,117,7654,2,0,2,14263,44612,0,170,3,14263,163514,0,0
47954053,0,2,117,12373,117,7654,2,0,2,14263,44612,0,170,3,14263,163514,0,0
47954054,0,2,117,12373,117,7654,2,0,2,14263,44612,0,170,3,14263,163514,0,0
47954055,0,2,117,12373,117,7654,2,0,2,14263,44612,0,170,3,14263,163514,0,0
47954056,0,2,117,12373,117,7654,2,0,0,14263,44612,0,170,3,14263,163514,0,0
47954057,0,2,117,12373,117,7654,2,0,0,14263,44612,0,170,3,14263,163514,0,0
47954058,0,2,117,12373,117,7654,2,0,0,14263,44612,0,170,3,14263,163514,0,0
47954059,0,2,117,12373,117,7654,2,0,0,14263,2,131430,0,3,2,177775,2,0
47954060,0,2,117,12373,117,7654,0,0,0,14263,2,131430,0,4,2,177775,2,0
47954061,2001,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954062,16405,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954063,16405,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954064,0,2,117,12373,117,7654,0,14405,0,14263,2,131430,0,0,2,177775,2,0
47954065,6000,2,117,12373,117,7654,0,14405,0,14263,2,131430,0,0,2,177775,2,0
47954066,6000,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954067,6000,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954068,6000,2,117,12373,117,7654,0,0,0,14263,2,131430,0,0,2,177775,2,0
47954069,7724,2,117,12373,117,7654,172401,0,172401,14263,2,131430,0,0,2,177775,2,0
47954070,7724,2,117,12373,117,7654,172401,0,172401,14263,2,131430,0,22,2,177775,2,0
47954071,7724,2,117,12373,117,7654,172401,0,172401,14263,2,131430,0,22,2,177775,2,0
47954072,7724,2,117,12373,117,7654,172401,0,172401,14263,2,131430,0,22,2,177775,2,0
47954073,7724,2,117,12373,117,7654,172401,0,0,14263,2,131430,0,22,2,177775,2,0
47954074,7724,2,117,12373,117,7654,172401,0,0,14263,2,131430,0,22,2,177775,2,0
47954075,7724,2,117,12373,117,7654,172401,0,0,14263,2,131430,0,22,2,177775,2,0
47954076,0,2,117,12373,117,7654,172401,0,0,14263,172401,1000,50000,22,3,177776,1,2
47954077,0,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,4,3,177776,1,2
47954078,2001,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954079,16406,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954080,16406,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954081,0,2,117,12373,117,7654,0,14406,0,14263,172401,1000,50000,0,3,177776,1,2
47954082,6000,2,117,12373,117,7654,0,14406,0,14263,172401,1000,50000,0,3,177776,1,2
47954083,6000,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954084,6000,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954085,6000,2,117,12373,117,7654,0,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954086,6046,2,117,12373,117,7654,4612,0,4612,14263,172401,1000,50000,0,3,177776,1,2
47954087,6046,2,117,12373,117,7654,4612,0,4612,14263,172401,1000,50000,0,3,177776,1,2
47954088,6046,2,117,12373,117,7654,4612,0,4612,14263,172401,1000,50000,0,3,177776,1,2
47954089,6046,2,117,12373,117,7654,4612,0,4612,14263,172401,1000,50000,0,3,177776,1,2
47954090,6046,2,117,12373,117,7654,4612,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954091,6046,2,117,12373,117,7654,4612,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954092,6046,2,117,12373,117,7654,4612,0,0,14263,172401,1000,50000,0,3,177776,1,2
47954093,145,3,117,12373,117,7654,4613,0,0,14263,4612,400,50145,0,3,177774,0,3
47954094,145,3,117,12373,117,7654,3,0,0,14263,4612,400,50145,0,3,177774,0,3
47954095,0,3,117,12373,117,7654,3,0,0,14263,4612,400,50145,0,3,177774,0,3
47954096,0,3,117,12373,117,7654,3,0,0,14263,4612,400,50145,0,3,177774,0,3
47954097,0,3,117,12373,117,7654,3,0,0,14263,4612,400,50145,0,3,177774,0,3
47954098,0,3,117,12373,117,7654,3,7466,0,14263,4612,400,50145,0,3,177774,0,3
47954099,0,3,117,12373,117,7654,3,7466,0,14263,4612,400,50145,0,3,177774,0,3
47954100,0,3,117,12373,117,7654,3,0,0,14263,4612,400,50145,0,3,177774,0,3
47954101,0,3,117,12373,117,7654,3,3,0,14263,4612,400,50145,0,3,177774,0,3
47954102,0,3,117,12373,117,7654,0,3,0,14263,3,1400,0,0,0,177777,0,0
47954103,0,3,117,12373,117,7654,0,3,0,14263,3,1400,0,4,0,177777,0,0
47954104,2001,3,117,12373,117,7654,0,3,0,14263,3,1400,0,0,0,177777,0,0
47954105,16407,3,117,12373,117,7654,0,3,0,14263,3,1400,0,0,0,177777,0,0
47954106,16407,3,117,12373,117,7654,0,3,0,14263,3,1400,0,0,0,177777,0,0
47954107,0,3,117,12373,117,7654,0,3,0,14263,3,1400,0,0,0,177777,0,0
47954108,0,3,117,12373,117,7654,0,0,0,14263,3,1400,0,0,0,177777,0,0
47954109,0,3,117,12373,117,7654,0,14407,0,14263,3,1400,0,0,0,177777,0,0
47954110,6000,3,117,12373,117,7654,0,14407,0,14263,3,1400,0,0,0,177777,0,0
47954111,6000,3,117,12373,117,7654,0,0,0,14263,3,1400,0,0,0,177777,0,0
47954112,6000,3,117,12373,117,7654,0,0,0,14263,3,1400,0,0,0,177777,0,0
47954113,6000,3,117,12373,117,7654,0,0,0,14263,3,1400,0,0,0,177777,0,0
47954114,7243,3,117,12373,117,7654,124351,0,124351,14263,3,1400,0,0,0,177777,0,0
47954115,7243,3,117,12373,117,7654,124351,0,124351,14263,3,1400,0,34,0,177777,0,0
47954116,7243,3,117,12373,117,7654,124351,0,124351,14263,3,1400,0,34,0,177777,0,0
47954117,7243,3,117,12373,117,7654,124351,0,124351,14263,3,1400,0,34,0,177777,0,0
47954118,7243,3,117,12373,117,7654,124351,0,0,14263,3,1400,0,34,0,177777,0,0
47954119,7243,3,117,12373,117,7654,124351,0,0,14263,3,1400,0,34,0,177777,0,0
47954120,7243,3,117,12373,117,7654,124351,0,0,14263,3,1400,0,34,0,177777,0,0
47954121,0,3,117,12373,117,7654,124351,0,0,14263,124351,0,0,34,14263,177777,0,0
47954122,0,3,117,12373,117,7654,0,0,0,14263,124351,0,0,4,14263,177777,0,0
47954123,2001,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954124,16360,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954125,16360,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954126,0,3,117,12373,117,7654,0,14360,0,14263,124351,0,0,0,14263,177777,0,0
47954127,6000,3,117,12373,117,7654,0,14360,0,14263,124351,0,0,0,14263,177777,0,0
47954128,6000,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954129,6000,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954130,6000,3,117,12373,117,7654,0,0,0,14263,124351,0,0,0,14263,177777,0,0
47954131,6546,3,117,12373,117,7654,54612,0,54612,14263,124351,0,0,0,14263,177777,0,0
47954132,6546,3,117,12373,117,7654,54612,0,54612,14263,124351,0,0,0,14263,177777,0,0
47954133,6546,3,117,12373,117,7654,54612,0,54612,14263,124351,0,0,0,14263,177777,0,0
47954134,6546,3,117,12373,117,7654,54612,0,54612,14263,124351,0,0,0,14263,177777,0,0
47954135,6546,3,117,12373,117,7654,54612,0,0,14263,124351,0,0,0,14263,177777,0,0
47954136,6546,3,117,12373,117,7654,54612,0,0,14263,124351,0,0,0,14263,177777,0,0
47954137,6546,3,117,12373,117,7654,54612,0,0,14263,124351,0,0,0,14263,177777,0,0
47954138,174,3,117,12373,117,7654,54612,0,0,14263,54612,0,174,0,14263,163514,0,0
47954139,174,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954140,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954141,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954142,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954143,0,3,117,12373,117,7654,0,7466,0,14263,54612,0,174,3,14263,163514,0,0
47954144,0,3,117,12373,117,7654,0,7466,0,14263,54612,0,174,3,14263,163514,0,0
47954145,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954146,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954147,0,3,117,12373,117,7654,0,0,0,14263,54612,0,174,3,14263,163514,0,0
47954148,0,3,117,12373,117,7654,3,0,3,14263,54612,0,174,3,14263,163514,0,0
47954149,0,3,117,12373,117,7654,3,0,3,14263,54612,0,174,3,14263,163514,0,0
47954150,0,3,117,12373,117,7654,3,0,3,14263,54612,0,174,3,14263,163514,0,0
47954151,0,3,117,12373,117,7654,3,0,3,14263,54612,0,174,3,14263,163514,0,0
47954152,0,3,117,12373,117,7654,3,0,0,14263,54612,0,174,3,14263,163514,0,0
47954153,0,3,117,12373,117,7654,3,0,0,14263,54612,0,174,3,14263,163514,0,0
47954154,0,3,117,12373,117,7654,3,0,0,14263,54612,0,174,3,14263,163514,0,0
47954155,0,3,117,12373,117,7654,3,0,0,14263,3,131430,0,3,3,177774,3,0
47954156,0,3,117,12373,117,7654,0,0,0,14263,3,131430,0,4,3,177774,3,0
47954157,2001,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954158,16361,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954159,16361,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954160,0,3,117,12373,117,7654,0,14361,0,14263,3,131430,0,0,3,177774,3,0
47954161,6000,3,117,12373,117,7654,0,14361,0,14263,3,131430,0,0,3,177774,3,0
47954162,6000,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954163,6000,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954164,6000,3,117,12373,117,7654,0,0,0,14263,3,131430,0,0,3,177774,3,0
47954165,6506,3,117,12373,117,7654,50607,0,50607,14263,3,131430,0,0,3,177774,3,0
47954166,6506,3,117,12373,117,7654,50607,0,50607,14263,3,131430,0,0,3,177774,3,0
47954167,6506,3,117,12373,117,7654,50607,0,50607,14263,3,131430,0,0,3,177774,3,0
47954168,6506,3,117,12373,117,7654,50607,0,50607,14263,3,131430,0,0,3,177774,3,0
47954169,6506,3,117,12373,117,7654,50607,0,0,14263,3,131430,0,0,3,177774,3,0
47954170,6506,3,117,12373,117,7654,50607,0,0,14263,3,131430,0,0,3,177774,3,0
47954171,6506,3,117,12373,117,7654,50607,0,0,14263,3,131430,0,0,3,177774,3,0
47954172,172,3,117,3,117,7654,50607,0,0,14263,50607,1400,172,0,14263,163514,0,0
47954173,172,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954174,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954175,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954176,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954177,0,3,117,3,117,7654,0,7463,0,14263,50607,1400,172,3,14263,163514,0,0
47954178,0,3,117,3,117,7654,0,7463,0,14263,50607,1400,172,3,14263,163514,0,0
47954179,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954180,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954181,0,3,117,3,117,7654,0,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954182,0,3,117,3,117,7654,12023,0,12023,14263,50607,1400,172,3,14263,163514,0,0
47954183,0,3,117,3,117,7654,12023,0,12023,14263,50607,1400,172,3,14263,163514,0,0
47954184,0,3,117,3,117,7654,12023,0,12023,14263,50607,1400,172,3,14263,163514,0,0
47954185,0,3,117,3,117,7654,12023,0,12023,14263,50607,1400,172,3,14263,163514,0,0
47954186,0,3,117,3,117,7654,12023,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954187,0,3,117,3,117,7654,12023,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954188,0,3,117,3,117,7654,12023,0,0,14263,50607,1400,172,3,14263,163514,0,0
47954189,0,3,117,3,117,7654,12023,0,0,14263,12023,131430,0,3,12023,165754,12023,0
47954190,0,3,117,3,117,7654,0,0,0,14263,12023,131430,0,4,12023,165754,12023,0
47954191,2001,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954192,16362,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954193,16362,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954194,0,3,117,3,117,7654,0,14362,0,14263,12023,131430,0,0,12023,165754,12023,0
47954195,6000,3,117,3,117,7654,0,14362,0,14263,12023,131430,0,0,12023,165754,12023,0
47954196,6000,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954197,6000,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954198,6000,3,117,3,117,7654,0,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954199,7422,3,117,3,117,7654,142200,0,142200,14263,12023,131430,0,0,12023,165754,12023,0
47954200,7422,3,117,3,117,7654,142200,0,142200,14263,12023,131430,0,0,12023,165754,12023,0
47954201,7422,3,117,3,117,7654,142200,0,142200,14263,12023,131430,0,0,12023,165754,12023,0
47954202,7422,3,117,3,117,7654,142200,0,142200,14263,12023,131430,0,0,12023,165754,12023,0
47954203,7422,3,117,3,117,7654,142200,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954204,7422,3,117,3,117,7654,142200,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954205,7422,3,117,3,117,7654,142200,0,0,14263,12023,131430,0,0,12023,165754,12023,0
47954206,4331,3,12023,3,117,7654,156263,0,0,14263,142200,11424,4331,0,14263,163514,0,0
47954207,4331,3,12023,3,117,7654,14263,0,0,14263,142200,11424,4331,0,14263,163514,0,0
47954208,4335,3,12023,3,117,7654,14263,0,0,14263,142200,11424,4331,0,14263,163514,0,0
47954209,4335,3,12023,3,117,7654,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
47954210,4335,3,12023,3,117,7654,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
47954211,4336,3,12023,3,117,7654,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
47954212,4336,3,12023,3,117,7654,12024,0,0,14263,14263,1400,60000,0,12024,165753,0,12023
47954213,4337,3,12023,3,117,7654,12024,0,0,14263,14263,1400,60000,10,12024,165753,0,12023
47954214,4332,3,12023,3,117,7654,12024,0,0,14263,14263,1400,60000,10,12024,165753,0,12023
47954215,4332,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,10,1,177776,1,3
47954216,4332,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954217,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954218,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954219,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954220,4333,3,12023,3,117,7654,0,12024,0,14263,14263,12024,70350,3,1,177776,1,3
# MARK on-ST tick=47954220
47954221,4333,3,12023,3,117,7654,0,12024,0,14263,14263,12024,70350,3,1,177776,1,3
47954222,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954223,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954224,4333,3,12023,3,117,7654,0,0,0,14263,14263,12024,70350,3,1,177776,1,3
47954225,4333,3,12023,3,117,7654,51524,0,51524,14263,14263,12024,70350,3,1,177776,1,3
47954226,4333,3,12023,3,117,7654,51524,0,51524,14263,14263,12024,70350,3,1,177776,1,3
47954227,4333,3,12023,3,117,7654,51524,0,51524,14263,14263,12024,70350,3,1,177776,1,3
47954228,4333,3,12023,3,117,7654,51524,0,51524,14263,14263,12024,70350,3,1,177776,1,3
47960189,0,0,154404,12373,117,7654,0,0,0,14264,116400,0,145,0,0,177777,0,0
47960190,0,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960191,0,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,4,0,177777,0,0
47960192,2001,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960193,16375,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960194,16375,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960195,0,0,154404,12373,117,7654,0,14375,0,14264,116400,0,0,0,0,177777,0,0
47960196,6000,0,154404,12373,117,7654,0,14375,0,14264,116400,0,0,0,0,177777,0,0
47960197,6000,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960198,6000,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960199,6000,0,154404,12373,117,7654,0,0,0,14264,116400,0,0,0,0,177777,0,0
47960200,7565,0,154404,12373,117,7654,156561,0,156561,14264,116400,0,0,0,0,177777,0,0
47960201,7565,0,154404,12373,117,7654,156561,0,156561,14264,116400,0,0,0,0,177777,0,0
47960202,7565,0,154404,12373,117,7654,156561,0,156561,14264,116400,0,0,0,0,177777,0,0
47960203,7565,0,154404,12373,117,7654,156561,0,156561,14264,116400,0,0,0,0,177777,0,0
47960204,7565,0,154404,12373,117,7654,156561,0,0,14264,116400,0,0,0,0,177777,0,0
47960205,7565,0,154404,12373,117,7654,156561,0,0,14264,116400,0,0,0,0,177777,0,0
47960206,7565,0,154404,12373,117,7654,156561,0,0,14264,116400,0,0,0,0,177777,0,0
47960207,226,0,154404,12373,117,7654,156765,0,0,14264,156561,0,226,0,14264,163513,0,0
47960208,226,0,154404,12373,117,7654,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
47960209,230,0,154404,12373,117,7654,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
47960210,230,0,154404,12373,117,7654,156561,0,0,14264,14264,132030,230,2,14264,21216,156561,0
47960211,230,0,154404,12373,117,7654,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
47960212,231,0,154404,12373,117,7654,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
47960213,231,0,154404,12373,117,7654,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
47960214,232,0,154404,12373,117,7654,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
47960215,227,0,154404,12373,117,7654,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
47960216,227,0,154404,12373,117,7654,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
47960217,227,0,154404,12373,117,7654,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
47960218,227,0,154404,12373,117,7654,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
47960219,227,0,154404,12373,117,7654,0,0,0,14264,14264,132030,145,0,0,177777,0,0
47960220,227,0,154404,12373,117,7654,0,0,0,14264,14264,132030,145,0,0,177777,0,0
47960221,227,0,154404,12373,117,7654,0,0,0,14264,14264,132030,145,0,0,177777,0,0
47960222,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960223,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960224,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960225,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960226,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960227,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960228,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960229,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960230,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960231,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960232,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960233,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960234,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960235,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960236,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960237,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960238,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960239,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960240,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960241,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960242,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960243,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960244,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960245,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960246,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960247,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960248,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960249,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960250,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960251,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960252,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960253,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960254,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960255,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960256,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960257,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960258,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960259,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960260,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960261,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960262,227,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960263,145,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960264,145,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960265,145,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960266,0,0,154404,12373,117,7654,0,0,0,14264,14264,0,145,0,0,177777,0,0
47960267,0,0,154404,12373,117,7654,0,0,0,14264,14264,0,0,0,0,177777,0,0
47960268,0,0,154404,12373,117,7654,0,0,0,14264,14264,0,0,4,0,177777,0,0
47960269,2001,0,154404,12373,117,7654,0,0,0,14264,14264,0,0,0,0,177777,0,0
47960270,16376,0,154404,12373,117,7654,0,0,0,14264,14264,0,0,0,0,177777,0,0
