tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
51133322,4335,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
51133323,4335,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
51133324,4336,3,12075,3,117,7744,3,0,0,14263,14263,131430,74335,0,3,177774,0,3
51133325,4336,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,0,12076,165701,0,12075
51133326,4337,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,10,12076,165701,0,12075
51133327,4332,3,12075,3,117,7744,12076,0,0,14263,14263,1400,60000,10,12076,165701,0,12075
51133328,4332,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,10,1,177776,1,3
51133329,4332,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133330,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133331,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133332,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133333,4333,3,12075,3,117,7744,0,12076,0,14263,14263,37024,70350,3,1,177776,1,3
# MARK on-ST tick=51133333
51133334,4333,3,12075,3,117,7744,0,12076,0,14263,14263,37024,70350,3,1,177776,1,3
51133335,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133336,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133337,4333,3,12075,3,117,7744,0,0,0,14263,14263,37024,70350,3,1,177776,1,3
51133338,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
51133339,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
51133340,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
51133341,4333,3,12075,3,117,7744,51524,0,51524,14263,14263,37024,70350,3,1,177776,1,3
51133668,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
51133669,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
51133670,6000,0,154404,12373,117,7744,0,0,0,14264,51524,0,0,0,0,177777,0,0
51133671,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
51133672,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
51133673,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
51133674,7565,0,154404,12373,117,7744,156561,0,156561,14264,51524,0,0,0,0,177777,0,0
51133675,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
51133676,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
51133677,7565,0,154404,12373,117,7744,156561,0,0,14264,51524,0,0,0,0,177777,0,0
51133678,226,0,154404,12373,117,7744,156765,0,0,14264,156561,0,226,0,14264,163513,0,0
51133679,226,0,154404,12373,117,7744,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
51133680,230,0,154404,12373,117,7744,14264,0,0,14264,156561,0,226,2,14264,163513,0,0
51133681,230,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,2,14264,21216,156561,0
51133682,230,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
51133683,231,0,154404,12373,117,7744,156561,0,0,14264,14264,132030,230,0,14264,21216,156561,0
51133684,231,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
51133685,232,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
51133686,227,0,154404,12373,117,7744,14264,0,0,14264,14264,70735,20,0,14264,163513,0,0
51133687,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
51133688,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
51133689,227,0,154404,12373,117,7744,14264,0,0,14264,14264,132030,0,0,14264,163513,0,0
51133690,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
51133691,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
51133692,227,0,154404,12373,117,7744,0,0,0,14264,14264,132030,145,0,0,177777,0,0
51133693,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133694,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133695,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133696,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133697,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133698,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133699,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133700,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133701,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133702,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133703,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133704,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133705,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133706,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133707,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133708,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133709,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133710,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133711,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133712,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133713,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133714,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133715,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133716,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133717,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133718,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133719,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133720,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133721,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133722,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133723,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133724,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133725,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133726,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133727,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133728,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133729,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133730,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133731,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133732,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133733,227,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133734,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133735,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133736,145,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133737,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,145,0,0,177777,0,0
51133738,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133739,0,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,4,0,177777,0,0
51133740,2001,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133741,16376,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133742,16376,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133743,0,0,154404,12373,117,7744,0,14376,0,14264,14264,0,0,0,0,177777,0,0
51133744,6000,0,154404,12373,117,7744,0,14376,0,14264,14264,0,0,0,0,177777,0,0
51133745,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133746,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133747,6000,0,154404,12373,117,7744,0,0,0,14264,14264,0,0,0,0,177777,0,0
51133748,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,0,0,177777,0,0
51133749,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
51133750,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
51133751,7314,0,154404,12373,117,7744,131412,0,131412,14264,14264,0,0,34,0,177777,0,0
51133752,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
51133753,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
51133754,7314,0,154404,12373,117,7744,131412,0,0,14264,14264,0,0,34,0,177777,0,0
51133755,214,0,154404,12373,117,7744,131412,0,0,14264,131412,0,50214,34,0,177777,0,0
51133756,214,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133757,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133758,16410,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133759,16410,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133760,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133761,0,0,154404,12373,117,7744,0,0,0,14264,131412,0,50214,0,0,177777,0,0
51133762,0,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133763,0,0,154404,12373,117,7744,0,0,0,14264,0,0,0,4,14264,163513,0,0
51133764,2001,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133765,16377,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133766,16377,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133767,0,0,154404,12373,117,7744,0,14377,0,14264,0,0,0,0,14264,163513,0,0
51133768,6000,0,154404,12373,117,7744,0,14377,0,14264,0,0,0,0,14264,163513,0,0
51133769,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133770,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133771,6000,0,154404,12373,117,7744,0,0,0,14264,0,0,0,0,14264,163513,0,0
51133772,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
51133773,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
51133774,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
51133775,6446,0,154404,12373,117,7744,44612,0,44612,14264,0,0,0,0,14264,163513,0,0
51133776,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
51133777,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
51133778,6446,0,154404,12373,117,7744,44612,0,0,14264,0,0,0,0,14264,163513,0,0
51133779,170,0,154404,12373,117,7744,44612,0,0,14264,44612,132030,170,0,14264,163513,0,0
51133780,170,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133781,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133782,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133783,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133784,0,0,154404,12373,117,7744,0,7556,0,14264,44612,132030,170,3,14264,163513,0,0
51133785,0,0,154404,12373,117,7744,0,7556,0,14264,44612,132030,170,3,14264,163513,0,0
51133786,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133787,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133788,0,0,154404,12373,117,7744,0,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133789,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
51133790,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
51133791,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
51133792,0,0,154404,12373,117,7744,3,0,3,14264,44612,132030,170,3,14264,163513,0,0
51133793,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133794,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133795,0,0,154404,12373,117,7744,3,0,0,14264,44612,132030,170,3,14264,163513,0,0
51133796,0,0,154404,12373,117,7744,3,0,0,14264,3,132030,0,3,3,177774,3,0
51133797,0,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,4,3,177774,3,0
51133798,2001,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133799,16400,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133800,16400,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133801,0,0,154404,12373,117,7744,0,14400,0,14264,3,132030,0,0,3,177774,3,0
51133802,6000,0,154404,12373,117,7744,0,14400,0,14264,3,132030,0,0,3,177774,3,0
51133803,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133804,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133805,6000,0,154404,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133806,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
51133807,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
51133808,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
51133809,6506,0,154404,12373,117,7744,50611,0,50611,14264,3,132030,0,0,3,177774,3,0
51133810,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
51133811,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
51133812,6506,0,154404,12373,117,7744,50611,0,0,14264,3,132030,0,0,3,177774,3,0
51133813,172,3,154404,12373,117,7744,50611,0,0,14264,50611,1400,172,0,14264,163513,0,0
51133814,172,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133815,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133816,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133817,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133818,0,3,154404,12373,117,7744,0,7555,0,14264,50611,1400,172,3,14264,163513,0,0
51133819,0,3,154404,12373,117,7744,0,7555,0,14264,50611,1400,172,3,14264,163513,0,0
51133820,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133821,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133822,0,3,154404,12373,117,7744,0,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133823,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
51133824,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
51133825,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
51133826,0,3,154404,12373,117,7744,117,0,117,14264,50611,1400,172,3,14264,163513,0,0
51133827,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133828,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133829,0,3,154404,12373,117,7744,117,0,0,14264,50611,1400,172,3,14264,163513,0,0
51133830,0,3,154404,12373,117,7744,117,0,0,14264,117,132030,0,3,117,177660,117,0
51133831,0,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,4,117,177660,117,0
51133832,2001,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133833,16401,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133834,16401,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133835,0,3,154404,12373,117,7744,0,14401,0,14264,117,132030,0,0,117,177660,117,0
51133836,6000,3,154404,12373,117,7744,0,14401,0,14264,117,132030,0,0,117,177660,117,0
51133837,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133838,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133839,6000,3,154404,12373,117,7744,0,0,0,14264,117,132030,0,0,117,177660,117,0
51133840,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
51133841,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
51133842,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
51133843,7400,3,154404,12373,117,7744,140065,0,140065,14264,117,132030,0,0,117,177660,117,0
51133844,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
51133845,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
51133846,7400,3,154404,12373,117,7744,140065,0,0,14264,117,132030,0,0,117,177660,117,0
51133847,215,3,117,12373,117,7744,140065,0,0,14264,140065,47400,215,0,177664,113,0,117
51133848,215,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133849,0,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133850,16402,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133851,16402,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133852,0,3,117,12373,117,7744,0,14402,0,14264,140065,47400,215,0,177664,113,0,117
51133853,6000,3,117,12373,117,7744,0,14402,0,14264,140065,47400,215,0,177664,113,0,117
51133854,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133855,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133856,6000,3,117,12373,117,7744,0,0,0,14264,140065,47400,215,0,177664,113,0,117
51133857,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,0,177664,113,0,117
51133858,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
51133859,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
51133860,7240,3,117,12373,117,7744,124002,0,124002,14264,140065,47400,215,34,177664,113,0,117
51133861,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
51133862,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
51133863,7240,3,117,12373,117,7744,124002,0,0,14264,140065,47400,215,34,177664,113,0,117
51133864,0,3,117,12373,117,7744,124002,0,0,14264,124002,132377,0,34,14264,177777,0,0
51133865,0,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,4,14264,177777,0,0
51133866,2001,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133867,16404,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133868,16404,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133869,0,3,117,12373,117,7744,0,14404,0,14264,124002,132377,0,0,14264,177777,0,0
51133870,6000,3,117,12373,117,7744,0,14404,0,14264,124002,132377,0,0,14264,177777,0,0
51133871,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133872,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133873,6000,3,117,12373,117,7744,0,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133874,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
51133875,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
51133876,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
51133877,6446,3,117,12373,117,7744,44612,0,44612,14264,124002,132377,0,0,14264,177777,0,0
51133878,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133879,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133880,6446,3,117,12373,117,7744,44612,0,0,14264,124002,132377,0,0,14264,177777,0,0
51133881,170,3,117,12373,117,7744,44612,0,0,14264,44612,0,170,0,14264,163513,0,0
51133882,170,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133883,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133884,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133885,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133886,0,3,117,12373,117,7744,0,7556,0,14264,44612,0,170,3,14264,163513,0,0
51133887,0,3,117,12373,117,7744,0,7556,0,14264,44612,0,170,3,14264,163513,0,0
51133888,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133889,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133890,0,3,117,12373,117,7744,0,0,0,14264,44612,0,170,3,14264,163513,0,0
51133891,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
51133892,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
51133893,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
51133894,0,3,117,12373,117,7744,3,0,3,14264,44612,0,170,3,14264,163513,0,0
51133895,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
51133896,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
51133897,0,3,117,12373,117,7744,3,0,0,14264,44612,0,170,3,14264,163513,0,0
51133898,0,3,117,12373,117,7744,3,0,0,14264,3,132030,0,3,3,177774,3,0
51133899,0,3,117,12373,117,7744,0,0,0,14264,3,132030,0,4,3,177774,3,0
51133900,2001,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133901,16405,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133902,16405,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133903,0,3,117,12373,117,7744,0,14405,0,14264,3,132030,0,0,3,177774,3,0
51133904,6000,3,117,12373,117,7744,0,14405,0,14264,3,132030,0,0,3,177774,3,0
51133905,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133906,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133907,6000,3,117,12373,117,7744,0,0,0,14264,3,132030,0,0,3,177774,3,0
51133908,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,0,3,177774,3,0
51133909,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,22,3,177774,3,0
51133910,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,22,3,177774,3,0
51133911,7724,3,117,12373,117,7744,172401,0,172401,14264,3,132030,0,22,3,177774,3,0
51133912,7724,3,117,12373,117,7744,172401,0,0,14264,3,132030,0,22,3,177774,3,0
51133913,7724,3,117,12373,117,7744,172401,0,0,14264,3,132030,0,22,3,177774,3,0
51133914,7724,3,117,12373,117,7744,172401,0,0,14264,3,132030,0,22,3,177774,3,0
51133915,0,3,117,12373,117,7744,172401,0,0,14264,172401,1400,50000,22,4,177776,1,3
51133916,0,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,4,4,177776,1,3
51133917,2001,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133918,16406,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133919,16406,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133920,0,3,117,12373,117,7744,0,14406,0,14264,172401,1400,50000,0,4,177776,1,3
51133921,6000,3,117,12373,117,7744,0,14406,0,14264,172401,1400,50000,0,4,177776,1,3
51133922,6000,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133923,6000,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133924,6000,3,117,12373,117,7744,0,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133925,6046,3,117,12373,117,7744,4612,0,4612,14264,172401,1400,50000,0,4,177776,1,3
51133926,6046,3,117,12373,117,7744,4612,0,4612,14264,172401,1400,50000,0,4,177776,1,3
51133927,6046,3,117,12373,117,7744,4612,0,4612,14264,172401,1400,50000,0,4,177776,1,3
51133928,6046,3,117,12373,117,7744,4612,0,4612,14264,172401,1400,50000,0,4,177776,1,3
51133929,6046,3,117,12373,117,7744,4612,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133930,6046,3,117,12373,117,7744,4612,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133931,6046,3,117,12373,117,7744,4612,0,0,14264,172401,1400,50000,0,4,177776,1,3
51133932,145,4,117,12373,117,7744,4616,0,0,14264,4612,400,50145,0,4,177773,0,4
